,date,CO,NO_2,NOx,O_3,PM10,PM25,SO_2,city,year,population,month,quarter
10125,2017-11-04,0.5,32.9375,66.6875,16.142857142857142,31.09090909090909,,1.5,berlin,2017,3613495,2017-11,2017Q4
10126,2017-11-04,0.29625000851228833,38.11284722222222,53.291666666666664,30.964285714285715,10.73263888888889,6.951388888888889,4.345833333333333,madrid,2017,6549519,2017-11,2017Q4
10127,2017-11-04,,41,44,104,56,36,10,hong kong,2017,7413000,2017-11,2017Q4
10128,2017-11-05,,36,39,116,89,60,10,hong kong,2017,7413000,2017-11,2017Q4
10129,2017-11-05,0.4,25.5,46.6875,24.571428571428573,25.727272727272727,,1.0,berlin,2017,3613495,2017-11,2017Q4
10130,2017-11-05,0.31375000659997265,32.083333333333336,46.60243055555556,41.967261904761905,6.777777777777778,5.201388888888889,5.325,madrid,2017,6549519,2017-11,2017Q4
10131,2017-11-06,0.4,35.4,78.93333333333334,24.5,19.6,,1.0,berlin,2017,3613495,2017-11,2017Q4
10132,2017-11-06,,44,50,71,52,35,8,hong kong,2017,7413000,2017-11,2017Q4
10133,2017-11-06,0.3413502177231422,37.289198606271775,57.573170731707314,39.961077844311376,6.965277777777778,3.951388888888889,5.790393013100437,madrid,2017,6549519,2017-11,2017Q4
10134,2017-11-07,0.4569037713141621,63.44736842105263,136.85087719298247,20.59090909090909,18.385714285714286,8.698529411764707,6.991489361702127,madrid,2017,6549519,2017-11,2017Q4
10135,2017-11-07,0.4,31.6,68.26666666666667,22.0,21.0,,0.5,berlin,2017,3613495,2017-11,2017Q4
10136,2017-11-07,,66,88,31,51,35,9,hong kong,2017,7413000,2017-11,2017Q4
10137,2017-11-08,0.45,24.0,49.666666666666664,23.5,42.4,,1.5,berlin,2017,3613495,2017-11,2017Q4
10138,2017-11-08,,50,64,44,37,26,8,hong kong,2017,7413000,2017-11,2017Q4
10139,2017-11-08,0.42791667313625414,52.77447552447553,112.6118881118881,32.1144578313253,13.136200716845877,7.064285714285714,6.933054393305439,madrid,2017,6549519,2017-11,2017Q4
10140,2017-11-09,0.25625000645716983,26.54861111111111,36.03993055555556,55.014925373134325,5.34375,2.7291666666666665,5.51063829787234,madrid,2017,6549519,2017-11,2017Q4
10141,2017-11-09,,29,35,90,36,20,6,hong kong,2017,7413000,2017-11,2017Q4
10142,2017-11-09,0.5,33.266666666666666,77.86666666666666,21.166666666666668,45.27272727272727,,1.5,berlin,2017,3613495,2017-11,2017Q4
10143,2017-11-10,0.41791667363916835,52.057391304347824,108.88,32.09880239520958,11.88888888888889,6.395833333333333,7.148471615720524,madrid,2017,6549519,2017-11,2017Q4
10144,2017-11-10,,45,53,88,46,25,8,hong kong,2017,7413000,2017-11,2017Q4
10145,2017-11-10,0.4,26.5,55.5,27.857142857142858,20.09090909090909,,1.0,berlin,2017,3613495,2017-11,2017Q4
10146,2017-11-11,,31,36,85,45,27,8,hong kong,2017,7413000,2017-11,2017Q4
10147,2017-11-11,0.3,20.1875,35.9375,55.857142857142854,10.272727272727273,,0.5,berlin,2017,3613495,2017-11,2017Q4
10148,2017-11-11,0.5583333385487398,67.18229166666667,153.84722222222223,15.711711711711711,16.426056338028168,10.792857142857143,7.770833333333333,madrid,2017,6549519,2017-11,2017Q4
10149,2017-11-12,0.4,25.9375,46.8125,35.0,17.727272727272727,,1.0,berlin,2017,3613495,2017-11,2017Q4
10150,2017-11-12,,25,30,75,36,24,7,hong kong,2017,7413000,2017-11,2017Q4
10151,2017-11-12,0.4495833390702804,57.14409722222222,107.80381944444444,17.35843373493976,14.26388888888889,10.208333333333334,7.458333333333333,madrid,2017,6549519,2017-11,2017Q4
10152,2017-11-13,0.4,33.125,67.9375,24.0,15.454545454545455,,1.5,berlin,2017,3613495,2017-11,2017Q4
10153,2017-11-13,,34,42,47,18,13,5,hong kong,2017,7413000,2017-11,2017Q4
10154,2017-11-13,0.37625000681728127,44.458333333333336,83.62326388888889,38.62951807228916,10.6,6.432624113475177,6.7,madrid,2017,6549519,2017-11,2017Q4
10155,2017-11-14,,33,41,51,23,17,7,hong kong,2017,7413000,2017-11,2017Q4
10156,2017-11-14,0.49875000678002834,67.61631944444444,155.67361111111111,22.461309523809526,17.101754385964913,9.20138888888889,7.483333333333333,madrid,2017,6549519,2017-11,2017Q4
10157,2017-11-14,0.4,34.9375,89.9375,17.857142857142858,19.818181818181817,,2.0,berlin,2017,3613495,2017-11,2017Q4
10158,2017-11-15,0.6183333379526933,81.78125,217.75,9.844311377245509,25.961805555555557,13.743055555555555,9.245833333333334,madrid,2017,6549519,2017-11,2017Q4
10159,2017-11-15,0.5,34.875,90.75,8.714285714285714,24.545454545454547,,1.5,berlin,2017,3613495,2017-11,2017Q4
10160,2017-11-15,,30,37,64,27,17,7,hong kong,2017,7413000,2017-11,2017Q4
10161,2017-11-16,0.823333335792025,97.17013888888889,303.19618055555554,5.51044776119403,34.126315789473686,20.0,11.2,madrid,2017,6549519,2017-11,2017Q4
10162,2017-11-16,0.5,34.6875,92.3125,6.857142857142857,29.545454545454547,,1.0,berlin,2017,3613495,2017-11,2017Q4
10163,2017-11-16,,34,41,77,33,20,7,hong kong,2017,7413000,2017-11,2017Q4
10164,2017-11-17,0.45,43.625,90.4375,22.428571428571427,25.0,,0.5,berlin,2017,3613495,2017-11,2017Q4
10165,2017-11-17,,56,71,51,41,28,9,hong kong,2017,7413000,2017-11,2017Q4
10166,2017-11-17,0.7958159040831123,91.51304347826087,288.7913043478261,6.497005988023952,28.714285714285715,16.18881118881119,11.117154811715482,madrid,2017,6549519,2017-11,2017Q4
10167,2017-11-18,0.3,27.625,46.6875,37.142857142857146,16.545454545454547,,1.0,berlin,2017,3613495,2017-11,2017Q4
10168,2017-11-18,,59,86,26,35,20,13,hong kong,2017,7413000,2017-11,2017Q4
10169,2017-11-18,0.6059829116377056,63.57719298245614,177.67543859649123,15.753799392097264,17.81205673758865,11.565217391304348,10.106837606837606,madrid,2017,6549519,2017-11,2017Q4
10170,2017-11-19,0.3,14.25,22.4375,54.285714285714285,9.272727272727273,,0.0,berlin,2017,3613495,2017-11,2017Q4
10171,2017-11-19,,29,36,33,24,14,7,hong kong,2017,7413000,2017-11,2017Q4
10172,2017-11-19,0.5425000053520004,63.35243055555556,149.64930555555554,17.452095808383234,18.177083333333332,12.256944444444445,8.529166666666667,madrid,2017,6549519,2017-11,2017Q4
10173,2017-11-20,0.7278481057613208,87.70598591549296,250.66901408450704,8.647590361445783,31.860714285714284,18.865248226950353,10.457627118644067,madrid,2017,6549519,2017-11,2017Q4
10174,2017-11-20,0.4,29.25,60.0625,38.714285714285715,12.818181818181818,,1.0,berlin,2017,3613495,2017-11,2017Q4
10175,2017-11-20,,38,74,13,31,17,7,hong kong,2017,7413000,2017-11,2017Q4
10176,2017-11-21,0.7822784877967733,95.31634446397189,284.6115992970123,7.6534954407294835,36.295138888888886,20.71527777777778,10.957983193277311,madrid,2017,6549519,2017-11,2017Q4
10177,2017-11-21,0.55,31.9375,83.875,10.571428571428571,16.454545454545453,,1.0,berlin,2017,3613495,2017-11,2017Q4
10178,2017-11-21,,53,81,16,31,19,7,hong kong,2017,7413000,2017-11,2017Q4
10179,2017-11-22,0.6962184912266851,86.98432055749129,238.23170731707316,8.423423423423424,34.5719298245614,19.8125,10.815126050420169,madrid,2017,6549519,2017-11,2017Q4
10180,2017-11-22,0.4,31.0,66.9375,20.285714285714285,18.545454545454547,,1.0,berlin,2017,3613495,2017-11,2017Q4
10181,2017-11-22,,55,77,24,41,22,8,hong kong,2017,7413000,2017-11,2017Q4
10182,2017-11-23,,47,59,46,49,32,8,hong kong,2017,7413000,2017-11,2017Q4
10183,2017-11-23,0.8137500020675361,98.56770833333333,300.22222222222223,7.277611940298508,39.55594405594405,19.625,12.095833333333333,madrid,2017,6549519,2017-11,2017Q4
10184,2017-11-23,0.4,39.5,85.5625,21.714285714285715,19.7,,3.5,berlin,2017,3613495,2017-11,2017Q4
10185,2017-11-24,0.6158995871202217,79.08869565217391,201.12521739130435,9.261904761904763,34.20557491289198,15.375,8.725,madrid,2017,6549519,2017-11,2017Q4
10186,2017-11-24,,55,68,41,52,35,8,hong kong,2017,7413000,2017-11,2017Q4
10187,2017-11-24,0.4,38.0,77.25,25.142857142857142,18.5,,1.0,berlin,2017,3613495,2017-11,2017Q4
10188,2017-11-25,0.48083334003264705,57.010416666666664,135.47222222222223,15.952380952380953,27.663194444444443,13.42361111111111,9.008333333333333,madrid,2017,6549519,2017-11,2017Q4
10189,2017-11-25,,56,80,21,46,32,7,hong kong,2017,7413000,2017-11,2017Q4
10190,2017-11-25,0.3,28.625,47.0,25.0,14.181818181818182,,0.5,berlin,2017,3613495,2017-11,2017Q4
10191,2017-11-26,,66,98,15,47,29,11,hong kong,2017,7413000,2017-11,2017Q4
10192,2017-11-26,0.31125000650063156,31.819444444444443,52.24131944444444,36.839285714285715,6.46875,3.5069444444444446,7.0625,madrid,2017,6549519,2017-11,2017Q4
10193,2017-11-26,0.3,21.875,37.3125,30.428571428571427,19.818181818181817,,1.0,berlin,2017,3613495,2017-11,2017Q4
10194,2017-11-27,0.5462500046317776,69.25347222222223,182.32638888888889,12.273809523809524,20.287719298245612,10.485915492957746,8.85,madrid,2017,6549519,2017-11,2017Q4
10195,2017-11-27,0.35,25.733333333333334,55.2,37.833333333333336,15.1,,2.0,berlin,2017,3613495,2017-11,2017Q4
10196,2017-11-27,,42,53,36,29,20,8,hong kong,2017,7413000,2017-11,2017Q4
10197,2017-11-28,0.35,28.666666666666668,59.06666666666667,38.5,9.6,,5.0,berlin,2017,3613495,2017-11,2017Q4
10198,2017-11-28,,44,54,72,39,22,9,hong kong,2017,7413000,2017-11,2017Q4
10199,2017-11-28,0.6479166713543236,80.59375,238.76736111111111,2.607142857142857,34.47761194029851,20.99290780141844,9.468619246861925,madrid,2017,6549519,2017-11,2017Q4
10200,2017-11-29,,36,44,61,32,19,8,hong kong,2017,7413000,2017-11,2017Q4
10201,2017-11-29,0.5,43.4,111.0,18.166666666666668,24.22222222222222,,2.5,berlin,2017,3613495,2017-11,2017Q4
10202,2017-11-29,0.39375000617777306,49.23090277777778,94.33159722222223,24.18154761904762,17.895833333333332,11.909722222222221,7.591666666666667,madrid,2017,6549519,2017-11,2017Q4
10203,2017-11-30,0.5,42.733333333333334,114.06666666666666,7.666666666666667,32.1,,2.0,berlin,2017,3613495,2017-11,2017Q4
10204,2017-11-30,,38,47,48,33,20,7,hong kong,2017,7413000,2017-11,2017Q4
10205,2017-11-30,0.3435344887447768,42.83745583038869,73.73498233215548,33.80487804878049,7.3546099290780145,4.138888888888889,6.969827586206897,madrid,2017,6549519,2017-11,2017Q4
10206,2017-12-01,0.5,36.3125,93.6875,7.428571428571429,29.363636363636363,,2.0,berlin,2017,3613495,2017-12,2017Q4
10207,2017-12-01,0.29500000656892855,40.54086956521739,67.91130434782609,41.71641791044776,8.535211267605634,4.340277777777778,5.295833333333333,madrid,2017,6549519,2017-12,2017Q4
10208,2017-12-01,,42,56,36,29,17,7,hong kong,2017,7413000,2017-12,2017Q4
10209,2017-12-02,0.31166667404274145,43.25694444444444,60.171875,37.30952380952381,6.965277777777778,4.25,5.833333333333333,madrid,2017,6549519,2017-12,2017Q4
10210,2017-12-02,0.4,30.875,69.5625,9.714285714285714,24.454545454545453,,1.0,berlin,2017,3613495,2017-12,2017Q4
10211,2017-12-02,,49,66,35,32,19,9,hong kong,2017,7413000,2017-12,2017Q4
10212,2017-12-03,0.4,23.8125,44.0625,17.285714285714285,24.0,,2.5,berlin,2017,3613495,2017-12,2017Q4
10213,2017-12-03,0.36458334006989995,41.032986111111114,66.734375,36.602985074626865,7.541666666666667,5.111111111111111,7.6625,madrid,2017,6549519,2017-12,2017Q4
10214,2017-12-03,,65,75,50,54,35,13,hong kong,2017,7413000,2017-12,2017Q4
10215,2017-12-04,0.35,32.0,57.9375,35.857142857142854,14.181818181818182,,1.5,berlin,2017,3613495,2017-12,2017Q4
10216,2017-12-04,,59,81,35,55,36,11,hong kong,2017,7413000,2017-12,2017Q4
10217,2017-12-04,0.5323529457282118,67.44483362521892,151.1138353765324,14.283987915407854,15.96875,9.604166666666666,9.808510638297872,madrid,2017,6549519,2017-12,2017Q4
10218,2017-12-05,,47,59,34,48,34,9,hong kong,2017,7413000,2017-12,2017Q4
10219,2017-12-05,0.3,28.705882352941178,54.88235294117647,38.375,13.454545454545455,,1.5,berlin,2017,3613495,2017-12,2017Q4
10220,2017-12-05,0.6470833376981318,76.90718038528897,229.65499124343256,12.552552552552553,19.0,12.0625,10.25,madrid,2017,6549519,2017-12,2017Q4
10221,2017-12-06,,37,41,88,61,42,7,hong kong,2017,7413000,2017-12,2017Q4
10222,2017-12-06,0.6058333388219277,74.50868055555556,190.61631944444446,11.964179104477612,22.041666666666668,17.65277777777778,9.875,madrid,2017,6549519,2017-12,2017Q4
10223,2017-12-06,0.26666666666666666,23.764705882352942,45.470588235294116,45.375,21.0,,2.0,berlin,2017,3613495,2017-12,2017Q4
10224,2017-12-07,,60,65,76,75,48,7,hong kong,2017,7413000,2017-12,2017Q4
10225,2017-12-07,0.26666666666666666,27.529411764705884,54.705882352941174,43.75,18.083333333333332,,2.5,berlin,2017,3613495,2017-12,2017Q4
10226,2017-12-07,0.6550000065937638,81.47212543554006,214.0348432055749,6.907185628742515,31.82638888888889,24.3125,10.853556485355648,madrid,2017,6549519,2017-12,2017Q4
10227,2017-12-08,,41,45,79,63,39,8,hong kong,2017,7413000,2017-12,2017Q4
10228,2017-12-08,0.26666666666666666,28.470588235294116,57.88235294117647,41.5,14.416666666666666,,1.5,berlin,2017,3613495,2017-12,2017Q4
10229,2017-12-08,0.6654166737571359,81.15625,206.21875,4.191044776119403,43.11805555555556,34.833333333333336,10.929166666666667,madrid,2017,6549519,2017-12,2017Q4
10230,2017-12-09,0.3,24.41176470588235,44.8235294117647,41.0,14.083333333333334,,1.5,berlin,2017,3613495,2017-12,2017Q4
10231,2017-12-09,,61,70,82,92,68,11,hong kong,2017,7413000,2017-12,2017Q4
10232,2017-12-09,0.49333333667988577,54.21180555555556,116.359375,12.629850746268657,29.854166666666668,23.98611111111111,8.375,madrid,2017,6549519,2017-12,2017Q4
10233,2017-12-10,0.3,20.470588235294116,36.294117647058826,45.75,13.5,,1.5,berlin,2017,3613495,2017-12,2017Q4
10234,2017-12-10,0.21500000512848297,18.01909722222222,23.57465277777778,43.464071856287426,8.381944444444445,5.020833333333333,5.1625,madrid,2017,6549519,2017-12,2017Q4
10235,2017-12-10,,81,85,94,104,74,15,hong kong,2017,7413000,2017-12,2017Q4
10236,2017-12-11,0.43333333333333335,40.35294117647059,89.0,23.875,18.083333333333332,,1.5,berlin,2017,3613495,2017-12,2017Q4
10237,2017-12-11,0.252916673074166,26.005208333333332,39.689236111111114,49.51940298507463,5.118881118881119,3.464788732394366,5.191666666666666,madrid,2017,6549519,2017-12,2017Q4
10238,2017-12-11,,47,50,99,62,41,10,hong kong,2017,7413000,2017-12,2017Q4
10239,2017-12-12,0.434583338132749,54.74131944444444,129.81076388888889,24.97910447761194,12.427083333333334,6.125,7.395833333333333,madrid,2017,6549519,2017-12,2017Q4
10240,2017-12-12,0.3333333333333333,26.176470588235293,50.05882352941177,34.75,11.666666666666666,,2.0,berlin,2017,3613495,2017-12,2017Q4
10241,2017-12-12,,42,45,100,75,45,8,hong kong,2017,7413000,2017-12,2017Q4
10242,2017-12-13,,29,33,56,30,18,3,hong kong,2017,7413000,2017-12,2017Q4
10243,2017-12-13,0.5054166708141565,65.14409722222223,174.8125,10.438805970149254,18.43840579710145,11.272727272727273,7.470833333333333,madrid,2017,6549519,2017-12,2017Q4
10244,2017-12-13,0.4000000000000001,31.823529411764707,69.05882352941177,32.375,17.25,,2.5,berlin,2017,3613495,2017-12,2017Q4
10245,2017-12-14,,35,41,53,30,14,3,hong kong,2017,7413000,2017-12,2017Q4
10246,2017-12-14,0.3333333333333333,31.823529411764707,63.705882352941174,43.25,9.583333333333334,,1.5,berlin,2017,3613495,2017-12,2017Q4
10247,2017-12-14,0.30166667386268575,36.614583333333336,61.845486111111114,21.22822822822823,9.817543859649122,6.854166666666667,4.322175732217573,madrid,2017,6549519,2017-12,2017Q4
10248,2017-12-15,0.29375000605359675,37.829861111111114,58.0,38.36119402985074,6.3578947368421055,3.7777777777777777,4.719148936170213,madrid,2017,6549519,2017-12,2017Q4
10249,2017-12-15,0.4666666666666666,47.76470588235294,116.58823529411765,14.5,19.166666666666668,,2.0,berlin,2017,3613495,2017-12,2017Q4
10250,2017-12-15,,51,73,38,44,26,6,hong kong,2017,7413000,2017-12,2017Q4
10251,2017-12-16,0.43333333333333335,34.64705882352941,64.23529411764706,20.875,25.75,,2.0,berlin,2017,3613495,2017-12,2017Q4
10252,2017-12-16,0.4359832700014613,50.85243055555556,100.73958333333333,26.823880597014924,9.475694444444445,6.701388888888889,6.945833333333334,madrid,2017,6549519,2017-12,2017Q4
10253,2017-12-16,,36,60,15,43,22,5,hong kong,2017,7413000,2017-12,2017Q4
10254,2017-12-17,0.338750007810692,36.34027777777778,52.467013888888886,36.18263473053892,5.697916666666667,3.4375,5.854166666666667,madrid,2017,6549519,2017-12,2017Q4
10255,2017-12-17,0.26666666666666666,22.11764705882353,37.94117647058823,31.625,12.416666666666666,,1.0,berlin,2017,3613495,2017-12,2017Q4
10256,2017-12-17,,32,40,25,34,25,3,hong kong,2017,7413000,2017-12,2017Q4
10257,2017-12-18,0.6037656961624592,74.89024390243902,204.5766550522648,10.003048780487806,21.169014084507044,12.864285714285714,7.911016949152542,madrid,2017,6549519,2017-12,2017Q4
10258,2017-12-18,,53,66,45,74,55,6,hong kong,2017,7413000,2017-12,2017Q4
10259,2017-12-18,0.5333333333333333,43.8235294117647,123.41176470588235,9.75,20.25,,1.0,berlin,2017,3613495,2017-12,2017Q4
10260,2017-12-19,0.5911764757973808,70.4553415061296,173.8108581436077,23.027190332326285,16.43816254416961,9.633802816901408,9.941176470588236,madrid,2017,6549519,2017-12,2017Q4
10261,2017-12-19,,46,54,63,51,32,6,hong kong,2017,7413000,2017-12,2017Q4
10262,2017-12-19,0.43333333333333335,42.64705882352941,108.11764705882354,3.375,25.5,,0.5,berlin,2017,3613495,2017-12,2017Q4
10263,2017-12-20,,46,55,61,45,27,6,hong kong,2017,7413000,2017-12,2017Q4
10264,2017-12-20,0.5333333333333333,46.35294117647059,132.58823529411765,3.875,23.916666666666668,,2.0,berlin,2017,3613495,2017-12,2017Q4
10265,2017-12-20,0.8379166683803002,98.87260034904014,325.3176265270506,3.942942942942943,34.370106761565836,21.833333333333332,12.236286919831224,madrid,2017,6549519,2017-12,2017Q4
10266,2017-12-21,0.3666666666666667,32.705882352941174,69.76470588235294,20.0,14.416666666666666,,1.0,berlin,2017,3613495,2017-12,2017Q4
10267,2017-12-21,,40,46,79,42,23,5,hong kong,2017,7413000,2017-12,2017Q4
10268,2017-12-21,0.6983333372200529,82.34375,241.234375,7.580838323353293,22.288732394366196,14.13888888888889,10.766949152542374,madrid,2017,6549519,2017-12,2017Q4
10269,2017-12-22,0.9233333336810271,98.89391304347826,364.4295652173913,2.6516516516516515,38.1719298245614,28.382978723404257,12.74537037037037,madrid,2017,6549519,2017-12,2017Q4
10270,2017-12-22,0.26666666666666666,28.235294117647058,51.35294117647059,41.0,16.833333333333332,,1.5,berlin,2017,3613495,2017-12,2017Q4
10271,2017-12-22,,46,52,86,55,31,5,hong kong,2017,7413000,2017-12,2017Q4
10272,2017-12-23,0.5516666729624072,56.817708333333336,144.73611111111111,16.48502994011976,15.67361111111111,12.01388888888889,10.33953488372093,madrid,2017,6549519,2017-12,2017Q4
10273,2017-12-23,,81,172,48,61,38,20,hong kong,2017,7413000,2017-12,2017Q4
10274,2017-12-23,0.2333333333333333,17.294117647058822,29.88235294117647,39.5,17.916666666666668,,1.5,berlin,2017,3613495,2017-12,2017Q4
10275,2017-12-24,0.2333333333333333,11.352941176470589,17.529411764705884,49.5,16.25,,1.5,berlin,2017,3613495,2017-12,2017Q4
10276,2017-12-24,,92,162,56,92,59,21,hong kong,2017,7413000,2017-12,2017Q4
10277,2017-12-24,0.4637500063205759,50.49652777777778,113.21875,13.7874251497006,17.475524475524477,13.291666666666666,7.212962962962963,madrid,2017,6549519,2017-12,2017Q4
10278,2017-12-25,,37,39,111,67,44,12,hong kong,2017,7413000,2017-12,2017Q4
10279,2017-12-25,0.41875000732640427,42.392361111111114,93.63888888888889,6.850299401197605,18.09027777777778,15.625,5.888888888888889,madrid,2017,6549519,2017-12,2017Q4
10280,2017-12-25,0.2333333333333333,13.529411764705882,23.705882352941178,48.75,8.916666666666666,,2.0,berlin,2017,3613495,2017-12,2017Q4
10281,2017-12-26,0.3,19.352941176470587,32.411764705882355,36.625,12.583333333333334,,2.5,berlin,2017,3613495,2017-12,2017Q4
10282,2017-12-26,0.3241666748188436,39.50347222222222,67.80729166666667,24.643712574850298,10.625,7.881944444444445,4.030701754385965,madrid,2017,6549519,2017-12,2017Q4
10283,2017-12-26,,38,40,115,86,49,8,hong kong,2017,7413000,2017-12,2017Q4
10284,2017-12-27,0.2508333394614359,21.43576388888889,31.286458333333332,54.42089552238806,5.0625,2.625,3.9491525423728815,madrid,2017,6549519,2017-12,2017Q4
10285,2017-12-27,,31,34,89,49,26,4,hong kong,2017,7413000,2017-12,2017Q4
10286,2017-12-27,0.43333333333333335,36.411764705882355,72.23529411764706,22.875,17.083333333333332,,2.5,berlin,2017,3613495,2017-12,2017Q4
10287,2017-12-28,0.3666666666666667,31.529411764705884,66.58823529411765,24.125,19.083333333333332,,1.5,berlin,2017,3613495,2017-12,2017Q4
10288,2017-12-28,,40,44,71,54,28,4,hong kong,2017,7413000,2017-12,2017Q4
10289,2017-12-28,0.2750000065813462,32.05902777777778,49.26215277777778,38.44011976047904,6.809027777777778,3.701388888888889,4.141666666666667,madrid,2017,6549519,2017-12,2017Q4
10290,2017-12-29,,43,49,61,44,30,4,hong kong,2017,7413000,2017-12,2017Q4
10291,2017-12-29,0.4000000000000001,30.58823529411765,62.94117647058823,31.375,19.583333333333332,,1.5,berlin,2017,3613495,2017-12,2017Q4
10292,2017-12-29,0.2929166728630662,34.82118055555556,55.18402777777778,36.23652694610779,7.642361111111111,4.868055555555555,4.2375,madrid,2017,6549519,2017-12,2017Q4
10293,2017-12-30,0.336250005569309,32.88715277777778,59.99652777777778,26.06845238095238,9.03125,6.277777777777778,4.25,madrid,2017,6549519,2017-12,2017Q4
10294,2017-12-30,,51,64,56,32,20,6,hong kong,2017,7413000,2017-12,2017Q4
10295,2017-12-30,0.3333333333333333,26.529411764705884,50.705882352941174,37.0,14.666666666666666,,1.5,berlin,2017,3613495,2017-12,2017Q4
10296,2017-12-31,,41,47,62,44,29,4,hong kong,2017,7413000,2017-12,2017Q4
10297,2017-12-31,0.3,20.0,32.9375,50.625,15.272727272727273,,3.0,berlin,2017,3613495,2017-12,2017Q4
10298,2017-12-31,0.34500000635162,33.392361111111114,64.72743055555556,28.053571428571427,11.20486111111111,8.347222222222221,4.625,madrid,2017,6549519,2017-12,2017Q4
10299,2018-01-01,,31,34,87,82,57,6,hong kong,2018,7486000,2018-01,2018Q1
10300,2018-01-01,0.27695652962378836,23.375,29.97644927536232,50.32398753894081,12.952898550724637,4.195652173913044,3.9347826086956523,madrid,2018,6640705,2018-01,2018Q1
10301,2018-01-01,0.23000000566244125,9.708333333333334,12.416666666666666,69.42857142857143,5.583333333333333,3.0,4.2,madrid,2018,6640705,2018-01,2018Q1
10302,2018-01-01,0.25,18.5625,32.125,59.25,19.09090909090909,,3.0,berlin,2018,3748148,2018-01,2018Q1
10303,2018-01-02,0.3,31.125,57.125,34.625,12.545454545454545,,1.0,berlin,2018,3748148,2018-01,2018Q1
10304,2018-01-02,0.32301255879791213,32.467713787085515,48.93717277486911,43.734939759036145,10.965277777777779,4.923611111111111,4.030042918454936,madrid,2018,6640705,2018-01,2018Q1
10305,2018-01-02,,39,42,84,79,47,5,hong kong,2018,7486000,2018-01,2018Q1
10306,2018-01-03,,32,35,74,46,23,5,hong kong,2018,7486000,2018-01,2018Q1
10307,2018-01-03,0.3,23.176470588235293,44.05882352941177,49.75,8.416666666666666,,2.0,berlin,2018,3748148,2018-01,2018Q1
10308,2018-01-03,0.34979080140715363,38.29790940766551,71.39372822299651,19.363095238095237,11.637873754152825,7.382165605095541,4.25462962962963,madrid,2018,6640705,2018-01,2018Q1
10309,2018-01-04,0.3,25.764705882352942,50.0,51.25,10.666666666666666,,2.0,berlin,2018,3748148,2018-01,2018Q1
10310,2018-01-04,,32,37,51,33,19,3,hong kong,2018,7486000,2018-01,2018Q1
10311,2018-01-04,0.27000000650684036,32.104166666666664,53.328125,20.396396396396398,9.669871794871796,6.803571428571429,4.090909090909091,madrid,2018,6640705,2018-01,2018Q1
10312,2018-01-05,0.2397489597919596,29.337391304347825,41.03304347826087,35.92559523809524,5.910256410256411,3.982142857142857,3.816666666666667,madrid,2018,6640705,2018-01,2018Q1
10313,2018-01-05,0.3333333333333333,33.05882352941177,60.529411764705884,47.0,12.0,,1.5,berlin,2018,3748148,2018-01,2018Q1
10314,2018-01-05,,42,57,36,30,22,3,hong kong,2018,7486000,2018-01,2018Q1
10315,2018-01-06,0.4000000000000001,40.588235294117645,74.88235294117646,26.75,17.25,,1.0,berlin,2018,3748148,2018-01,2018Q1
10316,2018-01-06,0.2541666730307043,26.01909722222222,34.51909722222222,52.92559523809524,2.9615384615384617,2.9226190476190474,3.65,madrid,2018,6640705,2018-01,2018Q1
10317,2018-01-06,,30,35,33,13,9,2,hong kong,2018,7486000,2018-01,2018Q1
10318,2018-01-07,0.28250000715876616,27.24826388888889,35.322916666666664,43.13988095238095,3.9198717948717947,3.1607142857142856,5.0625,madrid,2018,6640705,2018-01,2018Q1
10319,2018-01-07,0.3,14.882352941176471,23.764705882352942,37.875,8.583333333333334,,0.0,berlin,2018,3748148,2018-01,2018Q1
10320,2018-01-07,,23,27,41,7,5,2,hong kong,2018,7486000,2018-01,2018Q1
10321,2018-01-08,,38,92,14,16,12,5,hong kong,2018,7486000,2018-01,2018Q1
10322,2018-01-08,0.3666666666666667,31.823529411764707,58.35294117647059,36.375,19.916666666666668,,1.5,berlin,2018,3748148,2018-01,2018Q1
10323,2018-01-08,0.43791667238498727,54.33680555555556,109.56076388888889,21.720238095238095,12.333333333333334,8.05,6.879166666666666,madrid,2018,6640705,2018-01,2018Q1
10324,2018-01-09,0.4891213450783466,62.003478260869564,151.84695652173912,5.4474474474474475,21.149350649350648,14.987951807228916,5.401673640167364,madrid,2018,6640705,2018-01,2018Q1
10325,2018-01-09,,46,58,34,35,29,3,hong kong,2018,7486000,2018-01,2018Q1
10326,2018-01-09,0.4666666666666666,32.05882352941177,60.470588235294116,37.25,28.083333333333332,,4.0,berlin,2018,3748148,2018-01,2018Q1
10327,2018-01-10,,41,48,49,28,17,3,hong kong,2018,7486000,2018-01,2018Q1
10328,2018-01-10,0.3420833402623733,46.275261324041814,73.39198606271778,18.401785714285715,12.171521035598705,8.93452380952381,4.525,madrid,2018,6640705,2018-01,2018Q1
10329,2018-01-10,0.6999999999999998,38.05882352941177,123.6470588235294,4.75,45.416666666666664,,1.5,berlin,2018,3748148,2018-01,2018Q1
10330,2018-01-11,0.29041667294998963,33.72569444444444,53.736111111111114,49.919642857142854,8.0,3.855421686746988,4.670833333333333,madrid,2018,6640705,2018-01,2018Q1
10331,2018-01-11,,39,45,62,26,14,4,hong kong,2018,7486000,2018-01,2018Q1
10332,2018-01-11,0.8000000000000002,31.764705882352942,135.41176470588235,1.375,43.666666666666664,,1.0,berlin,2018,3748148,2018-01,2018Q1
