,date,NOx,NO_2,NOx,O_3
1,29.10.2009,2,13,15,17
2,30.10.2009,3,12,16,16
3,31.10.2009,2,14,16,17
4,01.11.2009,3,16,19,19
5,02.11.2009,8,28,40,10
6,03.11.2009,1,17,18,19
7,04.11.2009,10,19,34,10
8,05.11.2009,3,23,27,18
9,06.11.2009,4,25,31,13
10,07.11.2009,6,23,33,10
11,08.11.2009,2,17,21,10
12,09.11.2009,2,12,15,13
13,10.11.2009,9,19,33,2
14,11.11.2009,31,21,68,1
15,12.11.2009,9,22,36,7
16,13.11.2009,9,28,41,6
17,14.11.2009,4,26,32,9
18,15.11.2009,1,14,15,29
19,16.11.2009,17,26,52,4
20,17.11.2009,5,22,30,7
21,18.11.2009,0,10,11,42
22,19.11.2009,0,10,10,43
23,20.11.2009,9,33,48,8
24,21.11.2009,7,26,37,12
25,22.11.2009,4,22,29,18
26,23.11.2009,1,8,9,56
27,24.11.2009,1,10,11,52
28,25.11.2009,0,12,13,52
29,26.11.2009,0,9,10,56
30,27.11.2009,1,13,13,48
31,28.11.2009,1,9,10,49
32,29.11.2009,1,17,18,41
33,30.11.2009,11,28,45,9
34,01.12.2009,1,16,17,21
35,02.12.2009,11,27,43,11
36,03.12.2009,9,31,45,3
37,04.12.2009,6,27,36,4
38,05.12.2009,5,30,37,14
39,06.12.2009,3,26,29,9
40,07.12.2009,11,23,40,19
41,08.12.2009,4,22,27,5
42,09.12.2009,9,20,33,2
43,10.12.2009,6,30,39,6
44,11.12.2009,2,15,19,14
45,12.12.2009,2,12,15,13
46,13.12.2009,0,5,5,39
47,14.12.2009,3,22,27,16
48,15.12.2009,1,18,20,8
49,16.12.2009,5,28,36,11
50,17.12.2009,2,20,23,24
51,18.12.2009,0,5,5,42
52,19.12.2009,4,18,24,30
53,20.12.2009,5,31,38,23
54,21.12.2009,2,28,32,35
55,22.12.2009,4,29,34,35
56,23.12.2009,10,32,47,9
57,24.12.2009,0,11,11,30
58,25.12.2009,2,15,17,22
59,26.12.2009,0,6,6,53
60,27.12.2009,1,21,22,26
61,28.12.2009,0,11,11,37
62,29.12.2009,1,15,17,35
63,30.12.2009,0,12,12,33
64,31.12.2009,0,2,2,62
65,01.01.2010,0,5,5,56
66,02.01.2010,0,7,7,53
67,03.01.2010,0,7,7,36
68,04.01.2010,1,13,14,28
69,05.01.2010,14,42,64,10
70,06.01.2010,6,39,48,14
71,07.01.2010,4,30,36,25
72,08.01.2010,4,27,33,29
73,09.01.2010,0,6,6,53
74,10.01.2010,0,4,4,48
75,11.01.2010,1,14,14,36
76,12.01.2010,2,23,26,21
77,13.01.2010,0,15,15,34
78,14.01.2010,1,18,19,34
79,15.01.2010,1,26,27,22
80,16.01.2010,0,17,18,34
81,17.01.2010,1,20,21,34
82,18.01.2010,4,22,27,24
83,19.01.2010,13,29,50,9
84,20.01.2010,3,14,17,33
85,21.01.2010,1,12,13,53
86,22.01.2010,1,19,20,46
87,23.01.2010,1,19,21,55
88,24.01.2010,1,15,17,68
89,25.01.2010,1,19,21,65
90,26.01.2010,3,36,40,42
91,27.01.2010,17,50,76,34
92,28.01.2010,0,10,11,72
93,29.01.2010,1,18,19,53
94,30.01.2010,0,7,7,64
95,31.01.2010,1,16,18,51
96,01.02.2010,1,17,18,50
97,02.02.2010,1,17,19,49
98,03.02.2010,1,9,10,60
99,04.02.2010,10,44,60,16
100,05.02.2010,1,19,20,58
101,06.02.2010,1,12,14,69
102,07.02.2010,0,5,5,65
103,08.02.2010,1,11,12,60
104,09.02.2010,1,16,17,63
105,10.02.2010,1,18,19,67
106,11.02.2010,0,8,9,77
107,12.02.2010,0,4,4,73
108,13.02.2010,0,5,6,62
109,14.02.2010,1,14,15,48
110,15.02.2010,6,39,48,25
111,16.02.2010,4,34,41,32
112,17.02.2010,2,22,25,62
113,18.02.2010,10,49,65,29
114,19.02.2010,15,50,73,9
115,20.02.2010,1,13,14,58
116,21.02.2010,1,13,15,57
117,22.02.2010,4,30,36,42
118,23.02.2010,1,15,17,51
119,24.02.2010,1,14,15,49
120,25.02.2010,6,31,40,28
121,26.02.2010,6,31,39,35
122,27.02.2010,0,10,10,68
123,28.02.2010,1,14,15,66
124,01.03.2010,0,6,6,71
125,02.03.2010,0,6,6,72
126,03.03.2010,1,14,15,60
127,04.03.2010,3,18,22,51
128,05.03.2010,1,16,17,64
129,06.03.2010,0,6,6,68
130,07.03.2010,0,8,8,63
131,08.03.2010,0,9,10,66
132,09.03.2010,2,23,25,50
133,10.03.2010,1,17,18,57
134,11.03.2010,1,12,14,50
135,12.03.2010,2,18,21,40
136,13.03.2010,0,3,4,70
137,14.03.2010,0,3,4,79
138,15.03.2010,1,11,12,67
139,16.03.2010,1,9,10,67
140,17.03.2010,3,27,31,38
141,18.03.2010,4,26,32,50
142,19.03.2010,2,26,29,51
143,20.03.2010,1,14,15,51
144,21.03.2010,0,5,5,59
145,22.03.2010,1,13,14,63
146,23.03.2010,2,20,23,49
147,24.03.2010,3,23,28,49
148,25.03.2010,3,26,30,53
149,26.03.2010,4,28,33,49
150,27.03.2010,0,9,9,66
151,28.03.2010,0,9,9,54
152,29.03.2010,1,14,16,48
153,30.03.2010,4,18,23,38
154,31.03.2010,0,9,9,62
155,01.04.2010,0,7,8,70
156,02.04.2010,1,13,15,60
157,03.04.2010,1,15,16,64
158,04.04.2010,1,8,9,66
159,05.04.2010,0,8,9,64
160,06.04.2010,12,25,44,44
161,07.04.2010,1,13,15,77
162,08.04.2010,2,19,22,70
163,09.04.2010,1,11,12,57
164,10.04.2010,0,3,3,70
165,11.04.2010,0,4,5,66
166,12.04.2010,0,6,6,76
167,13.04.2010,0,5,5,90
168,14.04.2010,1,5,6,81
169,15.04.2010,0,5,5,79
170,16.04.2010,2,16,18,64
171,17.04.2010,1,10,10,72
172,18.04.2010,1,12,14,87
173,19.04.2010,0,9,9,83
174,20.04.2010,3,18,22,65
175,21.04.2010,0,3,4,71
176,22.04.2010,1,9,10,70
177,23.04.2010,4,14,20,66
178,24.04.2010,1,9,11,71
179,25.04.2010,0,7,8,89
180,26.04.2010,2,15,18,77
181,27.04.2010,1,10,11,63
182,28.04.2010,3,12,17,66
183,29.04.2010,2,24,27,77
184,30.04.2010,2,20,23,71
185,01.05.2010,0,7,8,66
186,02.05.2010,0,6,6,57
187,03.05.2010,0,6,7,56
188,04.05.2010,0,8,9,62
189,05.05.2010,1,8,10,64
190,06.05.2010,0,4,5,70
191,07.05.2010,3,13,17,21
192,08.05.2010,2,9,13,28
193,09.05.2010,3,10,15,43
194,10.05.2010,1,8,9,41
195,11.05.2010,0,8,8,59
196,12.05.2010,1,12,13,50
197,13.05.2010,1,9,10,39
198,14.05.2010,0,6,6,53
199,15.05.2010,0,5,6,63
200,16.05.2010,0,6,6,72
201,17.05.2010,1,10,11,72
202,18.05.2010,0,7,7,68
203,19.05.2010,0,8,9,49
204,20.05.2010,1,8,9,40
205,21.05.2010,2,14,16,47
206,22.05.2010,2,13,15,44
207,23.05.2010,0,5,5,62
208,24.05.2010,0,4,5,56
209,25.05.2010,0,5,6,74
210,26.05.2010,1,8,10,56
211,27.05.2010,0,7,8,52
212,28.05.2010,2,16,19,41
213,29.05.2010,1,7,8,62
214,30.05.2010,1,8,10,54
215,31.05.2010,1,5,6,59
216,01.06.2010,0,5,6,59
217,02.06.2010,0,3,4,66
218,03.06.2010,0,4,5,76
219,04.06.2010,1,10,11,58
220,05.06.2010,1,10,12,63
221,06.06.2010,0,7,7,84
222,07.06.2010,0,8,8,83
223,08.06.2010,1,10,12,73
224,09.06.2010,1,9,10,70
225,10.06.2010,1,12,14,67
226,11.06.2010,1,8,9,75
227,12.06.2010,0,5,6,64
228,13.06.2010,0,4,4,63
229,14.06.2010,1,4,5,52
230,15.06.2010,1,9,11,56
231,16.06.2010,0,5,5,66
232,17.06.2010,1,6,7,70
233,18.06.2010,1,7,9,63
234,19.06.2010,0,3,4,62
235,20.06.2010,0,5,5,50
236,21.06.2010,1,11,12,46
237,22.06.2010,2,10,12,57
238,23.06.2010,2,10,14,51
239,24.06.2010,2,8,10,61
240,25.06.2010,3,7,12,76
241,26.06.2010,0,3,3,71
242,27.06.2010,0,4,4,62
243,28.06.2010,1,8,9,77
244,29.06.2010,1,12,14,100
245,30.06.2010,1,7,8,92
246,01.07.2010,0,6,6,85
247,02.07.2010,1,14,16,102
248,03.07.2010,1,7,7,102
249,04.07.2010,0,7,7,108
250,05.07.2010,1,9,11,82
251,06.07.2010,1,6,7,58
252,07.07.2010,1,6,7,56
253,08.07.2010,3,19,23,75
254,09.07.2010,1,16,18,101
255,10.07.2010,0,10,11,127
256,11.07.2010,0,8,8,116
257,12.07.2010,1,8,9,102
258,13.07.2010,0,6,7,94
259,14.07.2010,1,9,9,103
260,15.07.2010,0,6,7,90
261,16.07.2010,1,11,13,101
262,17.07.2010,0,9,10,81
263,18.07.2010,0,5,6,68
264,19.07.2010,1,14,15,68
265,20.07.2010,1,11,12,78
266,21.07.2010,1,15,16,89
267,22.07.2010,1,14,15,95
268,23.07.2010,1,5,6,44
269,24.07.2010,1,6,7,57
270,25.07.2010,0,6,6,64
271,26.07.2010,3,15,18,60
272,27.07.2010,2,19,22,59
273,28.07.2010,3,15,19,59
274,29.07.2010,1,6,7,54
275,30.07.2010,1,7,9,46
276,31.07.2010,2,14,17,57
277,01.08.2010,1,14,16,74
278,02.08.2010,1,11,13,68
279,03.08.2010,1,9,11,29
280,04.08.2010,2,11,13,46
281,05.08.2010,2,15,18,56
282,06.08.2010,1,11,12,54
283,07.08.2010,1,8,8,56
284,08.08.2010,1,10,11,57
285,09.08.2010,2,12,15,47
286,10.08.2010,2,11,14,54
287,11.08.2010,2,19,22,45
288,12.08.2010,2,16,19,43
289,13.08.2010,1,9,10,45
290,14.08.2010,0,5,6,50
291,15.08.2010,1,6,7,35
292,16.08.2010,1,9,11,50
293,17.08.2010,2,12,15,31
294,18.08.2010,0,7,7,48
295,19.08.2010,1,8,9,53
296,20.08.2010,2,12,15,48
297,21.08.2010,1,13,15,63
298,22.08.2010,1,10,13,54
299,23.08.2010,2,14,17,43
300,24.08.2010,1,6,7,65
301,25.08.2010,1,8,9,56
302,26.08.2010,5,23,30,16
303,27.08.2010,1,8,10,30
304,28.08.2010,0,4,5,49
305,29.08.2010,1,5,6,40
306,30.08.2010,1,7,7,44
307,31.08.2010,0,7,7,48
308,01.09.2010,1,10,12,32
309,02.09.2010,2,12,15,25
310,03.09.2010,5,13,21,23
311,04.09.2010,3,12,16,26
312,05.09.2010,0,4,5,40
313,06.09.2010,1,6,7,38
314,07.09.2010,1,7,8,42
315,08.09.2010,1,7,8,60
316,09.09.2010,4,14,20,26
317,10.09.2010,2,10,14,29
318,11.09.2010,5,10,17,29
319,12.09.2010,2,12,15,36
320,13.09.2010,1,10,11,28
321,14.09.2010,1,13,15,25
322,15.09.2010,1,7,8,53
323,16.09.2010,1,8,9,58
324,17.09.2010,1,9,10,47
325,18.09.2010,0,6,6,49
326,19.09.2010,1,6,6,45
327,20.09.2010,2,16,18,43
328,21.09.2010,1,11,12,35
329,22.09.2010,6,18,28,23
330,23.09.2010,4,19,26,38
331,24.09.2010,3,19,23,35
332,25.09.2010,1,9,10,32
333,26.09.2010,1,6,7,30
334,27.09.2010,2,7,11,34
335,28.09.2010,0,6,6,37
336,29.09.2010,1,5,6,39
337,30.09.2010,5,7,15,18
338,01.10.2010,5,12,19,22
339,02.10.2010,2,11,14,32
340,03.10.2010,1,9,10,43
341,04.10.2010,1,10,11,54
342,05.10.2010,1,15,17,31
343,06.10.2010,2,14,17,26
344,07.10.2010,2,18,22,22
345,08.10.2010,1,13,15,37
346,09.10.2010,1,12,13,42
347,10.10.2010,1,8,9,46
348,11.10.2010,1,11,13,21
349,12.10.2010,8,18,30,16
350,13.10.2010,6,16,26,18
351,14.10.2010,7,20,30,21
352,15.10.2010,7,14,25,22
353,16.10.2010,6,10,19,28
354,17.10.2010,0,6,6,34
355,18.10.2010,9,30,43,14
356,19.10.2010,3,24,28,16
357,20.10.2010,1,9,10,40
358,21.10.2010,1,10,11,42
359,22.10.2010,1,16,18,32
360,23.10.2010,3,21,26,31
361,24.10.2010,0,4,4,57
362,25.10.2010,1,13,14,35
363,26.10.2010,1,16,18,33
364,27.10.2010,16,27,52,18
365,28.10.2010,3,22,26,23
366,29.10.2010,9,33,47,19
367,30.10.2010,3,29,33,22
368,31.10.2010,2,22,25,18
369,01.11.2010,12,20,39,6
370,02.11.2010,2,20,24,15
371,03.11.2010,1,11,12,37
372,04.11.2010,0,11,12,38
373,05.11.2010,0,8,9,45
374,06.11.2010,0,8,8,52
375,07.11.2010,1,11,12,18
376,08.11.2010,0,11,12,29
377,09.11.2010,2,20,24,16
378,10.11.2010,31,24,71,3
379,11.11.2010,1,16,17,34
380,12.11.2010,0,8,9,56
381,13.11.2010,1,8,9,46
382,14.11.2010,1,13,14,39
383,15.11.2010,2,18,21,39
384,16.11.2010,0,6,7,48
385,17.11.2010,0,7,7,49
386,18.11.2010,1,12,14,11
387,19.11.2010,9,22,36,4
388,20.11.2010,23,25,59,1
389,21.11.2010,5,12,20,13
390,22.11.2010,1,11,12,16
391,23.11.2010,0,8,8,29
392,24.11.2010,0,9,10,46
393,25.11.2010,3,18,22,37
394,26.11.2010,3,20,25,27
395,27.11.2010,3,19,23,19
396,28.11.2010,4,16,21,23
397,29.11.2010,0,4,5,35
398,30.11.2010,0,5,5,50
399,01.12.2010,0,5,5,48
400,02.12.2010,1,15,17,41
401,03.12.2010,2,31,35,26
402,04.12.2010,10,42,57,15
403,05.12.2010,1,17,18,46
404,06.12.2010,17,34,59,17
405,07.12.2010,12,20,39,28
406,08.12.2010,0,8,8,44
407,09.12.2010,0,7,7,55
408,10.12.2010,1,22,24,44
409,11.12.2010,0,10,10,58
410,12.12.2010,0,2,2,65
411,13.12.2010,1,17,18,44
412,14.12.2010,0,9,9,51
413,15.12.2010,1,14,15,40
414,16.12.2010,4,33,39,19
415,17.12.2010,13,36,56,18
416,18.12.2010,4,32,39,26
417,19.12.2010,10,41,56,12
418,20.12.2010,2,19,21,30
419,21.12.2010,34,42,94,9
420,22.12.2010,3,31,35,15
421,23.12.2010,3,24,28,15
422,24.12.2010,0,4,4,39
423,25.12.2010,0,2,3,51
424,26.12.2010,1,12,13,51
425,27.12.2010,3,28,31,27
426,28.12.2010,1,11,12,39
427,29.12.2010,19,36,66,19
428,30.12.2010,9,30,43,20
429,31.12.2010,1,21,22,39
430,01.01.2011,0,4,4,68
431,02.01.2011,0,8,9,60
432,03.01.2011,0,12,12,54
433,04.01.2011,3,36,40,25
434,05.01.2011,4,38,45,28
435,06.01.2011,2,35,39,29
436,07.01.2011,4,26,32,23
437,08.01.2011,6,32,42,13
438,09.01.2011,2,20,23,29
439,10.01.2011,6,27,37,24
440,11.01.2011,9,38,51,
441,12.01.2011,1,18,19,38
442,13.01.2011,17,29,56,7
443,14.01.2011,6,23,32,23
444,15.01.2011,1,11,13,46
445,16.01.2011,0,10,11,44
446,17.01.2011,28,34,77,8
447,18.01.2011,2,22,25,28
448,19.01.2011,1,17,18,38
449,20.01.2011,0,7,7,58
450,21.01.2011,1,14,16,43
451,22.01.2011,1,9,10,42
452,23.01.2011,0,3,3,48
453,24.01.2011,1,13,15,29
454,25.01.2011,0,11,12,48
455,26.01.2011,1,8,9,48
456,27.01.2011,0,6,6,57
457,28.01.2011,2,18,21,26
458,29.01.2011,7,35,46,13
459,30.01.2011,11,22,38,19
460,31.01.2011,17,33,59,13
461,01.02.2011,2,15,18,31
462,02.02.2011,15,41,64,13
463,03.02.2011,2,23,26,24
464,04.02.2011,1,12,12,46
465,05.02.2011,0,4,5,67
466,06.02.2011,0,3,3,68
467,07.02.2011,1,12,13,58
468,08.02.2011,1,7,7,70
469,09.02.2011,5,18,26,42
470,10.02.2011,9,40,54,16
471,11.02.2011,1,17,18,48
472,12.02.2011,0,5,5,66
473,13.02.2011,0,5,6,61
474,14.02.2011,0,7,8,58
475,15.02.2011,1,9,10,58
476,16.02.2011,1,14,16,46
477,17.02.2011,1,14,15,38
478,18.02.2011,0,9,9,39
479,19.02.2011,0,1,1,68
480,20.02.2011,0,4,4,78
481,21.02.2011,0,5,5,76
482,22.02.2011,0,8,8,69
483,23.02.2011,2,20,22,50
484,24.02.2011,1,17,18,68
485,25.02.2011,1,17,19,71
486,26.02.2011,2,17,20,74
487,27.02.2011,1,12,13,65
488,28.02.2011,3,19,24,49
489,01.03.2011,1,15,16,62
490,02.03.2011,1,16,18,64
491,03.03.2011,1,13,14,79
492,04.03.2011,3,29,33,52
493,05.03.2011,1,19,21,46
494,06.03.2011,0,7,8,65
495,07.03.2011,3,24,28,47
496,08.03.2011,4,34,40,42
497,09.03.2011,2,26,29,55
498,10.03.2011,1,10,12,58
499,11.03.2011,1,12,13,65
500,12.03.2011,5,23,30,41
501,13.03.2011,2,23,26,51
502,14.03.2011,6,30,39,30
503,15.03.2011,1,16,18,43
504,16.03.2011,0,6,6,
505,17.03.2011,0,9,10,
506,18.03.2011,1,13,14,
507,19.03.2011,0,8,8,
508,20.03.2011,1,10,11,
509,21.03.2011,4,19,25,
510,22.03.2011,3,24,28,
511,23.03.2011,1,15,18,
512,24.03.2011,1,11,12,
513,25.03.2011,1,11,12,
514,26.03.2011,0,4,4,82
515,27.03.2011,1,16,18,63
516,28.03.2011,3,26,31,52
517,29.03.2011,1,16,18,69
518,30.03.2011,5,25,34,56
519,31.03.2011,2,15,17,53
520,01.04.2011,1,8,9,65
521,02.04.2011,3,14,18,39
522,03.04.2011,1,12,14,57
523,04.04.2011,1,9,10,62
524,05.04.2011,2,12,15,61
525,06.04.2011,1,14,16,44
526,07.04.2011,2,13,15,58
527,08.04.2011,0,5,5,84
528,09.04.2011,0,5,5,85
529,10.04.2011,1,11,12,69
530,11.04.2011,2,21,24,62
531,12.04.2011,0,10,11,75
532,13.04.2011,0,7,8,71
533,14.04.2011,1,10,12,50
534,15.04.2011,3,15,20,44
535,16.04.2011,2,15,17,63
536,17.04.2011,1,17,18,71
537,18.04.2011,3,14,18,66
538,19.04.2011,1,13,15,76
539,20.04.2011,2,16,18,86
540,21.04.2011,1,13,16,91
541,22.04.2011,0,9,10,113
542,23.04.2011,0,6,7,119
543,24.04.2011,0,4,4,105
544,25.04.2011,0,5,5,96
545,26.04.2011,0,8,9,73
546,27.04.2011,3,15,20,50
547,28.04.2011,1,8,9,88
548,29.04.2011,1,7,7,91
549,30.04.2011,0,4,4,89
550,01.05.2011,0,3,3,91
551,02.05.2011,0,4,5,78
552,03.05.2011,0,4,5,75
553,04.05.2011,1,10,11,65
554,05.05.2011,2,12,15,72
555,06.05.2011,3,26,31,70
556,07.05.2011,1,11,11,99
557,08.05.2011,0,5,5,81
558,09.05.2011,1,10,12,90
559,10.05.2011,1,16,17,97
560,11.05.2011,2,20,23,75
561,12.05.2011,1,11,12,75
562,13.05.2011,0,6,6,76
563,14.05.2011,3,14,19,63
564,15.05.2011,0,4,5,60
565,16.05.2011,1,9,10,48
566,17.05.2011,1,11,12,43
567,18.05.2011,1,11,12,65
568,19.05.2011,3,18,22,63
569,20.05.2011,1,11,12,61
570,21.05.2011,1,8,9,75
571,22.05.2011,0,7,7,93
572,23.05.2011,1,8,9,76
573,24.05.2011,1,12,13,67
574,25.05.2011,1,9,9,72
575,26.05.2011,1,16,18,89
576,27.05.2011,1,8,9,72
577,28.05.2011,0,7,7,76
578,29.05.2011,0,7,8,75
579,30.05.2011,1,16,18,88
580,31.05.2011,1,13,14,111
581,01.06.2011,0,4,4,67
582,02.06.2011,0,5,5,76
583,03.06.2011,0,4,4,65
584,04.06.2011,0,6,6,75
585,05.06.2011,0,7,7,97
586,06.06.2011,1,12,13,84
587,07.06.2011,1,10,11,68
588,08.06.2011,1,10,11,49
589,09.06.2011,1,7,8,81
590,10.06.2011,0,9,9,81
591,11.06.2011,1,11,12,76
592,12.06.2011,0,6,7,75
593,13.06.2011,0,6,7,90
594,14.06.2011,1,8,9,69
595,15.06.2011,1,7,8,85
596,16.06.2011,2,15,18,71
597,17.06.2011,0,6,7,73
598,18.06.2011,1,5,6,56
599,19.06.2011,1,4,5,56
600,20.06.2011,0,7,7,59
601,21.06.2011,1,10,12,41
602,22.06.2011,1,10,12,53
603,23.06.2011,1,7,8,52
604,24.06.2011,1,6,7,63
605,25.06.2011,0,4,5,74
606,26.06.2011,1,6,7,47
607,27.06.2011,1,6,7,65
608,28.06.2011,1,6,7,77
609,29.06.2011,1,8,9,83
610,30.06.2011,1,8,9,50
611,01.07.2011,0,5,6,60
612,02.07.2011,0,5,5,54
613,03.07.2011,1,5,6,29
614,04.07.2011,1,8,9,25
615,05.07.2011,0,5,6,48
616,06.07.2011,1,8,10,72
617,07.07.2011,1,10,10,75
618,08.07.2011,1,10,11,67
619,09.07.2011,2,12,15,48
620,10.07.2011,0,5,5,60
621,11.07.2011,0,6,6,56
622,12.07.2011,1,6,7,69
623,13.07.2011,1,9,10,77
624,14.07.2011,0,6,7,55
625,15.07.2011,0,8,9,53
626,16.07.2011,0,8,9,73
627,17.07.2011,0,6,7,79
628,18.07.2011,1,7,8,52
629,19.07.2011,1,8,10,57
630,20.07.2011,0,4,4,76
631,21.07.2011,0,8,9,58
632,22.07.2011,0,4,4,55
633,23.07.2011,0,3,4,57
634,24.07.2011,0,5,5,60
635,25.07.2011,1,8,10,36
636,26.07.2011,3,11,15,40
637,27.07.2011,1,6,7,47
638,28.07.2011,2,12,14,43
639,29.07.2011,0,6,6,59
640,30.07.2011,0,5,6,52
641,31.07.2011,0,3,4,41
642,01.08.2011,1,8,10,30
643,02.08.2011,1,5,6,42
644,03.08.2011,1,7,9,58
645,04.08.2011,2,17,20,46
646,05.08.2011,2,10,13,35
647,06.08.2011,1,8,11,54
648,07.08.2011,0,7,7,48
649,08.08.2011,1,9,10,40
650,09.08.2011,0,5,6,53
651,10.08.2011,0,4,4,56
652,11.08.2011,1,10,11,48
653,12.08.2011,0,8,8,50
654,13.08.2011,1,6,7,37
655,14.08.2011,1,9,11,34
656,15.08.2011,1,6,7,47
657,16.08.2011,1,7,9,42
658,17.08.2011,5,16,24,41
659,18.08.2011,1,12,14,64
660,19.08.2011,0,8,8,65
661,20.08.2011,0,6,6,60
662,21.08.2011,1,14,15,48
663,22.08.2011,1,8,9,58
664,23.08.2011,1,10,11,36
665,24.08.2011,2,10,13,55
666,25.08.2011,0,9,9,59
667,26.08.2011,0,7,8,92
668,27.08.2011,0,6,6,56
669,28.08.2011,0,5,5,50
670,29.08.2011,1,8,8,48
671,30.08.2011,0,7,8,50
672,31.08.2011,1,10,12,33
673,01.09.2011,1,9,11,39
674,02.09.2011,2,13,16,36
675,03.09.2011,1,13,15,63
676,04.09.2011,0,10,10,64
677,05.09.2011,1,11,12,41
678,06.09.2011,1,9,11,50
679,07.09.2011,0,8,9,48
680,08.09.2011,0,9,9,40
681,09.09.2011,1,7,8,36
682,10.09.2011,4,11,16,12
683,11.09.2011,1,6,8,48
684,12.09.2011,0,6,7,58
685,13.09.2011,0,8,8,58
686,14.09.2011,0,9,10,48
687,15.09.2011,0,8,9,45
688,16.09.2011,1,10,12,37
689,17.09.2011,1,13,15,43
690,18.09.2011,0,10,11,38
691,19.09.2011,4,14,19,24
692,20.09.2011,4,15,21,28
693,21.09.2011,6,16,26,30
694,22.09.2011,1,14,15,40
695,23.09.2011,1,14,16,39
696,24.09.2011,3,15,19,32
697,25.09.2011,1,15,16,40
698,26.09.2011,10,23,38,30
699,27.09.2011,4,16,21,27
700,28.09.2011,4,13,19,22
701,29.09.2011,13,19,38,23
702,30.09.2011,22,27,61,17
703,01.10.2011,12,17,35,30
704,02.10.2011,1,12,14,42
705,03.10.2011,1,12,13,54
706,04.10.2011,1,14,15,65
707,05.10.2011,1,11,11,40
708,06.10.2011,1,8,9,46
709,07.10.2011,1,10,11,36
710,08.10.2011,0,6,6,50
711,09.10.2011,0,7,7,38
712,10.10.2011,1,10,12,30
713,11.10.2011,0,6,6,60
714,12.10.2011,1,10,11,44
715,13.10.2011,2,13,15,27
716,14.10.2011,7,12,22,20
717,15.10.2011,3,14,19,17
718,16.10.2011,1,12,14,32
719,17.10.2011,9,24,38,19
720,18.10.2011,2,18,21,40
721,19.10.2011,1,10,12,38
722,20.10.2011,0,13,13,34
723,21.10.2011,5,17,25,18
724,22.10.2011,25,23,62,16
725,23.10.2011,1,15,16,32
726,24.10.2011,0,11,11,35
727,25.10.2011,1,9,10,42
728,26.10.2011,13,20,40,12
729,27.10.2011,8,16,29,10
730,28.10.2011,8,19,32,13
731,29.10.2011,34,24,76,6
732,30.10.2011,4,22,28,11
733,31.10.2011,3,15,20,11
734,01.11.2011,3,25,29,20
735,02.11.2011,13,27,47,4
736,03.11.2011,4,25,32,14
737,04.11.2011,3,24,28,20
738,05.11.2011,1,14,16,22
739,06.11.2011,1,13,15,21
740,07.11.2011,3,15,19,15
741,08.11.2011,4,20,26,10
742,09.11.2011,5,18,26,11
743,10.11.2011,2,12,14,19
744,11.11.2011,0,9,10,35
745,12.11.2011,1,18,20,23
746,13.11.2011,3,24,29,12
747,14.11.2011,18,25,52,14
748,15.11.2011,0,8,8,36
749,16.11.2011,1,14,14,28
750,17.11.2011,7,33,44,5
751,18.11.2011,20,35,66,5
752,19.11.2011,45,29,99,3
753,20.11.2011,30,25,71,4
754,21.11.2011,8,21,32,15
755,22.11.2011,3,23,28,12
756,23.11.2011,39,32,92,2
757,24.11.2011,48,28,101,2
758,25.11.2011,13,29,49,14
759,26.11.2011,1,14,14,36
760,27.11.2011,0,3,3,53
761,28.11.2011,5,17,25,36
762,29.11.2011,9,33,46,9
763,30.11.2011,6,24,34,22
764,01.12.2011,9,28,42,9
765,02.12.2011,1,14,15,36
766,03.12.2011,1,9,10,40
767,04.12.2011,0,5,5,53
768,05.12.2011,0,5,6,51
769,06.12.2011,0,9,9,45
770,07.12.2011,1,12,13,43
771,08.12.2011,1,10,11,45
772,09.12.2011,0,8,8,57
773,10.12.2011,0,12,12,46
774,11.12.2011,1,20,21,35
775,12.12.2011,2,26,30,23
776,13.12.2011,0,18,19,40
777,14.12.2011,1,18,20,45
778,15.12.2011,1,16,17,46
779,16.12.2011,1,17,18,40
780,17.12.2011,0,5,6,49
781,18.12.2011,0,6,6,51
782,19.12.2011,36,28,84,36
783,20.12.2011,1,29,31,24
784,21.12.2011,1,23,26,19
785,22.12.2011,7,23,34,20
786,23.12.2011,4,22,29,8
787,24.12.2011,0,6,7,43
788,25.12.2011,0,7,7,38
789,26.12.2011,0,7,7,38
790,27.12.2011,0,8,8,42
791,28.12.2011,1,16,17,26
792,29.12.2011,0,7,7,50
793,30.12.2011,0,6,6,55
794,31.12.2011,1,12,15,35
795,01.01.2012,3,18,23,16
796,02.01.2012,0,9,9,45
797,03.01.2012,0,11,11,50
798,04.01.2012,0,7,7,62
799,05.01.2012,0,5,5,63
800,06.01.2012,0,8,9,48
801,07.01.2012,0,6,6,49
802,08.01.2012,0,5,5,52
803,09.01.2012,0,13,14,32
804,10.01.2012,0,7,7,54
805,11.01.2012,1,14,15,33
806,12.01.2012,0,9,10,45
807,13.01.2012,0,5,6,61
808,14.01.2012,0,8,9,50
809,15.01.2012,2,16,19,32
810,16.01.2012,2,24,27,16
811,17.01.2012,1,15,16,34
812,18.01.2012,13,41,60,11
813,19.01.2012,1,19,20,28
814,20.01.2012,0,8,8,55
815,21.01.2012,0,9,9,51
816,22.01.2012,0,3,4,59
817,23.01.2012,2,19,22,25
818,24.01.2012,1,14,15,22
819,25.01.2012,4,23,30,18
820,26.01.2012,7,21,31,26
821,27.01.2012,1,20,21,35
822,28.01.2012,1,21,22,30
823,29.01.2012,1,17,18,43
