,date,PM10,NOx,NO_2,NOx,CO,Benzolµg/m³,Toluolµg/m³
2751,10.05.2017,17,39,53,113,0.5,1.3,3.2
2752,11.05.2017,25,45,60,128,0.4,1.7,4.8
2753,12.05.2017,32,16,47,71,0.4,1.4,3.2
2754,13.05.2017,34,25,64,103,0.5,1.9,5.4
2755,14.05.2017,23,17,36,62,0.4,1.6,4.7
2756,15.05.2017,18,38,57,116,0.4,1.6,4.2
2757,16.05.2017,21,43,75,142,0.5,1.8,5.3
2758,17.05.2017,21,31,69,116,0.4,1.6,4.6
2759,18.05.2017,33,33,80,130,0.4,1.8,5.7
2760,19.05.2017,41,29,78,122,0.4,1.5,5.1
2761,20.05.2017,19,14,33,54,0.3,0.9,2.4
2762,21.05.2017,16,4,21,27,0.2,0.9,2.0
2763,22.05.2017,21,31,63,109,0.4,1.4,4.0
2764,23.05.2017,27,32,67,116,0.4,1.4,3.9
2765,24.05.2017,15,24,41,78,0.3,1.0,2.5
2766,25.05.2017,15,9,24,37,0.3,0.9,2.4
2767,26.05.2017,16,23,40,75,0.3,1.0,3.4
2768,27.05.2017,15,14,44,66,0.3,1.2,3.8
2769,28.05.2017,17,9,35,48,0.3,1.1,3.6
2770,29.05.2017,20,22,61,96,0.3,1.2,4.6
2771,30.05.2017,27,28,66,108,0.4,1.3,4.4
2772,31.05.2017,20,21,36,68,0.3,0.9,2.4
2773,01.06.2017,18,27,45,86,0.3,1.2,3.5
2774,02.06.2017,17,31,53,101,0.3,1.0,3.4
2775,03.06.2017,20,18,52,79,0.3,1.1,3.4
2776,04.06.2017,21,10,30,46,0.3,0.9,2.5
2777,05.06.2017,17,8,29,41,0.3,0.8,2.5
2778,06.06.2017,23,38,59,117,0.4,1.4,4.9
2779,07.06.2017,13,20,27,57,0.2,1.0,2.5
2780,08.06.2017,16,30,51,97,0.3,1.4,4.1
2781,09.06.2017,18,32,56,104,0.3,1.3,3.7
2782,10.06.2017,14,16,34,57,0.3,1.0,2.6
2783,11.06.2017,17,11,40,58,0.3,1.2,4.1
2784,12.06.2017,19,25,40,79,0.3,1.1,3.3
2785,13.06.2017,14,27,38,79,0.3,1.2,2.7
2786,14.06.2017,15,20,35,65,0.3,1.0,2.7
2787,15.06.2017,18,42,78,142,0.4,1.8,6.8
2788,16.06.2017,17,26,37,76,0.3,1.1,3.2
2789,17.06.2017,12,12,23,42,0.2,0.7,1.9
2790,18.06.2017,13,10,27,42,0.3,0.8,3.0
2791,19.06.2017,17,44,69,136,0.4,1.9,7.7
2792,20.06.2017,19,22,46,80,0.3,1.1,4.0
2793,21.06.2017,16,20,42,72,0.3,1.0,3.0
2794,22.06.2017,,35,66,120,0.4,1.4,4.5
2795,23.06.2017,,25,43,81,0.3,1.4,3.3
2796,24.06.2017,21,17,34,59,0.3,1.0,3.0
2797,25.06.2017,14,11,19,35,0.2,0.8,2.0
2798,26.06.2017,14,33,44,94,0.3,1.3,3.4
2799,27.06.2017,20,18,44,72,0.3,1.4,3.7
2800,28.06.2017,24,21,55,87,0.3,1.1,4.1
2801,29.06.2017,27,23,45,81,0.3,1.0,3.4
2802,30.06.2017,16,28,38,81,0.3,1.0,2.5
2803,01.07.2017,16,19,30,59,0.3,0.9,3.3
2804,02.07.2017,19,10,19,34,0.2,0.8,1.9
2805,03.07.2017,14,34,43,95,0.3,1.2,3.0
2806,04.07.2017,16,28,40,83,0.3,0.9,3.0
2807,05.07.2017,14,27,46,87,0.3,0.8,2.9
2808,06.07.2017,16,45,68,136,0.4,1.4,6.0
2809,07.07.2017,27,46,73,144,0.4,1.6,4.7
2810,08.07.2017,26,20,41,72,0.3,1.0,3.4
2811,09.07.2017,17,9,27,41,0.3,0.8,2.6
2812,10.07.2017,25,37,57,115,0.4,1.6,5.2
2813,11.07.2017,21,32,49,97,0.3,1.1,3.3
2814,12.07.2017,21,35,46,100,0.3,1.1,3.7
2815,13.07.2017,17,32,43,92,0.3,1.1,3.1
2816,14.07.2017,19,44,64,131,0.4,1.4,4.5
2817,15.07.2017,21,16,41,65,0.3,1.0,3.0
2818,16.07.2017,17,10,23,38,0.3,0.8,2.3
2819,17.07.2017,16,26,37,77,0.3,0.8,2.5
2820,18.07.2017,19,22,45,79,0.3,0.9,3.3
2821,19.07.2017,24,14,39,61,0.3,0.8,2.3
2822,20.07.2017,26,28,55,98,0.3,1.0,3.6
2823,21.07.2017,20,22,38,71,0.3,0.9,3.0
2824,22.07.2017,18,11,37,53,0.3,0.8,2.3
2825,23.07.2017,27,10,27,42,0.3,1.0,3.3
2826,24.07.2017,,33,54,105,0.3,1.1,3.8
2827,25.07.2017,14,14,33,54,0.2,0.7,1.7
2828,26.07.2017,14,17,28,54,0.2,0.7,1.5
2829,27.07.2017,18,29,43,87,0.3,1.0,3.1
2830,28.07.2017,18,22,36,69,0.3,0.9,2.7
2831,29.07.2017,,19,40,68,0.3,1.0,3.1
2832,30.07.2017,,7,22,33,0.3,0.9,4.6
2833,31.07.2017,,26,53,92,0.3,1.0,4.7
2834,01.08.2017,19,25,52,91,0.3,1.1,4.3
2835,02.08.2017,25,21,52,84,0.3,0.9,3.2
2836,03.08.2017,28,32,62,111,0.4,1.3,5.1
2837,04.08.2017,18,20,41,72,0.3,0.9,2.9
2838,05.08.2017,12,11,27,43,0.2,0.8,2.3
2839,06.08.2017,13,7,18,29,0.2,0.7,2.3
2840,07.08.2017,19,34,60,111,0.4,1.2,4.5
2841,08.08.2017,28,23,58,92,0.3,1.2,4.1
2842,09.08.2017,19,21,42,74,0.3,0.9,2.7
2843,10.08.2017,23,9,30,44,0.2,0.5,1.7
2844,11.08.2017,29,23,41,77,0.3,1.1,3.5
2845,12.08.2017,10,12,18,36,0.2,0.7,2.1
2846,13.08.2017,12,10,20,35,0.3,0.8,2.6
2847,14.08.2017,18,35,50,103,0.4,1.2,4.4
2848,15.08.2017,22,27,61,102,0.4,1.3,4.9
2849,16.08.2017,24,29,50,94,0.4,1.1,4.2
2850,17.08.2017,25,38,64,122,0.4,1.6,6.6
2851,18.08.2017,19,29,43,88,0.3,1.0,3.8
2852,19.08.2017,15,16,27,51,0.3,0.7,2.1
2853,20.08.2017,13,10,18,33,0.3,0.8,2.1
2854,21.08.2017,13,23,29,64,0.3,0.8,2.2
2855,22.08.2017,13,27,39,80,0.3,1.0,2.6
2856,23.08.2017,16,36,48,102,0.4,1.4,4.6
2857,24.08.2017,30,45,61,130,0.5,1.7,5.8
2858,25.08.2017,23,36,47,102,0.4,1.5,5.1
2859,26.08.2017,28,23,48,83,0.4,1.4,5.3
2860,27.08.2017,24,8,23,35,0.3,0.9,2.8
2861,28.08.2017,14,39,54,113,0.4,1.3,5.5
2862,29.08.2017,25,44,75,142,0.5,2.2,6.9
2863,30.08.2017,,37,76,132,0.4,1.7,5.3
2864,31.08.2017,21,27,44,85,0.3,0.9,3.1
2865,01.09.2017,17,19,35,65,0.3,0.8,2.4
2866,02.09.2017,12,13,32,51,0.3,0.7,2.1
2867,03.09.2017,12,15,31,53,0.3,0.9,2.7
2868,04.09.2017,14,40,49,110,0.4,1.2,3.7
2869,05.09.2017,25,45,63,131,0.5,1.8,6.1
2870,06.09.2017,23,47,53,125,0.4,1.3,4.0
2871,07.09.2017,14,29,33,78,0.3,1.0,2.9
2872,08.09.2017,24,40,49,110,0.4,1.2,3.4
2873,09.09.2017,17,24,36,73,0.3,1.0,3.0
2874,10.09.2017,12,15,31,54,0.4,1.2,3.5
2875,11.09.2017,13,38,39,98,0.4,1.2,3.2
2876,12.09.2017,14,36,40,94,0.4,1.1,3.3
2877,13.09.2017,14,25,30,69,0.3,0.8,2.1
2878,14.09.2017,10,34,35,86,0.3,1.0,2.7
2879,15.09.2017,14,35,41,95,0.4,1.2,3.1
2880,16.09.2017,16,36,51,105,0.4,1.3,3.3
2881,17.09.2017,20,26,41,81,0.4,1.5,4.7
2882,18.09.2017,15,49,55,131,0.5,1.5,4.5
2883,19.09.2017,20,52,56,135,0.5,1.6,4.7
2884,20.09.2017,20,41,50,113,0.4,1.4,3.4
2885,21.09.2017,28,45,50,119,0.4,1.5,4.4
2886,22.09.2017,22,57,53,139,0.6,1.8,5.6
2887,23.09.2017,24,51,39,117,0.5,1.7,5.1
2888,24.09.2017,33,13,28,47,0.4,1.3,2.8
2889,25.09.2017,38,24,36,72,0.4,1.3,2.8
2890,26.09.2017,39,28,36,78,0.4,1.5,3.1
2891,27.09.2017,51,19,37,66,0.4,1.4,3.5
2892,28.09.2017,46,36,52,107,0.5,1.7,3.5
2893,29.09.2017,48,41,58,122,0.5,1.7,3.9
2894,30.09.2017,39,22,49,83,0.4,1.5,3.8
2895,01.10.2017,25,25,35,73,0.3,1.1,2.4
2896,02.10.2017,18,34,38,90,0.3,1.0,2.4
2897,03.10.2017,17,11,19,36,0.3,0.7,1.9
2898,04.10.2017,18,23,30,66,0.3,0.9,2.0
2899,05.10.2017,13,25,29,67,0.3,0.8,1.7
2900,06.10.2017,12,38,39,97,0.3,1.4,2.8
2901,07.10.2017,13,18,23,50,0.3,0.9,1.5
2902,08.10.2017,9,13,26,45,0.3,0.8,2.0
2903,09.10.2017,13,47,46,119,0.4,1.4,3.5
2904,10.10.2017,20,54,46,129,0.4,1.2,3.1
2905,11.10.2017,17,34,36,88,0.3,1.0,2.7
2906,12.10.2017,15,26,30,70,0.3,0.8,2.0
2907,13.10.2017,26,43,51,117,0.4,1.5,3.8
2908,14.10.2017,29,35,42,96,0.5,1.5,4.4
2909,15.10.2017,29,28,41,84,0.5,1.7,5.3
2910,16.10.2017,33,51,57,135,0.5,1.8,5.6
2911,17.10.2017,43,74,63,175,0.7,,3.7
2912,18.10.2017,50,81,60,184,0.7,1.6,1.1
2913,19.10.2017,57,73,55,167,0.6,1.3,0.9
2914,20.10.2017,41,80,62,185,0.6,2.7,4.4
2915,21.10.2017,23,43,46,111,0.4,1.4,4.0
2916,22.10.2017,15,12,20,38,0.3,0.7,2.0
2917,23.10.2017,22,56,46,131,0.4,1.3,3.5
2918,24.10.2017,25,61,48,141,0.5,1.4,3.8
2919,25.10.2017,17,29,28,72,0.3,0.8,2.4
2920,26.10.2017,21,30,33,79,0.3,0.9,2.5
2921,27.10.2017,12,24,31,67,0.3,0.7,1.8
2922,28.10.2017,15,11,16,32,0.2,0.6,1.1
2923,29.10.2017,9,6,12,21,0.2,0.5,1.1
2924,30.10.2017,14,25,34,73,0.3,0.7,1.8
2925,31.10.2017,14,14,23,43,0.3,0.8,1.7
2926,01.11.2017,23,31,32,79,0.4,1.1,3.1
2927,02.11.2017,30,42,41,106,0.4,1.3,2.8
2928,03.11.2017,29,56,51,137,0.4,1.6,4.1
2929,04.11.2017,33,43,48,114,0.5,1.7,4.0
2930,05.11.2017,27,23,33,69,0.4,1.2,2.6
2931,06.11.2017,20,56,50,135,0.4,1.4,3.3
2932,07.11.2017,24,35,44,97,0.4,1.2,2.9
2933,08.11.2017,45,21,33,65,0.4,1.8,2.7
2934,09.11.2017,49,58,49,137,0.5,2.2,3.7
2935,10.11.2017,21,38,37,95,0.4,1.2,2.6
2936,11.11.2017,11,17,25,51,0.3,0.8,1.7
2937,12.11.2017,19,25,34,72,0.4,1.1,2.4
2938,13.11.2017,16,53,47,127,0.4,1.4,3.3
2939,14.11.2017,21,61,46,139,0.4,1.3,3.4
2940,15.11.2017,25,67,46,149,0.5,1.5,3.4
2941,16.11.2017,34,79,50,170,0.5,1.7,4.1
2942,17.11.2017,27,68,67,170,0.5,1.7,4.2
2943,18.11.2017,19,21,34,67,0.3,0.9,1.7
2944,19.11.2017,10,10,16,31,0.3,0.6,1.2
2945,20.11.2017,14,43,41,106,0.4,1.0,2.2
2946,21.11.2017,18,93,53,195,0.6,1.8,4.1
2947,22.11.2017,19,47,45,117,0.4,1.3,3.0
2948,23.11.2017,20,51,50,128,0.4,1.3,3.1
2949,24.11.2017,19,55,54,139,0.4,1.3,3.2
2950,25.11.2017,15,21,38,70,0.3,1.0,2.2
2951,26.11.2017,21,17,28,53,0.3,0.9,1.8
2952,27.11.2017,16,39,37,96,0.4,,2.1
2953,28.11.2017,10,41,43,106,0.4,,3.0
2954,29.11.2017,25,81,62,186,0.5,1.7,3.8
2955,30.11.2017,31,74,58,170,0.5,1.7,3.6
2956,01.12.2017,31,68,48,151,0.5,1.5,3.3
2957,02.12.2017,25,40,37,99,0.4,1.3,2.9
2958,03.12.2017,25,24,30,67,0.4,1.2,2.3
2959,04.12.2017,15,42,46,109,0.4,1.1,2.7
2960,05.12.2017,15,35,37,90,0.3,0.8,1.8
2961,06.12.2017,20,25,30,68,0.3,0.7,1.6
2962,07.12.2017,18,36,39,93,0.3,0.9,2.0
2963,08.12.2017,15,37,39,95,0.3,1.0,2.0
2964,09.12.2017,15,23,31,66,0.3,0.8,1.6
2965,10.12.2017,15,21,32,64,0.3,1.0,1.8
2966,11.12.2017,19,55,54,138,0.4,1.4,2.7
2967,12.12.2017,12,28,33,76,0.3,,
2968,13.12.2017,17,48,45,118,0.4,,
2969,14.12.2017,10,39,44,104,0.4,,
2970,15.12.2017,20,79,60,181,0.5,,
2971,16.12.2017,27,29,39,84,0.4,,
2972,17.12.2017,13,22,30,64,0.3,,
2973,18.12.2017,21,109,65,230,0.6,,
2974,19.12.2017,26,72,54,165,0.5,1.3,2.6
2975,20.12.2017,24,91,62,202,0.6,1.5,3.0
2976,21.12.2017,15,46,45,115,0.4,1.0,2.5
2977,22.12.2017,18,36,41,95,0.3,0.9,2.0
2978,23.12.2017,19,15,21,44,0.2,0.8,1.6
2979,24.12.2017,17,7,11,22,0.2,0.5,1.0
2980,25.12.2017,10,12,18,36,0.3,0.8,1.6
2981,26.12.2017,13,12,22,41,0.3,1.0,1.9
2982,27.12.2017,18,59,56,147,0.5,1.5,2.7
2983,28.12.2017,19,37,40,98,0.4,1.2,2.2
2984,29.12.2017,21,39,42,101,0.4,1.1,2.2
2985,30.12.2017,15,26,36,77,0.3,1.3,2.0
2986,31.12.2017,17,11,24,41,0.3,0.8,1.7
2987,01.01.2018,32,16,23,46,0.3,1.1,1.7
2988,02.01.2018,13,37,47,103,0.3,1.0,1.8
2989,03.01.2018,9,33,35,86,0.3,1.1,2.1
2990,04.01.2018,12,28,35,79,0.3,0.9,1.9
2991,05.01.2018,12,31,44,92,0.3,1.1,2.4
2992,06.01.2018,18,50,62,139,0.5,1.5,3.5
2993,07.01.2018,10,7,22,33,0.3,0.9,1.3
2994,08.01.2018,20,16,41,65,0.3,1.3,1.6
2995,09.01.2018,29,30,49,95,0.4,1.7,2.3
2996,10.01.2018,47,102,53,208,0.7,3.2,4.6
2997,11.01.2018,46,118,47,227,0.8,4.3,5.2
2998,12.01.2018,42,29,29,73,0.5,2.5,2.5
2999,13.01.2018,31,19,33,61,0.4,1.6,1.9
3000,14.01.2018,27,13,26,47,0.4,1.5,1.7
3001,15.01.2018,30,55,45,128,0.5,2.0,2.6
3002,16.01.2018,13,49,46,120,0.4,1.5,2.4
3003,17.01.2018,27,43,46,112,0.4,1.2,2.0
3004,18.01.2018,10,34,35,87,0.3,1.1,1.9
3005,19.01.2018,18,56,56,141,0.4,1.6,2.9
3006,20.01.2018,22,46,55,125,0.5,1.7,3.3
3007,21.01.2018,28,21,40,71,0.4,1.5,2.1
3008,22.01.2018,29,58,53,142,0.5,1.9,2.9
3009,23.01.2018,33,82,54,180,0.6,2.2,3.8
3010,24.01.2018,13,35,41,95,0.3,1.2,2.4
3011,25.01.2018,13,50,63,140,0.4,1.5,3.2
3012,26.01.2018,28,70,60,166,0.5,1.9,3.8
3013,27.01.2018,36,29,39,82,0.4,1.2,2.0
3014,28.01.2018,14,10,17,33,0.3,0.8,1.1
3015,29.01.2018,24,20,24,54,0.2,0.7,1.2
3016,30.01.2018,17,31,39,86,0.3,1.0,1.8
3017,31.01.2018,13,45,46,114,0.4,1.4,2.7
3018,01.02.2018,25,44,50,118,0.4,1.4,2.6
3019,02.02.2018,17,46,49,120,0.4,1.6,2.6
3020,03.02.2018,15,20,33,63,0.3,1.2,1.9
3021,04.02.2018,18,6,25,34,0.3,1.2,1.2
3022,05.02.2018,23,24,51,87,0.4,1.4,1.8
3023,06.02.2018,29,66,82,183,0.6,2.0,3.5
3024,07.02.2018,63,28,55,98,0.5,2.5,3.1
3025,08.02.2018,64,103,87,244,0.8,3.3,5.4
3026,09.02.2018,66,87,81,214,0.8,3.4,4.5
3027,10.02.2018,57,39,47,108,0.6,2.7,3.3
3028,11.02.2018,26,17,30,56,0.4,1.3,1.7
3029,12.02.2018,19,41,49,112,0.4,1.3,2.1
3030,13.02.2018,28,81,77,202,0.5,2.0,3.8
3031,14.02.2018,38,64,74,173,0.5,2.3,3.0
3032,15.02.2018,38,48,52,125,0.5,2.2,3.1
3033,16.02.2018,32,41,48,111,0.4,1.5,2.6
3034,17.02.2018,33,25,46,84,0.4,1.4,2.4
3035,18.02.2018,20,18,41,68,0.3,1.1,2.0
3036,19.02.2018,33,58,63,152,0.5,1.9,2.8
3037,20.02.2018,46,19,45,75,0.5,2.2,2.1
3038,21.02.2018,33,23,50,86,0.4,1.7,2.0
3039,22.02.2018,26,29,47,91,0.4,1.5,1.8
3040,23.02.2018,31,19,42,70,0.4,1.6,1.7
3041,24.02.2018,19,8,30,43,0.3,1.2,1.3
3042,25.02.2018,15,9,28,42,0.3,1.7,2.8
3043,26.02.2018,24,18,39,66,0.3,1.2,1.5
3044,27.02.2018,29,38,52,110,0.4,1.6,2.5
3045,28.02.2018,35,13,32,51,0.4,1.7,1.7
3046,01.03.2018,34,14,34,55,0.4,1.7,1.6
3047,02.03.2018,53,14,39,60,0.4,2.4,2.2
3048,03.03.2018,51,12,40,58,0.4,2.3,1.8
3049,04.03.2018,61,13,47,67,0.5,3.1,2.9
3050,05.03.2018,63,64,89,187,0.7,3.2,4.3
3051,06.03.2018,62,37,70,127,0.7,2.6,3.3
3052,07.03.2018,46,58,59,148,0.7,2.8,3.6
3053,08.03.2018,110,52,60,140,0.6,1.7,3.3
3054,09.03.2018,24,39,52,113,0.4,1.1,3.1
3055,10.03.2018,30,58,67,156,0.6,1.6,4.4
3056,11.03.2018,23,22,50,85,0.4,1.3,4.0
3057,12.03.2018,35,65,64,163,0.5,1.5,4.7
3058,13.03.2018,15,28,38,81,0.4,1.1,2.9
3059,14.03.2018,17,31,39,86,0.4,1.0,1.9
3060,15.03.2018,27,11,30,47,0.4,0.9,1.2
3061,16.03.2018,25,8,22,35,0.3,0.7,0.7
3062,17.03.2018,20,4,14,20,0.2,0.5,0.4
3063,18.03.2018,18,3,14,18,0.3,0.5,0.4
3064,19.03.2018,23,28,53,96,0.4,1.1,2.2
3065,20.03.2018,21,35,56,110,0.4,1.0,2.0
3066,21.03.2018,17,38,55,114,0.4,0.9,2.2
3067,22.03.2018,27,49,54,128,0.4,1.0,2.2
3068,23.03.2018,24,37,55,111,0.4,1.0,2.6
3069,24.03.2018,29,23,53,88,0.4,1.1,3.0
3070,25.03.2018,43,24,57,94,0.5,1.4,3.1
3071,26.03.2018,32,32,47,96,0.3,0.8,2.2
3072,27.03.2018,21,36,56,112,0.4,0.8,1.9
3073,28.03.2018,34,19,40,69,0.4,1.0,1.5
3074,29.03.2018,19,25,37,76,0.4,0.8,1.4
3075,30.03.2018,23,9,29,42,0.3,0.7,1.1
3076,31.03.2018,29,14,36,57,0.5,1.0,1.3
3077,01.04.2018,11,8,17,30,0.3,0.7,0.9
3078,02.04.2018,33,8,27,39,0.4,0.9,1.1
3079,03.04.2018,23,38,60,118,0.4,1.0,2.9
3080,04.04.2018,27,33,61,111,0.4,0.9,3.4
3081,05.04.2018,13,22,34,69,0.3,0.5,1.3
3082,06.04.2018,17,29,49,93,0.4,0.7,2.7
3083,07.04.2018,24,16,50,74,0.4,0.8,2.2
3084,08.04.2018,26,12,39,57,0.4,0.8,2.4
3085,09.04.2018,36,43,74,139,0.5,1.0,3.8
3086,10.04.2018,43,7,37,48,0.3,0.6,1.3
3087,11.04.2018,46,9,27,41,0.3,0.6,1.1
3088,12.04.2018,45,9,31,45,0.3,0.7,1.5
3089,13.04.2018,42,18,46,73,0.4,0.8,2.1
3090,14.04.2018,34,16,39,64,0.4,0.7,1.9
3091,15.04.2018,29,8,40,52,0.4,0.9,2.4
3092,16.04.2018,34,39,51,111,0.4,0.8,2.4
3093,17.04.2018,31,37,53,110,0.4,0.9,3.3
3094,18.04.2018,34,48,73,147,0.5,1.1,4.9
3095,19.04.2018,36,52,73,152,0.5,1.4,6.3
3096,20.04.2018,29,37,70,126,0.5,1.0,4.2
3097,21.04.2018,26,8,38,51,0.3,0.5,1.7
3098,22.04.2018,24,9,39,53,0.3,0.6,2.4
3099,23.04.2018,25,24,46,83,0.3,0.5,1.9
3100,24.04.2018,24,34,45,97,0.3,0.7,2.2
3101,25.04.2018,22,28,38,81,0.3,0.5,1.8
3102,26.04.2018,12,36,43,98,0.3,0.6,1.9
3103,27.04.2018,20,41,61,123,0.4,0.9,3.2
3104,28.04.2018,23,22,53,87,0.4,0.7,2.6
3105,29.04.2018,24,9,32,45,0.3,0.5,1.9
3106,30.04.2018,31,17,38,65,0.3,0.5,1.7
3107,01.05.2018,15,9,22,35,0.3,0.4,1.2
3108,02.05.2018,24,43,55,121,0.4,0.8,3.0
3109,03.05.2018,24,21,36,68,0.3,0.5,1.6
3110,04.05.2018,17,20,42,72,0.3,0.4,1.5
3111,05.05.2018,16,7,31,41,0.3,0.3,1.0
3112,06.05.2018,16,5,27,36,0.3,0.4,1.5
3113,07.05.2018,24,32,55,104,0.3,0.6,2.4
3114,08.05.2018,33,10,42,57,0.3,0.4,1.6
3115,09.05.2018,43,18,60,88,0.3,0.6,2.0
3116,10.05.2018,34,4,25,32,0.3,0.3,1.1
3117,11.05.2018,27,28,40,83,0.3,0.5,1.8
3118,12.05.2018,29,16,29,53,0.3,0.5,2.0
3119,13.05.2018,31,2,19,22,0.2,0.3,0.8
3120,14.05.2018,48,9,32,45,0.3,0.4,1.2
3121,15.05.2018,37,11,45,61,0.3,0.5,1.4
3122,16.05.2018,30,6,27,36,0.3,0.3,0.9
3123,17.05.2018,35,16,37,61,0.3,0.4,1.4
3124,18.05.2018,26,38,46,104,0.4,0.7,2.3
3125,19.05.2018,31,7,24,35,0.2,0.2,0.8
3126,20.05.2018,19,4,19,25,0.2,0.2,0.7
3127,21.05.2018,24,3,23,28,0.2,0.3,0.9
3128,22.05.2018,26,16,48,73,0.3,0.5,1.8
3129,23.05.2018,28,9,36,50,0.2,0.3,1.1
3130,24.05.2018,34,7,30,40,0.2,0.4,1.2
3131,25.05.2018,30,9,36,50,0.3,0.5,1.5
3132,26.05.2018,24,6,35,45,0.3,0.5,1.6
3133,27.05.2018,26,3,21,26,0.2,0.4,1.3
3134,28.05.2018,33,11,47,64,0.3,0.6,2.0
3135,29.05.2018,34,11,48,65,0.3,0.6,2.0
3136,30.05.2018,33,23,72,106,0.4,0.8,3.1
3137,31.05.2018,35,17,62,87,0.4,0.8,2.7
3138,01.06.2018,37,35,77,130,0.4,0.9,3.3
3139,02.06.2018,33,13,32,52,0.3,0.6,2.1
3140,03.06.2018,28,7,24,36,0.3,0.6,1.7
3141,04.06.2018,24,22,42,76,0.3,0.7,2.2
3142,05.06.2018,29,14,34,54,0.2,0.5,1.5
3143,06.06.2018,22,12,31,50,0.2,0.5,1.7
3144,07.06.2018,23,20,55,85,0.3,0.8,2.5
3145,08.06.2018,25,13,53,74,0.3,0.5,2.1
3146,09.06.2018,26,8,45,57,0.3,0.6,2.2
3147,10.06.2018,29,7,33,45,0.3,0.7,2.4
3148,11.06.2018,25,18,41,68,0.3,0.6,2.0
3149,12.06.2018,20,16,32,58,0.2,0.5,1.4
3150,13.06.2018,14,26,39,78,0.3,0.7,2.3
3151,14.06.2018,18,25,47,86,0.3,0.7,2.4
3152,15.06.2018,24,26,59,99,0.4,0.9,3.0
3153,16.06.2018,24,18,60,88,0.3,0.9,3.0
3154,17.06.2018,24,6,25,35,0.3,0.5,1.9
3155,18.06.2018,22,26,41,80,0.3,0.7,2.3
3156,19.06.2018,20,21,40,72,0.3,0.7,2.3
3157,20.06.2018,21,28,55,97,0.3,1.2,4.2
3158,21.06.2018,21,25,43,81,0.3,0.9,3.3
3159,22.06.2018,13,26,31,71,0.2,0.8,2.2
3160,23.06.2018,11,14,23,45,0.2,0.6,1.7
3161,24.06.2018,11,12,17,35,0.2,0.6,1.7
3162,25.06.2018,22,30,36,83,0.3,0.9,2.4
3163,26.06.2018,22,17,28,54,0.2,0.6,1.8
3164,27.06.2018,15,9,28,42,0.2,0.5,1.8
3165,28.06.2018,21,5,23,30,0.2,0.4,1.5
3166,29.06.2018,17,5,24,31,0.2,0.3,1.4
3167,30.06.2018,11,5,17,25,0.2,0.4,1.1
3168,01.07.2018,8,3,13,18,0.2,0.3,1.0
3169,02.07.2018,20,13,35,55,0.2,0.6,2.3
3170,03.07.2018,17,20,45,76,0.3,0.8,3.1
3171,04.07.2018,23,28,75,118,0.4,1.2,4.9
3172,05.07.2018,27,23,62,97,0.3,0.9,4.2
3173,06.07.2018,18,28,40,83,0.3,1.0,3.1
3174,07.07.2018,20,14,27,48,0.2,0.7,1.9
3175,08.07.2018,18,4,15,21,0.2,0.5,1.5
3176,09.07.2018,20,28,37,80,0.2,0.7,2.6
3177,10.07.2018,23,38,49,107,0.3,1.0,3.0
3178,11.07.2018,14,28,51,94,0.3,1.0,3.4
3179,12.07.2018,17,14,28,50,0.2,0.5,1.8
3180,13.07.2018,23,34,46,98,0.3,1.2,4.2
3181,14.07.2018,19,12,23,41,0.2,0.6,2.2
3182,15.07.2018,11,6,21,31,0.2,0.6,2.4
3183,16.07.2018,19,25,49,88,0.3,1.0,4.5
3184,17.07.2018,21,12,34,52,0.2,0.6,2.5
3185,18.07.2018,25,20,40,70,0.3,0.7,2.5
3186,19.07.2018,21,11,30,48,0.2,0.5,2.1
3187,20.07.2018,21,23,47,83,0.3,0.9,4.1
3188,21.07.2018,20,8,35,47,0.2,0.7,3.3
3189,22.07.2018,24,5,33,41,0.3,0.8,3.5
3190,23.07.2018,20,15,36,59,0.3,0.6,2.5
3191,24.07.2018,19,20,42,72,0.3,0.8,4.2
3192,25.07.2018,21,20,41,72,0.3,0.8,3.9
3193,26.07.2018,23,7,29,40,0.2,0.5,2.4
3194,27.07.2018,26,11,39,56,0.3,0.8,2.8
3195,28.07.2018,22,10,40,55,0.3,0.9,3.4
3196,29.07.2018,17,4,21,28,0.2,0.5,2.3
3197,30.07.2018,18,14,51,72,0.3,0.9,3.6
3198,31.07.2018,24,,,,0.3,1.0,4.4
3199,01.08.2018,25,,,,0.2,0.5,2.7
3200,02.08.2018,18,5,21,28,0.2,0.4,1.9
3201,03.08.2018,22,8,37,49,0.2,0.8,3.8
3202,04.08.2018,22,7,31,41,0.2,0.6,2.5
3203,05.08.2018,11,5,12,19,0.2,0.5,1.7
3204,06.08.2018,16,19,47,77,0.3,1.1,4.3
3205,07.08.2018,22,20,69,99,0.4,1.2,5.1
3206,08.08.2018,30,21,68,101,0.4,1.1,4.6
3207,09.08.2018,31,7,40,50,0.3,0.7,2.7
3208,10.08.2018,14,22,42,76,0.3,0.9,3.6
3209,11.08.2018,13,12,27,45,0.2,0.6,2.1
3210,12.08.2018,13,13,38,58,0.3,1.0,4.0
3211,13.08.2018,19,32,67,115,0.4,1.2,4.8
3212,14.08.2018,13,17,26,52,0.3,0.7,2.4
3213,15.08.2018,14,23,38,73,0.3,1.0,3.3
3214,16.08.2018,24,34,67,119,0.4,1.5,5.9
3215,17.08.2018,26,22,54,88,0.3,1.1,4.0
3216,18.08.2018,16,13,37,56,0.3,0.9,3.5
3217,19.08.2018,21,10,45,60,0.4,1.3,5.5
