,date,PM10,NOx,NO_2,NOx,O_3,CO,SO_2,Benzolµg/m³,Toluolµg/m³
443,14.01.2011,13,29,44,88,,0.5,2,1.8,4.0
444,15.01.2011,23,18,38,66,,0.5,2,1.6,3.4
445,16.01.2011,17,5,26,35,,0.5,3,1.5,2.8
446,17.01.2011,38,68,58,161,,0.8,5,3.3,6.6
447,18.01.2011,28,26,50,91,,0.5,3,1.8,3.4
448,19.01.2011,26,39,55,115,,0.5,1,1.6,3.0
449,20.01.2011,14,11,31,48,,0.3,1,1.0,1.6
450,21.01.2011,18,26,41,81,,0.4,1,1.3,2.3
451,22.01.2011,31,26,44,84,,0.6,3,1.9,3.8
452,23.01.2011,12,5,20,28,,0.3,1,1.1,1.6
453,24.01.2011,19,38,45,103,,0.5,1,2.1,3.9
454,25.01.2011,17,27,48,89,,0.5,1,1.8,3.3
455,26.01.2011,11,18,30,58,,0.3,1,1.2,1.9
456,27.01.2011,9,8,25,36,,0.3,1,1.0,1.7
457,28.01.2011,38,47,51,123,,0.7,3,,4.5
458,29.01.2011,65,54,61,144,,1.0,6,5.6,7.4
459,30.01.2011,73,75,63,178,,1.2,3,6.6,8.9
460,31.01.2011,49,51,60,138,,0.8,3,4.4,6.1
461,01.02.2011,71,32,45,95,,0.7,4,3.7,4.7
462,02.02.2011,54,49,60,135,,0.7,2,3.1,4.9
463,03.02.2011,33,23,47,83,,0.7,2,2.8,4.1
464,04.02.2011,17,10,31,47,,0.5,2,1.9,3.0
465,05.02.2011,14,7,18,28,,0.3,2,1.0,1.8
466,06.02.2011,9,7,20,31,,0.3,1,1.0,2.0
467,07.02.2011,26,24,39,76,,0.5,3,1.9,4.3
468,08.02.2011,30,37,53,110,,0.5,3,1.7,3.5
469,09.02.2011,34,38,59,117,,0.5,2,2.1,3.8
470,10.02.2011,42,37,54,110,,0.7,6,3.1,5.3
471,11.02.2011,25,42,51,115,,0.5,2,2.1,4.0
472,12.02.2011,18,18,28,56,,0.4,2,1.6,2.7
473,13.02.2011,25,14,24,44,,0.5,5,2.3,2.9
474,14.02.2011,40,52,44,123,,0.6,9,2.7,3.3
475,15.02.2011,49,47,45,117,,0.6,11,3.3,3.9
476,16.02.2011,61,58,49,137,,0.7,13,4.2,4.8
477,17.02.2011,64,20,31,62,,0.6,13,3.9,3.3
478,18.02.2011,58,9,24,38,,0.5,9,3.3,2.6
479,19.02.2011,31,3,15,20,,0.4,5,2.1,1.6
480,20.02.2011,14,4,14,19,,0.3,1,1.6,1.4
481,21.02.2011,32,18,37,65,,0.5,4,2.5,3.0
482,22.02.2011,58,23,47,82,,0.6,10,4.0,3.9
483,23.02.2011,62,43,63,129,,0.8,10,4.3,5.7
484,24.02.2011,88,46,66,137,,0.9,17,5.6,6.0
485,25.02.2011,107,46,72,142,,1.1,20,6.5,7.1
486,26.02.2011,94,23,53,87,,0.9,19,5.7,5.4
487,27.02.2011,95,16,43,67,,0.9,19,5.8,5.1
488,28.02.2011,104,51,60,139,,1.0,12,6.3,6.6
489,01.03.2011,78,19,47,76,,0.6,13,4.2,4.0
490,02.03.2011,75,13,40,60,,0.5,12,3.5,3.0
491,03.03.2011,78,18,53,80,,0.6,15,3.9,4.1
492,04.03.2011,94,56,82,168,,0.9,7,4.9,7.9
493,05.03.2011,50,25,51,89,,0.5,2,2.6,5.0
494,06.03.2011,16,3,18,23,,0.3,2,1.2,1.4
495,07.03.2011,29,52,65,144,,0.7,4,2.8,6.5
496,08.03.2011,38,40,63,123,,0.6,9,3.2,5.8
497,09.03.2011,57,36,60,115,,0.6,9,2.9,5.5
498,10.03.2011,29,17,34,60,,0.4,2,1.8,4.3
499,11.03.2011,29,32,50,100,,0.5,2,2.1,5.4
500,12.03.2011,44,27,50,92,,0.6,4,2.8,6.5
501,13.03.2011,53,17,54,80,,0.7,5,3.3,6.8
502,14.03.2011,63,45,74,142,,0.7,4,3.9,8.3
503,15.03.2011,73,10,27,42,,0.5,2,2.7,2.6
504,16.03.2011,,16,27,52,,,,,2.4
505,17.03.2011,,18,39,66,,,,,3.5
506,18.03.2011,24,24,40,76,,0.5,2,2.4,3.7
507,19.03.2011,17,10,29,45,,0.4,1,1.5,2.8
508,20.03.2011,27,22,36,70,,0.5,2,1.8,3.5
509,21.03.2011,44,75,76,191,,0.9,3,4.4,11.1
510,22.03.2011,44,54,70,152,,0.7,4,,9.9
511,23.03.2011,25,19,41,71,,0.4,2,1.5,3.8
512,24.03.2011,27,25,43,81,,0.4,3,1.3,3.7
513,25.03.2011,23,38,53,112,,0.4,3,1.7,4.9
514,26.03.2011,12,5,18,25,,0.3,0,0.9,1.7
515,27.03.2011,27,19,40,68,,0.5,4,2.4,4.8
516,28.03.2011,30,41,67,130,,0.6,4,2.9,7.4
517,29.03.2011,36,59,76,167,,0.7,4,3.3,10.8
518,30.03.2011,64,84,84,211,,0.8,2,,13.4
519,31.03.2011,34,21,45,78,,0.5,2,,6.9
520,01.04.2011,27,34,51,102,,0.5,2,2.6,8.0
521,02.04.2011,29,21,34,66,,0.5,3,2.5,7.7
522,03.04.2011,28,8,23,34,,0.3,3,1.7,5.2
523,04.04.2011,16,22,44,77,,0.4,2,2.1,5.6
524,05.04.2011,23,24,45,81,,0.4,2,1.9,6.0
525,06.04.2011,28,37,47,103,,0.5,2,2.5,7.7
526,07.04.2011,28,21,35,67,,0.4,3,1.5,4.5
527,08.04.2011,37,27,39,79,,0.4,2,1.5,4.3
528,09.04.2011,26,4,17,23,,0.3,1,0.8,1.8
529,10.04.2011,11,2,22,26,,0.3,0,0.9,2.1
530,11.04.2011,32,47,77,149,,0.6,2,3.5,12.3
531,12.04.2011,32,25,48,87,,0.4,2,,4.1
532,13.04.2011,12,17,39,64,,0.3,0,0.9,2.3
533,14.04.2011,9,10,32,46,,0.3,0,0.8,2.2
534,15.04.2011,18,18,44,72,,0.4,1,1.1,3.6
535,16.04.2011,30,41,65,127,,0.6,2,2.0,7.9
536,17.04.2011,39,18,61,88,,0.5,3,1.5,7.3
537,18.04.2011,54,71,82,190,,0.8,2,2.8,12.4
538,19.04.2011,40,33,69,119,,0.5,2,1.5,5.8
539,20.04.2011,40,34,66,117,,0.5,5,1.7,6.2
540,21.04.2011,38,29,67,111,,0.5,5,1.7,6.4
541,22.04.2011,40,4,28,33,,0.3,6,1.0,3.0
542,23.04.2011,36,4,21,27,,0.3,3,0.8,1.9
543,24.04.2011,30,2,11,13,,0.3,2,0.7,1.2
544,25.04.2011,34,2,13,15,,0.3,2,0.6,1.3
545,26.04.2011,37,11,42,60,,0.4,2,1.1,3.3
546,27.04.2011,34,23,40,75,,0.4,5,1.1,3.4
547,28.04.2011,51,16,48,72,,0.4,4,1.1,3.0
548,29.04.2011,36,4,19,25,,0.3,4,0.6,1.3
549,30.04.2011,18,1,8,10,,0.2,2,0.4,0.7
550,01.05.2011,12,1,8,8,,0.2,2,0.4,0.7
551,02.05.2011,16,7,21,33,,0.3,4,0.6,1.5
552,03.05.2011,11,5,20,28,,0.3,2,0.6,1.2
553,04.05.2011,15,20,40,71,,0.3,2,0.8,2.4
554,05.05.2011,25,43,68,133,,0.6,2,1.6,7.3
555,06.05.2011,31,30,67,113,,0.5,4,1.6,6.8
556,07.05.2011,31,11,44,61,,0.4,3,1.0,3.7
557,08.05.2011,20,5,20,28,,0.3,6,0.8,1.9
558,09.05.2011,29,31,65,112,,0.5,5,1.7,5.3
559,10.05.2011,37,29,77,121,,0.5,6,1.9,7.3
560,11.05.2011,41,22,63,97,,0.5,7,1.4,5.5
561,12.05.2011,31,13,51,70,,0.4,2,1.1,4.0
562,13.05.2011,22,25,50,87,,0.4,2,1.2,4.5
563,14.05.2011,26,18,40,68,,0.4,2,1.8,4.9
564,15.05.2011,13,8,24,36,,0.3,1,0.7,2.3
565,16.05.2011,15,22,38,72,,0.4,1,0.9,3.3
566,17.05.2011,18,26,38,78,,0.4,1,1.1,3.9
567,18.05.2011,30,36,55,111,,0.6,2,2.0,9.3
568,19.05.2011,39,44,69,136,,0.6,2,3.4,13.7
569,20.05.2011,24,21,46,78,,0.4,2,1.5,4.5
570,21.05.2011,24,5,25,33,,0.3,1,0.9,3.0
571,22.05.2011,24,6,24,33,,0.3,3,1.0,3.0
572,23.05.2011,27,26,43,82,,0.4,2,1.3,4.4
573,24.05.2011,37,24,47,83,,0.4,2,1.2,3.9
574,25.05.2011,42,39,61,121,,0.5,2,1.5,4.9
575,26.05.2011,38,30,60,106,,0.5,4,1.6,5.5
576,27.05.2011,30,24,46,82,,0.4,1,1.3,4.0
577,28.05.2011,18,11,31,48,,0.4,1,1.1,3.2
578,29.05.2011,21,9,33,47,,0.4,1,,
579,30.05.2011,27,21,53,85,,0.5,3,,
580,31.05.2011,28,18,53,81,,0.4,4,1.1,3.4
581,01.06.2011,12,6,17,26,,0.2,1,0.3,1.0
582,02.06.2011,11,1,9,11,,0.2,1,0.2,0.7
583,03.06.2011,14,3,15,20,,0.2,2,0.2,0.9
584,04.06.2011,17,4,15,21,,0.2,3,0.4,1.4
585,05.06.2011,28,5,26,33,,0.3,2,0.7,2.2
586,06.06.2011,34,19,53,83,,0.5,3,1.5,4.6
587,07.06.2011,25,19,42,71,,0.4,1,1.3,3.9
588,08.06.2011,28,27,51,93,,0.4,1,1.4,3.8
589,09.06.2011,23,28,45,88,,0.4,2,0.7,2.4
590,10.06.2011,27,9,32,46,,0.3,1,0.4,1.8
591,11.06.2011,26,10,36,51,,0.4,2,0.8,2.7
592,12.06.2011,10,2,14,16,,0.2,1,0.2,1.0
593,13.06.2011,15,4,18,25,,0.3,2,0.5,1.9
594,14.06.2011,22,24,42,80,,0.4,2,1.0,3.4
595,15.06.2011,25,23,57,92,,0.4,1,1.2,3.6
596,16.06.2011,28,23,52,87,,0.4,1,1.3,4.1
597,17.06.2011,18,22,37,70,,0.3,0,0.7,2.4
598,18.06.2011,15,11,26,44,,0.3,1,0.7,2.5
599,19.06.2011,10,5,13,20,,0.2,1,0.4,1.4
600,20.06.2011,17,33,51,100,,0.4,1,1.1,3.5
601,21.06.2011,18,25,43,80,,0.4,1,,4.3
602,22.06.2011,20,26,44,84,,0.4,1,1.3,4.1
603,23.06.2011,20,29,45,89,,0.4,1,1.0,3.3
604,24.06.2011,21,36,52,106,,0.4,1,1.2,3.8
605,25.06.2011,17,14,33,54,,0.3,1,0.8,2.6
606,26.06.2011,12,9,23,38,,0.3,0,1.0,2.6
607,27.06.2011,16,10,25,40,,0.3,2,0.7,2.4
608,28.06.2011,17,18,36,64,,0.3,2,0.8,2.8
609,29.06.2011,18,13,34,54,,0.3,2,0.8,2.8
610,30.06.2011,19,22,35,68,,0.3,1,1.0,3.0
611,01.07.2011,15,19,31,60,,0.3,1,0.8,2.4
612,02.07.2011,13,21,33,65,,0.3,1,0.9,2.6
613,03.07.2011,6,7,15,26,,0.3,0,0.5,1.7
614,04.07.2011,14,30,30,76,,0.4,1,1.1,3.3
615,05.07.2011,16,8,22,35,,0.3,1,0.6,2.0
616,06.07.2011,21,26,53,92,,0.5,1,1.6,5.4
617,07.07.2011,24,20,55,86,,0.4,1,1.6,5.0
618,08.07.2011,27,28,58,100,,0.5,1,1.6,5.5
619,09.07.2011,22,14,40,61,,0.4,1,1.6,5.1
620,10.07.2011,13,1,10,12,,0.2,0,0.2,1.2
621,11.07.2011,15,8,27,40,,0.3,1,0.8,2.2
622,12.07.2011,26,33,49,100,,0.5,0,1.8,6.2
623,13.07.2011,30,27,56,98,,0.4,3,1.5,3.9
624,14.07.2011,16,17,28,53,,0.3,1,0.8,2.8
625,15.07.2011,13,12,24,42,,0.3,1,0.7,2.4
626,16.07.2011,19,9,31,45,,0.3,1,0.9,2.9
627,17.07.2011,17,5,18,26,,0.3,2,0.6,2.1
628,18.07.2011,11,17,24,50,,0.3,1,0.8,2.8
629,19.07.2011,15,21,34,66,,0.3,4,1.0,3.5
630,20.07.2011,18,3,16,20,,0.2,4,0.4,1.1
631,21.07.2011,16,11,29,45,,0.3,3,0.6,1.7
632,22.07.2011,13,31,40,88,,0.3,3,0.9,2.2
633,23.07.2011,14,10,20,36,,0.3,1,0.6,2.7
634,24.07.2011,10,4,15,21,,0.2,1,0.4,1.6
635,25.07.2011,14,25,37,74,,0.4,1,1.0,3.1
636,26.07.2011,17,28,43,86,,0.4,1,1.2,4.0
637,27.07.2011,14,8,21,33,,0.2,1,0.4,1.7
638,28.07.2011,22,32,58,107,,0.5,2,1.5,4.3
639,29.07.2011,16,43,56,123,,0.4,1,1.3,3.5
640,30.07.2011,12,11,26,43,,0.3,0,0.6,1.8
641,31.07.2011,10,18,26,53,,0.3,0,0.9,2.5
642,01.08.2011,20,31,36,82,,0.4,0,1.3,3.7
643,02.08.2011,21,21,38,70,,0.4,1,1.4,4.2
644,03.08.2011,32,30,49,95,,0.5,1,1.6,5.0
645,04.08.2011,33,37,58,115,,0.6,2,1.7,5.1
646,05.08.2011,25,27,45,86,,0.5,0,1.8,5.7
647,06.08.2011,24,16,34,59,,0.4,1,1.5,5.4
648,07.08.2011,15,10,23,38,,0.3,1,0.9,2.8
649,08.08.2011,13,24,34,71,,0.3,1,1.1,3.2
650,09.08.2011,13,27,34,75,,0.3,1,1.0,2.9
651,10.08.2011,21,34,40,91,,0.4,1,1.1,2.6
652,11.08.2011,19,17,34,60,,0.3,1,1.1,3.0
653,12.08.2011,18,18,38,65,,0.4,0,1.1,3.7
654,13.08.2011,15,16,34,58,,0.4,0,1.3,4.1
655,14.08.2011,22,14,31,51,,0.4,1,1.3,4.0
656,15.08.2011,19,41,52,114,,0.5,2,1.8,5.3
657,16.08.2011,16,19,39,68,,0.4,1,1.0,3.0
658,17.08.2011,30,35,58,111,,0.5,2,2.1,5.9
659,18.08.2011,34,27,56,96,,0.5,3,1.7,4.8
660,19.08.2011,22,21,45,77,,0.4,2,1.2,3.5
661,20.08.2011,18,15,36,58,,0.4,1,1.1,2.9
662,21.08.2011,26,8,38,50,,0.4,2,1.5,4.3
663,22.08.2011,23,20,40,71,,0.4,1,1.2,4.0
664,23.08.2011,20,22,42,76,,0.4,2,,
665,24.08.2011,35,27,56,97,,0.5,3,,
666,25.08.2011,27,20,52,83,,0.4,1,1.6,4.9
667,26.08.2011,40,21,61,94,,0.6,2,1.8,4.9
668,27.08.2011,20,12,28,46,,0.3,1,1.1,3.0
669,28.08.2011,8,6,18,26,,0.3,0,0.3,0.6
670,29.08.2011,13,23,39,74,,0.3,1,0.3,0.8
671,30.08.2011,16,23,37,72,,0.3,1,0.7,2.3
672,31.08.2011,20,28,43,86,,0.4,1,1.3,4.1
673,01.09.2011,17,23,40,75,,0.3,1,0.9,3.0
674,02.09.2011,25,27,54,96,,0.5,3,,5.4
675,03.09.2011,32,16,51,74,,0.5,4,1.6,5.1
676,04.09.2011,33,10,44,59,,0.5,5,2.5,5.6
677,05.09.2011,26,39,57,116,,0.5,2,1.5,4.6
678,06.09.2011,16,15,32,55,,0.3,1,0.9,3.3
679,07.09.2011,18,26,36,75,,0.3,1,1.0,3.0
680,08.09.2011,14,32,40,89,,0.4,0,1.0,3.1
681,09.09.2011,16,32,43,92,,0.4,2,1.3,4.0
682,10.09.2011,19,25,33,72,,0.5,1,1.7,5.8
683,11.09.2011,17,8,26,39,,0.3,1,1.1,3.5
684,12.09.2011,13,17,29,55,,0.3,1,1.0,3.1
685,13.09.2011,22,23,40,74,,0.4,2,1.2,3.8
686,14.09.2011,27,27,42,84,,0.4,1,1.1,3.5
687,15.09.2011,22,38,48,106,,0.4,1,1.3,3.9
688,16.09.2011,23,39,51,111,,0.4,2,1.3,4.0
689,17.09.2011,29,21,44,76,,0.5,2,1.8,6.1
690,18.09.2011,16,14,30,51,,0.4,1,1.2,3.6
691,19.09.2011,16,35,41,93,,0.5,1,1.4,4.4
692,20.09.2011,27,53,54,135,,0.6,2,2.1,6.9
693,21.09.2011,29,42,55,119,,0.6,2,2.0,6.1
694,22.09.2011,25,32,53,102,,0.5,2,1.6,5.0
695,23.09.2011,34,47,65,136,,0.6,2,1.9,5.3
696,24.09.2011,40,52,57,136,,0.7,2,2.7,7.7
697,25.09.2011,38,31,50,98,,0.7,5,2.6,8.6
698,26.09.2011,48,70,75,182,,0.9,2,3.3,11.9
699,27.09.2011,29,30,51,96,,0.5,2,1.8,5.9
700,28.09.2011,35,109,75,242,,1.0,3,3.5,11.6
701,29.09.2011,51,156,94,332,,1.3,4,5.1,18.5
702,30.09.2011,62,172,99,362,,1.4,4,5.8,20.8
703,01.10.2011,53,99,78,229,,1.2,2,4.7,23.4
704,02.10.2011,52,66,69,169,,1.0,3,4.3,24.0
705,03.10.2011,43,28,49,92,,0.7,1,2.8,9.3
706,04.10.2011,36,19,59,88,,0.5,1,1.9,5.6
707,05.10.2011,24,25,45,84,,0.4,1,1.5,4.2
708,06.10.2011,19,13,32,52,,0.3,0,1.1,2.9
709,07.10.2011,17,29,41,85,,0.4,2,1.4,3.7
710,08.10.2011,14,16,39,63,,0.3,2,1.2,2.7
711,09.10.2011,11,9,28,42,,0.3,1,1.2,2.8
712,10.10.2011,9,28,28,71,,0.4,1,1.4,3.3
713,11.10.2011,11,49,55,130,,0.5,,,3.0
714,12.10.2011,22,47,55,126,,0.5,,,4.5
715,13.10.2011,15,22,36,70,,0.3,2,1.2,2.3
716,14.10.2011,12,25,41,78,,0.4,2,1.3,3.1
717,15.10.2011,25,65,55,154,,0.7,3,2.7,6.4
718,16.10.2011,22,29,44,89,,0.5,2,2.1,4.3
719,17.10.2011,34,59,54,144,,0.7,2,,7.1
720,18.10.2011,30,32,48,98,,0.5,2,1.8,4.1
721,19.10.2011,17,21,43,75,,0.4,1,1.5,3.5
722,20.10.2011,19,63,62,159,,0.6,2,2.2,5.7
723,21.10.2011,30,69,58,163,,0.8,2,3.2,7.8
724,22.10.2011,32,72,49,159,,0.8,3,,7.1
725,23.10.2011,,,,,,,,,
726,24.10.2011,,39,48,107,,,,,4.3
727,25.10.2011,44,27,43,85,,0.5,3,2.4,3.6
728,26.10.2011,37,89,48,185,,0.8,2,3.9,7.7
729,27.10.2011,37,68,45,149,,0.7,3,2.8,5.4
730,28.10.2011,41,55,46,130,,0.7,3,3.1,6.7
731,29.10.2011,49,80,46,168,,0.9,4,3.8,9.5
732,30.10.2011,43,31,35,83,,0.7,4,3.2,7.2
733,31.10.2011,43,72,55,164,,0.9,3,3.4,9.4
734,01.11.2011,51,35,53,107,,0.6,6,2.5,5.2
735,02.11.2011,55,55,58,142,,0.7,5,2.9,6.5
736,03.11.2011,61,59,59,149,,0.7,5,3.2,6.0
737,04.11.2011,71,54,64,147,,0.8,6,3.6,6.2
738,05.11.2011,68,19,41,70,,0.7,6,3.4,4.3
739,06.11.2011,69,20,41,71,,0.7,7,3.6,5.6
740,07.11.2011,77,30,47,92,,0.7,8,3.7,5.8
741,08.11.2011,79,58,68,157,,0.8,8,4.0,6.5
742,09.11.2011,65,42,49,113,,0.8,4,4.5,5.7
743,10.11.2011,42,53,52,133,,0.7,3,3.3,5.0
744,11.11.2011,34,40,49,109,,0.5,3,2.1,4.4
745,12.11.2011,53,35,51,105,,0.8,7,3.5,5.2
746,13.11.2011,96,44,58,124,,1.1,6,5.7,7.6
747,14.11.2011,117,67,66,169,,1.1,7,6.6,8.0
748,15.11.2011,38,31,43,91,,0.5,1,2.7,3.8
749,16.11.2011,39,55,61,145,,0.7,3,2.9,5.1
750,17.11.2011,63,41,51,113,,0.8,4,4.3,5.8
751,18.11.2011,53,65,66,165,,0.8,3,3.6,6.3
752,19.11.2011,38,53,46,127,,0.9,5,3.6,7.3
753,20.11.2011,41,41,47,110,,0.8,4,3.7,6.6
754,21.11.2011,51,62,65,160,,0.7,4,3.2,5.4
755,22.11.2011,63,55,56,139,,0.8,5,4.4,6.0
756,23.11.2011,66,69,56,161,,0.9,6,4.9,6.7
757,24.11.2011,51,96,64,210,,1.2,7,5.2,10.5
758,25.11.2011,26,43,55,122,,0.7,6,2.7,5.8
759,26.11.2011,24,12,31,50,,0.4,4,1.4,2.8
760,27.11.2011,15,6,17,27,,0.3,2,0.9,2.0
761,28.11.2011,36,55,54,138,,0.6,3,1.8,4.9
762,29.11.2011,33,51,51,129,,0.6,5,2.4,5.7
763,30.11.2011,30,48,55,129,,0.7,4,2.3,5.6
764,01.12.2011,30,52,45,126,,0.7,5,2.7,6.0
765,02.12.2011,20,29,43,87,,0.5,4,1.6,4.0
766,03.12.2011,15,9,25,39,,0.4,3,1.2,2.3
767,04.12.2011,16,9,26,41,,0.4,2,1.3,2.6
768,05.12.2011,12,37,44,100,,0.4,2,1.4,3.0
769,06.12.2011,13,14,32,52,,0.4,2,1.2,2.5
770,07.12.2011,14,37,43,100,,0.5,2,1.6,3.9
771,08.12.2011,14,27,37,79,,0.4,3,1.4,2.9
772,09.12.2011,17,17,32,58,,0.4,2,1.1,2.4
773,10.12.2011,19,19,35,65,,0.4,3,1.4,3.3
774,11.12.2011,21,15,35,58,,0.5,2,1.8,3.6
775,12.12.2011,24,37,46,103,,0.6,6,2.1,4.5
776,13.12.2011,16,24,40,76,,0.5,3,1.6,3.9
777,14.12.2011,11,25,39,77,,0.4,3,1.5,3.4
778,15.12.2011,12,22,36,70,,0.5,4,,
779,16.12.2011,12,34,42,94,,0.5,4,,
780,17.12.2011,11,27,35,76,,0.4,3,,
781,18.12.2011,13,20,35,65,,0.4,1,,
782,19.12.2011,17,20,37,67,,0.4,2,,4.2
783,20.12.2011,23,34,46,98,,0.5,5,2.1,4.1
784,21.12.2011,15,37,44,101,,0.5,2,1.7,3.6
785,22.12.2011,29,51,47,124,,0.6,3,2.5,5.5
786,23.12.2011,15,46,42,112,,0.6,2,2.3,5.8
787,24.12.2011,12,12,26,45,,0.4,1,1.1,2.6
788,25.12.2011,15,6,22,30,,0.4,1,1.2,2.1
789,26.12.2011,9,7,21,33,,0.4,2,1.2,2.6
790,27.12.2011,17,27,39,79,,0.4,2,1.4,3.3
791,28.12.2011,18,23,36,71,,0.5,3,1.6,4.1
792,29.12.2011,15,11,25,41,,0.4,2,1.2,2.6
793,30.12.2011,,17,30,56,,,,,2.4
794,31.12.2011,,,,,,,,,
795,01.01.2012,,,,,,,,,
796,02.01.2012,,72,56,166,,,,,6.8
797,03.01.2012,13,12,31,49,,0.4,2,1.3,3.0
798,04.01.2012,14,20,35,65,,0.4,1,1.2,2.7
799,05.01.2012,8,13,26,47,,0.4,1,1.1,2.4
800,06.01.2012,11,21,32,65,,0.4,1,1.4,2.7
801,07.01.2012,16,15,32,55,,0.4,1,1.3,2.9
802,08.01.2012,11,15,32,55,,0.4,2,1.2,2.6
803,09.01.2012,14,38,42,101,,0.5,1,1.9,3.9
804,10.01.2012,26,28,38,82,,0.4,1,1.4,3.0
805,11.01.2012,23,50,51,127,,0.5,3,2.0,5.2
806,12.01.2012,13,17,34,60,,0.4,2,1.4,3.0
807,13.01.2012,17,27,38,80,,0.4,3,1.1,2.5
808,14.01.2012,16,8,24,36,,0.3,1,1.1,1.8
809,15.01.2012,11,11,29,46,,0.4,2,1.3,2.1
810,16.01.2012,21,57,52,140,,0.6,3,2.0,4.4
811,17.01.2012,18,33,44,95,,0.4,2,1.5,3.0
812,18.01.2012,28,53,62,143,,0.7,7,2.6,5.5
813,19.01.2012,15,43,47,113,,0.6,2,2.2,4.9
814,20.01.2012,14,41,52,115,,0.5,2,1.6,4.0
815,21.01.2012,14,18,35,62,,0.4,2,1.4,3.0
816,22.01.2012,10,13,31,51,,0.4,1,1.0,2.1
817,23.01.2012,16,52,53,132,,0.6,3,2.0,4.1
818,24.01.2012,21,29,44,89,,0.5,2,2.0,4.0
819,25.01.2012,26,52,51,131,,0.6,3,2.6,5.7
820,26.01.2012,40,85,57,187,,0.8,4,3.4,7.1
821,27.01.2012,63,52,48,127,,0.7,12,3.6,5.3
822,28.01.2012,93,20,42,73,,0.8,20,4.8,4.5
823,29.01.2012,77,13,35,55,,0.7,16,4.4,3.9
824,30.01.2012,53,26,42,82,,0.6,11,3.3,3.7
825,31.01.2012,50,21,36,68,,0.6,11,3.0,3.2
826,01.02.2012,46,14,31,52,,0.5,10,2.9,2.9
827,02.02.2012,45,29,44,88,,0.6,7,3.1,3.9
828,03.02.2012,28,53,61,141,,0.7,4,2.6,4.6
829,04.02.2012,24,22,49,82,,0.6,3,2.5,3.8
830,05.02.2012,44,20,43,75,,0.7,5,3.5,4.2
831,06.02.2012,46,15,38,61,,0.6,9,3.3,3.9
832,07.02.2012,38,8,29,42,,0.5,6,2.4,2.2
833,08.02.2012,38,22,41,74,,0.6,10,2.5,3.5
834,09.02.2012,29,14,32,54,,0.4,4,1.8,2.2
835,10.02.2012,44,14,38,60,,0.5,6,2.3,3.2
836,11.02.2012,44,22,52,86,,0.6,5,2.6,3.9
837,12.02.2012,57,31,60,107,,0.8,5,3.1,5.3
838,13.02.2012,37,53,61,142,,0.6,4,2.2,5.1
839,14.02.2012,49,49,60,135,,0.7,5,2.9,5.7
840,15.02.2012,13,8,22,34,,0.3,1,0.8,1.2
841,16.02.2012,24,28,44,87,,0.5,2,1.5,3.3
842,17.02.2012,23,39,51,111,,0.5,3,1.3,3.3
843,18.02.2012,31,21,37,70,,0.5,4,1.8,4.8
844,19.02.2012,13,15,31,54,,0.4,2,1.1,2.8
845,20.02.2012,33,41,54,116,,0.5,3,1.9,8.1
846,21.02.2012,22,22,45,78,,0.5,3,2.5,14.7
847,22.02.2012,33,20,40,70,,0.5,3,2.3,13.3
848,23.02.2012,23,38,45,103,,0.5,2,1.7,7.3
849,24.02.2012,20,47,44,117,,0.4,2,1.3,4.3
850,25.02.2012,20,18,31,59,,0.4,2,1.0,2.3
851,26.02.2012,8,4,17,23,,0.3,1,0.8,1.3
852,27.02.2012,30,55,61,145,,0.6,3,1.9,5.1
853,28.02.2012,27,50,43,121,,0.5,2,1.4,3.7
854,29.02.2012,21,37,37,93,,0.4,1,1.3,3.5
855,01.03.2012,25,47,38,111,,0.5,2,1.3,3.8
856,02.03.2012,30,13,32,53,,0.4,1,1.1,2.4
857,03.03.2012,23,21,40,71,,0.5,3,1.6,4.1
858,04.03.2012,23,12,28,47,,0.4,5,1.6,2.9
859,05.03.2012,35,30,47,93,,0.5,7,2.0,3.6
860,06.03.2012,34,30,47,93,,0.5,4,1.8,3.2
861,07.03.2012,53,44,58,125,,0.6,12,2.5,4.9
862,08.03.2012,30,33,47,97,,0.5,2,1.7,3.9
863,09.03.2012,36,44,56,123,,0.5,3,1.8,4.4
864,10.03.2012,35,19,39,68,,0.4,2,1.5,4.0
865,11.03.2012,20,6,19,28,,0.3,2,0.8,1.4
866,12.03.2012,21,22,35,69,,0.4,2,1.0,2.6
867,13.03.2012,22,29,39,84,,0.4,2,1.1,3.1
868,14.03.2012,22,24,41,77,,0.4,2,1.0,2.8
869,15.03.2012,46,44,52,120,,0.6,3,1.5,5.1
870,16.03.2012,78,136,84,292,,1.4,5,4.6,19.1
871,17.03.2012,83,56,68,154,,0.8,4,2.7,9.7
872,18.03.2012,64,26,48,88,,0.5,1,1.7,5.1
873,19.03.2012,21,29,41,85,,0.4,3,1.1,2.7
874,20.03.2012,31,35,53,106,,0.5,3,1.4,3.9
875,21.03.2012,36,47,55,126,,0.5,4,1.6,4.9
876,22.03.2012,27,20,44,74,,0.4,2,1.1,3.2
877,23.03.2012,27,19,45,74,,0.4,2,1.1,3.7
878,24.03.2012,34,24,40,76,,0.4,3,1.6,4.7
879,25.03.2012,26,8,19,31,,0.3,1,0.8,2.0
880,26.03.2012,33,48,58,132,,0.6,2,1.9,6.6
881,27.03.2012,51,27,49,90,,0.4,2,1.1,4.3
882,28.03.2012,50,38,55,112,,0.4,4,1.2,3.9
883,29.03.2012,26,23,33,68,,0.3,2,0.9,2.2
