,date,PM10,NOx,NO_2,NOx,O_3,CO,SO_2,Benzolµg/m³,Toluolµg/m³
2450,13.07.2016,18,7,29,41,,0.2,,0.7,2.0
2451,14.07.2016,14,10,24,40,,0.2,,0.5,2.0
2452,15.07.2016,13,33,41,91,,0.3,,0.9,2.8
2453,16.07.2016,16,13,32,52,,0.3,,0.7,2.4
2454,17.07.2016,17,7,19,30,,0.2,,0.6,1.9
2455,18.07.2016,17,27,41,81,,0.3,,1.0,3.4
2456,19.07.2016,15,20,35,65,,0.3,,1.0,3.2
2457,20.07.2016,15,15,32,54,,0.2,,0.8,3.2
2458,21.07.2016,27,23,47,82,,0.3,,1.2,4.5
2459,22.07.2016,17,7,26,37,,0.2,,0.5,2.0
2460,23.07.2016,21,5,21,29,,0.2,,0.6,1.9
2461,24.07.2016,30,4,22,28,,0.3,,0.9,2.4
2462,25.07.2016,33,15,46,69,,0.4,,1.2,4.1
2463,26.07.2016,25,8,30,42,,0.2,,0.7,2.7
2464,27.07.2016,22,21,45,76,,0.3,,1.1,3.9
2465,28.07.2016,28,26,43,82,,0.3,,1.3,5.0
2466,29.07.2016,19,21,41,74,,0.3,,1.0,3.7
2467,30.07.2016,15,10,26,42,,0.3,,0.8,2.8
2468,31.07.2016,17,6,23,33,,0.2,,0.8,2.6
2469,01.08.2016,16,31,38,85,,0.3,,0.9,2.9
2470,02.08.2016,20,25,49,87,,0.3,,1.1,4.0
2471,03.08.2016,17,27,31,72,,0.3,,1.0,3.7
2472,04.08.2016,17,28,36,79,,0.3,,1.2,4.1
2473,05.08.2016,22,30,49,95,,0.4,,1.3,4.5
2474,06.08.2016,15,15,32,55,,0.3,,0.8,3.0
2475,07.08.2016,15,8,28,41,,0.3,,0.8,2.8
2476,08.08.2016,22,18,40,68,,0.3,,0.9,3.3
2477,09.08.2016,16,24,34,71,,0.3,,0.7,2.5
2478,10.08.2016,12,34,40,92,,0.3,,0.8,3.0
2479,11.08.2016,17,36,42,97,,0.3,,0.8,3.0
2480,12.08.2016,16,22,29,63,,0.3,,0.8,2.7
2481,13.08.2016,21,10,23,38,,0.2,,0.7,2.6
2482,14.08.2016,12,7,19,29,,0.2,,0.5,1.7
2483,15.08.2016,14,11,26,42,,0.2,,0.5,1.7
2484,16.08.2016,15,13,28,47,,0.2,,0.6,2.1
2485,17.08.2016,17,22,36,70,,0.3,,1.1,3.7
2486,18.08.2016,25,40,51,112,,0.4,,1.3,4.8
2487,19.08.2016,25,29,53,96,,0.4,,1.4,4.8
2488,20.08.2016,24,10,35,50,,0.3,,0.9,2.8
2489,21.08.2016,15,8,26,38,,0.3,,,2.5
2490,22.08.2016,17,36,47,102,,0.4,,,4.6
2491,23.08.2016,20,29,42,87,,0.4,,1.3,4.5
2492,24.08.2016,19,32,51,100,,0.4,,1.2,5.1
2493,25.08.2016,22,27,53,94,,0.4,,1.1,4.2
2494,26.08.2016,37,17,59,85,,0.4,,1.3,4.7
2495,27.08.2016,30,3,30,35,,0.3,,0.8,2.8
2496,28.08.2016,28,6,39,47,,0.3,,1.2,4.2
2497,29.08.2016,16,27,40,82,,0.3,,0.8,2.9
2498,30.08.2016,17,27,43,84,,0.3,,1.0,3.1
2499,31.08.2016,27,49,64,139,,0.4,,1.6,6.2
2500,01.09.2016,35,30,65,111,,0.4,,1.4,5.0
2501,02.09.2016,27,25,55,93,,0.4,,1.1,3.5
2502,03.09.2016,27,11,40,57,,0.3,,1.0,3.2
2503,04.09.2016,17,9,28,42,,0.3,,0.8,2.7
2504,05.09.2016,14,21,29,61,,0.2,,0.7,2.1
2505,06.09.2016,14,19,39,68,,0.3,,1.0,3.2
2506,07.09.2016,25,45,65,133,,0.4,,1.6,5.7
2507,08.09.2016,39,32,73,122,,0.5,,1.8,5.6
2508,09.09.2016,37,25,60,99,,0.4,,1.6,4.8
2509,10.09.2016,33,9,43,56,,0.4,,1.1,3.6
2510,11.09.2016,30,5,32,40,,0.3,,0.8,2.8
2511,12.09.2016,41,22,67,101,,0.4,,1.5,4.5
2512,13.09.2016,45,27,75,116,,0.5,,1.5,4.4
2513,14.09.2016,38,12,42,61,,0.3,,0.9,2.6
2514,15.09.2016,28,17,47,73,,0.3,,1.0,3.1
2515,16.09.2016,45,20,57,87,,0.4,,1.2,3.8
2516,17.09.2016,31,1,15,17,,0.2,,0.6,1.5
2517,18.09.2016,20,3,11,16,,0.2,,0.5,1.1
2518,19.09.2016,23,4,17,24,,0.2,,0.5,1.1
2519,20.09.2016,24,20,41,71,,0.3,,1.0,2.6
2520,21.09.2016,23,10,30,45,,0.2,,0.6,2.0
2521,22.09.2016,37,66,70,171,,0.5,,1.9,6.2
2522,23.09.2016,48,68,75,179,,0.6,,1.8,5.9
2523,24.09.2016,33,23,52,87,,0.4,,1.2,3.5
2524,25.09.2016,30,13,46,66,,0.4,,1.3,3.8
2525,26.09.2016,48,42,65,129,,0.4,,1.5,4.3
2526,27.09.2016,45,41,68,131,,0.4,,1.8,5.5
2527,28.09.2016,41,31,48,95,,0.4,,1.2,4.2
2528,29.09.2016,31,19,36,66,,0.3,,0.9,3.4
2529,30.09.2016,21,33,44,94,,0.3,,1.0,3.3
2530,01.10.2016,25,44,44,111,,0.4,,1.5,4.7
2531,02.10.2016,20,23,37,72,,0.4,,1.2,3.9
2532,03.10.2016,16,12,24,42,,0.3,,0.7,2.2
2533,04.10.2016,10,2,10,13,,0.2,,0.3,0.6
2534,05.10.2016,9,9,21,35,,0.2,,0.4,1.1
2535,06.10.2016,11,4,13,19,,0.2,,0.5,1.0
2536,07.10.2016,13,15,18,42,,0.2,,0.8,1.5
2537,08.10.2016,9,4,15,20,,0.2,,0.5,1.1
2538,09.10.2016,10,18,31,59,,0.3,,0.8,2.1
2539,10.10.2016,19,52,47,127,,0.4,,1.3,3.8
2540,11.10.2016,15,23,27,63,,0.3,,1.0,2.1
2541,12.10.2016,19,18,18,45,,0.3,,1.0,1.8
2542,13.10.2016,28,36,32,88,,0.4,,1.3,2.5
2543,14.10.2016,37,38,39,97,,0.4,,1.6,2.9
2544,15.10.2016,37,36,35,90,,0.5,,1.8,3.1
2545,16.10.2016,50,27,23,64,,0.5,,1.0,1.5
2546,17.10.2016,37,63,38,135,,0.5,,1.9,3.4
2547,18.10.2016,50,86,43,174,,0.6,,2.5,4.9
2548,19.10.2016,27,67,57,160,,0.5,,1.6,4.4
2549,20.10.2016,,45,40,108,,0.4,,,3.0
2550,21.10.2016,29,64,43,140,,0.5,,1.4,4.6
2551,22.10.2016,31,37,37,94,,0.4,,0.9,3.6
2552,23.10.2016,29,28,30,72,,0.5,,0.8,3.5
2553,24.10.2016,52,18,25,54,,0.5,,1.8,2.6
2554,25.10.2016,41,23,29,65,,0.4,,2.0,2.6
2555,26.10.2016,29,67,48,150,,0.5,,1.8,3.5
2556,27.10.2016,49,75,48,162,,0.6,,2.0,4.9
2557,28.10.2016,29,44,43,110,,0.4,,1.3,3.5
2558,29.10.2016,18,22,38,72,,0.3,,0.8,2.0
2559,30.10.2016,18,12,34,52,,0.3,,0.8,1.7
2560,31.10.2016,32,116,65,243,,0.7,,2.4,6.2
2561,01.11.2016,25,57,43,129,,0.4,,1.3,3.7
2562,02.11.2016,13,53,47,127,,0.4,,1.1,2.8
2563,03.11.2016,22,76,52,167,,0.5,,1.7,3.7
2564,04.11.2016,31,53,47,128,,0.5,,1.7,3.9
2565,05.11.2016,34,42,45,110,,0.5,,1.9,3.9
2566,06.11.2016,27,22,40,74,,0.4,,1.3,3.2
2567,07.11.2016,13,15,33,55,,0.3,,0.9,1.7
2568,08.11.2016,24,51,40,118,,0.4,,1.4,2.6
2569,09.11.2016,25,54,39,122,,0.4,,1.4,3.0
2570,10.11.2016,51,36,36,90,,0.5,,2.3,3.0
2571,11.11.2016,49,20,36,67,,0.5,,2.2,2.4
2572,12.11.2016,42,52,47,127,,0.6,,2.6,4.0
2573,13.11.2016,41,79,53,174,,0.8,,3.1,5.1
2574,14.11.2016,49,126,65,258,,0.9,,3.2,5.8
2575,15.11.2016,26,39,39,98,,0.5,,1.6,2.9
2576,16.11.2016,20,57,40,127,,0.5,,1.6,3.6
2577,17.11.2016,16,33,37,87,,0.4,,1.2,2.9
2578,18.11.2016,11,24,34,72,,0.3,,0.9,2.1
2579,19.11.2016,15,24,42,78,,0.4,,1.1,2.5
2580,20.11.2016,14,16,28,52,,0.3,,1.0,2.2
2581,21.11.2016,30,74,51,164,,0.5,,1.7,3.8
2582,22.11.2016,47,101,51,204,,0.7,,2.6,5.6
2583,23.11.2016,50,130,48,246,,0.8,,2.9,6.8
2584,24.11.2016,23,21,30,62,,0.4,,1.3,2.5
2585,25.11.2016,23,43,43,108,,0.4,,1.1,2.5
2586,26.11.2016,28,36,50,106,,0.4,,1.3,2.8
2587,27.11.2016,15,8,26,39,,0.3,,0.7,1.2
2588,28.11.2016,12,13,37,57,,0.3,,0.8,1.5
2589,29.11.2016,22,91,74,213,,0.5,,1.5,3.4
2590,30.11.2016,27,86,70,202,,0.5,,1.7,3.4
2591,01.12.2016,18,63,56,152,,0.4,,1.2,2.2
2592,02.12.2016,13,20,37,68,,0.3,,0.8,1.7
2593,03.12.2016,26,79,67,188,,0.6,,1.7,3.5
2594,04.12.2016,38,51,55,133,,0.6,,2.0,3.4
2595,05.12.2016,39,117,64,242,,0.7,,2.8,4.1
2596,06.12.2016,34,109,73,239,,0.6,,2.1,3.5
2597,07.12.2016,37,56,52,138,,0.5,,1.9,2.8
2598,08.12.2016,45,51,62,140,,0.5,,1.5,3.1
2599,09.12.2016,30,67,57,160,,0.5,,1.6,3.1
2600,10.12.2016,33,37,46,102,,0.4,,1.2,2.5
2601,11.12.2016,17,17,35,62,,0.3,,0.9,1.7
2602,12.12.2016,17,38,50,108,,0.4,,1.2,1.9
2603,13.12.2016,35,105,57,219,,0.6,,2.3,4.3
2604,14.12.2016,27,39,46,106,,0.4,,1.2,2.2
2605,15.12.2016,27,53,51,131,,0.4,,1.3,2.2
2606,16.12.2016,35,62,53,147,,0.5,,1.0,1.5
2607,17.12.2016,33,63,45,142,,0.5,,1.5,2.5
2608,18.12.2016,27,35,42,95,,0.5,,1.5,2.3
2609,19.12.2016,28,70,48,155,,0.5,,1.8,2.8
2610,20.12.2016,34,62,50,144,,0.5,,2.2,2.6
2611,21.12.2016,41,56,49,135,,0.6,,2.7,2.9
2612,22.12.2016,33,57,47,133,,0.6,,2.5,3.1
2613,23.12.2016,26,28,43,86,,0.4,,1.5,2.3
2614,24.12.2016,19,8,28,41,,0.3,,1.1,1.5
2615,25.12.2016,11,9,24,39,,0.3,,0.7,1.1
2616,26.12.2016,10,9,22,36,,0.3,,0.6,1.0
2617,27.12.2016,17,8,25,37,,0.2,,0.6,0.8
2618,28.12.2016,10,6,27,36,,0.2,,0.6,1.0
2619,29.12.2016,25,50,58,134,,0.5,,1.4,2.7
2620,30.12.2016,33,62,48,143,,0.6,,1.9,3.1
2621,31.12.2016,41,39,49,109,,0.5,,1.9,2.6
2622,01.01.2017,72,19,37,65,,0.4,34,1.8,1.7
2623,02.01.2017,25,47,51,123,,0.5,1,1.4,2.0
2624,03.01.2017,19,33,42,92,,0.3,0,0.9,1.5
2625,04.01.2017,12,22,36,69,,0.3,1,0.7,1.2
2626,05.01.2017,10,6,22,31,,0.2,1,0.6,0.9
2627,06.01.2017,14,28,50,93,,0.4,2,1.2,1.6
2628,07.01.2017,28,20,44,75,,0.4,3,1.5,2.0
2629,08.01.2017,47,25,42,80,,0.5,2,1.7,1.8
2630,09.01.2017,39,78,46,164,,0.6,2,2.0,3.0
2631,10.01.2017,33,40,50,111,,0.5,5,1.8,2.3
2632,11.01.2017,40,32,43,93,,0.5,4,2.0,2.4
2633,12.01.2017,24,31,47,95,,0.3,2,0.9,1.8
2634,13.01.2017,19,35,46,100,,0.4,2,1.0,1.9
2635,14.01.2017,20,35,50,103,,0.4,2,1.1,2.0
2636,15.01.2017,15,10,27,42,,0.3,1,0.8,1.1
2637,16.01.2017,14,17,38,64,,0.3,1,1.1,1.3
2638,17.01.2017,25,41,58,121,,0.4,2,1.6,2.1
2639,18.01.2017,41,75,62,176,,0.6,3,1.9,3.0
2640,19.01.2017,45,45,55,123,,0.5,2,1.8,2.5
2641,20.01.2017,50,93,67,210,,0.7,3,2.4,3.8
2642,21.01.2017,35,40,57,118,,0.5,2,1.8,3.0
2643,22.01.2017,38,18,35,63,,0.4,4,1.7,1.7
2644,23.01.2017,51,60,54,146,,0.6,3,2.4,2.4
2645,24.01.2017,43,73,49,161,,0.5,2,1.7,2.6
2646,25.01.2017,41,58,43,132,,0.5,3,1.6,2.3
2647,26.01.2017,50,68,50,154,,0.6,2,2.1,2.7
2648,27.01.2017,80,72,67,176,,0.7,4,2.8,3.3
2649,28.01.2017,72,30,52,99,,0.6,3,3.1,3.0
2650,29.01.2017,65,29,58,102,,0.7,6,3.0,3.0
2651,30.01.2017,61,58,61,150,,0.7,3,3.0,2.8
2652,31.01.2017,54,60,52,144,,0.7,3,3.5,2.4
2653,01.02.2017,71,55,54,138,,0.8,4,4.5,3.1
2654,02.02.2017,60,69,59,164,,0.9,4,4.6,3.4
2655,03.02.2017,64,69,53,158,,0.9,3,4.5,3.6
2656,04.02.2017,53,35,43,97,,0.8,1,4.6,3.5
2657,05.02.2017,49,16,27,52,,0.8,1,4.6,2.9
2658,06.02.2017,38,13,27,47,,0.4,2,2.0,1.4
2659,07.02.2017,36,18,29,56,,0.4,2,1.6,1.5
2660,08.02.2017,50,24,32,68,,0.4,2,2.0,1.6
2661,09.02.2017,62,34,42,94,,0.5,5,2.3,2.3
2662,10.02.2017,74,26,42,81,,0.6,7,2.3,1.6
2663,11.02.2017,61,14,35,56,,0.5,12,2.5,1.7
2664,12.02.2017,62,9,27,41,,0.5,9,2.9,1.7
2665,13.02.2017,71,30,46,93,,0.5,5,2.6,2.1
2666,14.02.2017,97,71,62,171,,0.7,4,3.5,3.3
2667,15.02.2017,155,189,105,393,,1.3,7,5.5,8.1
2668,16.02.2017,107,138,88,299,,1.0,5,3.4,6.8
2669,17.02.2017,39,56,58,144,,0.5,2,1.6,2.6
2670,18.02.2017,23,29,45,89,,0.4,2,1.3,2.3
2671,19.02.2017,30,9,31,45,,0.4,1,1.1,1.6
2672,20.02.2017,28,15,35,58,,0.4,1,1.1,1.8
2673,21.02.2017,19,44,51,118,,0.4,1,1.1,2.0
2674,22.02.2017,15,28,42,84,,0.3,1,0.8,1.5
2675,23.02.2017,18,26,40,80,,0.3,1,0.8,1.6
2676,24.02.2017,12,24,39,75,,0.3,1,0.8,1.4
2677,25.02.2017,23,18,38,65,,0.3,2,0.9,1.6
2678,26.02.2017,18,6,30,39,,0.3,1,0.9,1.4
2679,27.02.2017,40,33,52,102,,0.4,3,1.2,2.4
2680,28.02.2017,21,14,33,54,,0.3,2,0.8,1.6
2681,01.03.2017,18,25,42,79,,0.4,1,1.0,1.9
2682,02.03.2017,17,33,50,101,,0.4,1,1.0,2.0
2683,03.03.2017,33,31,51,98,,0.4,2,1.2,2.3
2684,04.03.2017,38,29,58,102,,0.5,4,1.6,3.2
2685,05.03.2017,20,10,31,46,,0.3,1,1.1,1.7
2686,06.03.2017,32,53,53,134,,0.4,2,1.5,2.7
2687,07.03.2017,18,15,30,53,,0.3,1,1.5,1.3
2688,08.03.2017,34,32,40,89,,0.4,1,1.2,1.8
2689,09.03.2017,29,37,48,105,,0.4,1,1.0,2.3
2690,10.03.2017,18,17,40,65,,0.3,1,0.6,1.2
2691,11.03.2017,24,12,35,53,,0.3,2,0.9,1.5
2692,12.03.2017,33,14,29,51,,0.4,1,1.4,1.8
2693,13.03.2017,53,49,56,131,,0.5,3,1.9,3.0
2694,14.03.2017,48,74,66,179,,0.6,2,1.7,3.6
2695,15.03.2017,30,25,42,79,,0.3,2,0.9,1.6
2696,16.03.2017,36,47,61,133,,0.5,3,1.3,2.9
2697,17.03.2017,37,38,55,113,,0.4,2,1.0,2.5
2698,18.03.2017,14,8,25,38,,0.3,2,0.6,1.0
2699,19.03.2017,15,15,35,58,,0.3,1,0.9,1.7
2700,20.03.2017,20,22,35,68,,0.3,1,0.8,1.7
2701,21.03.2017,20,28,45,87,,0.3,1,0.8,2.0
2702,22.03.2017,22,36,54,108,,0.4,2,,
2703,23.03.2017,26,13,31,51,,0.3,2,,1.4
2704,24.03.2017,21,12,36,54,,0.3,2,0.8,1.3
2705,25.03.2017,22,25,49,87,,0.4,1,1.0,2.2
2706,26.03.2017,27,22,49,83,,0.4,3,1.3,2.7
2707,27.03.2017,,97,88,237,,0.7,3,,
2708,28.03.2017,58,81,89,213,,0.6,3,,5.7
2709,29.03.2017,41,43,63,128,,0.4,2,1.1,2.8
2710,30.03.2017,36,34,49,101,,0.4,1,0.9,2.5
2711,31.03.2017,36,34,58,110,,0.4,2,1.0,3.3
2712,01.04.2017,41,16,45,69,,0.4,2,1.0,2.9
2713,02.04.2017,22,4,24,30,,0.3,1,0.6,1.2
2714,03.04.2017,22,7,30,40,,0.3,1,0.7,1.2
2715,04.04.2017,41,11,34,51,,0.3,5,0.8,1.4
2716,05.04.2017,38,39,48,108,,0.4,3,0.8,2.1
2717,06.04.2017,18,18,32,60,,0.3,1,0.7,1.4
2718,07.04.2017,19,29,42,87,,0.3,1,0.8,1.7
2719,08.04.2017,15,8,23,35,,0.2,1,0.7,1.2
2720,09.04.2017,31,11,40,56,,0.4,1,0.9,2.8
2721,10.04.2017,37,23,45,80,,0.3,1,0.8,2.2
2722,11.04.2017,16,35,47,101,,0.3,2,0.8,1.9
2723,12.04.2017,33,37,48,104,,0.4,2,1.0,1.9
2724,13.04.2017,15,35,45,99,,0.3,1,0.8,1.7
2725,14.04.2017,17,12,29,47,,0.3,1,0.6,1.1
2726,15.04.2017,28,13,33,54,,0.3,1,0.7,1.5
2727,16.04.2017,15,8,26,39,,0.3,1,0.8,1.1
2728,17.04.2017,13,4,20,27,,0.3,1,0.7,1.0
2729,18.04.2017,18,3,17,22,,0.2,1,0.5,0.7
2730,19.04.2017,12,5,19,26,,0.2,1,0.5,0.6
2731,20.04.2017,19,18,43,70,,0.3,1,0.7,1.5
2732,21.04.2017,34,39,54,115,,0.4,2,0.9,2.2
2733,22.04.2017,13,12,26,45,,0.3,1,0.6,1.3
2734,23.04.2017,13,10,26,40,,0.3,2,0.6,0.9
2735,24.04.2017,21,25,47,84,,0.3,1,0.8,2.2
2736,25.04.2017,24,46,56,126,,0.4,2,0.8,2.2
2737,26.04.2017,19,40,61,122,,0.4,1,1.0,2.5
2738,27.04.2017,22,49,64,139,,0.4,2,1.1,3.0
2739,28.04.2017,36,48,65,138,,0.5,2,1.2,3.5
2740,29.04.2017,21,16,40,64,,0.3,1,0.7,1.7
2741,30.04.2017,20,9,27,41,,0.3,2,0.9,1.6
2742,01.05.2017,29,4,19,25,,0.3,3,0.7,1.0
2743,02.05.2017,27,21,37,70,,0.3,2,0.9,1.5
2744,03.05.2017,34,15,27,50,,0.3,1,0.9,1.4
2745,04.05.2017,15,4,18,24,,0.2,1,0.5,0.9
2746,05.05.2017,26,11,29,46,,0.3,1,0.9,1.6
2747,06.05.2017,28,4,17,23,,0.3,1,0.7,1.4
2748,07.05.2017,16,2,12,14,,0.2,1,0.4,0.7
2749,08.05.2017,14,27,36,78,,0.3,2,0.5,1.6
2750,09.05.2017,15,49,56,132,,0.4,2,0.9,2.6
2751,10.05.2017,21,43,56,122,,0.4,2,1.0,2.4
2752,11.05.2017,28,36,53,108,,0.4,2,1.1,3.0
2753,12.05.2017,36,14,38,59,,0.3,2,0.9,2.3
2754,13.05.2017,38,14,44,66,,0.4,2,1.2,3.1
2755,14.05.2017,33,21,39,71,,0.5,1,1.2,3.8
2756,15.05.2017,24,31,43,91,,0.3,1,0.8,2.9
2757,16.05.2017,27,38,63,122,,0.4,3,1.0,4.0
2758,17.05.2017,24,25,51,90,,0.4,3,0.9,3.5
2759,18.05.2017,34,24,59,96,,0.4,3,0.9,3.5
2760,19.05.2017,41,23,59,94,,0.4,3,0.8,3.3
2761,20.05.2017,22,7,23,34,,0.2,1,0.5,1.2
2762,21.05.2017,17,1,12,13,,0.2,1,0.4,0.8
2763,22.05.2017,25,23,49,85,,0.3,2,0.9,3.0
2764,23.05.2017,33,23,55,90,,0.3,2,0.8,2.8
2765,24.05.2017,18,15,32,55,,0.2,1,0.5,1.4
2766,25.05.2017,19,5,23,31,,0.2,1,0.4,1.3
2767,26.05.2017,19,12,27,46,,0.2,1,0.5,1.4
2768,27.05.2017,16,8,29,42,,0.3,3,0.6,1.8
2769,28.05.2017,20,4,29,36,,0.3,2,0.6,2.1
2770,29.05.2017,23,11,40,56,,0.3,3,0.6,2.2
2771,30.05.2017,31,16,46,69,,0.3,4,0.7,2.7
2772,31.05.2017,25,24,37,75,,0.3,1,0.5,2.0
2773,01.06.2017,23,19,38,66,,0.3,1,0.6,1.8
2774,02.06.2017,22,14,39,60,,0.3,2,0.8,2.0
2775,03.06.2017,22,12,36,54,,0.3,2,0.8,2.1
2776,04.06.2017,23,6,28,37,,0.3,1,0.6,1.8
2777,05.06.2017,19,7,27,38,,0.3,1,0.5,1.6
2778,06.06.2017,27,37,55,112,,0.3,2,1.1,3.4
2779,07.06.2017,17,17,24,50,,0.2,1,0.5,1.6
2780,08.06.2017,20,32,41,89,,0.3,1,0.7,2.7
2781,09.06.2017,23,31,54,101,,0.3,2,0.8,3.0
2782,10.06.2017,17,10,31,47,,0.3,2,0.6,2.0
2783,11.06.2017,22,11,35,52,,0.3,2,0.9,3.4
2784,12.06.2017,24,37,53,110,,0.3,2,1.0,3.9
2785,13.06.2017,19,43,48,113,,0.3,2,1.0,2.7
2786,14.06.2017,18,16,26,50,,0.2,1,0.5,1.7
2787,15.06.2017,21,36,58,113,,0.4,2,1.0,3.3
2788,16.06.2017,20,34,44,96,,0.3,2,0.7,2.4
2789,17.06.2017,14,6,16,26,,0.2,1,0.5,1.1
2790,18.06.2017,16,6,23,33,,0.2,2,0.5,1.9
2791,19.06.2017,27,41,57,119,,0.4,2,1.5,6.2
2792,20.06.2017,25,23,44,79,,0.3,1,0.8,4.9
2793,21.06.2017,18,16,27,52,,0.2,1,0.4,1.6
2794,22.06.2017,28,29,53,97,,0.3,2,0.7,2.8
2795,23.06.2017,24,38,55,112,,0.4,2,0.8,2.6
2796,24.06.2017,22,16,34,59,,0.3,1,0.7,2.1
2797,25.06.2017,15,9,20,35,,0.2,1,0.5,1.8
2798,26.06.2017,16,34,42,95,,0.3,1,0.8,2.5
2799,27.06.2017,19,16,33,56,,0.2,1,0.6,1.7
2800,28.06.2017,26,20,47,78,,0.3,2,0.8,2.4
2801,29.06.2017,28,26,48,88,,0.3,1,0.9,3.4
2802,30.06.2017,16,45,55,124,,0.4,1,1.0,3.0
2803,01.07.2017,18,16,31,56,,0.3,1,0.7,2.4
2804,02.07.2017,20,13,27,47,,0.3,1,0.6,2.0
2805,03.07.2017,16,41,46,109,,0.3,2,0.8,3.7
2806,04.07.2017,17,25,37,76,,0.3,1,0.7,2.4
2807,05.07.2017,15,16,37,61,,0.3,1,0.7,2.7
2808,06.07.2017,23,41,59,121,,0.4,1,1.3,5.3
2809,07.07.2017,31,35,57,111,,0.4,2,1.0,3.8
2810,08.07.2017,30,13,37,57,,0.3,2,0.8,3.4
2811,09.07.2017,16,4,15,21,,0.2,1,0.4,1.5
2812,10.07.2017,26,22,39,73,,0.3,2,0.8,3.1
2813,11.07.2017,24,34,47,99,,0.3,1,0.9,3.0
2814,12.07.2017,23,29,39,84,,0.3,1,0.8,2.9
2815,13.07.2017,18,27,35,77,,0.3,1,0.7,2.2
2816,14.07.2017,24,35,56,109,,0.4,1,1.0,4.1
2817,15.07.2017,24,9,31,44,,0.3,2,0.6,2.4
2818,16.07.2017,18,9,27,40,,0.3,1,0.6,2.2
2819,17.07.2017,19,21,33,65,,0.3,1,0.6,2.3
2820,18.07.2017,23,15,32,55,,0.2,1,0.6,2.5
2821,19.07.2017,26,16,36,61,,0.3,3,0.8,2.6
2822,20.07.2017,33,24,50,86,,0.3,2,1.0,3.3
2823,21.07.2017,23,20,30,60,,0.3,1,0.6,2.7
2824,22.07.2017,19,7,24,35,,0.3,2,0.5,1.7
2825,23.07.2017,20,10,26,41,,0.3,1,0.6,2.4
2826,24.07.2017,22,29,46,91,,0.3,2,1.0,4.5
2827,25.07.2017,15,13,27,46,,0.2,0,0.5,1.5
2828,26.07.2017,16,19,26,55,,0.2,0,0.5,1.4
2829,27.07.2017,23,29,41,86,,0.3,2,0.8,3.2
2830,28.07.2017,22,28,42,84,,0.3,2,0.8,2.8
2831,29.07.2017,24,9,32,46,,0.3,1,0.9,3.2
2832,30.07.2017,22,5,23,30,,0.3,2,0.7,3.2
2833,31.07.2017,25,21,43,74,,0.3,1,0.8,3.7
2834,01.08.2017,25,22,51,85,,0.3,2,0.9,4.9
2835,02.08.2017,25,19,44,73,,0.3,2,0.8,3.1
2836,03.08.2017,31,24,51,88,,0.4,1,,
2837,04.08.2017,22,21,44,76,,0.3,1,,
2838,05.08.2017,15,9,27,41,,0.3,1,0.6,2.0
2839,06.08.2017,16,8,25,36,,0.2,2,0.6,1.9
2840,07.08.2017,23,34,53,105,,0.4,2,1.2,4.7
2841,08.08.2017,24,21,49,81,,0.3,2,0.9,3.1
2842,09.08.2017,24,21,40,72,,0.3,1,0.8,2.9
2843,10.08.2017,21,3,19,23,,0.2,2,0.3,1.0
2844,11.08.2017,28,19,34,63,,0.3,2,0.8,2.7
2845,12.08.2017,13,11,24,41,,0.3,1,0.6,1.9
2846,13.08.2017,14,9,24,37,,0.3,1,0.6,2.2
2847,14.08.2017,19,33,54,105,,0.4,2,1.4,4.8
2848,15.08.2017,26,22,47,81,,0.4,3,1.0,3.5
2849,16.08.2017,26,26,49,89,,0.4,2,0.9,3.5
2850,17.08.2017,28,27,48,89,,0.4,2,1.0,4.3
2851,18.08.2017,21,21,39,71,,0.3,1,0.8,3.2
2852,19.08.2017,16,12,26,44,,0.3,1,0.6,2.1
2853,20.08.2017,14,9,26,40,,0.3,2,0.5,1.7
2854,21.08.2017,15,34,43,95,,0.3,2,0.8,2.5
2855,22.08.2017,17,30,41,86,,0.3,2,0.8,2.5
2856,23.08.2017,24,46,59,129,,0.5,3,1.3,4.9
2857,24.08.2017,37,47,60,132,,0.5,2,1.6,6.5
2858,25.08.2017,29,37,50,106,,0.5,2,1.4,5.6
2859,26.08.2017,29,20,42,72,,0.4,2,1.3,4.6
2860,27.08.2017,26,6,21,30,,0.3,1,0.6,2.0
2861,28.08.2017,20,24,50,87,,0.4,1,0.9,3.7
2862,29.08.2017,29,32,56,105,,0.4,2,1.3,5.3
2863,30.08.2017,34,28,56,99,,0.4,2,1.2,4.7
2864,31.08.2017,27,25,41,78,,0.3,2,0.9,3.1
2865,01.09.2017,14,5,23,32,,0.2,1,0.4,1.4
2866,02.09.2017,13,4,21,27,,0.2,1,0.5,1.6
2867,03.09.2017,13,7,25,35,,0.3,1,0.7,2.5
2868,04.09.2017,17,40,54,116,,0.4,2,1.0,3.7
2869,05.09.2017,30,30,60,107,,0.4,2,1.3,4.7
2870,06.09.2017,29,40,48,110,,0.4,2,,
2871,07.09.2017,16,43,48,113,,0.4,1,,3.6
2872,08.09.2017,26,28,41,84,,0.3,2,0.7,3.1
2873,09.09.2017,19,17,31,56,,0.4,2,0.7,2.8
2874,10.09.2017,14,12,32,50,,0.3,1,0.6,2.4
2875,11.09.2017,17,24,32,69,,0.3,1,0.6,2.3
2876,12.09.2017,16,23,34,69,,0.3,1,0.6,2.7
2877,13.09.2017,15,20,29,59,,0.3,1,0.4,1.7
2878,14.09.2017,12,23,32,66,,0.3,1,0.5,1.9
