,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2012-08-16,27,46,59,129,Karl-Marx-Straße
2012-08-17,27,45,57,127,Karl-Marx-Straße
2012-08-18,25,38,70,128,Karl-Marx-Straße
2012-08-19,23,53,83,164,Karl-Marx-Straße
2012-08-20,28,47,82,153,Karl-Marx-Straße
2012-08-21,23,22,45,78,Karl-Marx-Straße
2012-08-22,22,54,71,152,Karl-Marx-Straße
2012-08-23,23,68,81,185,Karl-Marx-Straße
2012-08-24,40,36,59,113,Karl-Marx-Straße
2012-08-25,32,35,51,105,Karl-Marx-Straße
2012-08-26,14,21,30,63,Karl-Marx-Straße
2012-08-27,19,61,64,157,Karl-Marx-Straße
2012-08-28,20,60,76,168,Karl-Marx-Straße
2012-08-29,26,56,78,163,Karl-Marx-Straße
2012-08-30,27,70,83,189,Karl-Marx-Straße
2012-08-31,30,71,70,179,Karl-Marx-Straße
2012-09-01,17,36,50,105,Karl-Marx-Straße
2012-09-02,21,28,54,97,Karl-Marx-Straße
2012-09-03,28,61,76,169,Karl-Marx-Straße
2012-09-04,23,74,78,191,Karl-Marx-Straße
2012-09-05,23,51,66,144,Karl-Marx-Straße
2012-09-06,18,52,60,139,Karl-Marx-Straße
2012-09-07,25,75,70,185,Karl-Marx-Straße
2012-09-08,16,67,58,160,Karl-Marx-Straße
2012-09-09,17,31,40,88,Karl-Marx-Straße
2012-09-10,26,92,106,247,Karl-Marx-Straße
2012-09-11,25,60,84,176,Karl-Marx-Straße
2012-09-12,16,59,63,153,Karl-Marx-Straße
2012-09-13,19,65,71,170,Karl-Marx-Straße
2012-09-14,23,56,59,144,Karl-Marx-Straße
2012-09-15,16,54,49,132,Karl-Marx-Straße
2012-09-16,21,41,52,115,Karl-Marx-Straße
2012-09-17,27,83,81,207,Karl-Marx-Straße
2012-09-18,29,90,84,222,Karl-Marx-Straße
2012-09-19,15,72,59,169,Karl-Marx-Straße
2012-09-20,16,85,66,195,Karl-Marx-Straße
2012-09-21,20,78,67,187,Karl-Marx-Straße
2012-09-22,18,50,51,127,Karl-Marx-Straße
2012-09-23,12,35,44,98,Karl-Marx-Straße
2012-09-24,18,32,45,93,Karl-Marx-Straße
2012-09-25,15,68,69,173,Karl-Marx-Straße
2012-09-26,18,72,75,185,Karl-Marx-Straße
2012-09-27,11,71,60,168,Karl-Marx-Straße
2012-09-28,18,73,68,179,Karl-Marx-Straße
2012-09-29,17,64,63,161,Karl-Marx-Straße
2012-09-30,16,47,54,127,Karl-Marx-Straße
2012-10-01,30,124,92,281,Karl-Marx-Straße
2012-10-02,30,113,94,266,Karl-Marx-Straße
2012-10-03,19,34,47,98,Karl-Marx-Straße
2012-10-04,14,63,58,155,Karl-Marx-Straße
2012-10-05,17,65,53,153,Karl-Marx-Straße
2012-10-06,14,65,63,162,Karl-Marx-Straße
2012-10-07,16,41,43,105,Karl-Marx-Straße
2012-10-08,16,86,69,200,Karl-Marx-Straße
2012-10-09,18,79,65,186,Karl-Marx-Straße
2012-10-10,14,87,64,198,Karl-Marx-Straße
2012-10-11,21,77,62,179,Karl-Marx-Straße
2012-10-12,30,49,49,124,Karl-Marx-Straße
2012-10-13,18,65,58,157,Karl-Marx-Straße
2012-10-14,16,38,45,102,Karl-Marx-Straße
2012-10-15,23,98,66,215,Karl-Marx-Straße
2012-10-16,23,95,66,212,Karl-Marx-Straße
2012-10-17,22,85,67,197,Karl-Marx-Straße
2012-10-18,29,112,81,252,Karl-Marx-Straße
2012-10-19,40,112,83,253,Karl-Marx-Straße
2012-10-20,62,244,106,479,Karl-Marx-Straße
2012-10-21,53,66,45,146,Karl-Marx-Straße
2012-10-22,28,28,38,80,Karl-Marx-Straße
2012-10-23,36,37,40,96,Karl-Marx-Straße
2012-10-24,45,68,52,157,Karl-Marx-Straße
2012-10-25,18,73,58,170,Karl-Marx-Straße
2012-10-26,15,38,52,111,Karl-Marx-Straße
2012-10-27,17,13,31,50,Karl-Marx-Straße
2012-10-28,21,64,58,155,Karl-Marx-Straße
2012-10-29,32,141,79,294,Karl-Marx-Straße
2012-10-30,30,117,64,243,Karl-Marx-Straße
2012-10-31,36,103,66,224,Karl-Marx-Straße
2012-11-01,31,87,66,199,Karl-Marx-Straße
2012-11-02,18,80,66,188,Karl-Marx-Straße
2012-11-03,14,68,60,165,Karl-Marx-Straße
2012-11-04,14,43,47,113,Karl-Marx-Straße
2012-11-05,18,83,64,191,Karl-Marx-Straße
2012-11-06,21,81,59,183,Karl-Marx-Straße
2012-11-07,17,72,58,168,Karl-Marx-Straße
2012-11-08,31,77,59,176,Karl-Marx-Straße
2012-11-09,31,93,67,209,Karl-Marx-Straße
2012-11-10,30,69,55,160,Karl-Marx-Straße
2012-11-11,28,61,51,144,Karl-Marx-Straße
2012-11-12,38,113,74,247,Karl-Marx-Straße
2012-11-13,37,140,81,295,Karl-Marx-Straße
2012-11-14,46,123,79,267,Karl-Marx-Straße
2012-11-15,64,100,61,213,Karl-Marx-Straße
2012-11-16,49,86,51,182,Karl-Marx-Straße
2012-11-17,52,73,47,158,Karl-Marx-Straße
2012-11-18,36,70,41,148,Karl-Marx-Straße
2012-11-19,32,69,47,151,Karl-Marx-Straße
2012-11-20,56,86,51,183,Karl-Marx-Straße
2012-11-21,52,64,50,149,Karl-Marx-Straße
2012-11-22,39,128,75,270,Karl-Marx-Straße
2012-11-23,37,126,67,260,Karl-Marx-Straße
2012-11-24,33,53,41,122,Karl-Marx-Straße
2012-11-25,32,44,45,113,Karl-Marx-Straße
2012-11-26,23,97,70,218,Karl-Marx-Straße
2012-11-27,37,152,71,304,Karl-Marx-Straße
2012-11-28,27,65,60,158,Karl-Marx-Straße
2012-11-29,16,29,34,78,Karl-Marx-Straße
2012-11-30,17,109,54,220,Karl-Marx-Straße
2012-12-01,25,96,58,205,Karl-Marx-Straße
2012-12-02,30,66,48,149,Karl-Marx-Straße
2012-12-03,30,101,65,219,Karl-Marx-Straße
2012-12-04,25,89,62,198,Karl-Marx-Straße
2012-12-05,22,94,65,208,Karl-Marx-Straße
2012-12-06,27,102,66,222,Karl-Marx-Straße
2012-12-07,34,152,82,314,Karl-Marx-Straße
2012-12-08,45,137,77,287,Karl-Marx-Straße
2012-12-09,32,52,53,133,Karl-Marx-Straße
2012-12-10,44,52,49,128,Karl-Marx-Straße
2012-12-11,28,83,67,194,Karl-Marx-Straße
2012-12-12,33,124,77,267,Karl-Marx-Straße
2012-12-13,42,100,66,219,Karl-Marx-Straße
2012-12-14,45,67,63,166,Karl-Marx-Straße
2012-12-15,40,118,80,260,Karl-Marx-Straße
2012-12-16,27,94,71,214,Karl-Marx-Straße
2012-12-17,31,180,88,363,Karl-Marx-Straße
2012-12-18,42,85,49,179,Karl-Marx-Straße
2012-12-19,54,59,39,128,Karl-Marx-Straße
2012-12-20,53,46,40,111,Karl-Marx-Straße
2012-12-21,65,31,38,86,Karl-Marx-Straße
2012-12-22,63,38,41,99,Karl-Marx-Straße
2012-12-23,70,61,50,144,Karl-Marx-Straße
2012-12-24,19,90,69,207,Karl-Marx-Straße
2012-12-25,16,31,38,85,Karl-Marx-Straße
2012-12-26,12,36,38,93,Karl-Marx-Straße
2012-12-27,23,71,61,170,Karl-Marx-Straße
2012-12-28,36,86,72,204,Karl-Marx-Straße
2012-12-29,25,72,60,170,Karl-Marx-Straße
2012-12-30,20,39,44,103,Karl-Marx-Straße
2012-12-31,28,50,49,124,Karl-Marx-Straße
2013-01-01,41,40,42,103,Karl-Marx-Straße
2013-01-02,17,76,59,175,Karl-Marx-Straße
2013-01-03,17,65,48,147,Karl-Marx-Straße
2013-01-04,18,73,54,166,Karl-Marx-Straße
2013-01-05,14,24,43,80,Karl-Marx-Straße
2013-01-06,14,34,42,95,Karl-Marx-Straße
2013-01-07,28,65,49,147,Karl-Marx-Straße
2013-01-08,25,125,56,247,Karl-Marx-Straße
2013-01-09,22,100,56,208,Karl-Marx-Straße
2013-01-10,12,46,49,120,Karl-Marx-Straße
2013-01-11,14,77,58,175,Karl-Marx-Straße
2013-01-12,18,48,47,120,Karl-Marx-Straße
2013-01-13,32,15,28,50,Karl-Marx-Straße
2013-01-14,69,56,50,135,Karl-Marx-Straße
2013-01-15,62,70,54,161,Karl-Marx-Straße
2013-01-16,62,25,42,80,Karl-Marx-Straße
2013-01-17,38,21,40,73,Karl-Marx-Straße
2013-01-18,24,20,35,66,Karl-Marx-Straße
2013-01-19,30,13,29,49,Karl-Marx-Straße
2013-01-20,33,9,25,39,Karl-Marx-Straße
2013-01-21,24,15,32,55,Karl-Marx-Straße
2013-01-22,29,27,42,84,Karl-Marx-Straße
2013-01-23,52,76,64,180,Karl-Marx-Straße
2013-01-24,62,61,62,155,Karl-Marx-Straße
2013-01-25,63,90,86,223,Karl-Marx-Straße
2013-01-26,59,62,71,166,Karl-Marx-Straße
2013-01-27,43,59,58,148,Karl-Marx-Straße
2013-01-28,34,125,85,276,Karl-Marx-Straße
2013-01-29,23,88,67,201,Karl-Marx-Straße
2013-01-30,14,66,57,157,Karl-Marx-Straße
2013-01-31,21,60,53,145,Karl-Marx-Straße
2013-02-01,27,83,66,194,Karl-Marx-Straße
2013-02-02,18,46,53,123,Karl-Marx-Straße
2013-02-03,20,39,46,105,Karl-Marx-Straße
2013-02-04,20,91,70,209,Karl-Marx-Straße
2013-02-05,21,69,63,169,Karl-Marx-Straße
2013-02-06,31,90,80,217,Karl-Marx-Straße
2013-02-07,27,83,69,196,Karl-Marx-Straße
2013-02-08,22,94,70,213,Karl-Marx-Straße
2013-02-09,24,72,67,178,Karl-Marx-Straße
2013-02-10,24,32,45,93,Karl-Marx-Straße
2013-02-11,39,23,40,75,Karl-Marx-Straße
2013-02-12,53,19,38,67,Karl-Marx-Straße
2013-02-13,47,21,47,80,Karl-Marx-Straße
2013-02-14,50,74,65,177,Karl-Marx-Straße
2013-02-15,68,60,60,153,Karl-Marx-Straße
2013-02-16,90,63,56,153,Karl-Marx-Straße
2013-02-17,50,17,33,60,Karl-Marx-Straße
2013-02-18,46,85,71,200,Karl-Marx-Straße
2013-02-19,20,38,44,103,Karl-Marx-Straße
2013-02-20,15,13,39,60,Karl-Marx-Straße
2013-02-21,20,15,39,61,Karl-Marx-Straße
2013-02-22,43,15,35,58,Karl-Marx-Straße
2013-02-23,36,9,26,39,Karl-Marx-Straße
2013-02-24,41,12,28,46,Karl-Marx-Straße
2013-02-25,53,20,33,63,Karl-Marx-Straße
2013-02-26,40,18,34,61,Karl-Marx-Straße
2013-02-27,30,35,46,99,Karl-Marx-Straße
2013-02-28,43,87,69,202,Karl-Marx-Straße
2013-03-01,37,85,74,204,Karl-Marx-Straße
2013-03-02,40,69,70,176,Karl-Marx-Straße
2013-03-03,27,41,52,115,Karl-Marx-Straße
2013-03-04,52,131,104,304,Karl-Marx-Straße
2013-03-05,49,90,99,237,Karl-Marx-Straße
2013-03-06,58,88,95,229,Karl-Marx-Straße
2013-03-07,61,12,39,57,Karl-Marx-Straße
2013-03-08,27,11,30,46,Karl-Marx-Straße
2013-03-09,37,10,25,39,Karl-Marx-Straße
2013-03-10,31,7,22,33,Karl-Marx-Straße
2013-03-11,31,14,39,60,Karl-Marx-Straße
2013-03-12,24,14,40,61,Karl-Marx-Straße
2013-03-13,32,44,73,140,Karl-Marx-Straße
2013-03-14,50,101,100,254,Karl-Marx-Straße
2013-03-15,33,67,77,180,Karl-Marx-Straße
2013-03-16,42,62,81,177,Karl-Marx-Straße
2013-03-17,40,14,40,61,Karl-Marx-Straße
2013-03-18,47,19,48,77,Karl-Marx-Straße
2013-03-19,34,62,75,169,Karl-Marx-Straße
2013-03-20,31,54,69,152,Karl-Marx-Straße
2013-03-21,40,34,59,110,Karl-Marx-Straße
2013-03-22,27,13,37,58,Karl-Marx-Straße
2013-03-23,23,10,26,41,Karl-Marx-Straße
2013-03-24,27,6,27,37,Karl-Marx-Straße
2013-03-25,31,10,31,47,Karl-Marx-Straße
2013-03-26,25,11,36,54,Karl-Marx-Straße
2013-03-27,28,12,38,56,Karl-Marx-Straße
2013-03-28,41,14,43,65,Karl-Marx-Straße
2013-03-29,55,20,48,79,Karl-Marx-Straße
2013-03-30,40,37,64,121,Karl-Marx-Straße
2013-03-31,27,5,28,36,Karl-Marx-Straße
2013-04-01,24,6,33,42,Karl-Marx-Straße
2013-04-02,36,17,49,74,Karl-Marx-Straße
2013-04-03,36,15,44,67,Karl-Marx-Straße
2013-04-04,37,11,41,58,Karl-Marx-Straße
2013-04-05,35,16,42,66,Karl-Marx-Straße
2013-04-06,30,14,47,68,Karl-Marx-Straße
2013-04-07,30,49,81,157,Karl-Marx-Straße
2013-04-08,45,49,66,140,Karl-Marx-Straße
2013-04-09,50,18,42,69,Karl-Marx-Straße
2013-04-10,68,30,52,98,Karl-Marx-Straße
2013-04-11,41,107,81,244,Karl-Marx-Straße
2013-04-12,39,94,77,221,Karl-Marx-Straße
2013-04-13,24,49,61,136,Karl-Marx-Straße
2013-04-14,27,41,66,129,Karl-Marx-Straße
2013-04-15,30,57,83,171,Karl-Marx-Straße
2013-04-16,52,94,90,234,Karl-Marx-Straße
2013-04-17,44,65,80,179,Karl-Marx-Straße
2013-04-18,44,59,75,165,Karl-Marx-Straße
2013-04-19,45,62,73,168,Karl-Marx-Straße
2013-04-20,22,8,26,38,Karl-Marx-Straße
2013-04-21,21,7,22,32,Karl-Marx-Straße
2013-04-22,49,55,68,153,Karl-Marx-Straße
2013-04-23,52,58,65,154,Karl-Marx-Straße
2013-04-24,47,59,72,162,Karl-Marx-Straße
2013-04-25,43,60,71,162,Karl-Marx-Straße
2013-04-26,42,64,81,179,Karl-Marx-Straße
2013-04-27,14,7,25,36,Karl-Marx-Straße
2013-04-28,16,22,39,73,Karl-Marx-Straße
2013-04-29,28,66,67,168,Karl-Marx-Straße
2013-04-30,32,58,68,158,Karl-Marx-Straße
2013-05-01,21,12,33,51,Karl-Marx-Straße
2013-05-02,33,13,40,59,Karl-Marx-Straße
2013-05-03,23,11,40,57,Karl-Marx-Straße
2013-05-04,30,45,80,148,Karl-Marx-Straße
2013-05-05,27,16,44,68,Karl-Marx-Straße
2013-05-06,30,23,48,83,Karl-Marx-Straße
2013-05-07,39,16,44,67,Karl-Marx-Straße
2013-05-08,42,80,86,209,Karl-Marx-Straße
2013-05-09,25,38,56,114,Karl-Marx-Straße
2013-05-10,28,76,79,195,Karl-Marx-Straße
2013-05-11,33,90,94,231,Karl-Marx-Straße
2013-05-12,18,46,58,128,Karl-Marx-Straße
2013-05-13,22,73,60,171,Karl-Marx-Straße
2013-05-14,23,57,61,148,Karl-Marx-Straße
2013-05-15,27,54,68,151,Karl-Marx-Straße
2013-05-16,35,40,71,132,Karl-Marx-Straße
2013-05-17,35,34,64,116,Karl-Marx-Straße
2013-05-18,29,48,51,124,Karl-Marx-Straße
2013-05-19,23,16,31,56,Karl-Marx-Straße
2013-05-20,16,30,39,85,Karl-Marx-Straße
2013-05-21,17,69,69,174,Karl-Marx-Straße
2013-05-22,17,71,62,171,Karl-Marx-Straße
2013-05-23,19,52,60,140,Karl-Marx-Straße
2013-05-24,26,61,68,161,Karl-Marx-Straße
2013-05-25,16,59,63,153,Karl-Marx-Straße
2013-05-26,12,37,44,101,Karl-Marx-Straße
2013-05-27,19,40,46,108,Karl-Marx-Straße
2013-05-28,27,61,64,157,Karl-Marx-Straße
2013-05-29,27,64,89,187,Karl-Marx-Straße
2013-05-30,29,29,51,95,Karl-Marx-Straße
2013-05-31,27,12,37,55,Karl-Marx-Straße
2013-06-01,30,10,26,41,Karl-Marx-Straße
2013-06-02,16,7,21,32,Karl-Marx-Straße
2013-06-03,15,15,32,55,Karl-Marx-Straße
2013-06-04,16,32,37,86,Karl-Marx-Straße
2013-06-05,12,12,30,48,Karl-Marx-Straße
2013-06-06,18,17,36,62,Karl-Marx-Straße
2013-06-07,20,23,50,85,Karl-Marx-Straße
2013-06-08,24,18,53,81,Karl-Marx-Straße
2013-06-09,22,5,26,33,Karl-Marx-Straße
2013-06-10,16,9,23,37,Karl-Marx-Straße
2013-06-11,15,32,57,105,Karl-Marx-Straße
2013-06-12,26,58,81,169,Karl-Marx-Straße
2013-06-13,25,60,66,157,Karl-Marx-Straße
2013-06-14,22,67,65,168,Karl-Marx-Straße
2013-06-15,23,43,62,128,Karl-Marx-Straße
2013-06-16,16,25,40,78,Karl-Marx-Straße
2013-06-17,18,18,43,71,Karl-Marx-Straße
2013-06-18,24,10,34,49,Karl-Marx-Straße
2013-06-19,32,21,53,85,Karl-Marx-Straße
2013-06-20,28,11,37,54,Karl-Marx-Straße
2013-06-21,19,47,56,128,Karl-Marx-Straße
2013-06-22,16,35,43,98,Karl-Marx-Straße
2013-06-23,13,25,33,72,Karl-Marx-Straße
2013-06-24,16,55,53,136,Karl-Marx-Straße
2013-06-25,15,53,49,131,Karl-Marx-Straße
2013-06-26,18,55,47,130,Karl-Marx-Straße
2013-06-27,17,59,53,143,Karl-Marx-Straße
2013-06-28,26,62,63,158,Karl-Marx-Straße
2013-06-29,18,39,41,101,Karl-Marx-Straße
2013-06-30,16,28,29,72,Karl-Marx-Straße
2013-07-01,22,65,67,167,Karl-Marx-Straße
2013-07-02,22,59,66,156,Karl-Marx-Straße
2013-07-03,24,41,65,127,Karl-Marx-Straße
2013-07-04,27,69,65,170,Karl-Marx-Straße
2013-07-05,27,37,46,103,Karl-Marx-Straße
2013-07-06,16,11,25,42,Karl-Marx-Straße
2013-07-07,12,4,19,26,Karl-Marx-Straße
2013-07-08,21,12,36,54,Karl-Marx-Straße
2013-07-09,23,33,61,112,Karl-Marx-Straße
2013-07-10,20,39,48,107,Karl-Marx-Straße
2013-07-11,14,24,33,69,Karl-Marx-Straße
2013-07-12,20,40,47,107,Karl-Marx-Straße
2013-07-13,19,32,51,99,Karl-Marx-Straße
2013-07-14,20,25,37,76,Karl-Marx-Straße
2013-07-15,19,44,52,119,Karl-Marx-Straße
2013-07-16,25,50,67,144,Karl-Marx-Straße
2013-07-17,20,29,46,91,Karl-Marx-Straße
2013-07-18,17,23,41,75,Karl-Marx-Straße
2013-07-19,23,49,54,128,Karl-Marx-Straße
2013-07-20,14,10,23,37,Karl-Marx-Straße
2013-07-21,13,26,50,89,Karl-Marx-Straße
2013-07-22,20,46,73,143,Karl-Marx-Straße
2013-07-23,17,13,31,50,Karl-Marx-Straße
2013-07-24,15,24,50,86,Karl-Marx-Straße
2013-07-25,24,41,87,150,Karl-Marx-Straße
2013-07-26,33,48,98,171,Karl-Marx-Straße
2013-07-27,24,24,69,105,Karl-Marx-Straße
2013-07-28,22,20,55,85,Karl-Marx-Straße
2013-07-29,19,50,60,136,Karl-Marx-Straße
2013-07-30,26,71,69,177,Karl-Marx-Straße
2013-07-31,17,64,65,163,Karl-Marx-Straße
2013-08-01,19,81,85,208,Karl-Marx-Straße
2013-08-02,19,51,95,174,Karl-Marx-Straße
2013-08-03,24,31,77,124,Karl-Marx-Straße
2013-08-04,13,4,21,28,Karl-Marx-Straße
2013-08-05,20,41,69,131,Karl-Marx-Straße
2013-08-06,26,40,68,129,Karl-Marx-Straße
2013-08-07,22,30,53,98,Karl-Marx-Straße
2013-08-08,22,74,73,186,Karl-Marx-Straße
2013-08-09,18,84,70,197,Karl-Marx-Straße
2013-08-10,24,63,77,173,Karl-Marx-Straße
2013-08-11,17,36,48,104,Karl-Marx-Straße
2013-08-12,19,67,70,173,Karl-Marx-Straße
2013-08-13,15,73,62,173,Karl-Marx-Straße
2013-08-14,12,70,60,167,Karl-Marx-Straße
2013-08-15,18,75,82,197,Karl-Marx-Straße
2013-08-16,25,74,100,213,Karl-Marx-Straße
2013-08-17,30,37,82,138,Karl-Marx-Straße
2013-08-18,24,35,50,103,Karl-Marx-Straße
2013-08-19,16,85,65,195,Karl-Marx-Straße
2013-08-20,14,50,54,130,Karl-Marx-Straße
2013-08-21,20,75,82,196,Karl-Marx-Straße
2013-08-22,23,59,70,160,Karl-Marx-Straße
2013-08-23,17,18,37,64,Karl-Marx-Straße
2013-08-24,14,11,28,44,Karl-Marx-Straße
2013-08-25,14,4,20,26,Karl-Marx-Straße
2013-08-26,14,11,29,46,Karl-Marx-Straße
2013-08-27,20,16,40,64,Karl-Marx-Straße
2013-08-28,21,30,55,100,Karl-Marx-Straße
2013-08-29,24,73,82,194,Karl-Marx-Straße
2013-08-30,36,88,119,253,Karl-Marx-Straße
2013-08-31,31,63,77,173,Karl-Marx-Straße
2013-09-01,11,36,40,95,Karl-Marx-Straße
2013-09-02,13,67,45,147,Karl-Marx-Straße
2013-09-03,10,64,46,145,Karl-Marx-Straße
2013-09-04,17,77,54,171,Karl-Marx-Straße
2013-09-05,22,33,47,97,Karl-Marx-Straße
2013-09-06,26,35,57,110,Karl-Marx-Straße
2013-09-07,23,17,45,71,Karl-Marx-Straße
2013-09-08,28,14,43,65,Karl-Marx-Straße
2013-09-09,18,66,60,161,Karl-Marx-Straße
2013-09-10,18,84,67,196,Karl-Marx-Straße
2013-09-11,17,87,65,198,Karl-Marx-Straße
2013-09-12,24,54,48,131,Karl-Marx-Straße
2013-09-13,26,88,73,208,Karl-Marx-Straße
2013-09-14,27,66,69,170,Karl-Marx-Straße
2013-09-15,12,39,42,102,Karl-Marx-Straße
2013-09-16,16,88,69,203,Karl-Marx-Straße
2013-09-17,17,89,65,201,Karl-Marx-Straße
2013-09-18,14,94,59,202,Karl-Marx-Straße
2013-09-19,22,98,64,214,Karl-Marx-Straße
2013-09-20,24,123,70,259,Karl-Marx-Straße
2013-09-21,24,62,55,151,Karl-Marx-Straße
2013-09-22,22,42,43,108,Karl-Marx-Straße
2013-09-23,15,73,59,171,Karl-Marx-Straße
2013-09-24,11,55,54,138,Karl-Marx-Straße
2013-09-25,14,47,34,106,Karl-Marx-Straße
2013-09-26,16,54,52,134,Karl-Marx-Straße
2013-09-27,16,107,76,239,Karl-Marx-Straße
2013-09-28,17,52,52,131,Karl-Marx-Straße
2013-09-29,10,10,21,37,Karl-Marx-Straße
2013-09-30,21,18,29,56,Karl-Marx-Straße
2013-10-01,22,23,36,71,Karl-Marx-Straße
2013-10-02,26,43,49,115,Karl-Marx-Straße
2013-10-03,29,20,32,63,Karl-Marx-Straße
2013-10-04,32,63,64,161,Karl-Marx-Straße
2013-10-05,35,48,60,133,Karl-Marx-Straße
2013-10-06,37,64,48,145,Karl-Marx-Straße
2013-10-07,28,137,73,280,Karl-Marx-Straße
2013-10-08,40,124,80,269,Karl-Marx-Straße
2013-10-09,42,145,64,273,Karl-Marx-Straße
2013-10-10,25,86,60,192,Karl-Marx-Straße
2013-10-11,51,17,35,61,Karl-Marx-Straße
2013-10-12,56,18,33,60,Karl-Marx-Straße
2013-10-13,27,60,49,141,Karl-Marx-Straße
2013-10-14,27,199,67,351,Karl-Marx-Straße
2013-10-15,23,107,74,238,Karl-Marx-Straße
2013-10-16,29,93,69,212,Karl-Marx-Straße
2013-10-17,23,131,53,244,Karl-Marx-Straße
2013-10-18,14,49,52,126,Karl-Marx-Straße
2013-10-19,23,61,55,148,Karl-Marx-Straße
2013-10-20,26,63,46,142,Karl-Marx-Straße
2013-10-21,20,100,72,225,Karl-Marx-Straße
2013-10-22,29,109,71,238,Karl-Marx-Straße
2013-10-23,25,79,61,182,Karl-Marx-Straße
2013-10-24,24,128,82,278,Karl-Marx-Straße
2013-10-25,33,126,73,266,Karl-Marx-Straße
2013-10-26,23,75,52,166,Karl-Marx-Straße
2013-10-27,11,30,32,78,Karl-Marx-Straße
2013-10-28,12,61,49,142,Karl-Marx-Straße
2013-10-29,14,74,62,175,Karl-Marx-Straße
2013-10-30,20,107,76,239,Karl-Marx-Straße
2013-10-31,32,183,81,353,Karl-Marx-Straße
2013-11-01,31,110,67,235,Karl-Marx-Straße
2013-11-02,23,86,58,190,Karl-Marx-Straße
2013-11-03,13,58,52,140,Karl-Marx-Straße
2013-11-04,9,123,52,230,Karl-Marx-Straße
2013-11-05,20,109,65,229,Karl-Marx-Straße
2013-11-06,18,88,66,200,Karl-Marx-Straße
2013-11-07,15,104,72,231,Karl-Marx-Straße
2013-11-08,22,122,82,268,Karl-Marx-Straße
2013-11-09,14,61,54,147,Karl-Marx-Straße
2013-11-10,12,45,48,116,Karl-Marx-Straße
2013-11-11,27,143,70,283,Karl-Marx-Straße
2013-11-12,30,111,69,238,Karl-Marx-Straße
2013-11-13,27,105,72,233,Karl-Marx-Straße
2013-11-14,34,144,74,293,Karl-Marx-Straße
2013-11-15,36,53,49,128,Karl-Marx-Straße
2013-11-16,39,110,58,224,Karl-Marx-Straße
2013-11-17,32,70,47,154,Karl-Marx-Straße
2013-11-18,35,100,56,208,Karl-Marx-Straße
2013-11-19,39,88,52,187,Karl-Marx-Straße
2013-11-20,19,59,51,141,Karl-Marx-Straße
2013-11-21,21,63,51,148,Karl-Marx-Straße
2013-11-22,26,33,30,80,Karl-Marx-Straße
2013-11-23,25,22,28,62,Karl-Marx-Straße
2013-11-24,13,27,40,81,Karl-Marx-Straße
2013-11-25,16,94,68,211,Karl-Marx-Straße
2013-11-26,16,82,69,194,Karl-Marx-Straße
2013-11-27,32,118,71,252,Karl-Marx-Straße
2013-11-28,23,88,69,203,Karl-Marx-Straße
2013-11-29,20,93,68,211,Karl-Marx-Straße
2013-11-30,12,71,55,164,Karl-Marx-Straße
2013-12-01,18,46,41,111,Karl-Marx-Straße
2013-12-02,28,126,72,264,Karl-Marx-Straße
2013-12-03,33,162,63,310,Karl-Marx-Straße
2013-12-04,33,124,62,252,Karl-Marx-Straße
2013-12-05,15,68,52,155,Karl-Marx-Straße
2013-12-06,8,53,42,124,Karl-Marx-Straße
2013-12-07,14,70,54,160,Karl-Marx-Straße
2013-12-08,18,55,50,135,Karl-Marx-Straße
2013-12-09,15,98,60,209,Karl-Marx-Straße
2013-12-10,22,118,60,240,Karl-Marx-Straße
2013-12-11,32,100,59,211,Karl-Marx-Straße
2013-12-12,23,104,54,213,Karl-Marx-Straße
2013-12-13,29,136,59,267,Karl-Marx-Straße
2013-12-14,37,98,56,206,Karl-Marx-Straße
2013-12-15,24,54,49,132,Karl-Marx-Straße
2013-12-16,25,118,74,255,Karl-Marx-Straße
2013-12-17,34,169,89,347,Karl-Marx-Straße
2013-12-18,39,140,69,284,Karl-Marx-Straße
2013-12-19,33,113,67,239,Karl-Marx-Straße
2013-12-20,35,148,71,297,Karl-Marx-Straße
2013-12-21,18,60,51,143,Karl-Marx-Straße
2013-12-22,13,42,39,102,Karl-Marx-Straße
2013-12-23,12,86,64,196,Karl-Marx-Straße
2013-12-24,13,44,42,108,Karl-Marx-Straße
2013-12-25,24,54,45,128,Karl-Marx-Straße
2013-12-26,34,24,30,66,Karl-Marx-Straße
2013-12-27,18,59,48,139,Karl-Marx-Straße
2013-12-28,13,80,59,181,Karl-Marx-Straße
2013-12-29,12,40,41,102,Karl-Marx-Straße
2013-12-30,21,98,63,213,Karl-Marx-Straße
2013-12-31,42,82,61,186,Karl-Marx-Straße
2014-01-01,62,62,46,140,Karl-Marx-Straße
2014-01-02,31,92,65,206,Karl-Marx-Straße
2014-01-03,16,83,62,189,Karl-Marx-Straße
2014-01-04,17,48,53,126,Karl-Marx-Straße
2014-01-05,24,56,54,140,Karl-Marx-Straße
2014-01-06,16,91,69,205,Karl-Marx-Straße
2014-01-07,17,88,63,197,Karl-Marx-Straße
2014-01-08,18,83,65,192,Karl-Marx-Straße
2014-01-09,18,78,55,174,Karl-Marx-Straße
2014-01-10,13,58,50,138,Karl-Marx-Straße
2014-01-11,17,59,53,142,Karl-Marx-Straße
2014-01-12,13,30,35,81,Karl-Marx-Straße
