,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2015-06-12,25,11,40,56,Karl-Marx-Straße
2015-06-13,38,25,58,97,Karl-Marx-Straße
2015-06-14,25,17,35,61,Karl-Marx-Straße
2015-06-15,12,19,29,58,Karl-Marx-Straße
2015-06-16,16,41,50,112,Karl-Marx-Straße
2015-06-17,21,46,65,135,Karl-Marx-Straße
2015-06-18,16,41,46,110,Karl-Marx-Straße
2015-06-19,11,51,48,127,Karl-Marx-Straße
2015-06-20,9,40,41,101,Karl-Marx-Straße
2015-06-21,12,22,33,66,Karl-Marx-Straße
2015-06-22,19,55,54,138,Karl-Marx-Straße
2015-06-23,14,83,59,186,Karl-Marx-Straße
2015-06-24,18,64,56,154,Karl-Marx-Straße
2015-06-25,25,59,67,158,Karl-Marx-Straße
2015-06-26,,42,76,140,Karl-Marx-Straße
2015-06-27,39,38,63,120,Karl-Marx-Straße
2015-06-28,14,25,38,76,Karl-Marx-Straße
2015-06-29,20,45,63,131,Karl-Marx-Straße
2015-06-30,17,22,36,69,Karl-Marx-Straße
2015-07-01,18,13,32,52,Karl-Marx-Straße
2015-07-02,22,13,40,60,Karl-Marx-Straße
2015-07-03,28,27,71,112,Karl-Marx-Straße
2015-07-04,32,22,86,120,Karl-Marx-Straße
2015-07-05,25,9,38,52,Karl-Marx-Straße
2015-07-06,22,49,66,141,Karl-Marx-Straße
2015-07-07,25,46,85,155,Karl-Marx-Straße
2015-07-08,21,47,48,120,Karl-Marx-Straße
2015-07-09,14,48,43,117,Karl-Marx-Straße
2015-07-10,15,47,48,120,Karl-Marx-Straße
2015-07-11,20,22,51,86,Karl-Marx-Straße
2015-07-12,22,22,47,81,Karl-Marx-Straße
2015-07-13,20,65,55,154,Karl-Marx-Straße
2015-07-14,19,60,61,153,Karl-Marx-Straße
2015-07-15,18,61,63,156,Karl-Marx-Straße
2015-07-16,18,43,62,127,Karl-Marx-Straße
2015-07-17,28,56,88,173,Karl-Marx-Straße
2015-07-18,22,33,60,110,Karl-Marx-Straße
2015-07-19,14,12,26,45,Karl-Marx-Straße
2015-07-20,16,36,48,102,Karl-Marx-Straße
2015-07-21,16,49,59,135,Karl-Marx-Straße
2015-07-22,17,39,62,122,Karl-Marx-Straße
2015-07-23,15,35,48,101,Karl-Marx-Straße
2015-07-24,16,14,33,54,Karl-Marx-Straße
2015-07-25,17,18,30,58,Karl-Marx-Straße
2015-07-26,12,20,30,60,Karl-Marx-Straße
2015-07-27,17,35,43,98,Karl-Marx-Straße
2015-07-28,17,40,40,102,Karl-Marx-Straße
2015-07-29,19,37,43,100,Karl-Marx-Straße
2015-07-30,14,46,41,112,Karl-Marx-Straße
2015-07-31,18,48,55,128,Karl-Marx-Straße
2015-08-01,29,11,41,58,Karl-Marx-Straße
2015-08-02,29,6,36,46,Karl-Marx-Straße
2015-08-03,42,27,74,116,Karl-Marx-Straße
2015-08-04,49,31,75,121,Karl-Marx-Straße
2015-08-05,23,25,41,78,Karl-Marx-Straße
2015-08-06,35,37,82,138,Karl-Marx-Straße
2015-08-07,46,26,82,122,Karl-Marx-Straße
2015-08-08,28,6,24,33,Karl-Marx-Straße
2015-08-09,16,2,12,15,Karl-Marx-Straße
2015-08-10,31,6,31,41,Karl-Marx-Straße
2015-08-11,40,12,47,66,Karl-Marx-Straße
2015-08-12,26,6,24,33,Karl-Marx-Straße
2015-08-13,21,7,24,34,Karl-Marx-Straße
2015-08-14,36,9,37,51,Karl-Marx-Straße
2015-08-15,35,18,51,79,Karl-Marx-Straße
2015-08-16,32,6,25,35,Karl-Marx-Straße
2015-08-17,40,9,33,47,Karl-Marx-Straße
2015-08-18,31,49,44,118,Karl-Marx-Straße
2015-08-19,33,36,42,97,Karl-Marx-Straße
2015-08-20,39,30,54,99,Karl-Marx-Straße
2015-08-21,44,17,51,77,Karl-Marx-Straße
2015-08-22,46,7,37,47,Karl-Marx-Straße
2015-08-23,31,6,26,35,Karl-Marx-Straße
2015-08-24,34,37,61,117,Karl-Marx-Straße
2015-08-25,13,40,44,104,Karl-Marx-Straße
2015-08-26,17,47,60,132,Karl-Marx-Straße
2015-08-27,21,44,67,133,Karl-Marx-Straße
2015-08-28,16,53,55,136,Karl-Marx-Straße
2015-08-29,28,34,63,114,Karl-Marx-Straße
2015-08-30,24,7,36,46,Karl-Marx-Straße
2015-08-31,40,79,109,229,Karl-Marx-Straße
2015-09-01,32,48,75,148,Karl-Marx-Straße
2015-09-02,15,55,63,147,Karl-Marx-Straße
2015-09-03,22,58,71,160,Karl-Marx-Straße
2015-09-04,21,66,71,172,Karl-Marx-Straße
2015-09-05,11,32,37,86,Karl-Marx-Straße
2015-09-06,8,24,29,65,Karl-Marx-Straße
2015-09-07,12,45,44,113,Karl-Marx-Straße
2015-09-08,13,54,50,132,Karl-Marx-Straße
2015-09-09,9,13,31,51,Karl-Marx-Straße
2015-09-10,17,19,37,65,Karl-Marx-Straße
2015-09-11,32,19,36,64,Karl-Marx-Straße
2015-09-12,35,26,51,91,Karl-Marx-Straße
2015-09-13,28,10,36,52,Karl-Marx-Straße
2015-09-14,29,46,57,128,Karl-Marx-Straße
2015-09-15,13,56,58,144,Karl-Marx-Straße
2015-09-16,16,58,68,156,Karl-Marx-Straße
2015-09-17,16,62,62,157,Karl-Marx-Straße
2015-09-18,18,60,62,154,Karl-Marx-Straße
2015-09-19,18,51,55,134,Karl-Marx-Straße
2015-09-20,12,27,36,77,Karl-Marx-Straße
2015-09-21,19,69,62,168,Karl-Marx-Straße
2015-09-22,25,68,72,175,Karl-Marx-Straße
2015-09-23,15,75,60,175,Karl-Marx-Straße
2015-09-24,22,72,61,171,Karl-Marx-Straße
2015-09-25,24,79,71,191,Karl-Marx-Straße
2015-09-26,19,22,41,75,Karl-Marx-Straße
2015-09-27,15,23,42,77,Karl-Marx-Straße
2015-09-28,13,38,44,102,Karl-Marx-Straße
2015-09-29,12,18,37,64,Karl-Marx-Straße
2015-09-30,20,19,44,74,Karl-Marx-Straße
2015-10-01,39,90,78,216,Karl-Marx-Straße
2015-10-02,44,153,100,333,Karl-Marx-Straße
2015-10-03,44,27,59,100,Karl-Marx-Straße
2015-10-04,53,52,73,152,Karl-Marx-Straße
2015-10-05,70,57,66,152,Karl-Marx-Straße
2015-10-06,58,22,44,78,Karl-Marx-Straße
2015-10-07,52,26,35,75,Karl-Marx-Straße
2015-10-08,27,33,41,91,Karl-Marx-Straße
2015-10-09,40,20,37,68,Karl-Marx-Straße
2015-10-10,31,8,28,40,Karl-Marx-Straße
2015-10-11,24,5,22,30,Karl-Marx-Straße
2015-10-12,32,15,36,59,Karl-Marx-Straße
2015-10-13,32,26,36,76,Karl-Marx-Straße
2015-10-14,36,21,32,64,Karl-Marx-Straße
2015-10-15,50,17,33,58,Karl-Marx-Straße
2015-10-16,34,88,54,189,Karl-Marx-Straße
2015-10-17,28,92,49,189,Karl-Marx-Straße
2015-10-18,23,64,45,143,Karl-Marx-Straße
2015-10-19,21,115,49,224,Karl-Marx-Straße
2015-10-20,21,43,44,110,Karl-Marx-Straße
2015-10-21,28,80,55,178,Karl-Marx-Straße
2015-10-22,30,74,45,157,Karl-Marx-Straße
2015-10-23,25,80,61,184,Karl-Marx-Straße
2015-10-24,35,81,60,184,Karl-Marx-Straße
2015-10-25,30,66,48,148,Karl-Marx-Straße
2015-10-26,26,68,55,159,Karl-Marx-Straße
2015-10-27,38,39,46,105,Karl-Marx-Straße
2015-10-28,55,27,41,82,Karl-Marx-Straße
2015-10-29,58,86,52,182,Karl-Marx-Straße
2015-10-30,61,87,46,179,Karl-Marx-Straße
2015-10-31,76,42,50,115,Karl-Marx-Straße
2015-11-01,47,76,63,179,Karl-Marx-Straße
2015-11-02,47,140,75,289,Karl-Marx-Straße
2015-11-03,60,193,82,377,Karl-Marx-Straße
2015-11-04,58,194,65,361,Karl-Marx-Straße
2015-11-05,63,168,58,315,Karl-Marx-Straße
2015-11-06,47,123,61,249,Karl-Marx-Straße
2015-11-07,20,71,46,154,Karl-Marx-Straße
2015-11-08,15,44,44,111,Karl-Marx-Straße
2015-11-09,18,75,52,166,Karl-Marx-Straße
2015-11-10,15,55,44,128,Karl-Marx-Straße
2015-11-11,19,64,48,146,Karl-Marx-Straße
2015-11-12,24,90,64,202,Karl-Marx-Straße
2015-11-13,27,69,53,158,Karl-Marx-Straße
2015-11-14,11,43,41,107,Karl-Marx-Straße
2015-11-15,6,24,29,65,Karl-Marx-Straße
2015-11-16,17,81,55,178,Karl-Marx-Straße
2015-11-17,12,60,45,137,Karl-Marx-Straße
2015-11-18,8,45,41,110,Karl-Marx-Straße
2015-11-19,11,48,45,119,Karl-Marx-Straße
2015-11-20,12,71,58,166,Karl-Marx-Straße
2015-11-21,20,66,54,153,Karl-Marx-Straße
2015-11-22,11,41,43,106,Karl-Marx-Straße
2015-11-23,17,103,68,225,Karl-Marx-Straße
2015-11-24,26,85,53,183,Karl-Marx-Straße
2015-11-25,24,83,52,179,Karl-Marx-Straße
2015-11-26,23,125,67,257,Karl-Marx-Straße
2015-11-27,29,111,60,229,Karl-Marx-Straße
2015-11-28,18,75,55,170,Karl-Marx-Straße
2015-11-29,6,24,27,63,Karl-Marx-Straße
2015-11-30,10,69,56,161,Karl-Marx-Straße
2015-12-01,13,88,66,201,Karl-Marx-Straße
2015-12-02,22,84,64,193,Karl-Marx-Straße
2015-12-03,25,98,75,225,Karl-Marx-Straße
2015-12-04,25,87,60,193,Karl-Marx-Straße
2015-12-05,18,47,42,113,Karl-Marx-Straße
2015-12-06,13,30,33,79,Karl-Marx-Straße
2015-12-07,21,114,65,238,Karl-Marx-Straße
2015-12-08,34,109,55,223,Karl-Marx-Straße
2015-12-09,22,96,60,206,Karl-Marx-Straße
2015-12-10,22,90,58,197,Karl-Marx-Straße
2015-12-11,19,75,53,168,Karl-Marx-Straße
2015-12-12,13,63,53,149,Karl-Marx-Straße
2015-12-13,8,37,40,96,Karl-Marx-Straße
2015-12-14,22,86,57,188,Karl-Marx-Straße
2015-12-15,31,106,51,213,Karl-Marx-Straße
2015-12-16,45,91,48,186,Karl-Marx-Straße
2015-12-17,20,105,62,223,Karl-Marx-Straße
2015-12-18,25,93,62,203,Karl-Marx-Straße
2015-12-19,30,76,51,168,Karl-Marx-Straße
2015-12-20,24,50,41,117,Karl-Marx-Straße
2015-12-21,17,81,51,174,Karl-Marx-Straße
2015-12-22,9,59,46,136,Karl-Marx-Straße
2015-12-23,13,58,50,138,Karl-Marx-Straße
2015-12-24,18,56,45,131,Karl-Marx-Straße
2015-12-25,11,26,34,74,Karl-Marx-Straße
2015-12-26,9,22,26,60,Karl-Marx-Straße
2015-12-27,20,25,29,67,Karl-Marx-Straße
2015-12-28,22,24,37,74,Karl-Marx-Straße
2015-12-29,25,27,31,72,Karl-Marx-Straße
2015-12-30,32,36,39,94,Karl-Marx-Straße
2015-12-31,35,48,46,119,Karl-Marx-Straße
2016-01-01,65,61,40,133,Karl-Marx-Straße
2016-01-02,49,13,23,42,Karl-Marx-Straße
2016-01-03,48,15,23,46,Karl-Marx-Straße
2016-01-04,70,20,32,62,Karl-Marx-Straße
2016-01-05,92,26,35,76,Karl-Marx-Straße
2016-01-06,92,26,36,76,Karl-Marx-Straße
2016-01-07,94,32,34,84,Karl-Marx-Straße
2016-01-08,35,67,60,162,Karl-Marx-Straße
2016-01-09,26,75,63,177,Karl-Marx-Straße
2016-01-10,45,64,46,143,Karl-Marx-Straße
2016-01-11,31,95,60,204,Karl-Marx-Straße
2016-01-12,28,121,65,250,Karl-Marx-Straße
2016-01-13,18,74,52,165,Karl-Marx-Straße
2016-01-14,26,93,64,206,Karl-Marx-Straße
2016-01-15,40,37,40,97,Karl-Marx-Straße
2016-01-16,29,57,49,136,Karl-Marx-Straße
2016-01-17,31,23,37,73,Karl-Marx-Straße
2016-01-18,27,118,72,251,Karl-Marx-Straße
2016-01-19,40,99,66,218,Karl-Marx-Straße
2016-01-20,33,73,63,175,Karl-Marx-Straße
2016-01-21,28,100,75,227,Karl-Marx-Straße
2016-01-22,44,96,74,220,Karl-Marx-Straße
2016-01-23,44,97,63,212,Karl-Marx-Straße
2016-01-24,33,58,50,139,Karl-Marx-Straße
2016-01-25,30,113,52,225,Karl-Marx-Straße
2016-01-26,33,77,56,173,Karl-Marx-Straße
2016-01-27,28,51,46,124,Karl-Marx-Straße
2016-01-28,27,69,61,166,Karl-Marx-Straße
2016-01-29,28,62,55,150,Karl-Marx-Straße
2016-01-30,11,33,34,84,Karl-Marx-Straße
2016-01-31,17,30,35,82,Karl-Marx-Straße
2016-02-01,19,80,56,177,Karl-Marx-Straße
2016-02-02,16,46,47,117,Karl-Marx-Straße
2016-02-03,22,50,47,124,Karl-Marx-Straße
2016-02-04,17,70,53,159,Karl-Marx-Straße
2016-02-05,23,76,56,172,Karl-Marx-Straße
2016-02-06,28,61,52,145,Karl-Marx-Straße
2016-02-07,28,40,46,107,Karl-Marx-Straße
2016-02-08,13,45,45,113,Karl-Marx-Straße
2016-02-09,17,45,46,114,Karl-Marx-Straße
2016-02-10,19,70,56,163,Karl-Marx-Straße
2016-02-11,19,73,60,172,Karl-Marx-Straße
2016-02-12,43,88,71,205,Karl-Marx-Straße
2016-02-13,46,25,42,80,Karl-Marx-Straße
2016-02-14,52,13,23,42,Karl-Marx-Straße
2016-02-15,30,52,37,117,Karl-Marx-Straße
2016-02-16,27,57,55,143,Karl-Marx-Straße
2016-02-17,32,23,35,70,Karl-Marx-Straße
2016-02-18,44,97,58,207,Karl-Marx-Straße
2016-02-19,42,84,61,190,Karl-Marx-Straße
2016-02-20,30,43,45,111,Karl-Marx-Straße
2016-02-21,12,26,30,70,Karl-Marx-Straße
2016-02-22,10,57,53,140,Karl-Marx-Straße
2016-02-23,22,71,57,166,Karl-Marx-Straße
2016-02-24,20,71,61,169,Karl-Marx-Straße
2016-02-25,23,86,71,203,Karl-Marx-Straße
2016-02-26,32,88,73,208,Karl-Marx-Straße
2016-02-27,33,28,46,89,Karl-Marx-Straße
2016-02-28,49,8,28,40,Karl-Marx-Straße
2016-02-29,36,13,32,53,Karl-Marx-Straße
2016-03-01,38,62,55,150,Karl-Marx-Straße
2016-03-02,28,64,58,157,Karl-Marx-Straße
2016-03-03,37,104,79,238,Karl-Marx-Straße
2016-03-04,32,67,63,166,Karl-Marx-Straße
2016-03-05,53,19,36,66,Karl-Marx-Straße
2016-03-06,46,38,39,97,Karl-Marx-Straße
2016-03-07,41,89,70,206,Karl-Marx-Straße
2016-03-08,59,163,94,343,Karl-Marx-Straße
2016-03-09,53,55,58,142,Karl-Marx-Straße
2016-03-10,46,17,33,59,Karl-Marx-Straße
2016-03-11,35,15,34,56,Karl-Marx-Straße
2016-03-12,27,8,27,40,Karl-Marx-Straße
2016-03-13,27,8,27,40,Karl-Marx-Straße
2016-03-14,37,41,53,116,Karl-Marx-Straße
2016-03-15,23,13,31,50,Karl-Marx-Straße
2016-03-16,33,15,36,59,Karl-Marx-Straße
2016-03-17,49,86,91,222,Karl-Marx-Straße
2016-03-18,30,52,54,133,Karl-Marx-Straße
2016-03-19,29,44,49,116,Karl-Marx-Straße
2016-03-20,18,31,40,87,Karl-Marx-Straße
2016-03-21,19,66,60,161,Karl-Marx-Straße
2016-03-22,19,57,61,148,Karl-Marx-Straße
2016-03-23,25,61,61,154,Karl-Marx-Straße
2016-03-24,36,82,65,191,Karl-Marx-Straße
2016-03-25,34,38,48,106,Karl-Marx-Straße
2016-03-26,28,44,54,122,Karl-Marx-Straße
2016-03-27,36,24,39,75,Karl-Marx-Straße
2016-03-28,16,23,41,76,Karl-Marx-Straße
2016-03-29,14,61,59,153,Karl-Marx-Straße
2016-03-30,22,67,65,167,Karl-Marx-Straße
2016-03-31,26,49,58,133,Karl-Marx-Straße
2016-04-01,20,27,50,91,Karl-Marx-Straße
2016-04-02,23,35,54,108,Karl-Marx-Straße
2016-04-03,35,26,53,93,Karl-Marx-Straße
2016-04-04,54,86,91,223,Karl-Marx-Straße
2016-04-05,63,69,81,187,Karl-Marx-Straße
2016-04-06,29,53,58,140,Karl-Marx-Straße
2016-04-07,24,57,63,150,Karl-Marx-Straße
2016-04-08,29,65,68,167,Karl-Marx-Straße
2016-04-09,36,24,43,80,Karl-Marx-Straße
2016-04-10,22,7,25,35,Karl-Marx-Straße
2016-04-11,28,14,37,59,Karl-Marx-Straße
2016-04-12,49,35,52,106,Karl-Marx-Straße
2016-04-13,53,57,60,148,Karl-Marx-Straße
2016-04-14,35,44,60,128,Karl-Marx-Straße
2016-04-15,33,72,70,179,Karl-Marx-Straße
2016-04-16,18,45,52,121,Karl-Marx-Straße
2016-04-17,14,26,42,82,Karl-Marx-Straße
2016-04-18,20,62,60,154,Karl-Marx-Straße
2016-04-19,25,43,50,116,Karl-Marx-Straße
2016-04-20,22,43,51,117,Karl-Marx-Straße
2016-04-21,27,57,65,153,Karl-Marx-Straße
2016-04-22,23,40,52,113,Karl-Marx-Straße
2016-04-23,20,33,44,94,Karl-Marx-Straße
2016-04-24,12,21,34,66,Karl-Marx-Straße
2016-04-25,17,53,50,130,Karl-Marx-Straße
2016-04-26,18,61,59,152,Karl-Marx-Straße
2016-04-27,16,40,42,103,Karl-Marx-Straße
2016-04-28,24,57,64,151,Karl-Marx-Straße
2016-04-29,26,65,78,177,Karl-Marx-Straße
2016-04-30,25,24,54,91,Karl-Marx-Straße
2016-05-01,29,4,26,32,Karl-Marx-Straße
2016-05-02,22,14,46,67,Karl-Marx-Straße
2016-05-03,33,49,61,136,Karl-Marx-Straße
2016-05-04,19,27,42,83,Karl-Marx-Straße
2016-05-05,18,6,29,37,Karl-Marx-Straße
2016-05-06,27,19,51,81,Karl-Marx-Straße
2016-05-07,30,10,34,50,Karl-Marx-Straße
2016-05-08,26,5,26,34,Karl-Marx-Straße
2016-05-09,33,10,37,53,Karl-Marx-Straße
2016-05-10,35,12,38,57,Karl-Marx-Straße
2016-05-11,30,12,41,59,Karl-Marx-Straße
2016-05-12,34,8,32,44,Karl-Marx-Straße
2016-05-13,26,6,26,35,Karl-Marx-Straße
2016-05-14,26,33,46,96,Karl-Marx-Straße
2016-05-15,14,30,34,80,Karl-Marx-Straße
2016-05-16,15,23,29,64,Karl-Marx-Straße
2016-05-17,17,63,61,157,Karl-Marx-Straße
2016-05-18,35,54,73,156,Karl-Marx-Straße
2016-05-19,40,38,73,130,Karl-Marx-Straße
2016-05-20,36,49,67,141,Karl-Marx-Straße
2016-05-21,31,38,58,116,Karl-Marx-Straße
2016-05-22,27,18,52,80,Karl-Marx-Straße
2016-05-23,42,35,63,116,Karl-Marx-Straße
2016-05-24,37,40,46,107,Karl-Marx-Straße
2016-05-25,34,60,47,138,Karl-Marx-Straße
2016-05-26,44,67,54,157,Karl-Marx-Straße
2016-05-27,40,58,69,157,Karl-Marx-Straße
2016-05-28,30,7,29,40,Karl-Marx-Straße
2016-05-29,30,3,20,25,Karl-Marx-Straße
2016-05-30,38,19,50,79,Karl-Marx-Straße
2016-05-31,45,19,38,66,Karl-Marx-Straße
2016-06-01,33,27,45,86,Karl-Marx-Straße
2016-06-02,34,24,54,89,Karl-Marx-Straße
2016-06-03,33,9,35,49,Karl-Marx-Straße
2016-06-04,37,8,44,56,Karl-Marx-Straße
2016-06-05,34,8,35,47,Karl-Marx-Straße
2016-06-06,20,9,27,41,Karl-Marx-Straße
2016-06-07,27,20,50,80,Karl-Marx-Straße
2016-06-08,31,36,63,119,Karl-Marx-Straße
2016-06-09,33,23,42,77,Karl-Marx-Straße
2016-06-10,28,35,47,99,Karl-Marx-Straße
2016-06-11,16,9,27,40,Karl-Marx-Straße
2016-06-12,20,4,19,26,Karl-Marx-Straße
2016-06-13,31,15,36,58,Karl-Marx-Straße
2016-06-14,31,57,57,142,Karl-Marx-Straße
2016-06-15,22,68,60,164,Karl-Marx-Straße
2016-06-16,21,51,57,135,Karl-Marx-Straße
2016-06-17,22,55,58,141,Karl-Marx-Straße
2016-06-18,23,40,52,112,Karl-Marx-Straße
2016-06-19,23,24,37,73,Karl-Marx-Straße
2016-06-20,24,44,58,125,Karl-Marx-Straße
2016-06-21,22,47,55,128,Karl-Marx-Straße
2016-06-22,30,54,71,154,Karl-Marx-Straße
2016-06-23,32,47,83,155,Karl-Marx-Straße
2016-06-24,39,38,79,137,Karl-Marx-Straße
2016-06-25,41,20,46,76,Karl-Marx-Straße
2016-06-26,18,22,34,68,Karl-Marx-Straße
2016-06-27,21,44,62,130,Karl-Marx-Straße
2016-06-28,22,47,59,132,Karl-Marx-Straße
2016-06-29,26,42,60,124,Karl-Marx-Straße
2016-06-30,29,58,74,164,Karl-Marx-Straße
2016-07-01,25,51,63,141,Karl-Marx-Straße
2016-07-02,20,40,48,109,Karl-Marx-Straße
2016-07-03,15,22,33,66,Karl-Marx-Straße
2016-07-04,21,66,72,172,Karl-Marx-Straße
2016-07-05,28,57,64,152,Karl-Marx-Straße
2016-07-06,20,41,38,100,Karl-Marx-Straße
2016-07-07,21,51,54,133,Karl-Marx-Straße
2016-07-08,29,49,71,146,Karl-Marx-Straße
2016-07-09,21,40,47,109,Karl-Marx-Straße
2016-07-10,21,24,43,80,Karl-Marx-Straße
2016-07-11,28,54,70,152,Karl-Marx-Straße
2016-07-12,27,59,74,164,Karl-Marx-Straße
2016-07-13,24,16,40,64,Karl-Marx-Straße
2016-07-14,18,29,36,80,Karl-Marx-Straße
2016-07-15,16,55,47,132,Karl-Marx-Straße
2016-07-16,21,34,50,102,Karl-Marx-Straße
2016-07-17,20,15,27,50,Karl-Marx-Straße
2016-07-18,23,49,55,129,Karl-Marx-Straße
2016-07-19,20,47,50,122,Karl-Marx-Straße
2016-07-20,23,17,39,65,Karl-Marx-Straße
2016-07-21,35,45,71,140,Karl-Marx-Straße
2016-07-22,24,9,30,44,Karl-Marx-Straße
2016-07-23,27,5,21,29,Karl-Marx-Straße
2016-07-24,36,7,26,37,Karl-Marx-Straße
2016-07-25,43,30,62,108,Karl-Marx-Straße
2016-07-26,34,27,48,89,Karl-Marx-Straße
2016-07-27,29,32,48,98,Karl-Marx-Straße
2016-07-28,40,61,64,158,Karl-Marx-Straße
2016-07-29,26,59,62,152,Karl-Marx-Straße
2016-07-30,21,38,47,105,Karl-Marx-Straße
2016-07-31,21,13,33,52,Karl-Marx-Straße
2016-08-01,20,63,51,147,Karl-Marx-Straße
2016-08-02,25,64,63,160,Karl-Marx-Straße
2016-08-03,20,55,44,128,Karl-Marx-Straße
2016-08-04,22,69,51,156,Karl-Marx-Straße
2016-08-05,27,72,66,176,Karl-Marx-Straße
2016-08-06,19,35,42,95,Karl-Marx-Straße
2016-08-07,18,25,37,76,Karl-Marx-Straße
2016-08-08,27,45,59,127,Karl-Marx-Straße
2016-08-09,20,47,49,121,Karl-Marx-Straße
2016-08-10,16,54,49,131,Karl-Marx-Straße
2016-08-11,16,55,48,131,Karl-Marx-Straße
2016-08-12,19,56,47,133,Karl-Marx-Straße
2016-08-13,26,39,44,103,Karl-Marx-Straße
2016-08-14,15,21,33,66,Karl-Marx-Straße
2016-08-15,17,23,36,72,Karl-Marx-Straße
2016-08-16,18,27,42,84,Karl-Marx-Straße
2016-08-17,17,33,50,101,Karl-Marx-Straße
2016-08-18,26,55,66,151,Karl-Marx-Straße
2016-08-19,32,43,64,130,Karl-Marx-Straße
2016-08-20,29,30,56,103,Karl-Marx-Straße
2016-08-21,18,22,37,71,Karl-Marx-Straße
2016-08-22,22,55,58,141,Karl-Marx-Straße
2016-08-23,28,61,56,150,Karl-Marx-Straße
2016-08-24,23,44,58,124,Karl-Marx-Straße
2016-08-25,25,27,52,93,Karl-Marx-Straße
2016-08-26,34,44,90,156,Karl-Marx-Straße
2016-08-27,35,8,41,53,Karl-Marx-Straße
2016-08-28,32,22,55,89,Karl-Marx-Straße
2016-08-29,20,43,49,114,Karl-Marx-Straße
2016-08-30,19,34,49,101,Karl-Marx-Straße
2016-08-31,28,60,82,174,Karl-Marx-Straße
2016-09-01,35,54,85,166,Karl-Marx-Straße
2016-09-02,32,51,74,152,Karl-Marx-Straße
2016-09-03,30,35,64,117,Karl-Marx-Straße
2016-09-04,20,20,36,67,Karl-Marx-Straße
2016-09-05,16,41,38,100,Karl-Marx-Straße
2016-09-06,16,36,52,107,Karl-Marx-Straße
2016-09-07,28,51,69,148,Karl-Marx-Straße
2016-09-08,44,56,89,175,Karl-Marx-Straße
2016-09-09,45,45,86,156,Karl-Marx-Straße
2016-09-10,40,10,48,64,Karl-Marx-Straße
2016-09-11,35,9,45,58,Karl-Marx-Straße
2016-09-12,44,15,60,83,Karl-Marx-Straße
2016-09-13,54,22,63,96,Karl-Marx-Straße
2016-09-14,43,10,40,56,Karl-Marx-Straße
2016-09-15,31,14,43,65,Karl-Marx-Straße
2016-09-16,48,27,68,110,Karl-Marx-Straße
2016-09-17,36,6,30,40,Karl-Marx-Straße
2016-09-18,22,5,16,24,Karl-Marx-Straße
2016-09-19,25,9,27,42,Karl-Marx-Straße
2016-09-20,24,31,48,96,Karl-Marx-Straße
2016-09-21,25,12,35,54,Karl-Marx-Straße
2016-09-22,33,78,74,193,Karl-Marx-Straße
2016-09-23,42,100,95,248,Karl-Marx-Straße
2016-09-24,34,37,65,121,Karl-Marx-Straße
2016-09-25,32,13,45,65,Karl-Marx-Straße
2016-09-26,42,35,62,116,Karl-Marx-Straße
2016-09-27,41,57,74,161,Karl-Marx-Straße
2016-09-28,38,58,55,144,Karl-Marx-Straße
2016-09-29,32,56,59,144,Karl-Marx-Straße
2016-09-30,21,65,58,158,Karl-Marx-Straße
2016-10-01,28,52,45,125,Karl-Marx-Straße
2016-10-02,20,42,43,108,Karl-Marx-Straße
2016-10-03,17,14,27,48,Karl-Marx-Straße
2016-10-04,13,9,20,33,Karl-Marx-Straße
2016-10-05,10,11,24,41,Karl-Marx-Straße
2016-10-06,14,11,23,40,Karl-Marx-Straße
2016-10-07,15,22,24,58,Karl-Marx-Straße
2016-10-08,12,11,26,44,Karl-Marx-Straße
2016-10-09,13,43,41,107,Karl-Marx-Straße
2016-10-10,20,78,54,173,Karl-Marx-Straße
2016-10-11,18,28,31,73,Karl-Marx-Straße
2016-10-12,22,22,21,55,Karl-Marx-Straße
2016-10-13,29,21,28,59,Karl-Marx-Straße
2016-10-14,38,22,33,67,Karl-Marx-Straße
2016-10-15,40,25,33,71,Karl-Marx-Straße
2016-10-16,58,23,21,55,Karl-Marx-Straße
2016-10-17,40,47,33,105,Karl-Marx-Straße
2016-10-18,50,92,45,186,Karl-Marx-Straße
2016-10-19,24,85,62,192,Karl-Marx-Straße
2016-10-20,27,54,45,128,Karl-Marx-Straße
2016-10-21,29,71,48,156,Karl-Marx-Straße
2016-10-22,31,69,47,152,Karl-Marx-Straße
2016-10-23,29,30,31,77,Karl-Marx-Straße
2016-10-24,59,30,33,78,Karl-Marx-Straße
2016-10-25,46,39,39,99,Karl-Marx-Straße
2016-10-26,28,72,54,165,Karl-Marx-Straße
2016-10-27,44,116,55,232,Karl-Marx-Straße
2016-10-28,29,75,52,166,Karl-Marx-Straße
2016-10-29,20,56,57,143,Karl-Marx-Straße
2016-10-30,19,41,54,116,Karl-Marx-Straße
2016-10-31,28,136,69,277,Karl-Marx-Straße
2016-11-01,26,99,54,204,Karl-Marx-Straße
2016-11-02,13,65,47,146,Karl-Marx-Straße
2016-11-03,19,130,70,269,Karl-Marx-Straße
2016-11-04,28,105,61,222,Karl-Marx-Straße
2016-11-05,35,85,57,186,Karl-Marx-Straße
2016-11-06,30,56,48,135,Karl-Marx-Straße
2016-11-07,15,20,36,67,Karl-Marx-Straße
