,date,NOx,NO_2,NOx
1805,07.10.2014,55,68,152
1806,08.10.2014,66,69,169
1807,09.10.2014,92,85,226
1808,10.10.2014,99,86,237
1809,11.10.2014,70,71,178
1810,12.10.2014,43,51,116
1811,13.10.2014,80,78,200
1812,14.10.2014,74,76,190
1813,15.10.2014,80,85,208
1814,16.10.2014,127,92,287
1815,17.10.2014,51,66,144
1816,18.10.2014,72,65,175
1817,19.10.2014,42,43,108
1818,20.10.2014,26,37,77
1819,21.10.2014,60,59,150
1820,22.10.2014,31,46,93
1821,23.10.2014,55,66,150
1822,24.10.2014,65,61,161
1823,25.10.2014,71,59,168
1824,26.10.2014,78,60,179
1825,27.10.2014,86,76,208
1826,28.10.2014,78,79,198
1827,29.10.2014,79,68,189
1828,30.10.2014,115,77,253
1829,31.10.2014,125,76,267
1830,01.11.2014,116,82,259
1831,02.11.2014,76,70,186
1832,03.11.2014,58,63,151
1833,04.11.2014,74,78,191
1834,05.11.2014,81,70,193
1835,06.11.2014,68,74,177
1836,07.11.2014,110,84,251
1837,08.11.2014,84,75,203
1838,09.11.2014,73,61,173
1839,10.11.2014,103,72,228
1840,11.11.2014,115,79,253
1841,12.11.2014,88,75,210
1842,13.11.2014,109,68,234
1843,14.11.2014,75,61,175
1844,15.11.2014,49,55,130
1845,16.11.2014,55,54,138
1846,17.11.2014,86,75,206
1847,18.11.2014,43,41,106
1848,19.11.2014,67,51,152
1849,20.11.2014,64,47,144
1850,21.11.2014,88,70,205
1851,22.11.2014,51,58,136
1852,23.11.2014,52,52,131
1853,24.11.2014,53,63,144
1854,25.11.2014,76,78,194
1855,26.11.2014,65,68,167
1856,27.11.2014,60,64,155
1857,28.11.2014,51,53,131
1858,29.11.2014,47,50,122
1859,30.11.2014,41,41,103
1860,01.12.2014,41,45,108
1861,02.12.2014,63,59,155
1862,03.12.2014,71,58,165
1863,04.12.2014,76,64,180
1864,05.12.2014,110,65,233
1865,06.12.2014,75,53,169
1866,07.12.2014,53,56,137
1867,08.12.2014,46,57,127
1868,09.12.2014,98,74,223
1869,10.12.2014,58,59,148
1870,11.12.2014,48,54,127
1871,12.12.2014,38,45,104
1872,13.12.2014,43,54,120
1873,14.12.2014,65,59,157
1874,15.12.2014,50,57,133
1875,16.12.2014,53,58,139
1876,17.12.2014,62,65,160
1877,18.12.2014,49,50,125
1878,19.12.2014,22,37,71
1879,20.12.2014,14,29,49
1880,21.12.2014,15,26,50
1881,22.12.2014,16,30,55
1882,23.12.2014,14,27,48
1883,24.12.2014,12,24,42
1884,25.12.2014,9,18,32
1885,26.12.2014,23,37,71
1886,27.12.2014,53,56,137
1887,28.12.2014,34,44,96
1888,29.12.2014,54,65,148
1889,30.12.2014,90,78,216
1890,31.12.2014,31,42,89
1891,01.01.2015,24,35,72
1892,02.01.2015,19,31,60
1893,03.01.2015,13,24,44
1894,04.01.2015,6,20,30
1895,05.01.2015,16,36,60
1896,06.01.2015,63,65,161
1897,07.01.2015,47,58,130
1898,08.01.2015,44,47,115
1899,09.01.2015,15,27,49
1900,10.01.2015,10,20,35
1901,11.01.2015,7,16,27
1902,12.01.2015,20,31,62
1903,13.01.2015,23,35,71
1904,14.01.2015,38,52,109
1905,15.01.2015,50,61,137
1906,16.01.2015,72,75,184
1907,17.01.2015,46,61,131
1908,18.01.2015,74,66,178
1909,19.01.2015,104,72,231
1910,20.01.2015,88,70,205
1911,21.01.2015,53,53,134
1912,22.01.2015,51,51,129
1913,23.01.2015,56,53,138
1914,24.01.2015,59,56,145
1915,25.01.2015,15,38,61
1916,26.01.2015,61,60,154
1917,27.01.2015,12,39,58
1918,28.01.2015,44,50,118
1919,29.01.2015,43,51,116
1920,30.01.2015,54,65,148
1921,31.01.2015,29,46,91
1922,01.02.2015,27,43,84
1923,02.02.2015,29,48,93
1924,03.02.2015,25,46,84
1925,04.02.2015,23,38,73
1926,05.02.2015,62,60,155
1927,06.02.2015,60,62,154
1928,07.02.2015,22,42,75
1929,08.02.2015,8,20,33
1930,09.02.2015,12,37,55
1931,10.02.2015,14,43,65
1932,11.02.2015,42,58,123
1933,12.02.2015,102,69,225
1934,13.02.2015,96,71,217
1935,14.02.2015,69,75,181
1936,15.02.2015,41,60,123
1937,16.02.2015,44,51,118
1938,17.02.2015,49,57,132
1939,18.02.2015,40,56,117
1940,19.02.2015,71,63,171
1941,20.02.2015,66,66,167
1942,21.02.2015,28,50,92
1943,22.02.2015,38,55,113
1944,23.02.2015,51,59,138
1945,24.02.2015,56,58,145
1946,25.02.2015,87,76,209
1947,26.02.2015,113,88,260
1948,27.02.2015,73,76,188
1949,28.02.2015,34,49,102
1950,01.03.2015,29,45,89
1951,02.03.2015,20,42,72
1952,03.03.2015,30,45,90
1953,04.03.2015,29,48,92
1954,05.03.2015,17,41,67
1955,06.03.2015,49,61,136
1956,07.03.2015,49,64,139
1957,08.03.2015,49,65,139
1958,09.03.2015,38,55,113
1959,10.03.2015,46,49,120
1960,11.03.2015,17,45,71
1961,12.03.2015,37,55,112
1962,13.03.2015,53,60,140
1963,14.03.2015,40,49,110
1964,15.03.2015,33,36,86
1965,16.03.2015,36,47,102
1966,17.03.2015,47,68,139
1967,18.03.2015,31,49,96
1968,19.03.2015,71,98,206
1969,20.03.2015,90,111,249
1970,21.03.2015,28,45,87
1971,22.03.2015,35,48,101
1972,23.03.2015,66,81,182
1973,24.03.2015,68,79,183
1974,25.03.2015,67,74,177
1975,26.03.2015,43,58,124
1976,27.03.2015,46,52,122
1977,28.03.2015,29,49,94
1978,29.03.2015,22,34,67
1979,30.03.2015,9,25,38
1980,31.03.2015,15,31,54
1981,01.04.2015,9,27,41
1982,02.04.2015,13,35,55
1983,03.04.2015,9,28,42
1984,04.04.2015,23,44,79
1985,05.04.2015,17,43,70
1986,06.04.2015,23,41,75
1987,07.04.2015,27,49,89
1988,08.04.2015,25,49,87
1989,09.04.2015,85,89,219
1990,10.04.2015,102,108,264
1991,11.04.2015,31,62,110
1992,12.04.2015,19,37,66
1993,13.04.2015,9,29,42
1994,14.04.2015,32,56,105
1995,15.04.2015,19,44,73
1996,16.04.2015,11,31,47
1997,17.04.2015,15,37,60
1998,18.04.2015,27,45,87
1999,19.04.2015,31,53,100
2000,20.04.2015,22,46,80
2001,21.04.2015,14,40,60
2002,22.04.2015,29,53,98
2003,23.04.2015,24,53,90
2004,24.04.2015,52,79,158
2005,25.04.2015,37,70,127
2006,26.04.2015,36,52,106
2007,27.04.2015,39,46,105
2008,28.04.2015,26,43,83
2009,29.04.2015,38,55,113
2010,30.04.2015,68,77,181
2011,01.05.2015,13,27,48
2012,02.05.2015,27,49,90
2013,03.05.2015,38,61,120
2014,04.05.2015,37,58,114
2015,05.05.2015,53,65,146
2016,06.05.2015,46,72,142
2017,07.05.2015,23,44,79
2018,08.05.2015,71,85,193
2019,09.05.2015,34,58,110
2020,10.05.2015,6,21,31
2021,11.05.2015,61,83,176
2022,12.05.2015,41,69,132
2023,13.05.2015,18,39,67
2024,14.05.2015,15,30,54
2025,15.05.2015,26,46,86
2026,16.05.2015,20,40,70
2027,17.05.2015,10,25,41
2028,18.05.2015,51,84,162
2029,19.05.2015,24,49,86
2030,20.05.2015,35,60,113
2031,21.05.2015,21,45,78
2032,22.05.2015,44,75,142
2033,23.05.2015,19,44,73
2034,24.05.2015,25,49,87
2035,25.05.2015,16,39,63
2036,26.05.2015,14,29,49
2037,27.05.2015,15,36,59
2038,28.05.2015,41,59,121
2039,29.05.2015,76,81,196
2040,30.05.2015,17,31,57
2041,31.05.2015,23,38,72
2042,01.06.2015,43,59,124
2043,02.06.2015,32,45,94
2044,03.06.2015,16,32,57
2045,04.06.2015,37,55,112
2046,05.06.2015,50,84,160
2047,06.06.2015,20,54,85
2048,07.06.2015,16,35,60
2049,08.06.2015,24,38,74
2050,09.06.2015,40,51,112
2051,10.06.2015,38,51,109
2052,11.06.2015,47,67,140
2053,12.06.2015,67,86,186
2054,13.06.2015,37,73,129
2055,14.06.2015,10,25,40
2056,15.06.2015,16,31,56
2057,16.06.2015,20,42,73
2058,17.06.2015,26,52,91
2059,18.06.2015,22,37,70
2060,19.06.2015,25,37,74
2061,20.06.2015,20,32,62
2062,21.06.2015,18,31,59
2063,22.06.2015,51,59,137
2064,23.06.2015,32,49,97
2065,24.06.2015,30,44,89
2066,25.06.2015,45,63,131
2067,26.06.2015,47,91,162
2068,27.06.2015,38,64,122
2069,28.06.2015,19,32,61
2070,29.06.2015,40,62,124
2071,30.06.2015,23,40,76
2072,01.07.2015,49,66,140
2073,02.07.2015,49,73,148
2074,03.07.2015,54,97,179
2075,04.07.2015,39,92,150
2076,05.07.2015,23,57,92
2077,06.07.2015,21,44,76
2078,07.07.2015,64,101,199
2079,08.07.2015,29,37,80
2080,09.07.2015,17,24,50
2081,10.07.2015,13,26,47
2082,11.07.2015,23,48,83
2083,12.07.2015,20,44,75
2084,13.07.2015,30,40,85
2085,14.07.2015,48,56,129
2086,15.07.2015,25,42,80
2087,16.07.2015,36,57,111
2088,17.07.2015,64,95,192
2089,18.07.2015,19,44,73
2090,19.07.2015,15,32,55
2091,20.07.2015,23,39,74
2092,21.07.2015,33,49,100
2093,22.07.2015,40,63,124
2094,23.07.2015,20,39,71
2095,24.07.2015,51,64,141
2096,25.07.2015,22,36,69
2097,26.07.2015,18,26,54
2098,27.07.2015,43,53,119
2099,28.07.2015,26,34,73
2100,29.07.2015,23,34,69
2101,30.07.2015,18,26,55
2102,31.07.2015,24,40,77
2103,01.08.2015,52,75,154
2104,02.08.2015,19,50,78
2105,03.08.2015,52,94,173
2106,04.08.2015,44,84,151
2107,05.08.2015,27,49,89
2108,06.08.2015,46,89,159
2109,07.08.2015,56,107,191
2110,08.08.2015,17,39,66
2111,09.08.2015,22,32,66
2112,10.08.2015,38,64,122
2113,11.08.2015,25,56,94
2114,12.08.2015,26,41,82
2115,13.08.2015,42,51,115
2116,14.08.2015,43,65,129
2117,15.08.2015,19,47,75
2118,16.08.2015,23,43,77
2119,17.08.2015,48,62,134
2120,18.08.2015,44,47,114
2121,19.08.2015,34,40,91
2122,20.08.2015,58,73,160
2123,21.08.2015,68,88,191
2124,22.08.2015,44,75,140
2125,23.08.2015,27,46,87
2126,24.08.2015,46,71,140
2127,25.08.2015,32,42,91
2128,26.08.2015,54,67,149
2129,27.08.2015,37,64,120
2130,28.08.2015,26,42,82
2131,29.08.2015,59,75,166
2132,30.08.2015,43,68,133
2133,31.08.2015,71,102,211
2134,01.09.2015,18,44,72
2135,02.09.2015,31,47,94
2136,03.09.2015,65,79,178
2137,04.09.2015,49,64,139
2138,05.09.2015,14,26,48
2139,06.09.2015,8,17,29
2140,07.09.2015,16,29,53
2141,08.09.2015,24,36,73
2142,09.09.2015,46,50,120
2143,10.09.2015,51,57,134
2144,11.09.2015,60,62,154
2145,12.09.2015,52,65,145
2146,13.09.2015,40,56,117
2147,14.09.2015,57,68,156
2148,15.09.2015,66,66,165
2149,16.09.2015,78,80,199
2150,17.09.2015,42,57,122
2151,18.09.2015,47,59,130
2152,19.09.2015,40,50,111
2153,20.09.2015,13,22,42
2154,21.09.2015,45,52,121
2155,22.09.2015,67,74,177
2156,23.09.2015,77,71,188
2157,24.09.2015,68,60,164
2158,25.09.2015,52,59,139
2159,26.09.2015,18,37,64
2160,27.09.2015,31,40,88
2161,28.09.2015,57,54,141
2162,29.09.2015,72,59,168
2163,30.09.2015,66,69,171
2164,01.10.2015,113,92,262
2165,02.10.2015,156,97,335
2166,03.10.2015,83,89,214
2167,04.10.2015,29,56,101
2168,05.10.2015,71,77,186
2169,06.10.2015,49,60,134
2170,07.10.2015,49,51,127
2171,08.10.2015,116,72,245
2172,09.10.2015,75,63,178
2173,10.10.2015,40,44,105
2174,11.10.2015,27,37,79
2175,12.10.2015,64,58,154
2176,13.10.2015,63,52,148
2177,14.10.2015,69,51,156
2178,15.10.2015,59,57,147
2179,16.10.2015,96,65,212
2180,17.10.2015,44,42,110
2181,18.10.2015,37,39,96
2182,19.10.2015,76,43,158
2183,20.10.2015,35,42,95
2184,21.10.2015,42,47,111
2185,22.10.2015,71,51,160
2186,23.10.2015,31,44,91
2187,24.10.2015,90,75,213
2188,25.10.2015,27,36,77
2189,26.10.2015,96,71,217
2190,27.10.2015,81,68,191
2191,28.10.2015,82,67,192
2192,29.10.2015,110,69,238
2193,30.10.2015,110,63,231
2194,31.10.2015,65,65,165
2195,01.11.2015,74,68,180
2196,02.11.2015,145,84,304
2197,03.11.2015,176,85,354
2198,04.11.2015,192,78,371
2199,05.11.2015,189,78,367
2200,06.11.2015,106,67,230
2201,07.11.2015,40,37,97
2202,08.11.2015,29,35,79
2203,09.11.2015,27,36,78
2204,10.11.2015,19,30,60
2205,11.11.2015,34,38,90
2206,12.11.2015,39,49,108
2207,13.11.2015,54,52,135
2208,14.11.2015,15,28,51
2209,15.11.2015,21,26,58
2210,16.11.2015,49,50,124
2211,17.11.2015,35,39,93
2212,18.11.2015,19,30,60
2213,19.11.2015,21,32,65
2214,20.11.2015,28,40,83
2215,21.11.2015,37,45,102
2216,22.11.2015,35,40,93
2217,23.11.2015,46,54,124
2218,24.11.2015,83,59,185
2219,25.11.2015,83,61,188
2220,26.11.2015,60,59,151
2221,27.11.2015,154,81,315
2222,28.11.2015,42,46,110
2223,29.11.2015,23,26,62
2224,30.11.2015,38,49,106
2225,01.12.2015,30,47,93
2226,02.12.2015,39,53,112
2227,03.12.2015,71,73,182
2228,04.12.2015,48,52,125
2229,05.12.2015,31,36,83
2230,06.12.2015,20,25,56
2231,07.12.2015,65,58,158
2232,08.12.2015,100,61,213
2233,09.12.2015,53,55,136
2234,10.12.2015,63,55,152
2235,11.12.2015,43,45,110
2236,12.12.2015,31,38,85
2237,13.12.2015,17,30,55
2238,14.12.2015,106,72,234
2239,15.12.2015,73,53,165
2240,16.12.2015,100,57,209
2241,17.12.2015,67,57,159
2242,18.12.2015,43,48,114
2243,19.12.2015,47,46,117
2244,20.12.2015,58,48,136
2245,21.12.2015,53,47,128
2246,22.12.2015,44,43,111
2247,23.12.2015,23,36,71
2248,24.12.2015,58,52,141
2249,25.12.2015,22,30,63
2250,26.12.2015,13,22,42
2251,27.12.2015,23,29,64
2252,28.12.2015,47,45,116
2253,29.12.2015,60,51,142
2254,30.12.2015,70,57,165
2255,31.12.2015,52,50,130
2256,01.01.2016,67,48,150
2257,02.01.2016,38,35,93
2258,03.01.2016,44,33,100
2259,04.01.2016,52,48,127
2260,05.01.2016,53,49,130
2261,06.01.2016,58,47,135
2262,07.01.2016,76,51,166
2263,08.01.2016,39,45,104
2264,09.01.2016,82,73,198
2265,10.01.2016,79,56,177
2266,11.01.2016,106,70,231
2267,12.01.2016,91,64,202
2268,13.01.2016,37,40,96
2269,14.01.2016,81,67,191
2270,15.01.2016,75,59,174
2271,16.01.2016,47,45,116
2272,17.01.2016,38,41,99
2273,18.01.2016,69,59,164
2274,19.01.2016,107,73,236
2275,20.01.2016,35,53,107
2276,21.01.2016,49,57,132
2277,22.01.2016,101,82,237
2278,23.01.2016,53,55,136
2279,24.01.2016,52,47,126
2280,25.01.2016,67,44,146
2281,26.01.2016,48,46,120
2282,27.01.2016,40,42,103
2283,28.01.2016,25,38,76
2284,29.01.2016,38,43,101
2285,30.01.2016,18,23,50
2286,31.01.2016,15,24,46
2287,01.02.2016,47,45,117
2288,02.02.2016,22,34,67
2289,03.02.2016,26,38,77
2290,04.02.2016,31,40,88
2291,05.02.2016,47,50,121
2292,06.02.2016,64,58,157
2293,07.02.2016,38,46,104
2294,08.02.2016,47,50,122
2295,09.02.2016,34,40,92
2296,10.02.2016,34,42,95
2297,11.02.2016,27,40,81
2298,12.02.2016,63,63,160
2299,13.02.2016,61,61,154
2300,14.02.2016,48,45,118
2301,15.02.2016,15,21,43
2302,16.02.2016,12,31,49
2303,17.02.2016,60,56,146
2304,18.02.2016,99,64,215
2305,19.02.2016,56,55,140
2306,20.02.2016,28,37,80
2307,21.02.2016,16,25,49
2308,22.02.2016,21,36,69
2309,23.02.2016,31,41,89
2310,24.02.2016,31,46,94
2311,25.02.2016,50,59,135
2312,26.02.2016,47,57,129
2313,27.02.2016,65,64,163
2314,28.02.2016,34,44,96
2315,29.02.2016,34,41,93
2316,01.03.2016,39,48,109
2317,02.03.2016,56,56,141
2318,03.03.2016,82,79,204
2319,04.03.2016,80,72,194
2320,05.03.2016,47,52,122
2321,06.03.2016,30,37,84
2322,07.03.2016,63,63,159
2323,08.03.2016,113,77,249
2324,09.03.2016,69,67,172
2325,10.03.2016,43,47,112
2326,11.03.2016,44,46,113
2327,12.03.2016,30,38,83
2328,13.03.2016,33,38,88
2329,14.03.2016,34,44,96
2330,15.03.2016,37,40,97
2331,16.03.2016,52,54,133
2332,17.03.2016,79,81,202
2333,18.03.2016,24,43,80
2334,19.03.2016,23,36,71
2335,20.03.2016,13,27,46
2336,21.03.2016,26,41,80
2337,22.03.2016,27,46,87
2338,23.03.2016,24,43,80
2339,24.03.2016,48,56,130
2340,25.03.2016,31,41,88
2341,26.03.2016,35,46,100
2342,27.03.2016,26,37,77
2343,28.03.2016,37,51,106
2344,29.03.2016,34,47,98
2345,30.03.2016,50,59,136
2346,31.03.2016,33,50,101
2347,01.04.2016,41,57,120
2348,02.04.2016,43,60,127
2349,03.04.2016,36,59,114
2350,04.04.2016,83,104,231
2351,05.04.2016,71,87,195
2352,06.04.2016,41,53,116
2353,07.04.2016,50,61,137
2354,08.04.2016,39,54,115
2355,09.04.2016,48,53,126
2356,10.04.2016,34,44,95
2357,11.04.2016,41,51,112
2358,12.04.2016,67,73,175
2359,13.04.2016,43,53,118
2360,14.04.2016,23,52,86
2361,15.04.2016,70,74,181
2362,16.04.2016,43,51,116
2363,17.04.2016,11,25,42
2364,18.04.2016,26,43,83
2365,19.04.2016,13,28,47
2366,20.04.2016,15,31,54
2367,21.04.2016,23,41,77
2368,22.04.2016,20,39,70
2369,23.04.2016,12,25,43
2370,24.04.2016,12,24,42
2371,25.04.2016,30,41,87
2372,26.04.2016,41,51,114
2373,27.04.2016,42,47,111
2374,28.04.2016,34,53,105
2375,29.04.2016,57,82,169
2376,30.04.2016,37,60,117
2377,01.05.2016,26,42,81
2378,02.05.2016,38,59,117
2379,03.05.2016,40,55,117
2380,04.05.2016,16,38,63
2381,05.05.2016,29,49,94
2382,06.05.2016,55,82,166
2383,07.05.2016,37,57,114
2384,08.05.2016,28,47,90
2385,09.05.2016,37,58,115
2386,10.05.2016,45,61,129
2387,11.05.2016,38,63,121
2388,12.05.2016,31,52,99
2389,13.05.2016,26,43,83
2390,14.05.2016,11,24,40
2391,15.05.2016,10,15,29
2392,16.05.2016,10,17,32
2393,17.05.2016,19,36,65
2394,18.05.2016,44,71,138
2395,19.05.2016,52,83,161
2396,20.05.2016,21,45,77
2397,21.05.2016,45,62,131
2398,22.05.2016,34,64,116
2399,23.05.2016,24,54,91
2400,24.05.2016,15,34,57
2401,25.05.2016,27,39,80
2402,26.05.2016,34,45,96
2403,27.05.2016,44,59,126
2404,28.05.2016,47,63,134
2405,29.05.2016,34,45,96
2406,30.05.2016,39,61,120
2407,31.05.2016,44,60,126
2408,01.06.2016,44,60,126
2409,02.06.2016,53,70,151
2410,03.06.2016,46,69,139
2411,04.06.2016,53,76,157
2412,05.06.2016,35,53,106
2413,06.06.2016,40,47,108
2414,07.06.2016,50,69,145
2415,08.06.2016,26,53,93
2416,09.06.2016,25,44,82
2417,10.06.2016,17,34,60
2418,11.06.2016,24,38,76
2419,12.06.2016,30,38,83
2420,13.06.2016,41,50,112
2421,14.06.2016,51,63,141
2422,15.06.2016,61,69,164
2423,16.06.2016,41,57,120
2424,17.06.2016,27,45,87
2425,18.06.2016,26,44,83
2426,19.06.2016,8,22,34
2427,20.06.2016,39,62,122
2428,21.06.2016,37,56,112
2429,22.06.2016,59,90,181
2430,23.06.2016,57,86,173
2431,24.06.2016,47,83,155
2432,25.06.2016,24,51,87
2433,26.06.2016,11,24,41
2434,27.06.2016,25,50,88
2435,28.06.2016,29,46,90
2436,29.06.2016,42,58,122
2437,30.06.2016,45,69,138
2438,01.07.2016,52,73,152
2439,02.07.2016,24,36,73
2440,03.07.2016,17,27,53
2441,04.07.2016,39,59,118
2442,05.07.2016,44,60,127
2443,06.07.2016,16,26,51
2444,07.07.2016,29,43,88
2445,08.07.2016,41,65,128
2446,09.07.2016,13,27,48
2447,10.07.2016,27,48,90
2448,11.07.2016,23,45,81
2449,12.07.2016,28,51,94
2450,13.07.2016,27,51,92
2451,14.07.2016,13,27,47
2452,15.07.2016,16,28,53
2453,16.07.2016,18,32,60
2454,17.07.2016,24,35,72
2455,18.07.2016,22,38,71
2456,19.07.2016,30,41,86
2457,20.07.2016,89,82,217
2458,21.07.2016,58,83,173
2459,22.07.2016,53,64,144
2460,23.07.2016,34,47,99
2461,24.07.2016,30,47,93
2462,25.07.2016,40,67,128
2463,26.07.2016,17,40,66
2464,27.07.2016,45,63,131
2465,28.07.2016,32,52,101
2466,29.07.2016,31,52,98
2467,30.07.2016,26,38,77
2468,31.07.2016,23,39,73
2469,01.08.2016,21,33,66
2470,02.08.2016,52,68,148
2471,03.08.2016,53,50,131
2472,04.08.2016,43,45,111
2473,05.08.2016,34,51,104
2474,06.08.2016,15,28,51
2475,07.08.2016,23,37,73
2476,08.08.2016,25,40,79
2477,09.08.2016,18,33,61
2478,10.08.2016,22,34,68
2479,11.08.2016,28,34,78
2480,12.08.2016,43,43,109
2481,13.08.2016,22,30,63
2482,14.08.2016,12,21,39
2483,15.08.2016,19,33,62
2484,16.08.2016,24,38,75
2485,17.08.2016,54,60,141
2486,18.08.2016,37,52,108
2487,19.08.2016,57,70,157
2488,20.08.2016,40,61,122
2489,21.08.2016,26,36,76
2490,22.08.2016,27,41,83
2491,23.08.2016,35,44,97
2492,24.08.2016,63,73,170
2493,25.08.2016,60,75,164
2494,26.08.2016,62,100,194
2495,27.08.2016,31,66,111
2496,28.08.2016,31,69,116
2497,29.08.2016,17,35,61
2498,30.08.2016,34,55,107
2499,31.08.2016,110,113,280
2500,01.09.2016,34,70,122
2501,02.09.2016,45,69,137
2502,03.09.2016,21,48,80
2503,04.09.2016,22,40,73
2504,05.09.2016,30,38,84
2505,06.09.2016,75,77,191
2506,07.09.2016,103,105,261
2507,08.09.2016,68,102,206
2508,09.09.2016,27,69,110
2509,10.09.2016,41,69,132
2510,11.09.2016,19,51,81
2511,12.09.2016,55,87,170
2512,13.09.2016,69,102,207
2513,14.09.2016,70,76,179
2514,15.09.2016,66,72,172
2515,16.09.2016,55,78,160
2516,17.09.2016,52,59,139
2517,18.09.2016,75,48,161
2518,19.09.2016,40,42,102
2519,20.09.2016,36,53,107
2520,21.09.2016,38,49,106
2521,22.09.2016,70,75,183
2522,23.09.2016,60,76,167
2523,24.09.2016,29,50,94
2524,25.09.2016,33,56,106
2525,26.09.2016,66,82,183
2526,27.09.2016,66,78,178
2527,28.09.2016,26,39,78
2528,29.09.2016,36,47,102
2529,30.09.2016,34,48,100
2530,01.10.2016,70,58,163
2531,02.10.2016,39,39,99
2532,03.10.2016,32,38,87
2533,04.10.2016,26,30,69
2534,05.10.2016,19,30,60
2535,06.10.2016,33,36,87
2536,07.10.2016,46,38,108
2537,08.10.2016,20,28,59
2538,09.10.2016,20,29,60
2539,10.10.2016,55,49,134
2540,11.10.2016,64,46,144
2541,12.10.2016,51,35,112
2542,13.10.2016,51,41,119
2543,14.10.2016,52,48,127
2544,15.10.2016,72,53,162
2545,16.10.2016,57,35,121
2546,17.10.2016,67,46,148
2547,18.10.2016,80,51,173
2548,19.10.2016,65,62,160
2549,20.10.2016,72,60,170
2550,21.10.2016,65,54,153
2551,22.10.2016,61,50,143
2552,23.10.2016,52,41,120
2553,24.10.2016,76,53,169
2554,25.10.2016,44,42,109
2555,26.10.2016,87,63,195
2556,27.10.2016,69,48,154
2557,28.10.2016,35,39,92
2558,29.10.2016,14,33,54
2559,30.10.2016,15,33,56
2560,31.10.2016,68,54,157
2561,01.11.2016,41,38,101
2562,02.11.2016,17,28,54
2563,03.11.2016,63,53,149
2564,04.11.2016,80,59,181
2565,05.11.2016,62,53,147
2566,06.11.2016,43,44,109
2567,07.11.2016,30,39,84
2568,08.11.2016,57,47,133
2569,09.11.2016,76,54,171
2570,10.11.2016,75,58,173
2571,11.11.2016,59,56,146
2572,12.11.2016,85,62,192
2573,13.11.2016,112,68,238
2574,14.11.2016,114,77,251
2575,15.11.2016,49,48,123
2576,16.11.2016,66,48,149
2577,17.11.2016,43,45,111
2578,18.11.2016,46,52,121
2579,19.11.2016,47,56,129
2580,20.11.2016,32,38,86
2581,21.11.2016,69,61,166
2582,22.11.2016,104,65,223
2583,23.11.2016,166,67,320
2584,24.11.2016,62,52,146
2585,25.11.2016,58,64,153
2586,26.11.2016,34,46,98
2587,27.11.2016,10,28,43
2588,28.11.2016,19,42,71
2589,29.11.2016,43,54,119
2590,30.11.2016,32,50,99
2591,01.12.2016,19,33,62
2592,02.12.2016,15,40,63
2593,03.12.2016,46,55,126
2594,04.12.2016,70,59,168
2595,05.12.2016,92,59,201
2596,06.12.2016,63,65,162
2597,07.12.2016,78,62,183
2598,08.12.2016,33,53,104
2599,09.12.2016,34,48,101
2600,10.12.2016,25,39,78
2601,11.12.2016,14,25,46
2602,12.12.2016,54,58,141
2603,13.12.2016,110,67,238
2604,14.12.2016,34,48,100
2605,15.12.2016,58,57,146
2606,16.12.2016,83,66,196
2607,17.12.2016,46,41,112
2608,18.12.2016,34,46,98
2609,19.12.2016,77,60,179
2610,20.12.2016,76,51,169
2611,21.12.2016,108,58,226
2612,22.12.2016,99,61,214
2613,23.12.2016,51,48,128
2614,24.12.2016,17,32,57
2615,25.12.2016,10,20,35
2616,26.12.2016,10,16,31
2617,27.12.2016,8,20,32
2618,28.12.2016,13,33,53
2619,29.12.2016,40,52,114
2620,30.12.2016,81,57,181
2621,31.12.2016,32,45,94
2622,01.01.2017,31,43,91
2623,02.01.2017,24,41,77
2624,03.01.2017,18,31,59
2625,04.01.2017,11,23,40
2626,05.01.2017,17,32,59
2627,06.01.2017,30,54,100
2628,07.01.2017,44,50,118
2629,08.01.2017,53,55,135
2630,09.01.2017,83,50,176
2631,10.01.2017,42,55,119
2632,11.01.2017,39,45,104
2633,12.01.2017,27,39,81
2634,13.01.2017,30,44,90
2635,14.01.2017,26,44,84
2636,15.01.2017,11,23,40
2637,16.01.2017,26,46,86
2638,17.01.2017,90,78,216
2639,18.01.2017,90,67,204
2640,19.01.2017,71,59,169
2641,20.01.2017,64,62,160
2642,21.01.2017,53,61,143
2643,22.01.2017,54,55,138
2644,23.01.2017,36,47,103
2645,24.01.2017,40,41,102
2646,25.01.2017,60,47,139
2647,26.01.2017,76,60,175
2648,27.01.2017,107,87,249
2649,28.01.2017,61,73,166
2650,29.01.2017,62,68,163
2651,30.01.2017,68,71,176
2652,31.01.2017,69,67,171
2653,01.02.2017,67,65,166
2654,02.02.2017,79,75,194
2655,03.02.2017,87,70,202
2656,04.02.2017,63,60,155
2657,05.02.2017,48,42,115
2658,06.02.2017,39,39,98
2659,07.02.2017,43,42,108
2660,08.02.2017,48,48,121
2661,09.02.2017,52,51,129
2662,10.02.2017,44,51,119
2663,11.02.2017,32,48,97
2664,12.02.2017,36,44,99
2665,13.02.2017,53,63,144
2666,14.02.2017,95,80,226
2667,15.02.2017,137,113,322
2668,16.02.2017,84,81,209
2669,17.02.2017,33,48,98
2670,18.02.2017,20,37,68
2671,19.02.2017,21,33,66
2672,20.02.2017,25,35,73
2673,21.02.2017,19,36,65
2674,22.02.2017,16,31,56
2675,23.02.2017,30,42,88
2676,24.02.2017,16,32,56
2677,25.02.2017,25,36,75
2678,26.02.2017,17,31,56
