,date,PM10,NOx,NO_2,NOx,O_3
737,04.11.2011,59,2,17,20,28
738,05.11.2011,60,1,13,14,30
739,06.11.2011,62,1,10,12,31
740,07.11.2011,68,6,22,31,16
741,08.11.2011,65,4,22,28,16
742,09.11.2011,52,5,22,29,9
743,10.11.2011,28,2,13,16,20
744,11.11.2011,25,0,8,8,38
745,12.11.2011,42,1,13,14,32
746,13.11.2011,83,2,19,22,16
747,14.11.2011,109,11,28,45,8
748,15.11.2011,34,0,9,9,30
749,16.11.2011,31,0,11,11,34
750,17.11.2011,52,3,30,35,9
751,18.11.2011,39,18,39,66,2
752,19.11.2011,22,8,20,31,3
753,20.11.2011,28,5,17,25,11
754,21.11.2011,36,4,18,25,20
755,22.11.2011,53,2,20,23,16
756,23.11.2011,49,9,23,36,4
757,24.11.2011,32,34,29,81,1
758,25.11.2011,17,7,30,41,13
759,26.11.2011,17,1,20,22,27
760,27.11.2011,11,0,6,6,50
761,28.11.2011,24,3,25,28,37
762,29.11.2011,20,2,25,28,20
763,30.11.2011,17,3,31,36,20
764,01.12.2011,14,3,27,32,11
765,02.12.2011,12,1,20,20,33
766,03.12.2011,10,0,10,10,43
767,04.12.2011,10,0,8,8,52
768,05.12.2011,7,0,13,14,48
769,06.12.2011,6,1,13,14,44
770,07.12.2011,6,0,13,13,45
771,08.12.2011,8,1,14,14,45
772,09.12.2011,9,1,11,12,56
773,10.12.2011,12,1,15,17,43
774,11.12.2011,15,1,14,15,38
775,12.12.2011,16,1,19,20,28
776,13.12.2011,8,0,11,11,48
777,14.12.2011,5,0,9,9,56
778,15.12.2011,4,0,10,10,54
779,16.12.2011,5,0,9,10,47
780,17.12.2011,5,0,14,14,43
781,18.12.2011,9,1,11,12,46
782,19.12.2011,10,1,16,17,36
783,20.12.2011,13,1,15,18,33
784,21.12.2011,11,2,25,28,22
785,22.12.2011,15,1,24,26,19
786,23.12.2011,9,4,27,33,5
787,24.12.2011,10,0,11,11,39
788,25.12.2011,11,0,9,9,38
789,26.12.2011,6,0,9,9,33
790,27.12.2011,9,1,12,13,36
791,28.12.2011,12,1,12,14,30
792,29.12.2011,12,0,9,10,45
793,30.12.2011,7,1,13,14,50
794,31.12.2011,20,1,13,14,37
795,01.01.2012,26,0,12,12,21
796,02.01.2012,6,0,14,15,42
797,03.01.2012,9,0,9,10,51
798,04.01.2012,8,1,10,10,58
799,05.01.2012,5,0,7,8,60
800,06.01.2012,6,0,14,14,43
801,07.01.2012,9,1,10,11,44
802,08.01.2012,9,1,10,11,48
803,09.01.2012,6,1,17,18,30
804,10.01.2012,20,0,15,16,48
805,11.01.2012,14,1,19,20,30
806,12.01.2012,10,1,12,14,41
807,13.01.2012,13,1,15,15,51
808,14.01.2012,13,0,10,10,52
809,15.01.2012,10,0,13,13,41
810,16.01.2012,17,8,39,51,8
811,17.01.2012,15,1,22,23,30
812,18.01.2012,18,12,42,61,11
813,19.01.2012,12,2,24,26,22
814,20.01.2012,8,0,18,18,47
815,21.01.2012,10,0,11,10,49
816,22.01.2012,7,0,6,7,57
817,23.01.2012,8,4,26,32,23
818,24.01.2012,13,3,25,30,15
819,25.01.2012,17,9,28,41,13
820,26.01.2012,30,13,19,38,25
821,27.01.2012,50,1,15,17,39
822,28.01.2012,90,1,23,25,28
823,29.01.2012,75,1,15,16,42
824,30.01.2012,43,1,14,16,49
825,31.01.2012,43,1,14,15,48
826,01.02.2012,46,1,16,17,45
827,02.02.2012,45,5,25,32,31
828,03.02.2012,28,10,40,55,20
829,04.02.2012,34,28,41,83,13
830,05.02.2012,48,12,23,41,27
831,06.02.2012,48,4,24,31,33
832,07.02.2012,34,1,17,18,42
833,08.02.2012,33,3,21,25,40
834,09.02.2012,25,3,18,23,47
835,10.02.2012,37,2,19,21,49
836,11.02.2012,40,2,29,32,34
837,12.02.2012,52,4,27,33,36
838,13.02.2012,26,5,31,38,28
839,14.02.2012,31,5,30,37,22
840,15.02.2012,8,1,9,10,69
841,16.02.2012,12,1,17,19,48
842,17.02.2012,12,2,22,25,41
843,18.02.2012,17,1,14,16,36
844,19.02.2012,8,0,8,9,58
845,20.02.2012,15,1,17,19,57
846,21.02.2012,12,1,21,23,42
847,22.02.2012,22,2,19,22,43
848,23.02.2012,13,1,18,19,43
849,24.02.2012,12,2,19,21,29
850,25.02.2012,13,0,9,10,66
851,26.02.2012,9,0,8,8,63
852,27.02.2012,13,8,28,41,34
853,28.02.2012,18,2,24,28,19
854,29.02.2012,11,2,22,24,24
855,01.03.2012,14,4,22,27,19
856,02.03.2012,21,1,15,16,43
857,03.03.2012,12,1,10,12,53
858,04.03.2012,18,0,5,6,67
859,05.03.2012,24,1,9,10,68
860,06.03.2012,19,1,10,11,65
861,07.03.2012,32,1,16,18,58
862,08.03.2012,25,2,23,25,41
863,09.03.2012,18,3,25,30,49
864,10.03.2012,24,1,13,14,49
865,11.03.2012,16,0,7,7,75
866,12.03.2012,13,1,16,17,48
867,13.03.2012,10,1,15,16,55
868,14.03.2012,12,1,17,18,57
869,15.03.2012,35,4,28,33,24
870,16.03.2012,35,5,28,35,27
871,17.03.2012,55,3,28,32,44
872,18.03.2012,46,1,11,11,55
873,19.03.2012,11,1,12,13,71
874,20.03.2012,19,2,23,26,48
875,21.03.2012,24,1,24,25,41
876,22.03.2012,23,3,23,27,48
877,23.03.2012,17,3,18,23,47
878,24.03.2012,22,1,13,15,54
879,25.03.2012,20,2,11,14,46
880,26.03.2012,19,4,20,25,43
881,27.03.2012,37,2,26,29,43
882,28.03.2012,36,2,20,23,68
883,29.03.2012,18,1,11,12,75
884,30.03.2012,18,1,10,12,69
885,31.03.2012,7,1,5,6,78
886,01.04.2012,11,1,9,10,66
887,02.04.2012,15,1,13,14,74
888,03.04.2012,22,0,15,15,51
889,04.04.2012,25,1,13,14,38
890,05.04.2012,20,1,10,11,62
891,06.04.2012,29,3,15,19,53
892,07.04.2012,12,1,8,8,69
893,08.04.2012,,1,10,11,68
894,09.04.2012,14,1,7,8,79
895,10.04.2012,12,1,9,10,66
896,11.04.2012,14,1,12,13,66
897,12.04.2012,9,1,14,15,59
898,13.04.2012,14,1,13,15,51
899,14.04.2012,16,3,9,13,58
900,15.04.2012,10,1,4,4,83
901,16.04.2012,9,4,9,15,81
902,17.04.2012,14,1,13,15,79
903,18.04.2012,22,0,9,9,90
904,19.04.2012,30,1,14,15,88
905,20.04.2012,25,1,16,18,75
906,21.04.2012,12,1,10,10,76
907,22.04.2012,8,0,5,5,80
908,23.04.2012,11,1,10,11,74
909,24.04.2012,12,1,12,13,78
910,25.04.2012,12,1,12,13,72
911,26.04.2012,12,1,9,10,85
912,27.04.2012,13,1,11,12,88
913,28.04.2012,27,1,9,11,87
914,29.04.2012,35,0,10,11,85
915,30.04.2012,24,1,6,7,83
916,01.05.2012,23,1,7,8,89
917,02.05.2012,24,1,9,10,92
918,03.05.2012,25,3,20,24,56
919,04.05.2012,19,1,11,13,78
920,05.05.2012,16,1,7,8,57
921,06.05.2012,9,0,3,3,66
922,07.05.2012,14,0,5,6,57
923,08.05.2012,17,1,6,7,71
924,09.05.2012,14,1,8,9,70
925,10.05.2012,13,1,8,9,65
926,11.05.2012,16,1,11,13,66
927,12.05.2012,16,0,6,6,86
928,13.05.2012,11,0,8,8,68
929,14.05.2012,12,1,8,10,67
930,15.05.2012,16,1,10,11,71
931,16.05.2012,11,1,12,13,70
932,17.05.2012,12,0,7,7,72
933,18.05.2012,15,1,8,9,79
934,19.05.2012,21,0,7,8,104
935,20.05.2012,19,0,6,5,111
936,21.05.2012,23,0,5,5,110
937,22.05.2012,26,0,6,6,105
938,23.05.2012,30,1,6,7,92
939,24.05.2012,18,0,5,5,88
940,25.05.2012,16,1,6,7,86
941,26.05.2012,16,1,5,6,88
942,27.05.2012,16,0,5,5,90
943,28.05.2012,12,0,5,6,83
944,29.05.2012,18,1,11,12,81
945,30.05.2012,17,1,8,8,73
946,31.05.2012,16,1,14,16,66
947,01.06.2012,12,1,8,9,74
948,02.06.2012,10,0,6,6,77
949,03.06.2012,10,0,9,9,60
950,04.06.2012,12,2,10,12,56
951,05.06.2012,12,1,9,10,58
952,06.06.2012,14,1,8,9,62
953,07.06.2012,15,1,9,10,65
954,08.06.2012,14,0,8,8,70
955,09.06.2012,14,1,9,10,76
956,10.06.2012,14,0,9,10,71
957,11.06.2012,14,1,9,10,85
958,12.06.2012,14,0,7,8,80
959,13.06.2012,16,1,10,12,70
960,14.06.2012,15,1,11,13,67
961,15.06.2012,15,1,6,7,80
962,16.06.2012,16,1,9,10,64
963,17.06.2012,9,0,5,5,75
964,18.06.2012,18,1,5,6,88
965,19.06.2012,10,1,10,11,89
966,20.06.2012,14,0,6,7,57
967,21.06.2012,11,0,5,5,51
968,22.06.2012,14,1,9,10,67
969,23.06.2012,13,0,11,11,68
970,24.06.2012,17,0,6,5,73
971,25.06.2012,6,0,5,6,69
972,26.06.2012,13,0,7,7,71
973,27.06.2012,19,1,13,15,59
974,28.06.2012,16,2,11,14,51
975,29.06.2012,24,1,6,7,81
976,30.06.2012,33,1,8,9,72
977,01.07.2012,20,0,5,6,77
978,02.07.2012,12,1,7,8,67
979,03.07.2012,16,1,8,9,40
980,04.07.2012,19,1,6,8,57
981,05.07.2012,23,1,7,8,62
982,06.07.2012,20,0,6,6,82
983,07.07.2012,17,1,13,14,53
984,08.07.2012,14,1,4,5,65
985,09.07.2012,10,0,6,7,69
986,10.07.2012,14,1,9,11,74
987,11.07.2012,15,1,11,13,59
988,12.07.2012,6,1,7,8,52
989,13.07.2012,7,1,8,9,41
990,14.07.2012,8,0,7,7,55
991,15.07.2012,7,0,6,6,51
992,16.07.2012,11,1,9,10,56
993,17.07.2012,8,1,9,11,44
994,18.07.2012,11,1,10,12,34
995,19.07.2012,11,1,8,8,54
996,20.07.2012,14,0,7,8,63
997,21.07.2012,13,1,10,11,49
998,22.07.2012,13,1,7,8,49
999,23.07.2012,15,2,8,12,57
1000,24.07.2012,19,1,7,8,89
1001,25.07.2012,32,1,8,10,102
1002,26.07.2012,42,1,13,15,95
1003,27.07.2012,28,1,9,10,109
1004,28.07.2012,30,0,8,9,94
1005,29.07.2012,16,0,8,8,67
1006,30.07.2012,13,1,10,10,66
1007,31.07.2012,12,2,12,15,59
1008,01.08.2012,15,0,6,6,84
1009,02.08.2012,27,0,10,10,104
1010,03.08.2012,18,0,13,13,51
1011,04.08.2012,19,0,8,9,67
1012,05.08.2012,19,0,8,8,49
1013,06.08.2012,15,1,6,7,60
1014,07.08.2012,10,0,8,8,67
1015,08.08.2012,11,1,8,9,65
1016,09.08.2012,10,2,12,15,50
1017,10.08.2012,10,1,12,14,44
1018,11.08.2012,8,0,6,6,53
1019,12.08.2012,8,0,5,5,55
1020,13.08.2012,11,0,8,8,49
1021,14.08.2012,13,1,6,9,53
1022,15.08.2012,14,1,8,9,55
1023,16.08.2012,17,1,13,15,39
1024,17.08.2012,19,2,11,15,47
1025,18.08.2012,21,1,8,9,63
1026,19.08.2012,21,0,10,10,91
1027,20.08.2012,33,1,15,17,85
1028,21.08.2012,21,1,9,10,79
1029,22.08.2012,14,1,13,14,79
1030,23.08.2012,17,1,15,16,58
1031,24.08.2012,27,1,16,18,34
1032,25.08.2012,22,0,8,7,63
1033,26.08.2012,10,0,6,6,63
1034,27.08.2012,15,1,10,10,60
1035,28.08.2012,13,1,11,12,61
1036,29.08.2012,19,6,19,28,60
1037,30.08.2012,19,1,14,15,63
1038,31.08.2012,19,1,17,19,34
1039,01.09.2012,14,1,11,12,46
1040,02.09.2012,18,1,9,10,46
1041,03.09.2012,19,4,17,23,47
1042,04.09.2012,15,3,13,17,44
1043,05.09.2012,18,4,20,26,38
1044,06.09.2012,19,0,13,14,62
1045,07.09.2012,22,1,16,17,47
1046,08.09.2012,10,1,13,14,29
1047,09.09.2012,13,2,9,11,38
1048,10.09.2012,18,1,16,17,65
1049,11.09.2012,24,1,12,13,79
1050,12.09.2012,11,1,16,17,51
1051,13.09.2012,14,5,21,28,36
1052,14.09.2012,14,1,11,12,56
1053,15.09.2012,13,0,9,9,44
1054,16.09.2012,15,1,7,8,54
1055,17.09.2012,19,1,14,16,56
1056,18.09.2012,23,2,15,17,55
1057,19.09.2012,11,2,16,18,40
1058,20.09.2012,9,3,18,23,34
1059,21.09.2012,12,1,12,14,46
1060,22.09.2012,11,1,11,12,49
1061,23.09.2012,9,1,11,12,45
1062,24.09.2012,15,0,9,9,55
1063,25.09.2012,10,1,10,10,61
1064,26.09.2012,13,1,17,18,50
1065,27.09.2012,7,2,14,17,51
1066,28.09.2012,10,1,11,14,50
1067,29.09.2012,13,1,12,13,49
1068,30.09.2012,14,1,10,11,48
1069,01.10.2012,18,2,18,22,34
1070,02.10.2012,21,4,22,28,38
1071,03.10.2012,16,1,11,12,52
1072,04.10.2012,9,0,10,10,54
1073,05.10.2012,8,1,9,11,45
1074,06.10.2012,6,1,8,10,48
1075,07.10.2012,11,0,11,11,41
1076,08.10.2012,15,3,16,21,44
1077,09.10.2012,18,6,19,29,39
1078,10.10.2012,17,12,30,48,25
1079,11.10.2012,13,5,25,32,22
1080,12.10.2012,19,1,14,16,34
1081,13.10.2012,14,1,10,11,40
1082,14.10.2012,11,0,6,6,49
1083,15.10.2012,13,1,15,17,28
1084,16.10.2012,10,2,12,15,34
1085,17.10.2012,14,2,15,18,37
1086,18.10.2012,11,1,12,14,41
1087,19.10.2012,22,2,16,19,34
1088,20.10.2012,33,10,20,35,13
1089,21.10.2012,45,9,9,24,25
1090,22.10.2012,18,1,5,7,38
1091,23.10.2012,22,2,9,12,21
1092,24.10.2012,26,4,13,20,16
1093,25.10.2012,17,4,16,22,41
1094,26.10.2012,10,2,13,16,50
1095,27.10.2012,9,1,6,8,47
1096,28.10.2012,9,2,13,16,34
1097,29.10.2012,18,10,20,35,26
1098,30.10.2012,14,4,23,30,15
1099,31.10.2012,15,2,16,18,23
1100,01.11.2012,19,0,13,13,34
1101,02.11.2012,9,1,9,10,48
1102,03.11.2012,5,1,8,9,48
1103,04.11.2012,7,0,6,7,48
1104,05.11.2012,8,1,13,15,39
1105,06.11.2012,10,1,15,16,42
1106,07.11.2012,7,1,15,16,43
1107,08.11.2012,19,1,13,13,39
1108,09.11.2012,18,2,20,22,28
1109,10.11.2012,16,1,11,12,32
1110,11.11.2012,18,3,15,19,26
1111,12.11.2012,18,4,27,34,20
1112,13.11.2012,19,10,26,42,14
1113,14.11.2012,27,6,24,33,15
1114,15.11.2012,42,5,27,34,6
1115,16.11.2012,36,3,19,25,6
1116,17.11.2012,41,3,14,19,15
1117,18.11.2012,21,4,18,25,8
1118,19.11.2012,19,5,18,25,9
1119,20.11.2012,41,4,19,25,10
1120,21.11.2012,43,2,22,25,13
1121,22.11.2012,24,16,29,53,12
1122,23.11.2012,19,7,25,36,14
1123,24.11.2012,17,2,19,23,27
1124,25.11.2012,23,0,12,13,44
1125,26.11.2012,11,2,18,21,50
1126,27.11.2012,17,9,27,40,23
1127,28.11.2012,13,25,28,41,
1128,29.11.2012,9,,12,13,
1129,30.11.2012,7,3,24,27,
1130,01.12.2012,13,1,23,24,28
1131,02.12.2012,17,1,19,21,32
1132,03.12.2012,15,2,21,24,40
1133,04.12.2012,10,0,17,17,45
1134,05.12.2012,9,2,25,29,43
1135,06.12.2012,14,4,32,38,30
1136,07.12.2012,18,5,33,41,22
1137,08.12.2012,36,17,46,72,9
1138,09.12.2012,21,2,27,30,34
1139,10.12.2012,33,1,19,21,39
1140,11.12.2012,18,1,19,19,53
1141,12.12.2012,18,3,31,35,35
1142,13.12.2012,32,5,36,43,20
1143,14.12.2012,35,1,25,26,43
1144,15.12.2012,25,1,19,20,47
1145,16.12.2012,13,1,17,18,43
1146,17.12.2012,12,5,29,36,28
1147,18.12.2012,28,9,31,45,16
1148,19.12.2012,41,10,31,46,15
1149,20.12.2012,42,2,22,26,32
1150,21.12.2012,59,0,16,16,42
1151,22.12.2012,57,1,16,17,39
1152,23.12.2012,70,2,29,31,23
1153,24.12.2012,8,1,14,15,54
1154,25.12.2012,13,0,8,8,60
1155,26.12.2012,4,0,6,7,64
1156,27.12.2012,10,0,11,12,67
1157,28.12.2012,11,1,14,16,64
1158,29.12.2012,12,1,10,11,56
1159,30.12.2012,8,0,8,9,67
1160,31.12.2012,10,1,5,6,75
1161,01.01.2013,17,0,7,8,53
1162,02.01.2013,10,0,12,13,49
1163,03.01.2013,9,0,14,14,35
1164,04.01.2013,15,0,15,15,46
1165,05.01.2013,4,0,7,7,56
1166,06.01.2013,5,1,11,12,41
1167,07.01.2013,13,0,8,8,37
1168,08.01.2013,15,4,22,28,12
1169,09.01.2013,6,2,26,30,9
1170,10.01.2013,7,0,11,12,60
1171,11.01.2013,4,0,13,13,55
1172,12.01.2013,7,1,16,17,38
1173,13.01.2013,24,0,7,8,38
1174,14.01.2013,58,0,17,17,27
1175,15.01.2013,58,2,25,27,19
1176,16.01.2013,64,1,19,20,28
1177,17.01.2013,32,0,13,13,47
1178,18.01.2013,12,0,6,6,64
1179,19.01.2013,20,0,7,7,59
1180,20.01.2013,24,1,6,7,57
1181,21.01.2013,18,1,7,7,66
1182,22.01.2013,21,0,9,10,60
1183,23.01.2013,42,1,20,22,34
1184,24.01.2013,53,3,29,34,25
1185,25.01.2013,56,9,28,41,35
1186,26.01.2013,52,1,18,19,48
1187,27.01.2013,31,1,19,20,36
1188,28.01.2013,16,2,20,23,34
1189,29.01.2013,8,1,14,15,44
1190,30.01.2013,6,1,12,13,52
1191,31.01.2013,11,1,10,12,65
1192,01.02.2013,15,1,12,13,59
1193,02.02.2013,7,0,10,10,53
1194,03.02.2013,12,1,11,12,54
1195,04.02.2013,12,1,17,17,49
1196,05.02.2013,12,0,10,11,65
1197,06.02.2013,10,1,18,20,52
1198,07.02.2013,10,3,29,34,30
1199,08.02.2013,11,4,28,33,27
1200,09.02.2013,13,2,27,30,25
1201,10.02.2013,11,1,12,13,53
1202,11.02.2013,24,0,10,11,48
1203,12.02.2013,43,1,12,13,49
1204,13.02.2013,34,1,15,17,53
1205,14.02.2013,36,1,11,13,52
1206,15.02.2013,68,2,19,22,35
1207,16.02.2013,97,3,20,26,17
1208,17.02.2013,47,1,9,10,37
1209,18.02.2013,25,1,13,14,46
1210,19.02.2013,12,2,15,18,42
1211,20.02.2013,7,1,5,5,70
1212,21.02.2013,11,1,11,12,70
1213,22.02.2013,37,0,9,10,74
1214,23.02.2013,30,0,5,4,72
1215,24.02.2013,32,0,10,11,38
1216,25.02.2013,51,0,13,13,38
1217,26.02.2013,33,1,10,10,38
1218,27.02.2013,21,1,14,15,36
1219,28.02.2013,24,3,21,26,28
1220,01.03.2013,22,1,23,25,46
1221,02.03.2013,20,3,24,29,45
1222,03.03.2013,20,1,16,17,62
1223,04.03.2013,25,6,29,39,38
1224,05.03.2013,25,1,17,18,67
1225,06.03.2013,36,2,25,28,54
1226,07.03.2013,51,1,16,18,70
1227,08.03.2013,18,0,7,8,66
1228,09.03.2013,24,0,6,6,64
1229,10.03.2013,22,1,5,7,71
1230,11.03.2013,21,0,11,11,74
1231,12.03.2013,17,0,12,13,76
1232,13.03.2013,18,1,16,18,76
1233,14.03.2013,27,6,40,49,45
1234,15.03.2013,16,3,27,32,53
1235,16.03.2013,22,3,26,31,60
1236,17.03.2013,26,1,7,8,94
1237,18.03.2013,35,0,12,13,89
1238,19.03.2013,23,2,22,25,76
1239,20.03.2013,18,1,20,21,76
1240,21.03.2013,27,1,13,15,84
1241,22.03.2013,19,1,6,8,87
1242,23.03.2013,13,1,6,8,79
1243,24.03.2013,20,1,7,8,90
1244,25.03.2013,23,1,9,10,95
1245,26.03.2013,14,1,10,11,95
1246,27.03.2013,18,1,10,11,101
1247,28.03.2013,34,1,8,9,108
1248,29.03.2013,47,0,15,15,84
1249,30.03.2013,29,1,14,16,86
1250,31.03.2013,18,0,5,5,97
1251,01.04.2013,14,0,5,5,100
1252,02.04.2013,20,1,14,16,85
1253,03.04.2013,19,0,8,9,102
1254,04.04.2013,24,0,11,11,95
1255,05.04.2013,23,0,11,12,72
1256,06.04.2013,20,1,9,10,85
1257,07.04.2013,18,2,18,22,64
1258,08.04.2013,20,3,19,23,70
1259,09.04.2013,32,1,9,10,90
1260,10.04.2013,60,1,11,12,69
1261,11.04.2013,31,1,14,16,42
1262,12.04.2013,14,8,21,33,45
1263,13.04.2013,9,1,8,9,72
1264,14.04.2013,17,1,11,12,65
1265,15.04.2013,17,0,9,10,91
1266,16.04.2013,22,2,21,25,60
1267,17.04.2013,24,1,14,16,62
1268,18.04.2013,24,1,11,12,84
1269,19.04.2013,24,1,13,14,81
1270,20.04.2013,19,1,6,7,75
1271,21.04.2013,16,0,4,5,83
1272,22.04.2013,29,2,18,21,66
1273,23.04.2013,30,1,15,17,65
1274,24.04.2013,35,3,15,20,72
1275,25.04.2013,25,1,17,18,58
1276,26.04.2013,27,1,10,12,85
1277,27.04.2013,9,0,3,3,74
1278,28.04.2013,10,1,5,6,79
1279,29.04.2013,15,2,12,14,65
1280,30.04.2013,20,3,22,27,62
1281,01.05.2013,17,0,5,5,79
1282,02.05.2013,22,0,7,7,76
1283,03.05.2013,14,0,6,7,87
1284,04.05.2013,17,1,13,14,74
1285,05.05.2013,22,1,9,10,73
1286,06.05.2013,21,1,7,8,84
1287,07.05.2013,35,1,10,11,80
1288,08.05.2013,29,1,9,10,64
1289,09.05.2013,20,1,9,10,54
1290,10.05.2013,16,1,12,14,49
1291,11.05.2013,18,1,9,11,57
1292,12.05.2013,,0,6,7,
1293,13.05.2013,9,1,10,11,61
1294,14.05.2013,10,1,11,13,59
1295,15.05.2013,16,1,6,7,87
1296,16.05.2013,24,0,4,5,105
1297,17.05.2013,24,0,3,3,98
1298,18.05.2013,26,0,8,9,58
1299,19.05.2013,13,0,8,8,80
1300,20.05.2013,9,0,5,4,75
1301,21.05.2013,5,1,10,11,69
1302,22.05.2013,9,1,8,10,64
1303,23.05.2013,17,1,7,8,83
1304,24.05.2013,17,1,14,16,67
1305,25.05.2013,11,1,16,17,55
1306,26.05.2013,6,1,7,8,44
1307,27.05.2013,7,1,9,10,57
1308,28.05.2013,14,1,13,15,47
1309,29.05.2013,12,0,9,9,64
1310,30.05.2013,18,1,6,7,72
1311,31.05.2013,22,1,6,7,59
1312,01.06.2013,23,0,3,3,60
1313,02.06.2013,,0,2,3,62
1314,03.06.2013,,0,4,5,68
1315,04.06.2013,12,1,7,9,60
1316,05.06.2013,9,1,6,7,64
1317,06.06.2013,13,1,7,8,66
1318,07.06.2013,16,1,7,8,72
1319,08.06.2013,19,0,7,7,80
1320,09.06.2013,20,0,3,4,92
1321,10.06.2013,,0,3,3,68
1322,11.06.2013,10,1,9,10,61
1323,12.06.2013,20,0,7,8,85
1324,13.06.2013,19,0,6,6,77
1325,14.06.2013,12,1,8,10,62
1326,15.06.2013,17,1,7,8,73
1327,16.06.2013,12,1,6,7,74
1328,17.06.2013,18,1,10,12,80
1329,18.06.2013,23,1,5,6,96
1330,19.06.2013,32,0,5,6,102
1331,20.06.2013,29,0,5,5,110
1332,21.06.2013,12,1,5,6,82
1333,22.06.2013,11,0,6,6,82
1334,23.06.2013,10,0,4,5,71
1335,24.06.2013,11,1,9,11,60
1336,25.06.2013,11,1,9,11,47
1337,26.06.2013,11,1,7,8,58
1338,27.06.2013,11,1,8,9,65
1339,28.06.2013,16,0,8,8,68
1340,29.06.2013,14,1,5,6,60
1341,30.06.2013,20,1,5,6,53
1342,01.07.2013,18,1,8,10,62
1343,02.07.2013,15,1,7,8,69
1344,03.07.2013,20,1,7,7,85
1345,04.07.2013,18,1,15,17,52
1346,05.07.2013,19,1,13,14,44
1347,06.07.2013,16,0,5,5,63
1348,07.07.2013,14,1,4,5,64
1349,08.07.2013,17,0,6,7,77
1350,09.07.2013,23,0,9,10,79
1351,10.07.2013,19,1,11,13,54
1352,11.07.2013,10,0,6,6,53
1353,12.07.2013,15,1,9,10,51
1354,13.07.2013,16,0,7,7,59
1355,14.07.2013,18,0,6,6,63
1356,15.07.2013,16,1,7,8,62
1357,16.07.2013,20,2,16,19,54
1358,17.07.2013,16,1,7,9,66
1359,18.07.2013,14,1,6,8,64
1360,19.07.2013,20,2,12,14,55
1361,20.07.2013,14,0,5,5,63
1362,21.07.2013,12,0,8,8,76
1363,22.07.2013,19,1,11,12,82
1364,23.07.2013,17,1,5,6,74
1365,24.07.2013,13,0,7,7,74
1366,25.07.2013,24,0,11,11,103
1367,26.07.2013,32,0,11,11,112
1368,27.07.2013,30,0,9,9,114
1369,28.07.2013,27,0,8,8,108
1370,29.07.2013,18,0,9,9,71
1371,30.07.2013,17,0,12,12,58
1372,31.07.2013,12,0,9,10,59
1373,01.08.2013,15,1,13,15,57
1374,02.08.2013,21,1,9,10,94
1375,03.08.2013,30,0,12,12,106
1376,04.08.2013,17,1,7,8,70
1377,05.08.2013,20,0,6,6,84
1378,06.08.2013,26,1,10,10,90
1379,07.08.2013,19,0,8,8,73
1380,08.08.2013,18,1,13,13,59
1381,09.08.2013,17,2,16,18,48
1382,10.08.2013,19,2,13,16,52
1383,11.08.2013,15,0,8,9,58
1384,12.08.2013,14,1,11,12,59
1385,13.08.2013,12,1,10,11,50
1386,14.08.2013,9,1,12,13,45
1387,15.08.2013,14,3,15,19,59
1388,16.08.2013,22,1,10,11,87
1389,17.08.2013,30,0,13,14,93
1390,18.08.2013,23,0,7,8,66
1391,19.08.2013,9,2,11,14,39
1392,20.08.2013,12,1,12,14,46
1393,21.08.2013,19,4,20,26,36
1394,22.08.2013,20,4,12,17,55
1395,23.08.2013,19,1,7,8,62
1396,24.08.2013,15,1,5,6,64
1397,25.08.2013,18,0,9,10,69
1398,26.08.2013,14,2,10,13,59
1399,27.08.2013,21,1,11,12,58
1400,28.08.2013,19,2,12,14,57
1401,29.08.2013,18,3,13,18,58
1402,30.08.2013,31,3,18,23,69
1403,31.08.2013,27,1,22,24,55
1404,01.09.2013,15,1,7,8,53
1405,02.09.2013,14,1,11,13,38
1406,03.09.2013,5,2,12,14,23
1407,04.09.2013,11,3,14,18,28
1408,05.09.2013,12,4,7,14,54
1409,06.09.2013,21,1,8,9,79
1410,07.09.2013,19,1,8,9,87
1411,08.09.2013,25,0,7,8,89
1412,09.09.2013,15,1,16,19,43
1413,10.09.2013,9,1,9,11,46
1414,11.09.2013,9,1,9,10,
1415,12.09.2013,11,2,13,17,
1416,13.09.2013,16,6,19,28,
1417,14.09.2013,18,2,15,18,73
1418,15.09.2013,10,1,10,11,67
1419,16.09.2013,9,1,14,14,45
1420,17.09.2013,14,3,17,22,38
1421,18.09.2013,9,1,15,17,22
1422,19.09.2013,13,2,19,22,27
1423,20.09.2013,13,3,20,24,15
1424,21.09.2013,15,1,15,16,26
1425,22.09.2013,16,0,11,11,36
1426,23.09.2013,13,0,10,11,37
1427,24.09.2013,7,0,13,13,28
1428,25.09.2013,8,2,10,12,30
1429,26.09.2013,10,5,12,20,35
1430,27.09.2013,13,15,23,45,24
1431,28.09.2013,16,4,16,22,27
1432,29.09.2013,9,1,5,6,33
1433,30.09.2013,13,1,7,8,37
1434,01.10.2013,15,1,11,13,34
1435,02.10.2013,14,2,11,14,38
1436,03.10.2013,25,1,7,7,47
1437,04.10.2013,24,1,12,13,50
1438,05.10.2013,21,0,12,12,41
1439,06.10.2013,33,5,21,29,10
1440,07.10.2013,18,9,23,36,10
1441,08.10.2013,27,4,15,22,18
1442,09.10.2013,29,3,19,25,21
1443,10.10.2013,16,1,14,15,28
1444,11.10.2013,40,1,14,16,37
1445,12.10.2013,49,0,8,8,33
1446,13.10.2013,15,1,11,13,27
1447,14.10.2013,15,2,13,16,30
1448,15.10.2013,17,1,14,16,29
