,date,PM10,NOx,NO_2,NOx,O_3
2148,15.09.2015,4,0,7,7,68
2149,16.09.2015,9,1,12,13,56
2150,17.09.2015,9,1,9,10,64
2151,18.09.2015,11,1,11,12,57
2152,19.09.2015,14,1,15,17,43
2153,20.09.2015,10,0,10,10,54
2154,21.09.2015,13,2,15,18,50
2155,22.09.2015,16,0,9,9,60
2156,23.09.2015,9,1,12,13,47
2157,24.09.2015,13,2,12,14,42
2158,25.09.2015,19,5,24,32,30
2159,26.09.2015,16,2,13,15,39
2160,27.09.2015,13,1,14,16,35
2161,28.09.2015,10,10,16,31,36
2162,29.09.2015,7,2,10,13,43
2163,30.09.2015,11,2,12,15,47
2164,01.10.2015,22,5,19,27,36
2165,02.10.2015,28,10,25,40,34
2166,03.10.2015,39,1,19,21,52
2167,04.10.2015,39,2,27,29,44
2168,05.10.2015,51,7,26,36,40
2169,06.10.2015,52,0,10,10,73
2170,07.10.2015,46,0,10,10,44
2171,08.10.2015,26,3,18,23,19
2172,09.10.2015,39,1,13,15,37
2173,10.10.2015,32,1,10,11,53
2174,11.10.2015,27,1,8,10,59
2175,12.10.2015,30,1,10,11,55
2176,13.10.2015,30,1,11,12,35
2177,14.10.2015,36,1,14,15,25
2178,15.10.2015,51,0,13,13,32
2179,16.10.2015,32,3,22,27,14
2180,17.10.2015,25,6,21,31,8
2181,18.10.2015,21,11,24,41,10
2182,19.10.2015,21,12,24,42,3
2183,20.10.2015,19,8,14,26,23
2184,21.10.2015,22,2,24,27,19
2185,22.10.2015,24,2,17,20,17
2186,23.10.2015,19,1,20,21,39
2187,24.10.2015,28,3,18,23,22
2188,25.10.2015,28,3,24,29,10
2189,26.10.2015,19,11,17,33,26
2190,27.10.2015,33,2,15,18,32
2191,28.10.2015,51,2,17,19,30
2192,29.10.2015,50,4,21,27,13
2193,30.10.2015,49,16,28,54,2
2194,31.10.2015,75,2,22,25,25
2195,01.11.2015,41,1,15,17,33
2196,02.11.2015,32,13,25,45,10
2197,03.11.2015,39,13,23,43,11
2198,04.11.2015,50,58,27,115,2
2199,05.11.2015,52,36,23,79,2
2200,06.11.2015,48,13,27,46,5
2201,07.11.2015,16,1,16,18,17
2202,08.11.2015,11,1,12,13,49
2203,09.11.2015,13,1,13,14,43
2204,10.11.2015,10,0,13,13,47
2205,11.11.2015,15,1,16,18,34
2206,12.11.2015,18,1,20,22,38
2207,13.11.2015,17,1,16,17,31
2208,14.11.2015,7,0,9,9,62
2209,15.11.2015,3,0,6,7,46
2210,16.11.2015,11,1,14,14,32
2211,17.11.2015,7,0,10,10,38
2212,18.11.2015,4,0,9,10,58
2213,19.11.2015,8,0,10,10,60
2214,20.11.2015,8,0,15,15,48
2215,21.11.2015,14,1,15,16,37
2216,22.11.2015,8,0,10,10,47
2217,23.11.2015,14,9,33,47,14
2218,24.11.2015,17,2,17,20,27
2219,25.11.2015,15,0,20,20,25
2220,26.11.2015,21,11,39,55,7
2221,27.11.2015,21,5,25,32,14
2222,28.11.2015,16,1,18,19,28
2223,29.11.2015,4,0,6,7,54
2224,30.11.2015,7,0,10,11,63
2225,01.12.2015,9,1,24,25,41
2226,02.12.2015,15,1,20,21,40
2227,03.12.2015,17,1,20,21,38
2228,04.12.2015,19,0,20,20,28
2229,05.12.2015,12,0,12,12,42
2230,06.12.2015,11,0,7,8,55
2231,07.12.2015,14,3,23,27,23
2232,08.12.2015,25,6,22,32,8
2233,09.12.2015,19,5,29,37,18
2234,10.12.2015,15,1,19,21,28
2235,11.12.2015,14,1,18,18,30
2236,12.12.2015,9,1,13,13,48
2237,13.12.2015,7,0,15,15,43
2238,14.12.2015,14,3,24,29,16
2239,15.12.2015,29,16,23,47,7
2240,16.12.2015,44,6,23,32,5
2241,17.12.2015,15,1,25,27,15
2242,18.12.2015,20,1,23,24,22
2243,19.12.2015,20,1,17,19,21
2244,20.12.2015,20,1,15,17,20
2245,21.12.2015,13,1,17,18,31
2246,22.12.2015,4,1,8,9,57
2247,23.12.2015,8,0,10,11,53
2248,24.12.2015,12,1,12,13,28
2249,25.12.2015,8,1,6,7,60
2250,26.12.2015,7,0,5,5,54
2251,27.12.2015,16,0,8,8,46
2252,28.12.2015,18,0,9,10,47
2253,29.12.2015,22,0,6,6,45
2254,30.12.2015,28,0,10,10,40
2255,31.12.2015,22,0,10,10,46
2256,01.01.2016,35,2,19,22,14
2257,02.01.2016,41,1,10,11,34
2258,03.01.2016,41,1,9,10,36
2259,04.01.2016,59,1,17,18,26
2260,05.01.2016,83,3,26,31,9
2261,06.01.2016,80,3,27,31,9
2262,07.01.2016,79,1,21,22,13
2263,08.01.2016,24,0,17,17,43
2264,09.01.2016,17,2,20,23,26
2265,10.01.2016,37,1,18,20,20
2266,11.01.2016,19,3,25,30,12
2267,12.01.2016,18,6,29,39,10
2268,13.01.2016,11,2,18,20,31
2269,14.01.2016,15,1,16,18,33
2270,15.01.2016,30,2,19,22,18
2271,16.01.2016,17,1,12,13,41
2272,17.01.2016,24,1,14,16,29
2273,18.01.2016,17,5,25,33,30
2274,19.01.2016,25,8,30,42,20
2275,20.01.2016,24,5,38,46,25
2276,21.01.2016,18,4,33,39,41
2277,22.01.2016,28,7,32,42,23
2278,23.01.2016,29,7,27,38,26
2279,24.01.2016,22,2,17,19,28
2280,25.01.2016,21,8,24,36,10
2281,26.01.2016,18,1,18,20,27
2282,27.01.2016,9,0,9,10,56
2283,28.01.2016,11,1,16,17,56
2284,29.01.2016,11,1,15,16,47
2285,30.01.2016,5,0,5,5,66
2286,31.01.2016,8,1,7,8,64
2287,01.02.2016,10,1,14,16,48
2288,02.02.2016,7,0,9,10,73
2289,03.02.2016,11,0,12,12,67
2290,04.02.2016,11,1,17,18,44
2291,05.02.2016,13,1,18,19,38
2292,06.02.2016,14,1,11,13,39
2293,07.02.2016,18,0,9,10,48
2294,08.02.2016,5,0,5,5,70
2295,09.02.2016,5,0,4,4,76
2296,10.02.2016,7,1,10,11,64
2297,11.02.2016,10,0,15,16,53
2298,12.02.2016,23,2,23,27,30
2299,13.02.2016,36,2,15,18,38
2300,14.02.2016,43,0,7,7,37
2301,15.02.2016,24,2,14,17,27
2302,16.02.2016,16,1,18,19,47
2303,17.02.2016,23,1,10,11,44
2304,18.02.2016,27,4,21,27,17
2305,19.02.2016,27,4,23,29,23
2306,20.02.2016,20,0,14,14,42
2307,21.02.2016,7,1,6,7,59
2308,22.02.2016,4,1,10,11,64
2309,23.02.2016,11,1,15,16,55
2310,24.02.2016,10,1,17,19,58
2311,25.02.2016,14,2,24,27,39
2312,26.02.2016,18,1,23,25,41
2313,27.02.2016,22,2,16,20,44
2314,28.02.2016,39,0,9,9,55
2315,29.02.2016,27,0,7,7,63
2316,01.03.2016,27,1,15,17,53
2317,02.03.2016,18,0,14,14,52
2318,03.03.2016,17,3,21,25,32
2319,04.03.2016,20,4,19,25,41
2320,05.03.2016,43,1,11,12,49
2321,06.03.2016,38,2,13,16,25
2322,07.03.2016,25,2,19,22,33
2323,08.03.2016,38,17,34,61,23
2324,09.03.2016,36,3,17,21,45
2325,10.03.2016,36,1,11,12,46
2326,11.03.2016,27,0,10,10,45
2327,12.03.2016,20,0,5,5,70
2328,13.03.2016,18,0,4,4,69
2329,14.03.2016,27,2,15,18,53
2330,15.03.2016,16,1,6,7,59
2331,16.03.2016,25,1,12,14,53
2332,17.03.2016,34,6,33,42,39
2333,18.03.2016,21,1,22,23,39
2334,19.03.2016,21,1,11,13,48
2335,20.03.2016,12,1,10,11,65
2336,21.03.2016,13,1,15,16,63
2337,22.03.2016,11,1,17,19,58
2338,23.03.2016,16,1,20,22,47
2339,24.03.2016,27,5,26,34,33
2340,25.03.2016,28,1,17,18,37
2341,26.03.2016,22,1,10,11,59
2342,27.03.2016,30,1,7,9,62
2343,28.03.2016,10,1,4,5,73
2344,29.03.2016,7,1,12,13,63
2345,30.03.2016,11,1,15,16,49
2346,31.03.2016,16,5,24,31,45
2347,01.04.2016,11,1,14,16,61
2348,02.04.2016,14,1,11,12,64
2349,03.04.2016,24,1,13,14,64
2350,04.04.2016,31,2,23,26,54
2351,05.04.2016,38,6,23,32,61
2352,06.04.2016,17,1,9,10,78
2353,07.04.2016,11,0,10,10,78
2354,08.04.2016,16,3,18,22,53
2355,09.04.2016,26,1,11,13,59
2356,10.04.2016,15,0,5,5,75
2357,11.04.2016,18,0,11,12,59
2358,12.04.2016,32,1,15,16,39
2359,13.04.2016,36,3,15,20,49
2360,14.04.2016,26,1,17,18,50
2361,15.04.2016,21,1,13,15,45
2362,16.04.2016,11,1,8,10,54
2363,17.04.2016,10,0,10,11,63
2364,18.04.2016,10,2,17,20,63
2365,19.04.2016,16,1,9,11,76
2366,20.04.2016,14,1,12,13,71
2367,21.04.2016,18,6,24,33,55
2368,22.04.2016,15,1,13,14,69
2369,23.04.2016,13,1,10,12,69
2370,24.04.2016,8,1,8,9,74
2371,25.04.2016,10,1,8,9,72
2372,26.04.2016,8,1,7,8,71
2373,27.04.2016,8,0,6,6,72
2374,28.04.2016,10,2,10,13,70
2375,29.04.2016,12,1,10,11,76
2376,30.04.2016,15,1,7,8,99
2377,01.05.2016,22,0,6,6,106
2378,02.05.2016,13,0,7,7,92
2379,03.05.2016,18,2,14,17,65
2380,04.05.2016,10,0,7,8,71
2381,05.05.2016,13,0,8,8,86
2382,06.05.2016,17,0,6,7,104
2383,07.05.2016,20,1,4,5,114
2384,08.05.2016,19,0,4,5,109
2385,09.05.2016,20,0,5,5,105
2386,10.05.2016,20,0,5,5,110
2387,11.05.2016,18,1,6,7,116
2388,12.05.2016,22,1,6,7,111
2389,13.05.2016,17,0,5,6,91
2390,14.05.2016,18,1,7,7,80
2391,15.05.2016,8,0,3,4,74
2392,16.05.2016,9,0,5,5,68
2393,17.05.2016,8,1,12,12,71
2394,18.05.2016,21,1,11,12,84
2395,19.05.2016,25,1,10,11,90
2396,20.05.2016,23,1,13,15,83
2397,21.05.2016,19,0,9,10,74
2398,22.05.2016,18,0,6,6,95
2399,23.05.2016,27,0,8,8,109
2400,24.05.2016,26,1,13,15,57
2401,25.05.2016,24,1,15,17,41
2402,26.05.2016,32,2,19,22,32
2403,27.05.2016,27,6,19,27,48
2404,28.05.2016,19,1,6,7,76
2405,29.05.2016,21,1,4,5,84
2406,30.05.2016,26,1,7,8,75
2407,31.05.2016,29,1,9,10,58
2408,01.06.2016,22,1,6,7,58
2409,02.06.2016,19,0,6,6,71
2410,03.06.2016,23,1,7,8,84
2411,04.06.2016,27,0,7,7,96
2412,05.06.2016,28,0,7,8,77
2413,06.06.2016,12,1,4,5,80
2414,07.06.2016,14,1,6,7,88
2415,08.06.2016,20,2,12,15,76
2416,09.06.2016,19,1,6,8,70
2417,10.06.2016,18,1,7,8,77
2418,11.06.2016,10,0,4,4,83
2419,12.06.2016,13,0,6,7,77
2420,13.06.2016,23,1,11,11,47
2421,14.06.2016,20,1,6,8,61
2422,15.06.2016,14,1,10,12,44
2423,16.06.2016,11,4,11,17,55
2424,17.06.2016,14,1,13,14,49
2425,18.06.2016,13,0,7,7,66
2426,19.06.2016,15,1,8,9,64
2427,20.06.2016,14,1,10,12,69
2428,21.06.2016,11,2,7,9,66
2429,22.06.2016,12,1,7,9,65
2430,23.06.2016,15,1,7,8,87
2431,24.06.2016,23,0,7,7,109
2432,25.06.2016,29,1,7,8,96
2433,26.06.2016,10,1,4,4,71
2434,27.06.2016,13,2,15,17,63
2435,28.06.2016,16,1,12,13,61
2436,29.06.2016,13,1,8,8,63
2437,30.06.2016,12,1,11,11,62
2438,01.07.2016,13,1,7,8,65
2439,02.07.2016,11,1,6,8,61
2440,03.07.2016,8,1,7,7,61
2441,04.07.2016,9,2,11,14,63
2442,05.07.2016,12,1,7,8,71
2443,06.07.2016,13,0,6,6,68
2444,07.07.2016,12,1,9,10,65
2445,08.07.2016,13,1,10,10,83
2446,09.07.2016,11,1,7,8,57
2447,10.07.2016,12,0,9,9,77
2448,11.07.2016,17,0,10,10,83
2449,12.07.2016,16,1,15,16,69
2450,13.07.2016,12,1,13,14,61
2451,14.07.2016,8,1,8,9,48
2452,15.07.2016,7,1,8,10,54
2453,16.07.2016,11,1,9,10,71
2454,17.07.2016,12,1,6,8,50
2455,18.07.2016,11,0,9,10,55
2456,19.07.2016,9,1,11,12,45
2457,20.07.2016,11,1,8,9,56
2458,21.07.2016,17,1,10,11,74
2459,22.07.2016,15,1,7,8,77
2460,23.07.2016,17,0,5,5,75
2461,24.07.2016,25,0,6,6,75
2462,25.07.2016,26,0,8,9,81
2463,26.07.2016,22,0,11,11,76
2464,27.07.2016,15,1,9,11,68
2465,28.07.2016,21,1,13,14,59
2466,29.07.2016,13,1,9,10,69
2467,30.07.2016,11,1,8,9,56
2468,31.07.2016,13,1,8,9,57
2469,01.08.2016,10,1,8,9,50
2470,02.08.2016,11,1,13,14,50
2471,03.08.2016,10,1,8,9,31
2472,04.08.2016,11,1,10,12,30
2473,05.08.2016,18,1,16,18,33
2474,06.08.2016,11,1,9,11,50
2475,07.08.2016,12,1,6,8,57
2476,08.08.2016,16,0,9,9,69
2477,09.08.2016,13,1,8,10,56
2478,10.08.2016,9,1,9,11,47
2479,11.08.2016,8,1,10,12,45
2480,12.08.2016,8,0,9,8,44
2481,13.08.2016,16,1,8,9,53
2482,14.08.2016,9,0,6,6,53
2483,15.08.2016,10,1,11,11,41
2484,16.08.2016,11,3,11,16,37
2485,17.08.2016,8,3,11,15,40
2486,18.08.2016,15,5,23,32,36
2487,19.08.2016,18,3,9,13,72
2488,20.08.2016,17,0,10,10,76
2489,21.08.2016,10,1,7,8,55
2490,22.08.2016,11,1,13,16,48
2491,23.08.2016,12,1,11,13,41
2492,24.08.2016,12,1,7,8,52
2493,25.08.2016,14,1,7,8,82
2494,26.08.2016,18,0,11,10,103
2495,27.08.2016,24,0,10,10,101
2496,28.08.2016,20,0,10,11,91
2497,29.08.2016,10,1,8,9,64
2498,30.08.2016,10,1,9,10,57
2499,31.08.2016,12,3,11,16,55
2500,01.09.2016,23,3,20,24,72
2501,02.09.2016,18,2,14,17,62
2502,03.09.2016,18,1,14,15,63
2503,04.09.2016,14,0,10,10,51
2504,05.09.2016,8,1,9,10,40
2505,06.09.2016,7,1,7,9,45
2506,07.09.2016,14,2,11,14,56
2507,08.09.2016,25,1,10,11,81
2508,09.09.2016,27,2,18,21,79
2509,10.09.2016,22,1,10,10,73
2510,11.09.2016,16,0,11,11,102
2511,12.09.2016,17,0,11,12,104
2512,13.09.2016,26,1,10,11,106
2513,14.09.2016,21,0,7,7,92
2514,15.09.2016,12,1,8,8,85
2515,16.09.2016,18,1,12,13,92
2516,17.09.2016,16,0,7,7,76
2517,18.09.2016,10,0,5,5,56
2518,19.09.2016,11,0,7,7,53
2519,20.09.2016,10,1,17,19,42
2520,21.09.2016,10,1,12,13,54
2521,22.09.2016,11,2,15,19,43
2522,23.09.2016,17,5,25,33,43
2523,24.09.2016,16,2,20,24,50
2524,25.09.2016,16,1,8,9,68
2525,26.09.2016,16,2,13,15,65
2526,27.09.2016,17,1,15,16,57
2527,28.09.2016,17,0,16,16,45
2528,29.09.2016,8,1,10,12,59
2529,30.09.2016,5,0,11,11,55
2530,01.10.2016,11,2,14,17,15
2531,02.10.2016,10,1,10,11,35
2532,03.10.2016,8,1,8,10,38
2533,04.10.2016,4,0,4,5,55
2534,05.10.2016,4,0,5,5,49
2535,06.10.2016,5,0,5,5,35
2536,07.10.2016,6,2,6,9,18
2537,08.10.2016,4,0,4,4,38
2538,09.10.2016,6,2,12,14,24
2539,10.10.2016,10,12,25,43,11
2540,11.10.2016,10,6,13,22,9
2541,12.10.2016,12,0,8,8,12
2542,13.10.2016,18,0,7,8,26
2543,14.10.2016,23,1,9,10,39
2544,15.10.2016,24,1,10,12,24
2545,16.10.2016,32,1,9,11,10
2546,17.10.2016,22,0,9,10,21
2547,18.10.2016,23,4,16,21,8
2548,19.10.2016,11,1,16,17,29
2549,20.10.2016,13,2,14,17,17
2550,21.10.2016,18,1,13,15,17
2551,22.10.2016,18,2,9,11,19
2552,23.10.2016,17,2,10,13,13
2553,24.10.2016,35,3,15,19,8
2554,25.10.2016,25,3,18,22,8
2555,26.10.2016,14,2,10,13,24
2556,27.10.2016,25,5,23,30,7
2557,28.10.2016,16,1,16,17,28
2558,29.10.2016,7,1,16,17,51
2559,30.10.2016,9,1,17,19,44
2560,31.10.2016,14,9,29,43,6
2561,01.11.2016,16,4,18,25,23
2562,02.11.2016,6,0,13,13,42
2563,03.11.2016,10,8,26,37,19
2564,04.11.2016,17,1,19,21,19
2565,05.11.2016,24,1,19,20,17
2566,06.11.2016,25,2,17,20,18
2567,07.11.2016,11,1,14,16,24
2568,08.11.2016,17,1,12,13,24
2569,09.11.2016,17,1,15,16,27
2570,10.11.2016,49,7,22,33,8
2571,11.11.2016,46,3,20,24,17
2572,12.11.2016,35,4,18,23,15
2573,13.11.2016,38,11,19,36,15
2574,14.11.2016,29,17,27,53,15
2575,15.11.2016,20,1,22,23,21
2576,16.11.2016,10,4,24,31,9
2577,17.11.2016,8,2,15,18,29
2578,18.11.2016,5,0,8,8,55
2579,19.11.2016,7,0,8,9,51
2580,20.11.2016,9,0,7,7,47
2581,21.11.2016,18,1,14,16,27
2582,22.11.2016,28,8,17,30,15
2583,23.11.2016,29,20,16,47,4
2584,24.11.2016,17,8,19,32,13
2585,25.11.2016,13,2,15,18,25
2586,26.11.2016,19,1,19,21,21
2587,27.11.2016,10,0,11,11,47
2588,28.11.2016,8,1,18,20,43
2589,29.11.2016,16,10,48,64,12
2590,30.11.2016,21,2,37,40,16
2591,01.12.2016,14,0,17,18,45
2592,02.12.2016,8,1,14,15,58
2593,03.12.2016,19,15,40,63,14
2594,04.12.2016,26,6,34,44,9
2595,05.12.2016,26,25,33,72,8
2596,06.12.2016,27,36,54,110,1
2597,07.12.2016,21,3,30,34,13
2598,08.12.2016,13,1,27,29,28
2599,09.12.2016,20,3,30,34,16
2600,10.12.2016,21,1,20,22,23
2601,11.12.2016,12,0,13,13,43
2602,12.12.2016,8,3,19,23,39
2603,13.12.2016,17,8,23,35,10
2604,14.12.2016,19,8,28,40,11
2605,15.12.2016,12,3,13,17,36
2606,16.12.2016,18,2,18,21,33
2607,17.12.2016,27,9,31,44,3
2608,18.12.2016,21,6,26,35,11
2609,19.12.2016,15,3,22,25,7
2610,20.12.2016,22,1,19,20,15
2611,21.12.2016,27,5,25,33,10
2612,22.12.2016,22,6,33,42,3
2613,23.12.2016,18,1,26,28,14
2614,24.12.2016,13,1,15,16,34
2615,25.12.2016,7,0,9,9,53
2616,26.12.2016,6,0,6,6,58
2617,27.12.2016,14,1,7,7,70
2618,28.12.2016,8,1,10,10,51
2619,29.12.2016,16,2,22,25,29
2620,30.12.2016,21,5,26,34,6
2621,31.12.2016,22,4,32,39,14
2622,01.01.2017,27,1,21,23,26
2623,02.01.2017,18,2,31,35,17
2624,03.01.2017,12,1,16,17,42
2625,04.01.2017,7,0,10,10,61
2626,05.01.2017,5,1,6,7,63
2627,06.01.2017,9,4,31,37,37
2628,07.01.2017,15,1,17,18,44
2629,08.01.2017,29,1,16,17,26
2630,09.01.2017,23,4,25,31,9
2631,10.01.2017,20,1,14,15,42
2632,11.01.2017,21,1,15,15,45
2633,12.01.2017,11,1,11,12,60
2634,13.01.2017,9,0,15,15,45
2635,14.01.2017,13,1,16,17,44
2636,15.01.2017,9,0,10,10,48
2637,16.01.2017,8,2,18,21,43
2638,17.01.2017,12,4,30,36,27
2639,18.01.2017,22,4,28,34,25
2640,19.01.2017,24,1,20,21,34
2641,20.01.2017,32,15,43,66,5
2642,21.01.2017,26,5,32,39,13
2643,22.01.2017,28,1,12,14,39
2644,23.01.2017,42,5,30,38,17
2645,24.01.2017,32,9,30,43,8
2646,25.01.2017,32,15,32,55,3
2647,26.01.2017,26,2,23,25,20
2648,27.01.2017,32,2,27,31,29
2649,28.01.2017,38,1,18,19,49
2650,29.01.2017,32,1,17,19,45
2651,30.01.2017,35,0,19,19,43
2652,31.01.2017,34,1,17,18,35
2653,01.02.2017,54,1,19,19,38
2654,02.02.2017,45,1,24,26,34
2655,03.02.2017,47,2,26,29,19
2656,04.02.2017,40,1,26,28,20
2657,05.02.2017,39,1,17,17,16
2658,06.02.2017,30,0,9,9,49
2659,07.02.2017,25,0,7,8,50
2660,08.02.2017,33,0,9,8,52
2661,09.02.2017,42,1,13,14,46
2662,10.02.2017,56,1,15,17,48
2663,11.02.2017,46,1,14,15,61
2664,12.02.2017,51,0,12,12,58
2665,13.02.2017,50,1,15,17,48
2666,14.02.2017,55,2,23,26,32
2667,15.02.2017,53,10,41,56,23
2668,16.02.2017,39,11,44,60,18
2669,17.02.2017,25,2,30,33,21
2670,18.02.2017,14,1,23,23,34
2671,19.02.2017,19,1,11,12,45
2672,20.02.2017,18,0,16,15,38
2673,21.02.2017,9,0,18,18,52
2674,22.02.2017,8,0,12,12,58
2675,23.02.2017,9,1,11,12,61
2676,24.02.2017,4,0,12,13,64
2677,25.02.2017,11,1,10,11,62
2678,26.02.2017,11,0,11,11,63
2679,27.02.2017,11,1,10,11,64
2680,28.02.2017,6,0,6,6,81
2681,01.03.2017,8,1,11,12,61
2682,02.03.2017,8,1,11,12,59
2683,03.03.2017,12,1,12,13,64
2684,04.03.2017,15,1,11,12,62
2685,05.03.2017,12,0,8,8,68
2686,06.03.2017,15,2,15,17,41
2687,07.03.2017,13,0,8,8,53
2688,08.03.2017,16,1,8,9,54
2689,09.03.2017,13,1,13,15,50
2690,10.03.2017,10,1,13,13,60
2691,11.03.2017,18,3,22,26,41
2692,12.03.2017,25,0,10,10,37
2693,13.03.2017,25,2,15,17,43
2694,14.03.2017,26,6,28,37,31
2695,15.03.2017,19,0,16,16,55
2696,16.03.2017,16,2,22,25,47
2697,17.03.2017,20,2,18,21,50
2698,18.03.2017,9,1,8,9,72
2699,19.03.2017,8,0,8,8,68
2700,20.03.2017,10,1,11,12,53
2701,21.03.2017,10,1,13,14,57
2702,22.03.2017,12,4,13,19,51
2703,23.03.2017,19,1,10,11,58
2704,24.03.2017,13,1,14,15,66
2705,25.03.2017,18,8,21,33,52
2706,26.03.2017,17,1,12,14,54
2707,27.03.2017,18,10,23,37,49
2708,28.03.2017,22,5,25,33,56
2709,29.03.2017,24,1,23,25,55
2710,30.03.2017,22,1,12,14,51
2711,31.03.2017,20,1,10,12,74
2712,01.04.2017,25,2,15,18,75
2713,02.04.2017,16,1,10,11,77
2714,03.04.2017,15,2,15,17,54
2715,04.04.2017,26,2,14,16,43
2716,05.04.2017,26,4,23,29,49
2717,06.04.2017,12,1,9,9,80
2718,07.04.2017,14,1,16,18,55
2719,08.04.2017,10,1,9,10,57
2720,09.04.2017,22,1,12,14,55
2721,10.04.2017,23,1,14,16,67
2722,11.04.2017,8,1,11,13,65
2723,12.04.2017,24,0,15,15,51
2724,13.04.2017,7,1,10,11,71
2725,14.04.2017,10,1,6,7,76
2726,15.04.2017,20,1,9,10,63
2727,16.04.2017,10,1,8,9,67
2728,17.04.2017,9,1,9,11,61
2729,18.04.2017,12,1,5,6,66
2730,19.04.2017,8,1,6,7,77
2731,20.04.2017,11,1,15,16,70
2732,21.04.2017,22,1,14,15,64
2733,22.04.2017,7,0,8,8,74
2734,23.04.2017,8,0,10,11,68
2735,24.04.2017,10,1,12,13,72
2736,25.04.2017,13,1,15,16,60
2737,26.04.2017,9,3,18,22,60
2738,27.04.2017,13,4,20,26,53
2739,28.04.2017,18,2,14,17,60
2740,29.04.2017,13,0,12,13,67
2741,30.04.2017,13,0,3,4,76
2742,01.05.2017,19,0,3,3,88
2743,02.05.2017,18,0,5,6,73
2744,03.05.2017,24,0,7,7,65
2745,04.05.2017,10,1,10,12,49
2746,05.05.2017,17,1,11,13,42
2747,06.05.2017,20,1,7,8,55
2748,07.05.2017,15,0,5,5,70
2749,08.05.2017,9,1,12,15,48
2750,09.05.2017,8,5,16,23,53
2751,10.05.2017,13,1,12,14,61
2752,11.05.2017,16,2,10,12,71
2753,12.05.2017,23,1,7,9,81
2754,13.05.2017,26,1,13,14,50
2755,14.05.2017,23,2,13,16,40
2756,15.05.2017,15,5,14,21,53
2757,16.05.2017,13,2,10,14,62
2758,17.05.2017,14,0,5,6,95
2759,18.05.2017,20,1,6,7,107
2760,19.05.2017,25,1,7,8,105
2761,20.05.2017,14,0,7,7,75
2762,21.05.2017,11,0,5,6,79
2763,22.05.2017,12,1,6,8,85
2764,23.05.2017,17,1,7,9,97
2765,24.05.2017,11,1,8,8,66
2766,25.05.2017,11,1,8,9,56
2767,26.05.2017,13,1,10,11,50
2768,27.05.2017,10,1,4,5,70
2769,28.05.2017,12,0,8,8,100
2770,29.05.2017,17,1,11,12,100
2771,30.05.2017,18,0,8,8,93
2772,31.05.2017,14,1,5,6,80
2773,01.06.2017,15,1,8,9,76
2774,02.06.2017,12,2,13,16,70
2775,03.06.2017,12,1,7,8,74
2776,04.06.2017,16,0,8,8,62
2777,05.06.2017,12,0,7,7,71
2778,06.06.2017,16,0,9,9,71
2779,07.06.2017,8,0,6,6,61
2780,08.06.2017,10,1,7,8,63
2781,09.06.2017,11,0,7,7,84
2782,10.06.2017,10,0,8,8,70
2783,11.06.2017,15,0,8,8,74
2784,12.06.2017,15,1,8,8,64
2785,13.06.2017,11,0,6,7,65
2786,14.06.2017,10,1,7,8,59
2787,15.06.2017,10,1,9,11,74
2788,16.06.2017,12,1,9,10,64
2789,17.06.2017,9,0,5,5,62
2790,18.06.2017,10,1,10,11,57
2791,19.06.2017,11,1,7,8,62
2792,20.06.2017,14,1,14,16,76
2793,21.06.2017,11,1,8,9,70
2794,22.06.2017,13,1,8,9,80
2795,23.06.2017,15,1,10,11,73
2796,24.06.2017,14,0,7,7,71
2797,25.06.2017,10,0,7,7,51
2798,26.06.2017,9,1,8,9,54
2799,27.06.2017,10,1,7,8,64
2800,28.06.2017,17,0,8,9,67
2801,29.06.2017,19,1,11,12,52
2802,30.06.2017,9,1,11,11,57
2803,01.07.2017,10,0,8,9,46
2804,02.07.2017,13,0,7,7,51
2805,03.07.2017,8,1,8,9,58
2806,04.07.2017,9,0,8,9,58
2807,05.07.2017,8,1,14,15,44
2808,06.07.2017,9,2,7,9,64
2809,07.07.2017,18,1,10,12,65
2810,08.07.2017,21,1,11,12,58
2811,09.07.2017,12,1,6,7,63
2812,10.07.2017,17,1,10,10,51
2813,11.07.2017,13,1,8,9,60
2814,12.07.2017,12,1,8,9,57
2815,13.07.2017,11,0,7,8,53
2816,14.07.2017,11,2,11,14,58
2817,15.07.2017,13,1,9,11,62
2818,16.07.2017,9,1,6,8,63
2819,17.07.2017,10,1,7,9,50
2820,18.07.2017,12,2,11,14,53
2821,19.07.2017,14,1,6,7,73
2822,20.07.2017,21,0,7,7,89
2823,21.07.2017,14,1,11,12,57
2824,22.07.2017,11,0,4,5,70
2825,23.07.2017,12,1,6,6,58
2826,24.07.2017,11,2,8,11,47
2827,25.07.2017,9,0,6,7,50
2828,26.07.2017,9,1,8,9,38
2829,27.07.2017,12,2,9,12,51
2830,28.07.2017,13,1,9,10,53
2831,29.07.2017,13,0,8,7,61
2832,30.07.2017,12,0,5,5,77
2833,31.07.2017,11,1,9,10,65
2834,01.08.2017,11,1,9,10,73
2835,02.08.2017,14,1,9,10,80
2836,03.08.2017,16,1,10,11,59
2837,04.08.2017,13,0,11,11,65
2838,05.08.2017,8,0,8,8,64
2839,06.08.2017,8,0,7,6,59
2840,07.08.2017,9,1,7,8,69
2841,08.08.2017,14,1,6,8,90
2842,09.08.2017,13,0,8,7,86
2843,10.08.2017,13,0,5,5,84
2844,11.08.2017,18,0,7,7,60
2845,12.08.2017,7,0,4,5,62
