,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2018-02-07,38,6,35,44,26,Grunewald
2018-02-08,41,7,36,46,24,Grunewald
2018-02-09,45,19,44,72,16,Grunewald
2018-02-10,45,3,28,33,17,Grunewald
2018-02-11,20,0,15,15,35,Grunewald
2018-02-12,13,1,13,13,43,Grunewald
2018-02-13,17,4,29,35,31,Grunewald
2018-02-14,26,19,45,73,21,Grunewald
2018-02-15,27,1,15,16,48,Grunewald
2018-02-16,21,1,15,15,44,Grunewald
2018-02-17,22,0,20,20,27,Grunewald
2018-02-18,12,0,12,12,40,Grunewald
2018-02-19,20,1,24,25,34,Grunewald
2018-02-20,35,2,27,29,37,Grunewald
2018-02-21,23,2,21,23,40,Grunewald
2018-02-22,18,4,22,28,41,Grunewald
2018-02-23,23,1,19,20,50,Grunewald
2018-02-24,12,0,13,13,59,Grunewald
2018-02-25,11,0,12,12,60,Grunewald
2018-02-26,14,1,16,17,59,Grunewald
2018-02-27,16,0,15,16,60,Grunewald
2018-02-28,27,1,17,18,59,Grunewald
2018-03-01,26,2,20,23,53,Grunewald
2018-03-02,43,2,24,28,49,Grunewald
2018-03-03,41,1,21,22,50,Grunewald
2018-03-04,50,1,20,21,68,Grunewald
2018-03-05,49,1,37,38,47,Grunewald
2018-03-06,45,5,45,52,29,Grunewald
2018-03-07,33,1,18,19,33,Grunewald
2018-03-08,22,1,20,21,38,Grunewald
2018-03-09,15,1,11,13,56,Grunewald
2018-03-10,24,14,37,58,10,Grunewald
2018-03-11,16,5,26,33,31,Grunewald
2018-03-12,24,4,28,34,25,Grunewald
2018-03-13,10,0,7,7,50,Grunewald
2018-03-14,12,0,8,8,50,Grunewald
2018-03-15,21,0,16,16,49,Grunewald
2018-03-16,19,1,11,12,57,Grunewald
2018-03-17,14,0,7,7,71,Grunewald
2018-03-18,15,1,7,7,76,Grunewald
2018-03-19,14,1,18,19,63,Grunewald
2018-03-20,14,2,22,24,46,Grunewald
2018-03-21,9,0,9,9,58,Grunewald
2018-03-22,20,0,16,16,44,Grunewald
2018-03-23,17,1,25,26,31,Grunewald
2018-03-24,20,0,14,15,44,Grunewald
2018-03-25,31,3,19,23,52,Grunewald
2018-03-26,23,1,9,10,54,Grunewald
2018-03-27,12,1,12,13,60,Grunewald
2018-03-28,26,1,21,22,41,Grunewald
2018-03-29,13,0,8,9,58,Grunewald
2018-03-30,18,1,13,14,55,Grunewald
2018-03-31,23,1,14,16,53,Grunewald
2018-04-01,9,0,4,4,74,Grunewald
2018-04-02,24,0,8,9,85,Grunewald
2018-04-03,14,1,16,17,59,Grunewald
2018-04-04,16,1,18,19,63,Grunewald
2018-04-05,8,0,7,8,71,Grunewald
2018-04-06,11,0,11,11,69,Grunewald
2018-04-07,17,0,16,16,75,Grunewald
2018-04-08,19,1,7,9,79,Grunewald
2018-04-09,23,2,19,23,70,Grunewald
2018-04-10,33,1,19,19,82,Grunewald
2018-04-11,36,1,15,15,66,Grunewald
2018-04-12,35,1,14,15,78,Grunewald
2018-04-13,32,1,16,18,62,Grunewald
2018-04-14,25,1,7,8,60,Grunewald
2018-04-15,20,1,12,13,62,Grunewald
2018-04-16,26,1,10,12,34,Grunewald
2018-04-17,22,0,7,7,59,Grunewald
2018-04-18,22,5,17,24,68,Grunewald
2018-04-19,23,1,22,23,63,Grunewald
2018-04-20,19,3,18,23,67,Grunewald
2018-04-21,19,0,7,7,84,Grunewald
2018-04-22,17,0,13,13,70,Grunewald
2018-04-23,17,0,8,8,75,Grunewald
2018-04-24,15,0,12,12,51,Grunewald
2018-04-25,16,1,10,11,49,Grunewald
2018-04-26,8,0,8,7,60,Grunewald
2018-04-27,12,1,12,13,53,Grunewald
2018-04-28,15,0,12,12,63,Grunewald
2018-04-29,17,0,9,8,77,Grunewald
2018-04-30,20,0,10,9,74,Grunewald
2018-05-01,11,0,4,5,70,Grunewald
2018-05-02,14,2,13,16,48,Grunewald
2018-05-03,18,0,10,10,66,Grunewald
2018-05-04,10,0,10,10,77,Grunewald
2018-05-05,12,1,8,9,77,Grunewald
2018-05-06,13,1,8,9,67,Grunewald
2018-05-07,17,0,13,13,64,Grunewald
2018-05-08,22,0,14,13,73,Grunewald
2018-05-09,27,0,14,15,73,Grunewald
2018-05-10,27,0,8,8,75,Grunewald
2018-05-11,20,0,6,7,47,Grunewald
2018-05-12,23,2,9,13,56,Grunewald
2018-05-13,23,0,10,10,87,Grunewald
2018-05-14,25,0,10,11,90,Grunewald
2018-05-15,22,1,16,17,63,Grunewald
2018-05-16,25,1,16,17,53,Grunewald
2018-05-17,25,0,8,9,63,Grunewald
2018-05-18,18,0,4,4,56,Grunewald
2018-05-19,19,0,8,8,65,Grunewald
2018-05-20,11,0,7,7,74,Grunewald
2018-05-21,13,0,9,9,80,Grunewald
2018-05-22,15,0,11,11,87,Grunewald
2018-05-23,15,0,11,11,86,Grunewald
2018-05-24,18,0,9,9,100,Grunewald
2018-05-25,20,0,10,10,92,Grunewald
2018-05-26,16,0,11,11,83,Grunewald
2018-05-27,22,0,9,10,75,Grunewald
2018-05-28,25,0,13,13,97,Grunewald
2018-05-29,25,0,11,11,115,Grunewald
2018-05-30,38,0,13,12,96,Grunewald
2018-05-31,26,0,14,14,91,Grunewald
2018-06-01,26,0,12,12,97,Grunewald
2018-06-02,28,0,8,8,66,Grunewald
2018-06-03,20,0,7,8,61,Grunewald
2018-06-04,17,1,9,12,73,Grunewald
2018-06-05,21,0,7,7,78,Grunewald
2018-06-06,14,0,9,9,85,Grunewald
2018-06-07,16,0,9,9,93,Grunewald
2018-06-08,14,0,18,18,96,Grunewald
2018-06-09,16,0,11,11,107,Grunewald
2018-06-10,23,0,10,11,63,Grunewald
2018-06-11,18,0,8,8,69,Grunewald
2018-06-12,11,0,5,6,67,Grunewald
2018-06-13,7,0,4,5,56,Grunewald
2018-06-14,9,0,5,4,76,Grunewald
2018-06-15,14,0,8,8,68,Grunewald
2018-06-16,15,0,13,13,68,Grunewald
2018-06-17,16,0,9,9,79,Grunewald
2018-06-18,12,0,5,6,68,Grunewald
2018-06-19,12,0,6,7,70,Grunewald
2018-06-20,14,0,7,7,60,Grunewald
2018-06-21,10,1,8,9,61,Grunewald
2018-06-22,6,0,3,3,62,Grunewald
2018-06-23,5,0,4,3,58,Grunewald
2018-06-24,7,0,4,3,40,Grunewald
2018-06-25,12,0,7,8,42,Grunewald
2018-06-26,10,0,9,10,45,Grunewald
2018-06-27,7,1,12,13,60,Grunewald
2018-06-28,10,0,13,13,72,Grunewald
2018-06-29,9,0,12,12,80,Grunewald
2018-06-30,5,0,6,6,61,Grunewald
2018-07-01,5,0,5,6,62,Grunewald
2018-07-02,6,0,7,7,62,Grunewald
2018-07-03,8,1,7,8,79,Grunewald
2018-07-04,13,0,10,10,108,Grunewald
2018-07-05,15,0,10,10,107,Grunewald
2018-07-06,9,0,3,3,69,Grunewald
2018-07-07,9,0,3,3,75,Grunewald
2018-07-08,9,1,5,6,65,Grunewald
2018-07-09,10,0,5,6,62,Grunewald
2018-07-10,9,0,9,10,54,Grunewald
2018-07-11,7,0,10,11,61,Grunewald
2018-07-12,10,1,8,10,39,Grunewald
2018-07-13,15,1,12,14,49,Grunewald
2018-07-14,12,1,11,12,50,Grunewald
2018-07-15,7,2,14,17,44,Grunewald
2018-07-16,10,3,17,23,56,Grunewald
2018-07-17,13,3,18,23,55,Grunewald
2018-07-18,15,0,13,13,79,Grunewald
2018-07-19,11,0,10,10,72,Grunewald
2018-07-20,12,1,11,12,75,Grunewald
2018-07-21,11,1,14,14,74,Grunewald
2018-07-22,15,1,11,13,90,Grunewald
2018-07-23,12,0,6,6,77,Grunewald
2018-07-24,10,0,11,11,56,Grunewald
2018-07-25,12,1,14,14,57,Grunewald
2018-07-26,12,1,13,14,74,Grunewald
2018-07-27,14,0,11,11,76,Grunewald
2018-07-28,13,0,9,9,83,Grunewald
2018-07-29,12,1,10,11,72,Grunewald
2018-07-30,11,2,26,28,70,Grunewald
2018-07-31,13,3,31,35,75,Grunewald
2018-08-01,13,1,19,21,78,Grunewald
2018-08-02,10,0,9,9,100,Grunewald
2018-08-03,13,0,16,16,106,Grunewald
2018-08-04,13,0,12,12,110,Grunewald
2018-08-05,7,1,4,5,69,Grunewald
2018-08-06,8,1,9,10,64,Grunewald
2018-08-07,13,1,18,19,91,Grunewald
2018-08-08,16,0,14,15,89,Grunewald
2018-08-09,17,0,11,11,107,Grunewald
2018-08-10,7,0,10,11,60,Grunewald
2018-08-11,8,1,15,17,58,Grunewald
2018-08-12,6,0,11,12,72,Grunewald
2018-08-13,10,1,24,25,67,Grunewald
2018-08-14,9,0,7,7,62,Grunewald
2018-08-15,,0,5,5,66,Grunewald
2018-08-16,17,1,13,14,65,Grunewald
2018-08-17,20,1,13,14,90,Grunewald
2018-08-18,12,0,5,6,78,Grunewald
2018-08-19,17,0,9,9,88,Grunewald
2018-08-20,16,0,9,9,50,Grunewald
2018-08-21,10,0,4,5,62,Grunewald
2018-08-22,16,2,19,22,63,Grunewald
2018-08-23,21,2,20,23,86,Grunewald
2018-08-24,19,0,8,8,65,Grunewald
2018-08-25,13,0,8,8,52,Grunewald
2018-08-26,7,0,6,7,58,Grunewald
2018-08-27,13,1,14,15,56,Grunewald
2018-08-28,14,0,8,8,53,Grunewald
2018-08-29,20,1,18,19,67,Grunewald
2018-08-30,17,0,10,10,61,Grunewald
2018-08-31,9,0,7,7,48,Grunewald
2018-09-01,11,0,12,13,52,Grunewald
2018-09-02,13,0,12,12,55,Grunewald
2018-09-03,20,0,12,12,84,Grunewald
2018-09-04,16,0,16,16,67,Grunewald
2018-09-05,20,1,13,13,65,Grunewald
2018-09-06,21,1,13,14,75,Grunewald
2018-09-07,16,0,9,10,70,Grunewald
2018-09-08,9,0,7,8,60,Grunewald
2018-09-09,13,0,15,15,68,Grunewald
2018-09-10,16,2,17,20,60,Grunewald
2018-09-11,16,0,13,14,57,Grunewald
2018-09-12,15,0,10,11,58,Grunewald
2018-09-13,8,1,15,16,38,Grunewald
2018-09-14,12,0,12,12,31,Grunewald
2018-09-15,12,1,8,9,48,Grunewald
2018-09-16,10,2,11,14,36,Grunewald
2018-09-17,14,2,19,23,56,Grunewald
2018-09-18,28,2,29,32,63,Grunewald
2018-09-19,29,0,16,16,75,Grunewald
2018-09-20,31,0,12,12,68,Grunewald
2018-09-21,34,1,16,17,58,Grunewald
2018-09-22,8,0,6,6,51,Grunewald
2018-09-23,7,0,8,8,47,Grunewald
2018-09-24,7,0,5,5,59,Grunewald
2018-09-25,6,1,6,7,54,Grunewald
2018-09-26,9,7,21,31,40,Grunewald
2018-09-27,11,1,20,22,38,Grunewald
2018-09-28,12,2,14,17,40,Grunewald
2018-09-29,9,1,11,12,38,Grunewald
2018-09-30,11,1,18,20,37,Grunewald
2018-10-01,11,1,11,12,34,Grunewald
2018-10-02,7,0,8,8,42,Grunewald
2018-10-03,9,0,4,4,64,Grunewald
2018-10-04,9,4,12,19,35,Grunewald
2018-10-05,13,10,28,43,23,Grunewald
2018-10-06,17,10,30,45,25,Grunewald
2018-10-07,10,3,16,20,36,Grunewald
2018-10-08,9,12,28,46,18,Grunewald
2018-10-09,17,21,26,59,12,Grunewald
2018-10-10,27,20,27,58,31,Grunewald
2018-10-11,37,2,36,39,43,Grunewald
2018-10-12,31,6,38,47,34,Grunewald
2018-10-13,34,7,39,49,32,Grunewald
2018-10-14,35,1,21,22,61,Grunewald
2018-10-15,35,1,32,34,43,Grunewald
2018-10-16,38,6,46,54,24,Grunewald
2018-10-17,43,17,43,68,21,Grunewald
2018-10-18,36,6,22,30,22,Grunewald
2018-10-19,9,1,9,11,43,Grunewald
2018-10-20,16,0,6,7,39,Grunewald
2018-10-21,13,2,13,15,28,Grunewald
2018-10-22,11,6,17,27,23,Grunewald
2018-10-23,8,0,7,7,47,Grunewald
2018-10-24,9,0,4,5,66,Grunewald
2018-10-25,7,0,4,4,59,Grunewald
2018-10-26,12,0,11,12,41,Grunewald
2018-10-27,7,0,5,6,50,Grunewald
2018-10-28,6,0,8,8,37,Grunewald
2018-10-29,10,0,12,12,27,Grunewald
2018-10-30,21,1,15,17,31,Grunewald
2018-10-31,9,8,20,32,34,Grunewald
2018-11-01,21,25,37,75,6,Grunewald
2018-11-02,12,8,20,32,15,Grunewald
2018-11-03,16,4,21,27,12,Grunewald
2018-11-04,31,3,19,23,10,Grunewald
2018-11-05,37,12,28,46,12,Grunewald
2018-11-06,28,13,30,50,14,Grunewald
2018-11-07,30,19,26,54,5,Grunewald
2018-11-08,21,24,18,55,6,Grunewald
2018-11-09,25,14,22,43,4,Grunewald
2018-11-10,26,6,20,29,6,Grunewald
2018-11-11,24,7,19,30,4,Grunewald
2018-11-12,16,11,24,42,7,Grunewald
2018-11-13,12,9,18,31,19,Grunewald
2018-11-14,18,19,15,45,24,Grunewald
2018-11-15,21,24,26,63,10,Grunewald
2018-11-16,20,2,19,22,25,Grunewald
2018-11-17,28,3,25,30,11,Grunewald
2018-11-18,25,4,20,26,15,Grunewald
2018-11-19,10,0,14,15,32,Grunewald
2018-11-20,21,0,13,13,38,Grunewald
2018-11-21,30,1,19,20,24,Grunewald
2018-11-22,29,0,16,16,32,Grunewald
2018-11-23,34,8,10,18,5,Grunewald
2018-11-24,36,25,27,65,1,Grunewald
2018-11-25,35,18,18,46,1,Grunewald
2018-11-26,23,1,16,18,11,Grunewald
2018-11-27,22,22,33,66,1,Grunewald
2018-11-28,16,6,27,35,13,Grunewald
2018-11-29,27,1,17,18,18,Grunewald
2018-11-30,24,0,17,17,15,Grunewald
2018-12-01,24,10,24,39,5,Grunewald
2018-12-02,11,0,13,13,23,Grunewald
2018-12-03,8,2,16,19,27,Grunewald
2018-12-04,8,0,7,7,55,Grunewald
2018-12-05,12,7,26,37,20,Grunewald
2018-12-06,12,1,22,24,17,Grunewald
2018-12-07,8,0,10,11,35,Grunewald
2018-12-08,5,0,4,5,59,Grunewald
2018-12-09,5,0,3,3,63,Grunewald
2018-12-10,6,0,3,3,68,Grunewald
2018-12-11,6,0,7,8,32,Grunewald
2018-12-12,10,2,18,21,14,Grunewald
2018-12-13,18,3,22,27,9,Grunewald
2018-12-14,20,1,21,23,20,Grunewald
2018-12-15,18,1,20,22,16,Grunewald
2018-12-16,22,0,13,13,25,Grunewald
2018-12-17,24,13,26,46,5,Grunewald
2018-12-18,18,13,30,50,4,Grunewald
2018-12-19,19,1,24,26,13,Grunewald
2018-12-20,22,18,27,54,5,Grunewald
2018-12-21,8,1,14,16,33,Grunewald
2018-12-22,6,0,8,9,44,Grunewald
2018-12-23,10,0,7,8,40,Grunewald
2018-12-24,7,0,4,4,43,Grunewald
2018-12-25,7,0,4,4,48,Grunewald
2018-12-26,14,0,6,6,37,Grunewald
2018-12-27,15,0,11,11,30,Grunewald
2018-12-28,13,0,9,10,36,Grunewald
2018-12-29,17,1,24,25,18,Grunewald
2018-12-30,7,0,4,4,61,Grunewald
2018-12-31,14,0,4,5,40,Grunewald
2019-01-01,12,0,2,3,64,Grunewald
2019-01-02,8,0,3,3,67,Grunewald
2019-01-03,7,0,10,10,43,Grunewald
2019-01-04,11,0,8,9,42,Grunewald
2019-01-05,6,0,6,7,52,Grunewald
2019-01-06,9,1,8,9,37,Grunewald
2019-01-07,10,5,13,21,24,Grunewald
2019-01-08,6,0,6,6,56,Grunewald
2019-01-09,3,0,5,5,57,Grunewald
2019-01-10,5,0,6,7,58,Grunewald
2019-01-11,11,0,10,10,42,Grunewald
2019-01-12,12,0,4,4,62,Grunewald
2019-01-13,5,0,2,3,64,Grunewald
2019-01-14,9,0,3,2,73,Grunewald
2019-01-15,11,0,8,7,55,Grunewald
2019-01-16,12,1,8,9,47,Grunewald
2019-01-17,8,0,8,7,52,Grunewald
2019-01-18,6,0,6,6,59,Grunewald
2019-01-19,17,5,22,29,27,Grunewald
2019-01-20,31,10,37,52,9,Grunewald
2019-01-21,30,1,22,23,24,Grunewald
2019-01-22,37,5,32,40,15,Grunewald
2019-01-23,49,3,,30,29,Grunewald
2019-01-24,31,0,,17,43,Grunewald
2019-01-25,30,0,15,16,34,Grunewald
2019-01-26,17,5,22,30,18,Grunewald
2019-01-27,8,0,12,12,35,Grunewald
2019-01-28,7,0,13,13,36,Grunewald
2019-01-29,11,1,13,14,36,Grunewald
2019-01-30,19,1,25,26,31,Grunewald
2019-01-31,24,4,29,36,20,Grunewald
2019-02-01,37,2,33,36,16,Grunewald
2019-02-02,44,1,20,22,13,Grunewald
2019-02-03,23,0,6,7,35,Grunewald
2019-02-04,14,1,13,14,36,Grunewald
2019-02-05,14,0,13,13,42,Grunewald
2019-02-06,17,1,18,20,32,Grunewald
2019-02-07,15,0,24,24,30,Grunewald
2019-02-08,13,0,12,12,45,Grunewald
2019-02-09,7,0,5,5,65,Grunewald
2019-02-10,6,0,7,8,56,Grunewald
2019-02-11,6,0,3,4,64,Grunewald
2019-02-12,8,0,4,5,67,Grunewald
2019-02-13,25,1,15,16,33,Grunewald
2019-02-14,19,0,14,15,38,Grunewald
2019-02-15,13,10,33,48,18,Grunewald
2019-02-16,13,10,26,41,31,Grunewald
2019-02-17,22,14,41,63,13,Grunewald
2019-02-18,23,27,41,82,15,Grunewald
2019-02-19,19,4,21,27,42,Grunewald
2019-02-20,15,1,9,10,58,Grunewald
2019-02-21,22,0,10,11,48,Grunewald
2019-02-22,9,1,13,14,52,Grunewald
2019-02-23,15,0,18,19,46,Grunewald
2019-02-24,17,2,25,28,36,Grunewald
2019-02-25,22,1,17,18,37,Grunewald
2019-02-26,35,1,19,19,31,Grunewald
2019-02-27,29,10,20,35,34,Grunewald
2019-02-28,37,1,20,20,41,Grunewald
2019-03-01,30,0,10,10,41,Grunewald
2019-03-02,16,0,13,13,46,Grunewald
2019-03-03,13,1,6,8,50,Grunewald
2019-03-04,8,0,7,7,69,Grunewald
2019-03-05,9,0,6,6,66,Grunewald
2019-03-06,12,3,17,22,44,Grunewald
2019-03-07,8,1,16,16,53,Grunewald
2019-03-08,7,0,4,4,76,Grunewald
2019-03-09,8,0,6,6,71,Grunewald
2019-03-10,7,1,6,7,75,Grunewald
2019-03-11,7,1,5,6,69,Grunewald
2019-03-12,10,1,6,6,70,Grunewald
2019-03-13,6,1,4,5,76,Grunewald
2019-03-14,6,0,6,7,68,Grunewald
2019-03-15,7,0,5,5,76,Grunewald
2019-03-16,9,0,6,6,71,Grunewald
2019-03-17,6,0,3,4,72,Grunewald
2019-03-18,7,0,4,4,75,Grunewald
2019-03-19,9,0,4,5,69,Grunewald
2019-03-20,14,2,10,13,59,Grunewald
2019-03-21,22,0,9,10,46,Grunewald
2019-03-22,25,2,21,24,18,Grunewald
2019-03-23,31,2,12,15,35,Grunewald
2019-03-24,14,0,8,8,59,Grunewald
2019-03-25,8,0,6,7,67,Grunewald
2019-03-26,8,0,4,4,68,Grunewald
2019-03-27,10,0,3,4,63,Grunewald
2019-03-28,12,0,5,6,49,Grunewald
2019-03-29,16,1,11,12,38,Grunewald
2019-03-30,17,5,16,24,47,Grunewald
2019-03-31,17,0,8,8,70,Grunewald
2019-04-01,9,1,12,13,68,Grunewald
2019-04-02,23,0,14,15,74,Grunewald
2019-04-03,37,1,23,25,72,Grunewald
2019-04-04,33,0,16,16,85,Grunewald
2019-04-05,35,1,18,19,41,Grunewald
2019-04-06,39,2,19,22,76,Grunewald
2019-04-07,36,1,14,15,86,Grunewald
2019-04-08,32,1,17,18,86,Grunewald
2019-04-09,21,1,10,11,86,Grunewald
2019-04-10,19,1,14,15,71,Grunewald
2019-04-11,10,1,11,11,72,Grunewald
2019-04-12,12,0,10,10,68,Grunewald
2019-04-13,20,0,10,10,71,Grunewald
2019-04-14,19,0,10,10,64,Grunewald
2019-04-15,18,1,15,16,75,Grunewald
2019-04-16,22,1,15,15,82,Grunewald
2019-04-17,27,1,16,18,77,Grunewald
2019-04-18,26,3,21,25,80,Grunewald
2019-04-19,26,0,12,12,104,Grunewald
2019-04-20,19,1,14,15,90,Grunewald
2019-04-21,16,0,13,13,89,Grunewald
2019-04-22,19,0,8,8,98,Grunewald
2019-04-23,35,0,7,7,103,Grunewald
2019-04-24,30,1,7,8,83,Grunewald
2019-04-25,15,1,10,11,88,Grunewald
2019-04-26,24,1,12,13,90,Grunewald
2019-04-27,14,0,5,5,67,Grunewald
2019-04-28,8,0,5,6,62,Grunewald
2019-04-29,16,1,8,10,60,Grunewald
2019-04-30,11,1,10,11,84,Grunewald
2019-05-01,21,1,5,6,76,Grunewald
2019-05-02,17,0,5,4,79,Grunewald
2019-05-03,10,0,4,3,85,Grunewald
2019-05-04,8,0,4,4,71,Grunewald
2019-05-05,8,0,5,6,67,Grunewald
2019-05-06,11,0,4,4,76,Grunewald
2019-05-07,10,0,5,5,67,Grunewald
2019-05-08,14,2,15,18,72,Grunewald
2019-05-09,8,0,10,10,70,Grunewald
2019-05-10,10,0,10,10,58,Grunewald
2019-05-11,11,0,9,9,57,Grunewald
2019-05-12,9,0,5,5,71,Grunewald
2019-05-13,9,0,7,8,65,Grunewald
2019-05-14,8,0,6,7,63,Grunewald
2019-05-15,7,0,7,8,71,Grunewald
2019-05-16,11,0,13,13,40,Grunewald
2019-05-17,15,2,16,18,48,Grunewald
2019-05-18,16,1,12,14,63,Grunewald
2019-05-19,18,2,16,19,68,Grunewald
2019-05-20,18,1,13,15,43,Grunewald
2019-05-21,17,2,13,15,57,Grunewald
2019-05-22,13,1,4,5,64,Grunewald
2019-05-23,10,1,8,9,66,Grunewald
2019-05-24,13,1,16,18,76,Grunewald
2019-05-25,8,0,6,7,67,Grunewald
2019-05-26,11,1,12,13,59,Grunewald
2019-05-27,11,1,13,15,49,Grunewald
2019-05-28,11,1,9,10,63,Grunewald
2019-05-29,8,0,6,6,78,Grunewald
2019-05-30,9,0,10,10,68,Grunewald
2019-05-31,16,1,9,10,47,Grunewald
2019-06-01,19,2,11,14,51,Grunewald
2019-06-02,,1,16,18,61,Grunewald
2019-06-03,,1,18,20,76,Grunewald
2019-06-04,21,0,16,16,87,Grunewald
2019-06-05,23,1,15,16,91,Grunewald
2019-06-06,21,0,8,8,87,Grunewald
2019-06-07,14,0,9,10,74,Grunewald
2019-06-08,12,0,7,8,76,Grunewald
2019-06-09,,0,8,9,71,Grunewald
2019-06-10,,0,11,12,80,Grunewald
2019-06-11,,0,9,10,83,Grunewald
2019-06-12,20,0,10,10,75,Grunewald
2019-06-13,12,1,13,14,54,Grunewald
2019-06-14,13,1,18,19,73,Grunewald
2019-06-15,24,0,9,9,107,Grunewald
2019-06-16,8,0,7,7,86,Grunewald
2019-06-17,15,1,15,16,74,Grunewald
2019-06-18,15,1,19,20,72,Grunewald
2019-06-19,19,0,16,17,93,Grunewald
2019-06-20,13,0,10,10,74,Grunewald
2019-06-21,14,0,7,7,69,Grunewald
2019-06-22,13,0,8,8,77,Grunewald
2019-06-23,10,0,5,5,91,Grunewald
2019-06-24,12,0,11,12,83,Grunewald
2019-06-25,27,0,14,14,98,Grunewald
2019-06-26,41,1,16,17,114,Grunewald
2019-06-27,14,0,3,3,82,Grunewald
2019-06-28,14,0,5,5,69,Grunewald
2019-06-29,14,0,7,7,78,Grunewald
2019-06-30,18,0,11,11,106,Grunewald
2019-07-01,17,0,4,4,91,Grunewald
2019-07-02,14,0,2,2,70,Grunewald
2019-07-03,11,0,3,4,66,Grunewald
2019-07-04,12,0,2,2,69,Grunewald
2019-07-05,12,0,3,2,66,Grunewald
2019-07-06,12,1,5,6,55,Grunewald
2019-07-07,11,0,5,5,59,Grunewald
2019-07-08,6,0,6,6,61,Grunewald
2019-07-09,6,1,8,9,55,Grunewald
2019-07-10,9,1,7,8,54,Grunewald
2019-07-11,12,1,9,10,69,Grunewald
2019-07-12,12,0,11,11,48,Grunewald
2019-07-13,13,2,8,11,52,Grunewald
2019-07-14,16,0,8,8,49,Grunewald
2019-07-15,11,0,8,9,53,Grunewald
2019-07-16,8,1,6,7,49,Grunewald
2019-07-17,13,0,10,10,52,Grunewald
2019-07-18,13,2,18,21,55,Grunewald
2019-07-19,15,1,16,17,66,Grunewald
2019-07-20,13,1,10,12,64,Grunewald
2019-07-21,15,1,11,12,55,Grunewald
2019-07-22,14,2,16,19,51,Grunewald
2019-07-23,16,3,18,23,48,Grunewald
2019-07-24,13,6,23,32,56,Grunewald
2019-07-25,16,4,17,23,63,Grunewald
2019-07-26,14,1,10,11,69,Grunewald
2019-07-27,19,0,6,7,81,Grunewald
2019-07-28,18,0,8,8,97,Grunewald
2019-07-29,22,1,16,16,79,Grunewald
2019-07-30,25,0,8,8,51,Grunewald
2019-07-31,17,3,9,12,46,Grunewald
2019-08-01,12,0,12,13,49,Grunewald
2019-08-02,12,4,17,23,34,Grunewald
2019-08-03,12,8,13,25,42,Grunewald
2019-08-04,11,3,12,16,48,Grunewald
2019-08-05,13,4,20,26,43,Grunewald
2019-08-06,15,1,16,17,63,Grunewald
2019-08-07,15,3,17,22,50,Grunewald
2019-08-08,13,1,10,11,64,Grunewald
2019-08-09,13,1,14,15,62,Grunewald
2019-08-10,13,0,9,10,62,Grunewald
2019-08-11,12,0,9,10,65,Grunewald
2019-08-12,24,0,7,7,72,Grunewald
2019-08-13,10,0,5,5,76,Grunewald
2019-08-14,10,0,6,5,72,Grunewald
2019-08-15,12,1,14,16,57,Grunewald
2019-08-16,11,0,5,5,53,Grunewald
2019-08-17,12,0,12,12,56,Grunewald
2019-08-18,8,0,8,8,38,Grunewald
2019-08-19,10,2,11,13,44,Grunewald
2019-08-20,11,3,18,22,48,Grunewald
2019-08-21,10,1,12,13,60,Grunewald
2019-08-22,13,5,27,35,58,Grunewald
2019-08-23,16,2,19,22,68,Grunewald
2019-08-24,19,1,15,16,77,Grunewald
2019-08-25,18,1,9,10,90,Grunewald
2019-08-26,24,0,19,19,71,Grunewald
2019-08-27,23,2,17,21,66,Grunewald
2019-08-28,22,1,13,14,83,Grunewald
2019-08-29,18,1,11,12,83,Grunewald
2019-08-30,19,0,15,15,90,Grunewald
2019-08-31,23,0,13,13,91,Grunewald
2019-09-01,19,0,6,6,90,Grunewald
2019-09-02,10,0,4,4,67,Grunewald
2019-09-03,13,2,12,14,55,Grunewald
2019-09-04,18,0,11,11,71,Grunewald
2019-09-05,12,0,4,4,63,Grunewald
2019-09-06,11,0,9,9,56,Grunewald
2019-09-07,15,1,17,19,43,Grunewald
2019-09-08,10,0,10,10,47,Grunewald
2019-09-09,7,1,10,12,49,Grunewald
2019-09-10,10,0,10,9,65,Grunewald
2019-09-11,11,6,25,34,45,Grunewald
2019-09-12,10,2,15,17,35,Grunewald
2019-09-13,11,7,16,27,32,Grunewald
2019-09-14,10,1,11,13,41,Grunewald
2019-09-15,11,2,14,17,53,Grunewald
2019-09-16,13,0,7,7,49,Grunewald
2019-09-17,10,0,6,6,51,Grunewald
2019-09-18,10,0,5,5,57,Grunewald
2019-09-19,8,0,6,7,50,Grunewald
2019-09-20,9,0,9,9,39,Grunewald
2019-09-21,10,4,17,23,35,Grunewald
2019-09-22,15,1,19,21,42,Grunewald
2019-09-23,19,2,23,26,47,Grunewald
2019-09-24,19,2,18,20,32,Grunewald
2019-09-25,15,3,16,21,15,Grunewald
2019-09-26,10,9,17,31,15,Grunewald
2019-09-27,8,2,12,16,22,Grunewald
2019-09-28,10,1,12,14,24,Grunewald
2019-09-29,9,1,10,11,30,Grunewald
2019-09-30,6,1,5,6,51,Grunewald
2019-10-01,9,0,12,12,27,Grunewald
2019-10-02,6,0,6,6,45,Grunewald
2019-10-03,6,1,4,5,31,Grunewald
2019-10-04,9,6,12,20,17,Grunewald
