,date,PM10,NOx,NO_2,NOx
3162,25.06.2018,23,60,48,140
3163,26.06.2018,19,48,41,114
3164,27.06.2018,13,8,25,38
3165,28.06.2018,19,11,29,46
3166,29.06.2018,17,29,48,93
3167,30.06.2018,10,4,16,22
3168,01.07.2018,8,4,14,21
3169,02.07.2018,14,32,49,97
3170,03.07.2018,23,52,74,152
3171,04.07.2018,27,46,93,163
3172,05.07.2018,29,45,86,154
3173,06.07.2018,20,41,44,105
3174,07.07.2018,20,20,28,58
3175,08.07.2018,18,15,27,50
3176,09.07.2018,21,41,43,105
3177,10.07.2018,20,28,31,74
3178,11.07.2018,16,36,47,103
3179,12.07.2018,17,39,47,107
3180,13.07.2018,25,51,58,135
3181,14.07.2018,19,22,30,64
3182,15.07.2018,13,15,33,57
3183,16.07.2018,21,27,50,90
3184,17.07.2018,22,34,50,102
3185,18.07.2018,25,29,46,91
3186,19.07.2018,21,26,46,86
3187,20.07.2018,24,43,68,133
3188,21.07.2018,22,7,29,40
3189,22.07.2018,25,12,47,66
3190,23.07.2018,,,,
3191,24.07.2018,,,,
3192,25.07.2018,20,19,36,65
3193,26.07.2018,22,10,31,46
3194,27.07.2018,23,6,22,30
3195,28.07.2018,20,6,22,31
3196,29.07.2018,17,10,25,40
3197,30.07.2018,18,3,19,23
3198,31.07.2018,23,5,29,37
3199,01.08.2018,25,25,55,94
3200,02.08.2018,17,14,38,60
3201,03.08.2018,19,7,35,45
3202,04.08.2018,21,11,43,60
3203,05.08.2018,12,15,27,50
3204,06.08.2018,16,34,46,98
3205,07.08.2018,21,10,34,50
3206,08.08.2018,31,16,58,82
3207,09.08.2018,30,7,26,37
3208,10.08.2018,16,33,47,97
3209,11.08.2018,15,19,33,62
3210,12.08.2018,13,18,42,70
3211,13.08.2018,21,32,61,109
3212,14.08.2018,16,41,43,105
3213,15.08.2018,15,47,53,125
3214,16.08.2018,23,27,37,78
3215,17.08.2018,25,19,46,74
3216,18.08.2018,18,25,48,86
3217,19.08.2018,22,21,62,93
3218,20.08.2018,22,52,52,131
3219,21.08.2018,15,46,50,121
3220,22.08.2018,23,20,47,77
3221,23.08.2018,35,27,64,104
3222,24.08.2018,32,45,51,120
3223,25.08.2018,22,26,35,74
3224,26.08.2018,11,19,31,60
3225,27.08.2018,,29,41,85
3226,28.08.2018,,57,54,142
3227,29.08.2018,23,5,22,29
3228,30.08.2018,25,44,52,119
3229,31.08.2018,15,56,52,137
3230,01.09.2018,17,24,39,76
3231,02.09.2018,15,3,18,23
3232,03.09.2018,22,5,23,31
3233,04.09.2018,20,18,40,67
3234,05.09.2018,22,13,32,52
3235,06.09.2018,27,5,19,27
3236,07.09.2018,26,61,64,158
3237,08.09.2018,16,30,49,94
3238,09.09.2018,19,20,50,82
3239,10.09.2018,27,59,73,164
3240,11.09.2018,24,45,54,123
3241,12.09.2018,21,44,49,116
3242,13.09.2018,11,16,29,53
3243,14.09.2018,20,61,51,145
3244,15.09.2018,17,27,37,78
3245,16.09.2018,17,20,38,68
3246,17.09.2018,29,70,75,182
3247,18.09.2018,43,37,75,132
3248,19.09.2018,45,44,77,144
3249,20.09.2018,44,63,76,172
3250,21.09.2018,48,30,47,92
3251,22.09.2018,13,23,29,65
3252,23.09.2018,10,13,21,41
3253,24.09.2018,11,41,38,101
3254,25.09.2018,14,63,56,152
3255,26.09.2018,17,50,49,126
3256,27.09.2018,20,55,54,138
3257,28.09.2018,18,54,50,132
3258,29.09.2018,16,51,49,128
3259,30.09.2018,21,39,46,105
3260,01.10.2018,22,86,60,192
3261,02.10.2018,12,53,38,119
3262,03.10.2018,13,17,22,48
3263,04.10.2018,17,67,49,151
3264,05.10.2018,24,49,48,123
3265,06.10.2018,28,27,51,92
3266,07.10.2018,16,27,42,83
3267,08.10.2018,17,53,50,131
3268,09.10.2018,35,106,60,222
3269,10.10.2018,35,40,29,90
3270,11.10.2018,44,3,23,28
3271,12.10.2018,45,51,65,142
3272,13.10.2018,41,10,29,44
3273,14.10.2018,41,2,19,23
3274,15.10.2018,48,13,40,60
3275,16.10.2018,55,85,70,199
3276,17.10.2018,67,114,72,246
3277,18.10.2018,53,134,59,264
3278,19.10.2018,17,72,61,171
3279,20.10.2018,21,55,56,140
3280,21.10.2018,21,42,44,107
3281,22.10.2018,22,79,57,177
3282,23.10.2018,12,33,32,83
3283,24.10.2018,14,40,42,103
3284,25.10.2018,11,32,34,83
3285,26.10.2018,19,57,46,133
3286,27.10.2018,11,27,33,74
3287,28.10.2018,8,5,15,23
3288,29.10.2018,13,8,13,26
3289,30.10.2018,25,18,25,53
3290,31.10.2018,15,32,41,91
3291,01.11.2018,30,32,42,90
3292,02.11.2018,24,111,61,231
3293,03.11.2018,31,62,54,149
3294,04.11.2018,37,5,20,27
3295,05.11.2018,42,11,27,44
3296,06.11.2018,35,21,35,67
3297,07.11.2018,47,104,52,210
3298,08.11.2018,35,152,59,291
3299,09.11.2018,32,36,31,86
3300,10.11.2018,33,15,25,47
3301,11.11.2018,29,26,27,67
3302,12.11.2018,22,42,37,101
3303,13.11.2018,18,96,51,197
3304,14.11.2018,29,96,57,204
3305,15.11.2018,24,18,29,57
3306,16.11.2018,24,8,18,31
3307,17.11.2018,35,13,25,44
3308,18.11.2018,33,27,35,77
3309,19.11.2018,13,13,21,41
3310,20.11.2018,25,4,12,18
3311,21.11.2018,34,10,19,35
3312,22.11.2018,33,6,17,27
3313,23.11.2018,43,22,22,55
3314,24.11.2018,44,37,26,83
3315,25.11.2018,43,24,21,58
3316,26.11.2018,29,18,25,53
3317,27.11.2018,31,43,49,114
3318,28.11.2018,25,19,37,66
3319,29.11.2018,32,15,29,52
3320,30.11.2018,28,26,36,75
3321,01.12.2018,30,59,40,130
3322,02.12.2018,15,18,27,54
3323,03.12.2018,12,65,46,146
3324,04.12.2018,14,51,46,125
3325,05.12.2018,21,89,55,191
3326,06.12.2018,19,69,44,150
3327,07.12.2018,13,45,37,105
3328,08.12.2018,8,17,23,48
3329,09.12.2018,7,16,21,45
3330,10.12.2018,11,36,36,92
3331,11.12.2018,9,63,34,131
3332,12.12.2018,17,52,44,123
3333,13.12.2018,24,26,29,68
3334,14.12.2018,25,13,27,47
3335,15.12.2018,24,13,22,41
3336,16.12.2018,27,8,19,31
3337,17.12.2018,35,87,43,175
3338,18.12.2018,27,84,48,176
3339,19.12.2018,23,23,34,69
3340,20.12.2018,31,62,41,136
3341,21.12.2018,11,34,36,87
3342,22.12.2018,10,36,32,87
3343,23.12.2018,14,27,32,73
3344,24.12.2018,10,28,28,71
3345,25.12.2018,10,18,21,48
3346,26.12.2018,18,23,22,58
3347,27.12.2018,20,40,35,97
3348,28.12.2018,18,41,39,102
3349,29.12.2018,22,32,37,86
3350,30.12.2018,9,15,21,43
3351,31.12.2018,28,36,38,93
3352,01.01.2019,30,12,15,34
3353,02.01.2019,13,24,31,68
3354,03.01.2019,13,58,54,143
3355,04.01.2019,16,47,45,117
3356,05.01.2019,10,20,30,61
3357,06.01.2019,12,33,41,92
3358,07.01.2019,17,81,46,171
3359,08.01.2019,8,34,34,86
3360,09.01.2019,6,31,34,82
3361,10.01.2019,10,46,47,117
3362,11.01.2019,17,60,45,136
3363,12.01.2019,16,26,33,72
3364,13.01.2019,6,15,20,43
3365,14.01.2019,13,32,30,79
3366,15.01.2019,16,36,34,89
3367,16.01.2019,17,45,38,106
3368,17.01.2019,15,48,42,116
3369,18.01.2019,18,60,48,139
3370,19.01.2019,33,47,46,118
3371,20.01.2019,39,18,40,68
3372,21.01.2019,42,72,51,161
3373,22.01.2019,47,44,44,112
3374,23.01.2019,56,7,24,35
3375,24.01.2019,38,10,22,37
3376,25.01.2019,48,80,50,172
3377,26.01.2019,29,58,45,133
3378,27.01.2019,11,15,28,51
3379,28.01.2019,21,59,49,140
3380,29.01.2019,18,78,57,176
3381,30.01.2019,24,7,23,34
3382,31.01.2019,39,21,37,69
3383,01.02.2019,47,11,36,53
3384,02.02.2019,58,51,40,119
3385,03.02.2019,25,23,28,64
3386,04.02.2019,23,68,49,153
3387,05.02.2019,25,64,52,150
3388,06.02.2019,38,46,44,114
3389,07.02.2019,34,39,49,110
3390,08.02.2019,32,36,39,94
3391,09.02.2019,16,13,23,43
3392,10.02.2019,8,8,22,34
3393,11.02.2019,14,33,34,85
3394,12.02.2019,18,55,55,139
3395,13.02.2019,33,55,46,130
3396,14.02.2019,39,94,64,207
3397,15.02.2019,40,139,80,292
3398,16.02.2019,28,72,68,177
3399,17.02.2019,31,40,52,112
3400,18.02.2019,50,130,75,274
3401,19.02.2019,34,61,55,148
3402,20.02.2019,27,64,58,155
3403,21.02.2019,33,73,56,168
3404,22.02.2019,13,22,29,62
3405,23.02.2019,23,23,37,72
3406,24.02.2019,31,60,69,160
3407,25.02.2019,40,102,79,235
3408,26.02.2019,53,112,70,241
3409,27.02.2019,44,125,71,263
3410,28.02.2019,,58,56,145
3411,01.03.2019,42,69,54,160
3412,02.03.2019,24,41,50,112
3413,03.03.2019,17,11,19,36
3414,04.03.2019,14,24,32,69
3415,05.03.2019,14,40,43,104
3416,06.03.2019,17,30,37,83
3417,07.03.2019,15,26,40,81
3418,08.03.2019,11,11,22,39
3419,09.03.2019,12,17,29,55
3420,10.03.2019,10,13,28,48
3421,11.03.2019,12,46,49,118
3422,12.03.2019,17,40,42,103
3423,13.03.2019,11,24,31,67
3424,14.03.2019,10,34,39,91
3425,15.03.2019,12,32,34,82
3426,16.03.2019,12,21,31,63
3427,17.03.2019,9,12,22,41
3428,18.03.2019,12,32,37,86
3429,19.03.2019,18,64,61,158
3430,20.03.2019,25,62,64,160
3431,21.03.2019,35,83,60,188
3432,22.03.2019,33,38,40,98
3433,23.03.2019,37,31,34,81
3434,24.03.2019,18,21,41,74
3435,25.03.2019,14,46,53,124
3436,26.03.2019,15,45,51,120
3437,27.03.2019,17,55,54,139
3438,28.03.2019,16,61,52,144
3439,29.03.2019,26,78,59,178
3440,30.03.2019,31,36,53,109
3441,31.03.2019,22,15,33,56
3442,01.04.2019,14,26,32,72
3443,02.04.2019,26,4,16,23
3444,03.04.2019,43,7,29,39
3445,04.04.2019,39,6,21,30
3446,05.04.2019,47,40,46,108
3447,06.04.2019,46,6,29,38
3448,07.04.2019,43,3,24,29
3449,08.04.2019,47,48,52,126
3450,09.04.2019,25,8,23,35
3451,10.04.2019,22,9,27,40
3452,11.04.2019,14,9,25,39
3453,12.04.2019,15,8,27,40
3454,13.04.2019,23,5,21,29
3455,14.04.2019,21,3,18,23
3456,15.04.2019,21,9,30,43
3457,16.04.2019,26,5,25,33
3458,17.04.2019,30,6,31,41
3459,18.04.2019,33,9,38,52
3460,19.04.2019,30,2,20,23
3461,20.04.2019,26,12,38,56
3462,21.04.2019,20,4,24,29
3463,22.04.2019,22,1,10,11
3464,23.04.2019,39,2,9,11
3465,24.04.2019,33,2,11,15
3466,25.04.2019,23,23,42,77
3467,26.04.2019,35,22,43,77
3468,27.04.2019,20,22,31,65
3469,28.04.2019,12,20,28,58
3470,29.04.2019,22,32,37,86
3471,30.04.2019,20,38,60,117
3472,01.05.2019,28,14,29,51
3473,02.05.2019,26,38,44,102
3474,03.05.2019,17,39,44,103
3475,04.05.2019,14,32,41,90
3476,05.05.2019,11,23,41,76
3477,06.05.2019,19,49,52,127
3478,07.05.2019,15,51,56,133
3479,08.05.2019,21,10,31,46
3480,09.05.2019,16,40,50,110
3481,10.05.2019,20,49,52,127
3482,11.05.2019,17,11,33,51
3483,12.05.2019,13,13,26,45
3484,13.05.2019,16,36,42,97
3485,14.05.2019,12,12,25,43
3486,15.05.2019,12,15,29,51
3487,16.05.2019,13,21,34,65
3488,17.05.2019,19,28,29,72
3489,18.05.2019,21,9,27,41
3490,19.05.2019,23,4,21,28
3491,20.05.2019,23,11,30,46
3492,21.05.2019,22,31,49,96
3493,22.05.2019,17,34,35,86
3494,23.05.2019,16,39,46,106
3495,24.05.2019,23,37,63,120
3496,25.05.2019,14,25,33,70
3497,26.05.2019,16,13,26,46
3498,27.05.2019,20,45,51,119
3499,28.05.2019,19,41,45,108
3500,29.05.2019,14,37,52,108
3501,30.05.2019,14,11,26,44
3502,31.05.2019,20,33,41,91
3503,01.06.2019,21,23,43,78
3504,02.06.2019,19,6,25,34
3505,03.06.2019,24,24,49,86
3506,04.06.2019,21,23,48,83
3507,05.06.2019,26,2,17,21
3508,06.06.2019,26,17,34,60
3509,07.06.2019,18,28,32,75
3510,08.06.2019,17,14,25,46
3511,09.06.2019,14,8,19,31
3512,10.06.2019,21,3,20,25
3513,11.06.2019,29,17,36,62
3514,12.06.2019,23,12,27,45
3515,13.06.2019,17,28,34,77
3516,14.06.2019,17,6,25,35
3517,15.06.2019,27,7,22,33
3518,16.06.2019,12,14,30,52
3519,17.06.2019,20,21,48,81
3520,18.06.2019,19,4,21,28
3521,19.06.2019,26,10,37,52
3522,20.06.2019,19,37,63,120
3523,21.06.2019,17,36,53,108
3524,22.06.2019,15,3,17,22
3525,23.06.2019,12,2,10,12
3526,24.06.2019,16,5,21,28
3527,25.06.2019,25,4,29,35
3528,26.06.2019,32,28,66,108
3529,27.06.2019,19,26,34,73
3530,28.06.2019,20,39,45,105
3531,29.06.2019,19,18,46,74
3532,30.06.2019,22,8,34,47
3533,01.07.2019,22,33,46,96
3534,02.07.2019,18,31,32,78
3535,03.07.2019,17,36,38,94
3536,04.07.2019,17,42,43,107
3537,05.07.2019,15,36,37,92
3538,06.07.2019,16,21,30,62
3539,07.07.2019,14,14,18,39
3540,08.07.2019,12,40,39,101
3541,09.07.2019,12,40,38,100
3542,10.07.2019,15,34,33,84
3543,11.07.2019,20,43,54,119
3544,12.07.2019,18,43,48,115
3545,13.07.2019,17,18,34,61
3546,14.07.2019,19,15,23,46
3547,15.07.2019,16,38,39,97
3548,16.07.2019,12,36,32,86
3549,17.07.2019,18,42,45,110
3550,18.07.2019,14,9,25,40
3551,19.07.2019,22,38,55,113
3552,20.07.2019,19,10,25,40
3553,21.07.2019,18,13,25,44
3554,22.07.2019,21,38,48,106
3555,23.07.2019,22,35,49,103
3556,24.07.2019,22,25,43,81
3557,25.07.2019,23,11,28,45
3558,26.07.2019,19,6,19,29
3559,27.07.2019,20,3,11,15
3560,28.07.2019,19,2,17,20
3561,29.07.2019,26,23,54,89
3562,30.07.2019,29,32,42,90
3563,31.07.2019,23,45,57,126
3564,01.08.2019,17,44,49,117
3565,02.08.2019,19,31,45,93
3566,03.08.2019,16,23,34,69
3567,04.08.2019,15,20,36,67
3568,05.08.2019,19,34,50,103
3569,06.08.2019,23,41,57,119
3570,07.08.2019,21,42,55,118
3571,08.08.2019,21,44,53,119
3572,09.08.2019,21,40,50,111
3573,10.08.2019,16,15,28,51
3574,11.08.2019,16,14,38,60
3575,12.08.2019,19,41,55,118
3576,13.08.2019,16,36,47,103
3577,14.08.2019,16,48,60,134
3578,15.08.2019,19,25,44,83
3579,16.08.2019,18,47,50,121
3580,17.08.2019,18,13,30,50
3581,18.08.2019,11,16,22,46
3582,19.08.2019,17,55,51,135
3583,20.08.2019,18,60,66,157
3584,21.08.2019,17,54,64,146
3585,22.08.2019,18,20,40,71
3586,23.08.2019,21,17,43,69
3587,24.08.2019,23,5,28,36
3588,25.08.2019,18,1,12,13
3589,26.08.2019,29,11,43,59
3590,27.08.2019,25,8,28,41
3591,28.08.2019,28,26,57,96
3592,29.08.2019,22,40,69,131
3593,30.08.2019,23,13,45,65
3594,31.08.2019,23,4,22,28
3595,01.09.2019,23,10,26,42
3596,02.09.2019,17,43,49,115
3597,03.09.2019,24,56,61,147
3598,04.09.2019,29,43,60,125
3599,05.09.2019,18,45,40,108
3600,06.09.2019,21,51,50,129
3601,07.09.2019,19,18,37,64
3602,08.09.2019,14,11,28,44
3603,09.09.2019,11,28,39,82
3604,10.09.2019,16,36,44,99
3605,11.09.2019,21,49,59,134
3606,12.09.2019,17,58,49,138
3607,13.09.2019,17,44,43,111
3608,14.09.2019,16,45,50,119
3609,15.09.2019,15,16,31,56
3610,16.09.2019,22,58,47,135
3611,17.09.2019,16,44,37,103
3612,18.09.2019,15,47,39,110
3613,19.09.2019,15,62,52,148
3614,20.09.2019,17,69,56,162
3615,21.09.2019,19,39,51,111
3616,22.09.2019,19,4,22,28
3617,23.09.2019,25,18,37,65
3618,24.09.2019,32,49,44,119
3619,25.09.2019,22,66,43,143
3620,26.09.2019,17,79,47,168
3621,27.09.2019,13,74,50,162
3622,28.09.2019,14,37,35,91
3623,29.09.2019,10,19,24,53
3624,30.09.2019,9,37,33,90
3625,01.10.2019,12,56,40,126
3626,02.10.2019,11,62,52,147
3627,03.10.2019,9,28,23,65
3628,04.10.2019,12,29,21,66
3629,05.10.2019,13,10,22,38
3630,06.10.2019,13,10,23,39
3631,07.10.2019,23,96,61,208
3632,08.10.2019,15,57,36,123
3633,09.10.2019,16,49,38,113
3634,10.10.2019,13,48,38,112
3635,11.10.2019,14,33,32,82
3636,12.10.2019,16,30,37,82
3637,13.10.2019,20,13,29,49
3638,14.10.2019,22,45,44,112
3639,15.10.2019,36,30,36,82
3640,16.10.2019,21,53,40,120
3641,17.10.2019,16,52,45,125
3642,18.10.2019,14,41,37,99
3643,19.10.2019,13,15,28,50
3644,20.10.2019,20,21,32,64
3645,21.10.2019,37,91,41,180
3646,22.10.2019,25,107,53,217
3647,23.10.2019,30,39,30,90
3648,24.10.2019,52,20,28,59
3649,25.10.2019,24,67,47,149
3650,26.10.2019,16,20,28,59
3651,27.10.2019,14,19,28,57
3652,28.10.2019,16,75,55,170
3653,29.10.2019,18,75,55,169
