,date,PM10,NOx,NO_2,NOx,O_3
1446,13.10.2013,14,3,13,17,24
1447,14.10.2013,19,5,23,32,23
1448,15.10.2013,20,4,24,29,17
1449,16.10.2013,15,3,14,18,22
1450,17.10.2013,20,4,19,26,31
1451,18.10.2013,9,0,6,7,47
1452,19.10.2013,15,2,16,18,29
1453,20.10.2013,18,2,20,24,22
1454,21.10.2013,14,5,21,28,34
1455,22.10.2013,22,7,23,33,25
1456,23.10.2013,26,5,26,33,27
1457,24.10.2013,16,3,20,25,31
1458,25.10.2013,27,22,26,59,10
1459,26.10.2013,17,5,22,29,16
1460,27.10.2013,11,0,8,8,52
1461,28.10.2013,9,1,12,13,56
1462,29.10.2013,12,1,16,17,53
1463,30.10.2013,14,1,23,25,36
1464,31.10.2013,24,10,36,52,21
1465,01.11.2013,22,4,32,39,19
1466,02.11.2013,16,1,17,19,22
1467,03.11.2013,11,0,13,13,40
1468,04.11.2013,7,1,16,16,45
1469,05.11.2013,19,0,19,19,38
1470,06.11.2013,20,1,19,20,34
1471,07.11.2013,17,1,23,25,24
1472,08.11.2013,21,6,30,39,17
1473,09.11.2013,9,0,14,14,42
1474,10.11.2013,6,0,10,11,48
1475,11.11.2013,22,23,22,57,17
1476,12.11.2013,23,14,36,58,9
1477,13.11.2013,18,2,18,20,29
1478,14.11.2013,26,26,35,74,7
1479,15.11.2013,26,1,12,14,35
1480,16.11.2013,29,1,15,17,29
1481,17.11.2013,19,4,20,25,13
1482,18.11.2013,28,8,24,35,13
1483,19.11.2013,26,7,28,40,5
1484,20.11.2013,13,1,11,12,30
1485,21.11.2013,9,3,17,21,29
1486,22.11.2013,15,1,11,12,22
1487,23.11.2013,13,1,8,8,22
1488,24.11.2013,8,0,6,6,43
1489,25.11.2013,8,1,11,13,45
1490,26.11.2013,10,10,21,36,33
1491,27.11.2013,26,20,41,71,8
1492,28.11.2013,16,0,15,15,46
1493,29.11.2013,18,1,18,19,37
1494,30.11.2013,,0,7,7,45
1495,01.12.2013,13,1,6,7,46
1496,02.12.2013,20,22,31,65,11
1497,03.12.2013,20,18,32,60,5
1498,04.12.2013,22,11,37,54,7
1499,05.12.2013,13,1,16,17,45
1500,06.12.2013,6,0,5,5,66
1501,07.12.2013,10,1,4,5,58
1502,08.12.2013,9,1,14,15,39
1503,09.12.2013,6,0,13,13,36
1504,10.12.2013,9,2,20,23,18
1505,11.12.2013,18,1,20,22,22
1506,12.12.2013,12,15,34,57,6
1507,13.12.2013,16,28,36,78,3
1508,14.12.2013,19,14,33,55,4
1509,15.12.2013,14,0,19,20,25
1510,16.12.2013,17,11,42,60,12
1511,17.12.2013,25,43,50,115,7
1512,18.12.2013,36,37,41,98,3
1513,19.12.2013,25,7,41,51,6
1514,20.12.2013,23,24,32,69,10
1515,21.12.2013,14,1,19,21,36
1516,22.12.2013,10,0,12,13,44
1517,23.12.2013,7,1,16,17,49
1518,24.12.2013,9,0,11,11,44
1519,25.12.2013,17,1,16,18,31
1520,26.12.2013,26,0,11,12,21
1521,27.12.2013,11,1,13,15,41
1522,28.12.2013,8,4,22,28,31
1523,29.12.2013,7,1,14,15,40
1524,30.12.2013,11,3,25,30,24
1525,31.12.2013,29,2,20,23,22
1526,01.01.2014,86,3,19,23,17
1527,02.01.2014,25,1,20,22,22
1528,03.01.2014,12,3,28,33,24
1529,04.01.2014,13,1,16,18,42
1530,05.01.2014,14,1,18,20,27
1531,06.01.2014,12,1,29,30,29
1532,07.01.2014,11,2,27,31,30
1533,08.01.2014,10,3,24,28,30
1534,09.01.2014,11,5,29,36,24
1535,10.01.2014,10,0,9,9,57
1536,11.01.2014,14,1,14,16,45
1537,12.01.2014,12,0,5,5,60
1538,13.01.2014,23,7,28,39,17
1539,14.01.2014,26,11,22,39,7
1540,15.01.2014,35,2,19,23,16
1541,16.01.2014,32,5,23,30,14
1542,17.01.2014,25,24,37,74,5
1543,18.01.2014,26,4,20,26,17
1544,19.01.2014,35,0,8,9,24
1545,20.01.2014,30,1,9,11,22
1546,21.01.2014,25,1,9,11,25
1547,22.01.2014,36,1,13,14,25
1548,23.01.2014,40,1,15,16,38
1549,24.01.2014,59,1,17,18,45
1550,25.01.2014,41,1,17,19,46
1551,26.01.2014,52,1,12,14,45
1552,27.01.2014,84,3,30,34,23
1553,28.01.2014,76,2,24,28,25
1554,29.01.2014,39,1,14,15,41
1555,30.01.2014,54,1,15,17,38
1556,31.01.2014,56,4,32,39,29
1557,01.02.2014,39,1,19,20,39
1558,02.02.2014,43,3,26,30,15
1559,03.02.2014,35,3,19,23,23
1560,04.02.2014,33,4,30,36,36
1561,05.02.2014,40,2,24,27,35
1562,06.02.2014,24,3,33,38,25
1563,07.02.2014,17,2,20,22,38
1564,08.02.2014,10,1,15,15,50
1565,09.02.2014,7,0,10,11,58
1566,10.02.2014,16,4,21,28,47
1567,11.02.2014,18,2,23,25,34
1568,12.02.2014,16,3,27,32,35
1569,13.02.2014,16,2,23,25,40
1570,14.02.2014,15,2,18,20,46
1571,15.02.2014,10,1,14,15,47
1572,16.02.2014,9,0,8,8,60
1573,17.02.2014,16,7,24,34,41
1574,18.02.2014,23,19,38,68,14
1575,19.02.2014,21,6,31,39,15
1576,20.02.2014,24,7,29,39,23
1577,21.02.2014,15,3,26,30,30
1578,22.02.2014,11,1,15,17,47
1579,23.02.2014,12,1,18,20,46
1580,24.02.2014,29,2,21,24,50
1581,25.02.2014,49,3,21,26,40
1582,26.02.2014,60,13,40,60,18
1583,27.02.2014,76,27,44,85,8
1584,28.02.2014,45,8,32,45,12
1585,01.03.2014,46,10,17,31,30
1586,02.03.2014,50,3,18,22,30
1587,03.03.2014,46,2,13,16,43
1588,04.03.2014,56,2,16,19,24
1589,05.03.2014,63,10,21,36,13
1590,06.03.2014,60,5,19,27,17
1591,07.03.2014,50,13,31,51,19
1592,08.03.2014,43,5,22,30,41
1593,09.03.2014,46,1,14,16,54
1594,10.03.2014,71,4,33,39,48
1595,11.03.2014,36,3,15,19,49
1596,12.03.2014,27,3,20,24,46
1597,13.03.2014,40,20,40,70,32
1598,14.03.2014,49,11,28,44,43
1599,15.03.2014,27,0,6,6,75
1600,16.03.2014,8,0,2,2,72
1601,17.03.2014,13,0,6,7,64
1602,18.03.2014,21,1,11,13,48
1603,19.03.2014,15,0,11,12,54
1604,20.03.2014,22,2,17,20,62
1605,21.03.2014,21,1,14,16,76
1606,22.03.2014,10,1,14,15,54
1607,23.03.2014,14,1,10,11,55
1608,24.03.2014,17,1,11,12,49
1609,25.03.2014,10,3,13,17,44
1610,26.03.2014,19,4,14,19,45
1611,27.03.2014,16,1,7,8,66
1612,28.03.2014,31,1,11,13,34
1613,29.03.2014,49,2,14,16,35
1614,30.03.2014,51,1,14,15,65
1615,31.03.2014,44,3,18,22,62
1616,01.04.2014,47,3,12,16,49
1617,02.04.2014,52,1,13,15,68
1618,03.04.2014,53,5,16,24,67
1619,04.04.2014,29,0,7,8,75
1620,05.04.2014,30,1,10,11,55
1621,06.04.2014,35,0,16,17,53
1622,07.04.2014,22,5,22,29,43
1623,08.04.2014,18,2,13,17,63
1624,09.04.2014,11,1,6,7,75
1625,10.04.2014,10,1,6,7,57
1626,11.04.2014,14,4,22,28,34
1627,12.04.2014,14,1,12,13,46
1628,13.04.2014,16,1,5,7,70
1629,14.04.2014,10,1,6,8,74
1630,15.04.2014,14,1,4,5,67
1631,16.04.2014,10,2,12,15,49
1632,17.04.2014,23,12,23,41,51
1633,18.04.2014,10,1,7,8,73
1634,19.04.2014,27,1,5,7,63
1635,20.04.2014,32,0,4,5,83
1636,21.04.2014,19,0,4,4,79
1637,22.04.2014,22,1,11,12,58
1638,23.04.2014,20,2,7,10,53
1639,24.04.2014,25,0,6,7,48
1640,25.04.2014,28,1,8,9,70
1641,26.04.2014,29,0,7,7,73
1642,27.04.2014,16,0,3,4,66
1643,28.04.2014,20,0,4,5,76
1644,29.04.2014,25,1,7,9,85
1645,30.04.2014,24,1,10,11,83
1646,01.05.2014,29,0,9,10,73
1647,02.05.2014,11,0,4,4,54
1648,03.05.2014,12,0,5,5,59
1649,04.05.2014,15,0,7,7,66
1650,05.05.2014,18,7,18,28,50
1651,06.05.2014,29,1,16,18,74
1652,07.05.2014,15,1,13,14,64
1653,08.05.2014,21,2,14,17,55
1654,09.05.2014,10,1,9,10,63
1655,10.05.2014,11,0,7,7,79
1656,11.05.2014,9,0,6,6,69
1657,12.05.2014,11,1,11,12,60
1658,13.05.2014,11,1,8,10,72
1659,14.05.2014,14,0,6,6,69
1660,15.05.2014,12,1,5,6,62
1661,16.05.2014,9,1,2,4,80
1662,17.05.2014,13,0,3,3,79
1663,18.05.2014,13,0,6,6,53
1664,19.05.2014,15,2,10,14,41
1665,20.05.2014,20,2,12,16,63
1666,21.05.2014,24,2,11,14,87
1667,22.05.2014,,1,6,6,
1668,23.05.2014,45,1,10,11,67
1669,24.05.2014,14,1,4,5,58
1670,25.05.2014,16,1,4,5,77
1671,26.05.2014,14,1,3,4,82
1672,27.05.2014,14,0,4,4,67
1673,28.05.2014,7,1,4,5,37
1674,29.05.2014,10,0,1,2,45
1675,30.05.2014,12,0,4,4,53
1676,31.05.2014,16,0,5,6,74
1677,01.06.2014,15,0,4,4,77
1678,02.06.2014,10,0,3,3,65
1679,03.06.2014,13,0,5,5,60
1680,04.06.2014,18,1,9,11,66
1681,05.06.2014,15,0,10,10,61
1682,06.06.2014,16,4,15,20,65
1683,07.06.2014,23,0,14,14,89
1684,08.06.2014,35,0,10,10,89
1685,09.06.2014,21,0,4,4,103
1686,10.06.2014,27,0,9,9,92
1687,11.06.2014,30,1,11,11,71
1688,12.06.2014,15,0,4,4,63
1689,13.06.2014,16,0,9,9,51
1690,14.06.2014,11,0,4,3,53
1691,15.06.2014,8,0,4,4,51
1692,16.06.2014,12,1,8,10,58
1693,17.06.2014,12,0,5,5,61
1694,18.06.2014,14,2,9,12,58
1695,19.06.2014,15,0,7,7,50
1696,20.06.2014,26,1,5,6,57
1697,21.06.2014,11,0,4,4,50
1698,22.06.2014,12,0,4,4,60
1699,23.06.2014,15,0,8,8,70
1700,24.06.2014,9,1,9,10,45
1701,25.06.2014,11,1,11,13,27
1702,26.06.2014,12,1,8,9,40
1703,27.06.2014,18,4,14,19,53
1704,28.06.2014,17,1,12,13,76
1705,29.06.2014,11,0,6,7,53
1706,30.06.2014,12,1,8,9,56
1707,01.07.2014,12,1,7,9,60
1708,02.07.2014,11,1,9,11,59
1709,03.07.2014,13,2,11,14,67
1710,04.07.2014,23,2,16,19,102
1711,05.07.2014,28,0,10,10,111
1712,06.07.2014,13,1,7,8,65
1713,07.07.2014,16,1,9,11,59
1714,08.07.2014,21,0,7,8,59
1715,09.07.2014,33,1,10,10,56
1716,10.07.2014,21,1,6,7,58
1717,11.07.2014,19,0,5,5,57
1718,12.07.2014,12,0,4,5,48
1719,13.07.2014,12,1,8,9,53
1720,14.07.2014,19,3,14,18,63
1721,15.07.2014,21,1,9,10,73
1722,16.07.2014,30,1,10,11,60
1723,17.07.2014,25,1,8,10,81
1724,18.07.2014,22,2,8,11,82
1725,19.07.2014,21,1,5,6,103
1726,20.07.2014,28,1,6,8,109
1727,21.07.2014,37,1,5,6,94
1728,22.07.2014,24,1,6,7,85
1729,23.07.2014,23,1,6,6,77
1730,24.07.2014,21,2,8,11,59
1731,25.07.2014,23,2,8,10,56
1732,26.07.2014,30,1,10,11,67
1733,27.07.2014,35,1,12,13,81
1734,28.07.2014,32,2,9,12,77
1735,29.07.2014,30,2,6,9,69
1736,30.07.2014,26,2,10,13,56
1737,31.07.2014,13,1,5,7,54
1738,01.08.2014,19,4,9,16,54
1739,02.08.2014,25,1,6,8,69
1740,03.08.2014,24,1,7,8,69
1741,04.08.2014,18,2,8,11,59
1742,05.08.2014,14,2,6,9,49
1743,06.08.2014,17,4,11,17,48
1744,07.08.2014,22,5,13,21,55
1745,08.08.2014,20,2,9,12,59
1746,09.08.2014,19,1,7,9,74
1747,10.08.2014,15,1,6,8,62
1748,11.08.2014,13,2,7,10,64
1749,12.08.2014,12,3,14,18,50
1750,13.08.2014,20,5,16,23,64
1751,14.08.2014,12,2,8,10,62
1752,15.08.2014,13,10,9,24,55
1753,16.08.2014,11,1,4,6,53
1754,17.08.2014,10,1,6,8,67
1755,18.08.2014,22,2,7,11,65
1756,19.08.2014,18,3,8,13,58
1757,20.08.2014,11,2,7,10,54
1758,21.08.2014,12,4,13,20,44
1759,22.08.2014,18,5,22,30,50
1760,23.08.2014,11,1,7,9,67
1761,24.08.2014,9,0,6,6,60
1762,25.08.2014,15,4,14,20,57
1763,26.08.2014,12,1,12,14,57
1764,27.08.2014,11,2,10,12,46
1765,28.08.2014,18,5,16,24,54
1766,29.08.2014,22,3,24,29,36
1767,30.08.2014,19,5,14,22,36
1768,31.08.2014,14,1,9,11,30
1769,01.09.2014,12,1,10,12,27
1770,02.09.2014,9,0,6,6,44
1771,03.09.2014,13,0,7,7,43
1772,04.09.2014,19,1,8,8,60
1773,05.09.2014,33,1,11,12,72
1774,06.09.2014,35,0,10,10,72
1775,07.09.2014,33,0,6,7,72
1776,08.09.2014,25,2,10,13,62
1777,09.09.2014,21,1,8,10,57
1778,10.09.2014,18,2,9,12,49
1779,11.09.2014,12,1,8,9,40
1780,12.09.2014,22,0,4,4,62
1781,13.09.2014,26,0,4,4,57
1782,14.09.2014,23,0,4,4,56
1783,15.09.2014,44,1,11,11,70
1784,16.09.2014,44,1,11,12,75
1785,17.09.2014,44,1,11,12,71
1786,18.09.2014,36,1,13,14,70
1787,19.09.2014,36,3,23,28,29
1788,20.09.2014,36,4,21,26,20
1789,21.09.2014,19,0,7,7,50
1790,22.09.2014,31,1,6,8,54
1791,23.09.2014,11,3,8,12,43
1792,24.09.2014,26,6,32,41,27
1793,25.09.2014,18,1,15,17,37
1794,26.09.2014,15,1,15,16,29
1795,27.09.2014,17,1,9,11,37
1796,28.09.2014,26,9,15,29,27
1797,29.09.2014,26,13,24,44,20
1798,30.09.2014,19,5,15,23,20
1799,01.10.2014,21,6,16,24,24
1800,02.10.2014,32,21,18,50,27
1801,03.10.2014,30,1,11,12,38
1802,04.10.2014,38,1,11,12,50
1803,05.10.2014,42,1,10,11,47
1804,06.10.2014,47,1,11,13,51
1805,07.10.2014,48,2,17,20,42
1806,08.10.2014,16,4,20,26,36
1807,09.10.2014,28,9,26,40,21
1808,10.10.2014,35,32,32,81,17
1809,11.10.2014,25,2,15,18,18
1810,12.10.2014,19,1,8,10,29
1811,13.10.2014,30,13,23,43,20
1812,14.10.2014,30,28,21,64,11
1813,15.10.2014,19,12,21,40,17
1814,16.10.2014,20,27,28,70,5
1815,17.10.2014,18,5,21,29,17
1816,18.10.2014,21,4,18,24,17
1817,19.10.2014,16,2,13,16,39
1818,20.10.2014,14,2,10,13,44
1819,21.10.2014,15,3,18,23,31
1820,22.10.2014,11,1,8,9,39
1821,23.10.2014,22,1,8,10,24
1822,24.10.2014,21,2,14,17,23
1823,25.10.2014,33,3,16,20,15
1824,26.10.2014,26,8,20,31,6
1825,27.10.2014,24,9,26,40,13
1826,28.10.2014,29,5,23,31,19
1827,29.10.2014,33,15,24,47,12
1828,30.10.2014,30,21,26,57,4
1829,31.10.2014,32,11,22,39,6
1830,01.11.2014,30,23,20,55,6
1831,02.11.2014,24,6,21,31,10
1832,03.11.2014,23,3,23,28,20
1833,04.11.2014,41,5,25,32,19
1834,05.11.2014,37,10,22,38,10
1835,06.11.2014,17,7,19,29,27
1836,07.11.2014,23,14,26,47,11
1837,08.11.2014,21,6,20,29,17
1838,09.11.2014,30,3,12,18,9
1839,10.11.2014,28,16,21,46,9
1840,11.11.2014,20,17,15,42,8
1841,12.11.2014,43,6,11,21,13
1842,13.11.2014,65,32,16,65,2
1843,14.11.2014,47,9,11,25,12
1844,15.11.2014,46,1,10,12,24
1845,16.11.2014,42,1,9,11,20
1846,17.11.2014,27,6,13,23,15
1847,18.11.2014,36,2,10,13,10
1848,19.11.2014,32,3,11,15,6
1849,20.11.2014,39,8,13,25,4
1850,21.11.2014,28,7,27,38,7
1851,22.11.2014,21,1,15,15,26
1852,23.11.2014,,1,16,18,18
1853,24.11.2014,,9,25,38,21
1854,25.11.2014,12,2,24,26,22
1855,26.11.2014,17,1,16,18,25
1856,27.11.2014,47,1,17,19,24
1857,28.11.2014,43,1,13,14,30
1858,29.11.2014,43,0,10,10,37
1859,30.11.2014,43,0,8,8,41
1860,01.12.2014,41,0,11,11,39
1861,02.12.2014,44,1,11,12,35
1862,03.12.2014,63,2,15,18,17
1863,04.12.2014,65,3,23,28,8
1864,05.12.2014,78,20,30,61,2
1865,06.12.2014,25,16,25,50,5
1866,07.12.2014,15,1,21,22,28
1867,08.12.2014,14,1,23,25,29
1868,09.12.2014,28,37,40,96,5
1869,10.12.2014,17,3,31,35,14
1870,11.12.2014,11,3,25,29,29
1871,12.12.2014,8,2,17,19,49
1872,13.12.2014,10,0,13,13,53
1873,14.12.2014,20,2,25,28,16
1874,15.12.2014,14,3,24,29,29
1875,16.12.2014,14,6,29,38,23
1876,17.12.2014,15,4,29,35,27
1877,18.12.2014,9,4,25,31,19
1878,19.12.2014,4,1,10,10,51
1879,20.12.2014,11,0,5,6,67
1880,21.12.2014,15,0,6,6,61
1881,22.12.2014,3,0,8,8,55
1882,23.12.2014,4,0,6,6,57
1883,24.12.2014,6,0,6,6,58
1884,25.12.2014,12,0,4,4,60
1885,26.12.2014,6,0,10,10,39
1886,27.12.2014,19,2,17,20,27
1887,28.12.2014,22,1,12,14,31
1888,29.12.2014,16,12,29,47,17
1889,30.12.2014,20,10,39,54,14
1890,31.12.2014,14,1,16,17,23
1891,01.01.2015,29,0,13,14,36
1892,02.01.2015,12,0,9,10,54
1893,03.01.2015,16,0,7,8,62
1894,04.01.2015,10,0,4,4,66
1895,05.01.2015,13,0,9,9,54
1896,06.01.2015,16,1,19,20,36
1897,07.01.2015,18,6,27,36,21
1898,08.01.2015,13,2,28,30,20
1899,09.01.2015,13,0,8,8,64
1900,10.01.2015,9,0,6,6,62
1901,11.01.2015,15,0,3,3,71
1902,12.01.2015,7,0,12,13,54
1903,13.01.2015,5,1,15,16,54
1904,14.01.2015,6,1,17,18,52
1905,15.01.2015,7,1,19,20,42
1906,16.01.2015,11,4,28,33,35
1907,17.01.2015,17,2,20,23,31
1908,18.01.2015,26,7,29,40,16
1909,19.01.2015,33,9,23,36,13
1910,20.01.2015,37,5,26,33,10
1911,21.01.2015,28,3,19,24,13
1912,22.01.2015,31,1,13,15,20
1913,23.01.2015,17,1,6,7,31
1914,24.01.2015,18,1,18,19,30
1915,25.01.2015,18,0,10,10,48
1916,26.01.2015,13,1,26,28,30
1917,27.01.2015,10,0,9,10,61
1918,28.01.2015,14,1,18,19,43
1919,29.01.2015,10,1,16,17,55
1920,30.01.2015,12,2,22,25,34
1921,31.01.2015,13,1,17,18,39
1922,01.02.2015,20,1,16,17,40
1923,02.02.2015,16,1,16,17,42
1924,03.02.2015,8,4,16,21,41
1925,04.02.2015,9,1,15,17,28
1926,05.02.2015,15,4,20,26,20
1927,06.02.2015,36,1,13,14,38
1928,07.02.2015,28,1,15,17,40
1929,08.02.2015,11,0,2,2,77
1930,09.02.2015,9,0,8,8,62
1931,10.02.2015,10,0,9,10,63
1932,11.02.2015,13,0,14,14,52
1933,12.02.2015,35,12,22,41,26
1934,13.02.2015,35,15,35,57,9
1935,14.02.2015,46,2,21,24,29
1936,15.02.2015,67,1,11,12,55
1937,16.02.2015,59,1,9,10,50
1938,17.02.2015,56,4,22,27,33
1939,18.02.2015,38,2,28,31,28
1940,19.02.2015,28,8,36,48,17
1941,20.02.2015,31,5,30,38,30
1942,21.02.2015,15,1,16,17,62
1943,22.02.2015,16,1,19,20,44
1944,23.02.2015,19,2,26,28,35
1945,24.02.2015,15,7,30,40,28
1946,25.02.2015,24,18,33,59,23
1947,26.02.2015,35,25,26,64,32
1948,27.02.2015,36,7,30,40,35
1949,28.02.2015,18,1,15,16,49
1950,01.03.2015,17,1,14,15,50
1951,02.03.2015,11,1,13,14,60
1952,03.03.2015,12,1,9,10,63
1953,04.03.2015,12,1,15,17,54
1954,05.03.2015,,1,12,13,52
1955,06.03.2015,19,7,31,41,23
1956,07.03.2015,24,1,23,26,44
1957,08.03.2015,21,2,19,22,50
1958,09.03.2015,20,1,15,17,47
1959,10.03.2015,25,10,21,37,21
1960,11.03.2015,25,1,10,11,53
1961,12.03.2015,14,0,5,6,58
1962,13.03.2015,16,1,10,11,51
1963,14.03.2015,27,0,7,7,45
1964,15.03.2015,25,0,6,6,41
1965,16.03.2015,45,1,8,9,50
1966,17.03.2015,47,1,10,11,70
1967,18.03.2015,37,1,11,12,73
1968,19.03.2015,48,3,24,28,65
1969,20.03.2015,57,17,48,74,38
1970,21.03.2015,40,2,19,22,32
1971,22.03.2015,12,0,8,8,74
1972,23.03.2015,26,6,32,41,40
1973,24.03.2015,44,17,26,52,37
1974,25.03.2015,47,5,15,22,49
1975,26.03.2015,44,2,21,23,36
1976,27.03.2015,16,3,20,23,35
1977,28.03.2015,16,1,10,10,56
1978,29.03.2015,11,1,9,9,57
1979,30.03.2015,7,1,5,6,80
1980,31.03.2015,12,1,10,11,73
1981,01.04.2015,8,0,4,5,78
1982,02.04.2015,,1,8,9,67
1983,03.04.2015,12,1,9,10,62
1984,04.04.2015,,1,9,11,57
1985,05.04.2015,22,1,7,7,58
1986,06.04.2015,9,0,6,6,68
1987,07.04.2015,14,5,14,22,54
1988,08.04.2015,12,1,10,11,60
1989,09.04.2015,24,4,21,27,42
1990,10.04.2015,34,7,23,34,53
1991,11.04.2015,32,1,14,16,81
1992,12.04.2015,12,1,8,8,77
1993,13.04.2015,26,1,7,8,76
1994,14.04.2015,26,2,17,19,58
1995,15.04.2015,29,1,9,10,82
1996,16.04.2015,17,1,6,7,77
1997,17.04.2015,17,1,8,9,68
1998,18.04.2015,11,1,7,7,60
1999,19.04.2015,22,1,11,13,61
2000,20.04.2015,15,1,11,12,65
2001,21.04.2015,22,1,14,16,74
2002,22.04.2015,22,1,11,12,67
2003,23.04.2015,23,3,21,25,61
2004,24.04.2015,40,5,23,31,64
2005,25.04.2015,34,1,19,21,83
2006,26.04.2015,15,1,11,12,58
2007,27.04.2015,11,3,11,15,30
2008,28.04.2015,10,1,9,11,51
2009,29.04.2015,13,1,11,13,67
2010,30.04.2015,20,2,17,19,60
2011,01.05.2015,10,0,7,7,68
2012,02.05.2015,15,1,11,13,56
2013,03.05.2015,27,1,13,14,71
2014,04.05.2015,12,1,9,12,59
2015,05.05.2015,17,1,14,16,58
2016,06.05.2015,17,4,15,21,75
2017,07.05.2015,13,1,10,11,64
2018,08.05.2015,18,6,16,25,56
2019,09.05.2015,20,1,10,12,70
2020,10.05.2015,13,0,5,5,73
2021,11.05.2015,20,4,15,21,60
2022,12.05.2015,26,2,16,19,83
2023,13.05.2015,13,1,7,8,76
2024,14.05.2015,11,1,6,7,62
2025,15.05.2015,15,1,7,9,53
2026,16.05.2015,22,1,8,10,60
2027,17.05.2015,14,0,6,6,73
2028,18.05.2015,22,3,16,20,69
2029,19.05.2015,16,1,10,11,83
2030,20.05.2015,16,1,10,12,62
2031,21.05.2015,13,1,9,10,69
2032,22.05.2015,17,3,13,17,63
2033,23.05.2015,21,1,12,14,59
2034,24.05.2015,18,1,7,8,69
2035,25.05.2015,30,1,11,12,67
2036,26.05.2015,10,0,4,4,69
2037,27.05.2015,13,1,7,9,60
2038,28.05.2015,25,2,17,20,63
2039,29.05.2015,15,0,10,10,76
2040,30.05.2015,12,1,5,6,78
2041,31.05.2015,10,1,7,9,79
2042,01.06.2015,12,1,13,15,56
2043,02.06.2015,16,1,9,11,72
2044,03.06.2015,17,1,9,10,70
2045,04.06.2015,11,0,6,6,68
2046,05.06.2015,15,0,8,9,103
2047,06.06.2015,27,0,8,8,125
2048,07.06.2015,13,0,3,3,94
2049,08.06.2015,12,0,3,3,77
2050,09.06.2015,12,1,4,5,80
2051,10.06.2015,13,1,4,6,79
2052,11.06.2015,13,1,7,8,86
2053,12.06.2015,18,0,8,8,97
2054,13.06.2015,31,1,9,10,103
2055,14.06.2015,19,0,7,7,71
2056,15.06.2015,10,0,3,3,73
2057,16.06.2015,10,1,9,10,56
2058,17.06.2015,12,1,8,9,73
2059,18.06.2015,14,0,7,7,66
2060,19.06.2015,10,1,6,7,57
2061,20.06.2015,9,1,5,6,51
2062,21.06.2015,11,1,6,7,55
2063,22.06.2015,13,1,15,17,48
2064,23.06.2015,9,1,13,14,40
2065,24.06.2015,12,1,10,11,51
2066,25.06.2015,20,2,13,16,57
2067,26.06.2015,25,3,19,24,60
2068,27.06.2015,24,1,16,17,58
2069,28.06.2015,14,0,5,5,57
2070,29.06.2015,15,3,15,20,58
2071,30.06.2015,13,1,5,6,64
2072,01.07.2015,12,1,7,9,59
2073,02.07.2015,18,1,6,7,82
2074,03.07.2015,28,1,10,12,119
2075,04.07.2015,36,1,11,12,137
2076,05.07.2015,30,0,7,8,135
2077,06.07.2015,17,0,8,8,75
2078,07.07.2015,22,3,18,22,92
2079,08.07.2015,18,1,7,9,70
2080,09.07.2015,13,0,5,5,62
2081,10.07.2015,17,1,5,7,65
2082,11.07.2015,18,1,7,8,67
2083,12.07.2015,24,1,11,12,67
2084,13.07.2015,14,1,7,8,49
2085,14.07.2015,15,1,11,13,39
2086,15.07.2015,14,1,8,9,52
2087,16.07.2015,14,1,12,14,59
2088,17.07.2015,24,1,13,14,83
2089,18.07.2015,24,0,9,9,67
2090,19.07.2015,14,0,6,7,58
2091,20.07.2015,17,1,5,7,68
2092,21.07.2015,17,2,9,12,54
2093,22.07.2015,17,2,12,14,63
2094,23.07.2015,17,0,6,7,73
2095,24.07.2015,17,1,7,8,68
2096,25.07.2015,19,0,6,6,87
2097,26.07.2015,10,0,4,4,64
2098,27.07.2015,12,1,11,13,56
2099,28.07.2015,13,1,9,10,56
2100,29.07.2015,11,0,8,9,72
2101,30.07.2015,10,1,3,4,64
2102,31.07.2015,11,1,5,6,62
2103,01.08.2015,23,3,9,13,64
2104,02.08.2015,23,1,7,8,95
2105,03.08.2015,28,0,12,12,112
2106,04.08.2015,36,1,12,13,110
2107,05.08.2015,22,1,8,9,72
2108,06.08.2015,22,1,12,14,94
2109,07.08.2015,32,1,14,16,117
2110,08.08.2015,23,0,5,5,112
2111,09.08.2015,13,0,3,4,80
2112,10.08.2015,21,1,7,8,95
2113,11.08.2015,33,1,7,8,119
2114,12.08.2015,19,1,4,5,79
2115,13.08.2015,17,1,5,6,74
2116,14.08.2015,35,0,6,6,115
2117,15.08.2015,31,0,9,9,120
2118,16.08.2015,27,0,7,7,81
2119,17.08.2015,28,1,10,11,71
2120,18.08.2015,24,2,14,17,45
2121,19.08.2015,17,2,13,15,42
2122,20.08.2015,20,2,13,15,57
2123,21.08.2015,27,2,14,17,63
2124,22.08.2015,31,1,11,12,72
2125,23.08.2015,27,0,6,7,78
2126,24.08.2015,28,1,11,12,75
2127,25.08.2015,12,0,11,11,57
2128,26.08.2015,12,2,16,18,57
2129,27.08.2015,16,1,16,18,67
2130,28.08.2015,10,1,8,10,47
2131,29.08.2015,22,7,15,26,46
2132,30.08.2015,29,2,11,14,54
2133,31.08.2015,30,3,23,28,74
2134,01.09.2015,25,1,14,15,69
2135,02.09.2015,12,1,9,9,54
2136,03.09.2015,17,4,22,27,40
2137,04.09.2015,16,5,19,27,47
2138,05.09.2015,8,0,6,7,58
2139,06.09.2015,9,0,2,3,59
2140,07.09.2015,12,2,8,11,46
2141,08.09.2015,10,2,9,12,44
2142,09.09.2015,,2,7,11,40
2143,10.09.2015,14,1,8,10,45
2144,11.09.2015,20,1,12,12,41
