,date,PM10,NOx,NO_2,NOx,O_3
2846,13.08.2017,10,1,3,4,39
2847,14.08.2017,12,1,7,8,37
2848,15.08.2017,16,1,10,11,53
2849,16.08.2017,19,1,12,13,37
2850,17.08.2017,21,2,11,13,40
2851,18.08.2017,15,3,11,15,24
2852,19.08.2017,11,0,7,7,44
2853,20.08.2017,9,1,5,6,41
2854,21.08.2017,9,0,7,7,39
2855,22.08.2017,8,1,8,9,35
2856,23.08.2017,10,5,11,19,38
2857,24.08.2017,18,2,20,23,30
2858,25.08.2017,17,5,13,20,32
2859,26.08.2017,21,3,10,15,26
2860,27.08.2017,19,0,7,7,45
2861,28.08.2017,13,5,12,20,35
2862,29.08.2017,16,1,15,17,45
2863,30.08.2017,22,1,16,16,60
2864,31.08.2017,16,1,14,15,52
2865,01.09.2017,9,1,8,9,28
2866,02.09.2017,9,1,5,6,27
2867,03.09.2017,9,1,7,8,25
2868,04.09.2017,10,7,15,26,35
2869,05.09.2017,15,5,16,23,46
2870,06.09.2017,16,4,16,22,30
2871,07.09.2017,9,0,8,8,48
2872,08.09.2017,16,1,18,20,24
2873,09.09.2017,14,1,13,14,27
2874,10.09.2017,10,1,14,15,33
2875,11.09.2017,9,1,14,16,31
2876,12.09.2017,9,1,14,16,37
2877,13.09.2017,8,1,13,15,38
2878,14.09.2017,7,1,13,14,40
2879,15.09.2017,10,0,15,16,34
2880,16.09.2017,13,2,16,18,20
2881,17.09.2017,18,2,10,13,22
2882,18.09.2017,12,3,16,20,32
2883,19.09.2017,15,12,21,40,22
2884,20.09.2017,14,6,14,24,27
2885,21.09.2017,16,3,13,17,24
2886,22.09.2017,18,7,11,21,22
2887,23.09.2017,20,10,8,23,18
2888,24.09.2017,26,2,5,9,14
2889,25.09.2017,31,2,6,8,12
2890,26.09.2017,37,0,8,8,19
2891,27.09.2017,44,1,8,9,21
2892,28.09.2017,37,1,9,10,28
2893,29.09.2017,40,1,11,11,33
2894,30.09.2017,38,0,11,12,39
2895,01.10.2017,25,1,14,16,24
2896,02.10.2017,15,1,15,16,19
2897,03.10.2017,11,0,7,8,38
2898,04.10.2017,14,1,13,14,40
2899,05.10.2017,9,1,11,12,43
2900,06.10.2017,8,1,12,14,38
2901,07.10.2017,10,0,8,8,40
2902,08.10.2017,8,0,5,6,47
2903,09.10.2017,9,3,14,20,31
2904,10.10.2017,19,3,19,23,15
2905,11.10.2017,18,2,16,18,21
2906,12.10.2017,14,0,11,12,42
2907,13.10.2017,16,3,19,23,28
2908,14.10.2017,25,3,17,21,13
2909,15.10.2017,27,6,12,21,19
2910,16.10.2017,26,13,26,45,19
2911,17.10.2017,33,12,26,45,18
2912,18.10.2017,32,10,15,30,11
2913,19.10.2017,47,5,16,24,10
2914,20.10.2017,39,7,24,34,7
2915,21.10.2017,19,3,19,23,8
2916,22.10.2017,12,1,10,11,25
2917,23.10.2017,16,3,18,22,14
2918,24.10.2017,18,11,21,38,7
2919,25.10.2017,14,3,16,20,20
2920,26.10.2017,15,1,16,18,29
2921,27.10.2017,8,0,10,11,39
2922,28.10.2017,,,,,
2923,29.10.2017,5,0,5,4,57
2924,30.10.2017,8,1,13,15,41
2925,31.10.2017,10,0,9,8,38
2926,01.11.2017,19,3,18,21,16
2927,02.11.2017,19,3,21,25,22
2928,03.11.2017,17,4,19,24,25
2929,04.11.2017,26,2,19,21,16
2930,05.11.2017,22,1,15,18,21
2931,06.11.2017,13,7,20,31,21
2932,07.11.2017,14,7,11,22,20
2933,08.11.2017,37,1,9,10,23
2934,09.11.2017,40,4,25,31,14
2935,10.11.2017,17,2,19,22,23
2936,11.11.2017,7,0,8,8,51
2937,12.11.2017,15,1,14,16,32
2938,13.11.2017,11,4,22,28,19
2939,14.11.2017,14,13,25,45,14
2940,15.11.2017,19,9,26,40,6
2941,16.11.2017,23,9,21,35,5
2942,17.11.2017,18,7,31,42,19
2943,18.11.2017,12,1,19,19,35
2944,19.11.2017,7,0,6,7,51
2945,20.11.2017,9,1,16,18,34
2946,21.11.2017,14,2,22,25,10
2947,22.11.2017,14,2,24,27,14
2948,23.11.2017,15,4,30,36,17
2949,24.11.2017,13,3,25,29,21
2950,25.11.2017,11,1,13,15,26
2951,26.11.2017,16,1,15,16,27
2952,27.11.2017,12,1,18,19,33
2953,28.11.2017,7,1,22,24,32
2954,29.11.2017,18,17,34,60,11
2955,30.11.2017,25,22,27,61,11
2956,01.12.2017,21,6,22,31,11
2957,02.12.2017,19,4,19,26,9
2958,03.12.2017,20,1,21,23,14
2959,04.12.2017,11,3,20,25,35
2960,05.12.2017,10,1,13,14,40
2961,06.12.2017,15,0,11,11,46
2962,07.12.2017,13,1,18,20,40
2963,08.12.2017,10,1,14,16,40
2964,09.12.2017,10,1,13,14,40
2965,10.12.2017,10,0,9,10,46
2966,11.12.2017,13,2,23,26,25
2967,12.12.2017,8,1,17,18,34
2968,13.12.2017,12,1,21,23,32
2969,14.12.2017,7,1,18,20,41
2970,15.12.2017,13,14,34,55,13
2971,16.12.2017,20,1,19,21,23
2972,17.12.2017,9,1,11,12,30
2973,18.12.2017,13,12,29,48,9
2974,19.12.2017,21,24,30,67,3
2975,20.12.2017,22,32,34,83,1
2976,21.12.2017,10,7,20,30,23
2977,22.12.2017,12,1,12,14,42
2978,23.12.2017,14,1,8,9,40
2979,24.12.2017,13,0,5,5,47
2980,25.12.2017,7,0,6,6,48
2981,26.12.2017,10,1,13,14,34
2982,27.12.2017,13,1,21,22,25
2983,28.12.2017,16,10,18,33,24
2984,29.12.2017,15,1,19,20,29
2985,30.12.2017,11,0,14,15,37
2986,31.12.2017,11,0,11,11,49
2987,01.01.2018,10,0,10,10,57
2988,02.01.2018,11,1,16,17,34
2989,03.01.2018,7,1,12,13,50
2990,04.01.2018,8,1,13,15,52
2991,05.01.2018,8,0,18,19,46
2992,06.01.2018,12,3,25,29,28
2993,07.01.2018,7,0,5,5,41
2994,08.01.2018,14,2,14,17,38
2995,09.01.2018,23,0,12,13,45
2996,10.01.2018,34,10,24,38,6
2997,11.01.2018,35,11,17,35,2
2998,12.01.2018,33,1,14,16,10
2999,13.01.2018,26,0,7,7,41
3000,14.01.2018,23,0,6,7,39
3001,15.01.2018,25,1,14,15,29
3002,16.01.2018,10,3,23,27,36
3003,17.01.2018,10,2,19,21,43
3004,18.01.2018,7,1,12,13,48
3005,19.01.2018,13,2,23,26,31
3006,20.01.2018,19,1,25,27,20
3007,21.01.2018,21,0,11,10,27
3008,22.01.2018,21,0,14,14,39
3009,23.01.2018,35,6,26,36,13
3010,24.01.2018,10,1,21,23,28
3011,25.01.2018,9,6,28,37,27
3012,26.01.2018,19,6,26,35,18
3013,27.01.2018,23,1,16,17,27
3014,28.01.2018,12,0,8,8,44
3015,29.01.2018,8,0,8,8,50
3016,30.01.2018,10,1,12,13,53
3017,31.01.2018,11,2,24,27,26
3018,01.02.2018,8,2,21,24,45
3019,02.02.2018,13,2,24,27,30
3020,03.02.2018,11,1,10,11,30
3021,04.02.2018,13,0,6,7,31
3022,05.02.2018,16,0,15,15,41
3023,06.02.2018,20,7,22,33,31
3024,07.02.2018,41,2,24,27,32
3025,08.02.2018,44,7,30,40,26
3026,09.02.2018,53,6,33,43,18
3027,10.02.2018,56,2,27,30,19
3028,11.02.2018,23,0,19,20,31
3029,12.02.2018,14,2,23,27,32
3030,13.02.2018,22,12,40,58,20
3031,14.02.2018,28,7,24,35,29
3032,15.02.2018,32,1,18,19,39
3033,16.02.2018,23,4,26,32,30
3034,17.02.2018,21,2,21,24,25
3035,18.02.2018,12,1,13,15,36
3036,19.02.2018,28,3,28,33,30
3037,20.02.2018,34,2,22,25,36
3038,21.02.2018,24,6,22,31,38
3039,22.02.2018,20,3,16,21,39
3040,23.02.2018,25,2,16,18,44
3041,24.02.2018,11,0,6,6,59
3042,25.02.2018,11,0,10,11,52
3043,26.02.2018,13,0,12,13,51
3044,27.02.2018,20,10,22,38,46
3045,28.02.2018,29,1,11,12,56
3046,01.03.2018,27,0,9,9,57
3047,02.03.2018,42,0,11,12,55
3048,03.03.2018,38,0,11,12,56
3049,04.03.2018,51,1,12,13,69
3050,05.03.2018,60,2,32,35,48
3051,06.03.2018,58,3,24,29,40
3052,07.03.2018,37,6,25,35,31
3053,08.03.2018,26,3,25,30,37
3054,09.03.2018,18,3,22,27,44
3055,10.03.2018,30,9,24,38,18
3056,11.03.2018,19,1,16,18,39
3057,12.03.2018,30,6,30,38,30
3058,13.03.2018,11,1,15,17,38
3059,14.03.2018,13,1,9,9,42
3060,15.03.2018,22,1,9,11,52
3061,16.03.2018,17,0,5,6,61
3062,17.03.2018,14,0,3,2,69
3063,18.03.2018,14,0,2,2,74
3064,19.03.2018,15,2,14,17,58
3065,20.03.2018,16,7,24,34,44
3066,21.03.2018,11,8,23,35,45
3067,22.03.2018,24,3,28,32,29
3068,23.03.2018,17,1,10,11,47
3069,24.03.2018,25,1,14,14,44
3070,25.03.2018,35,1,16,18,48
3071,26.03.2018,21,5,16,23,43
3072,27.03.2018,14,2,14,17,55
3073,28.03.2018,30,1,11,13,44
3074,29.03.2018,13,1,12,13,51
3075,30.03.2018,18,1,6,7,66
3076,31.03.2018,26,0,7,7,55
3077,01.04.2018,9,0,6,7,65
3078,02.04.2018,24,1,7,8,74
3079,03.04.2018,16,1,17,18,58
3080,04.04.2018,17,3,17,22,68
3081,05.04.2018,9,1,11,12,69
3082,06.04.2018,13,1,13,14,66
3083,07.04.2018,19,1,11,12,81
3084,08.04.2018,21,0,9,9,82
3085,09.04.2018,31,11,23,40,68
3086,10.04.2018,34,0,10,10,84
3087,11.04.2018,36,0,7,8,62
3088,12.04.2018,45,1,8,9,70
3089,13.04.2018,37,0,12,13,64
3090,14.04.2018,27,0,10,10,61
3091,15.04.2018,20,1,12,12,64
3092,16.04.2018,26,1,14,15,40
3093,17.04.2018,23,6,11,20,59
3094,18.04.2018,25,7,20,31,62
3095,19.04.2018,24,3,12,17,64
3096,20.04.2018,21,3,16,20,74
3097,21.04.2018,21,1,10,11,82
3098,22.04.2018,20,1,10,11,72
3099,23.04.2018,22,1,15,16,74
3100,24.04.2018,18,1,17,18,50
3101,25.04.2018,19,1,15,17,48
3102,26.04.2018,10,1,14,15,54
3103,27.04.2018,14,3,15,19,55
3104,28.04.2018,17,2,16,19,64
3105,29.04.2018,18,0,8,7,74
3106,30.04.2018,22,1,10,11,73
3107,01.05.2018,13,1,8,8,73
3108,02.05.2018,16,2,13,16,51
3109,03.05.2018,17,3,11,14,72
3110,04.05.2018,9,1,8,8,82
3111,05.05.2018,16,0,6,7,83
3112,06.05.2018,11,0,5,6,73
3113,07.05.2018,14,0,9,10,70
3114,08.05.2018,20,1,9,10,77
3115,09.05.2018,26,0,10,11,84
3116,10.05.2018,27,0,9,9,82
3117,11.05.2018,25,1,6,7,49
3118,12.05.2018,24,2,6,9,56
3119,13.05.2018,23,0,7,7,84
3120,14.05.2018,24,0,8,9,89
3121,15.05.2018,21,1,11,12,69
3122,16.05.2018,26,1,5,6,68
3123,17.05.2018,25,1,8,9,73
3124,18.05.2018,20,0,10,11,55
3125,19.05.2018,16,0,7,8,62
3126,20.05.2018,11,0,6,7,73
3127,21.05.2018,13,0,6,6,80
3128,22.05.2018,15,1,9,10,86
3129,23.05.2018,13,0,6,6,90
3130,24.05.2018,18,0,6,6,91
3131,25.05.2018,16,1,6,7,83
3132,26.05.2018,15,1,6,7,70
3133,27.05.2018,22,0,6,7,69
3134,28.05.2018,23,0,10,10,86
3135,29.05.2018,23,0,9,9,104
3136,30.05.2018,20,0,11,11,99
3137,31.05.2018,24,0,11,11,93
3138,01.06.2018,26,0,9,9,104
3139,02.06.2018,28,1,11,12,72
3140,03.06.2018,25,0,7,7,62
3141,04.06.2018,19,3,6,11,78
3142,05.06.2018,21,0,6,6,74
3143,06.06.2018,17,0,6,5,73
3144,07.06.2018,15,0,7,8,91
3145,08.06.2018,15,0,9,9,98
3146,09.06.2018,19,0,9,9,107
3147,10.06.2018,24,1,9,10,73
3148,11.06.2018,20,0,8,9,70
3149,12.06.2018,13,0,6,6,64
3150,13.06.2018,10,0,8,9,53
3151,14.06.2018,13,0,9,10,75
3152,15.06.2018,17,1,14,15,61
3153,16.06.2018,20,0,12,12,70
3154,17.06.2018,19,0,8,8,86
3155,18.06.2018,18,2,14,17,64
3156,19.06.2018,14,1,12,13,61
3157,20.06.2018,14,0,10,11,67
3158,21.06.2018,14,2,13,16,59
3159,22.06.2018,9,1,4,6,62
3160,23.06.2018,8,0,4,5,61
3161,24.06.2018,9,0,5,5,42
3162,25.06.2018,18,1,10,11,38
3163,26.06.2018,14,1,9,10,42
3164,27.06.2018,9,0,7,7,61
3165,28.06.2018,13,1,10,11,76
3166,29.06.2018,11,0,8,8,84
3167,30.06.2018,6,0,4,5,58
3168,01.07.2018,5,0,4,4,59
3169,02.07.2018,6,1,5,6,62
3170,03.07.2018,9,2,12,15,75
3171,04.07.2018,13,1,9,11,109
3172,05.07.2018,17,2,10,12,105
3173,06.07.2018,13,0,6,6,67
3174,07.07.2018,14,0,4,4,72
3175,08.07.2018,13,0,3,3,67
3176,09.07.2018,15,0,6,6,60
3177,10.07.2018,15,0,9,10,48
3178,11.07.2018,12,1,7,8,58
3179,12.07.2018,14,1,10,12,35
3180,13.07.2018,22,3,15,19,41
3181,14.07.2018,18,1,7,9,44
3182,15.07.2018,10,1,6,8,47
3183,16.07.2018,15,4,11,17,58
3184,17.07.2018,18,1,11,13,59
3185,18.07.2018,22,1,11,13,78
3186,19.07.2018,15,0,11,12,62
3187,20.07.2018,18,3,13,17,72
3188,21.07.2018,16,0,12,12,62
3189,22.07.2018,20,1,12,13,70
3190,23.07.2018,18,1,10,11,63
3191,24.07.2018,15,2,11,14,48
3192,25.07.2018,14,1,11,13,50
3193,26.07.2018,18,1,8,9,68
3194,27.07.2018,21,0,8,9,59
3195,28.07.2018,22,0,10,9,65
3196,29.07.2018,19,1,9,10,70
3197,30.07.2018,18,2,18,21,60
3198,31.07.2018,19,1,21,23,71
3199,01.08.2018,21,1,17,18,73
3200,02.08.2018,14,0,9,9,87
3201,03.08.2018,16,0,12,12,96
3202,04.08.2018,18,0,11,11,104
3203,05.08.2018,10,0,8,8,58
3204,06.08.2018,14,2,13,16,58
3205,07.08.2018,20,1,14,15,91
3206,08.08.2018,29,0,15,16,109
3207,09.08.2018,29,1,9,10,106
3208,10.08.2018,12,0,10,11,60
3209,11.08.2018,11,0,12,12,60
3210,12.08.2018,11,0,10,11,76
3211,13.08.2018,16,1,18,19,75
3212,14.08.2018,12,0,10,10,60
3213,15.08.2018,12,0,8,8,59
3214,16.08.2018,20,4,,,55
3215,17.08.2018,26,2,,,96
3216,18.08.2018,14,1,,,74
3217,19.08.2018,22,2,,,76
3218,20.08.2018,17,4,,,45
3219,21.08.2018,12,0,5,5,57
3220,22.08.2018,23,1,14,13,64
3221,23.08.2018,29,1,16,18,84
3222,24.08.2018,22,1,14,14,58
3223,25.08.2018,16,1,11,12,49
3224,26.08.2018,10,0,8,8,54
3225,27.08.2018,26,0,15,15,50
3226,28.08.2018,18,1,11,11,43
3227,29.08.2018,30,1,14,15,61
3228,30.08.2018,23,0,16,17,57
3229,31.08.2018,13,0,11,11,47
3230,01.09.2018,16,2,13,14,49
3231,02.09.2018,15,0,5,6,59
3232,03.09.2018,20,0,7,7,76
3233,04.09.2018,16,0,6,7,69
3234,05.09.2018,17,0,7,7,66
3235,06.09.2018,23,0,6,6,66
3236,07.09.2018,17,2,15,18,62
3237,08.09.2018,12,0,11,11,55
3238,09.09.2018,15,0,11,12,66
3239,10.09.2018,17,4,29,34,46
3240,11.09.2018,17,1,17,20,57
3241,12.09.2018,15,1,14,15,56
3242,13.09.2018,5,0,8,8,35
3243,14.09.2018,12,3,17,22,25
3244,15.09.2018,11,1,12,13,42
3245,16.09.2018,14,1,13,13,42
3246,17.09.2018,21,5,26,34,47
3247,18.09.2018,27,1,23,26,67
3248,19.09.2018,26,2,22,26,68
3249,20.09.2018,26,1,21,23,59
3250,21.09.2018,32,1,20,19,56
3251,22.09.2018,7,0,7,7,51
3252,23.09.2018,7,0,6,6,45
3253,24.09.2018,6,1,8,8,49
3254,25.09.2018,6,2,16,18,43
3255,26.09.2018,9,4,28,34,33
3256,27.09.2018,11,3,26,30,33
3257,28.09.2018,9,3,15,19,39
3258,29.09.2018,9,3,16,19,30
3259,30.09.2018,19,2,23,24,30
3260,01.10.2018,16,12,20,38,23
3261,02.10.2018,7,1,13,14,34
3262,03.10.2018,8,0,6,6,56
3263,04.10.2018,9,3,22,27,22
3264,05.10.2018,13,6,25,34,27
3265,06.10.2018,20,2,27,30,33
3266,07.10.2018,10,1,13,14,37
3267,08.10.2018,11,6,21,30,20
3268,09.10.2018,21,19,32,59,5
3269,10.10.2018,27,10,17,32,31
3270,11.10.2018,34,1,21,23,52
3271,12.10.2018,32,2,33,36,39
3272,13.10.2018,31,1,23,24,48
3273,14.10.2018,33,0,16,17,64
3274,15.10.2018,31,1,26,26,49
3275,16.10.2018,34,4,32,39,28
3276,17.10.2018,39,10,32,47,23
3277,18.10.2018,37,10,17,32,21
3278,19.10.2018,8,2,11,14,40
3279,20.10.2018,13,3,21,25,27
3280,21.10.2018,16,2,15,20,21
3281,22.10.2018,11,11,24,41,17
3282,23.10.2018,7,1,10,11,40
3283,24.10.2018,8,1,9,9,61
3284,25.10.2018,7,1,8,9,52
3285,26.10.2018,12,2,20,23,31
3286,27.10.2018,8,0,8,8,47
3287,28.10.2018,6,0,6,5,37
3288,29.10.2018,11,1,7,7,30
3289,30.10.2018,20,2,15,17,29
3290,31.10.2018,12,1,17,19,30
3291,01.11.2018,24,6,25,33,9
3292,02.11.2018,14,9,32,45,10
3293,03.11.2018,19,4,15,22,18
3294,04.11.2018,30,2,11,13,11
3295,05.11.2018,37,3,18,23,15
3296,06.11.2018,28,3,23,28,19
3297,07.11.2018,35,11,27,44,9
3298,08.11.2018,28,39,22,83,4
3299,09.11.2018,25,9,16,30,5
3300,10.11.2018,29,2,15,17,13
3301,11.11.2018,28,2,16,19,9
3302,12.11.2018,19,6,23,32,9
3303,13.11.2018,13,17,27,53,11
3304,14.11.2018,19,6,20,28,19
3305,15.11.2018,19,4,19,24,15
3306,16.11.2018,22,1,14,15,27
3307,17.11.2018,30,2,13,16,15
3308,18.11.2018,26,2,10,13,18
3309,19.11.2018,10,0,5,5,33
3310,20.11.2018,21,0,5,6,39
3311,21.11.2018,30,0,9,9,31
3312,22.11.2018,30,0,9,9,39
3313,23.11.2018,41,6,16,26,11
3314,24.11.2018,36,8,17,30,2
3315,25.11.2018,43,8,13,25,4
3316,26.11.2018,25,1,9,10,21
3317,27.11.2018,22,12,24,42,7
3318,28.11.2018,23,4,18,25,21
3319,29.11.2018,31,1,18,20,33
3320,30.11.2018,26,1,17,18,31
3321,01.12.2018,26,11,23,41,7
3322,02.12.2018,14,1,19,20,19
3323,03.12.2018,9,5,29,36,15
3324,04.12.2018,8,1,13,15,44
3325,05.12.2018,13,27,36,76,15
3326,06.12.2018,15,6,27,36,16
3327,07.12.2018,10,2,21,25,23
3328,08.12.2018,6,1,8,9,53
3329,09.12.2018,5,0,7,6,57
3330,10.12.2018,7,1,8,9,60
3331,11.12.2018,5,1,6,7,29
3332,12.12.2018,10,5,11,19,18
3333,13.12.2018,19,1,11,12,12
3334,14.12.2018,22,1,11,11,20
3335,15.12.2018,21,1,8,9,22
3336,16.12.2018,26,0,9,11,24
3337,17.12.2018,31,21,26,57,6
3338,18.12.2018,24,23,31,65,3
3339,19.12.2018,22,2,25,28,14
3340,20.12.2018,29,13,27,48,5
3341,21.12.2018,10,1,22,23,28
3342,22.12.2018,8,1,8,9,39
3343,23.12.2018,12,2,10,13,33
3344,24.12.2018,7,0,3,4,42
3345,25.12.2018,7,0,6,5,44
3346,26.12.2018,12,1,8,9,34
3347,27.12.2018,15,1,12,14,26
3348,28.12.2018,12,1,11,12,32
3349,29.12.2018,17,2,23,27,16
3350,30.12.2018,7,1,3,4,59
3351,31.12.2018,14,1,8,9,35
3352,01.01.2019,13,0,3,3,61
3353,02.01.2019,7,0,2,2,67
3354,03.01.2019,6,1,11,12,45
3355,04.01.2019,12,2,18,19,32
3356,05.01.2019,6,0,2,3,49
3357,06.01.2019,8,1,9,12,33
3358,07.01.2019,14,16,24,49,13
3359,08.01.2019,6,1,7,10,48
3360,09.01.2019,3,1,3,4,55
3361,10.01.2019,5,1,7,8,53
3362,11.01.2019,12,2,17,21,32
3363,12.01.2019,12,1,8,9,56
3364,13.01.2019,5,0,6,5,62
3365,14.01.2019,8,1,4,6,69
3366,15.01.2019,11,1,10,11,51
3367,16.01.2019,13,1,16,17,39
3368,17.01.2019,10,3,16,21,43
3369,18.01.2019,7,1,17,17,48
3370,19.01.2019,22,6,23,33,18
3371,20.01.2019,29,2,12,17,26
3372,21.01.2019,31,5,32,39,21
3373,22.01.2019,42,11,33,50,16
3374,23.01.2019,54,2,16,19,35
3375,24.01.2019,36,1,8,9,48
3376,25.01.2019,33,1,18,19,35
3377,26.01.2019,20,6,30,40,11
3378,27.01.2019,10,1,15,16,32
3379,28.01.2019,9,3,23,29,27
3380,29.01.2019,14,3,22,27,27
3381,30.01.2019,21,1,15,14,38
3382,31.01.2019,37,2,23,26,21
3383,01.02.2019,47,1,18,20,22
3384,02.02.2019,47,2,14,19,16
3385,03.02.2019,20,1,6,7,35
3386,04.02.2019,16,4,24,29,28
3387,05.02.2019,15,2,25,27,33
3388,06.02.2019,20,4,28,34,28
3389,07.02.2019,19,2,32,36,24
3390,08.02.2019,16,2,21,25,36
3391,09.02.2019,8,0,11,11,60
3392,10.02.2019,7,0,9,10,56
3393,11.02.2019,6,1,7,7,61
3394,12.02.2019,8,3,16,21,57
3395,13.02.2019,26,1,19,20,28
3396,14.02.2019,24,15,29,52,28
3397,15.02.2019,25,45,43,111,9
3398,16.02.2019,20,23,41,75,16
3399,17.02.2019,32,9,31,45,15
3400,18.02.2019,33,27,49,89,11
3401,19.02.2019,23,5,29,37,33
3402,20.02.2019,17,1,17,19,47
3403,21.02.2019,24,3,23,27,34
3404,22.02.2019,10,1,8,9,53
3405,23.02.2019,17,1,17,19,44
3406,24.02.2019,24,10,38,53,22
3407,25.02.2019,29,11,31,48,28
3408,26.02.2019,39,7,26,38,19
3409,27.02.2019,36,23,34,68,18
3410,28.02.2019,39,4,28,33,29
3411,01.03.2019,26,1,12,15,41
3412,02.03.2019,17,1,18,19,46
3413,03.03.2019,14,0,11,12,45
3414,04.03.2019,8,1,11,12,61
3415,05.03.2019,10,1,12,13,58
3416,06.03.2019,14,5,20,28,44
3417,07.03.2019,10,1,18,18,53
3418,08.03.2019,8,1,8,9,70
3419,09.03.2019,9,0,9,9,67
3420,10.03.2019,8,0,7,6,74
3421,11.03.2019,8,1,9,11,62
3422,12.03.2019,11,2,13,16,62
3423,13.03.2019,7,1,9,11,70
3424,14.03.2019,7,1,10,12,59
3425,15.03.2019,7,1,7,8,69
3426,16.03.2019,10,0,10,10,66
3427,17.03.2019,7,1,7,8,67
3428,18.03.2019,7,1,10,11,65
3429,19.03.2019,10,1,18,18,54
3430,20.03.2019,17,6,21,31,49
3431,21.03.2019,24,5,20,28,33
3432,22.03.2019,24,3,13,19,26
3433,23.03.2019,30,2,10,13,39
3434,24.03.2019,12,0,11,11,55
3435,25.03.2019,8,0,13,13,57
3436,26.03.2019,9,1,14,15,56
3437,27.03.2019,10,2,12,16,49
3438,28.03.2019,9,0,9,9,47
3439,29.03.2019,15,2,20,24,32
3440,30.03.2019,20,2,23,26,44
3441,31.03.2019,16,0,9,9,66
3442,01.04.2019,10,2,9,12,63
3443,02.04.2019,27,1,11,12,70
3444,03.04.2019,40,0,14,15,74
3445,04.04.2019,35,0,10,10,83
3446,05.04.2019,40,2,16,19,44
3447,06.04.2019,41,0,9,9,77
3448,07.04.2019,34,0,9,8,85
3449,08.04.2019,31,2,12,15,85
3450,09.04.2019,19,0,6,6,81
3451,10.04.2019,18,1,8,10,67
3452,11.04.2019,9,0,3,4,71
3453,12.04.2019,11,0,6,5,68
3454,13.04.2019,19,0,5,5,72
3455,14.04.2019,18,0,4,4,67
3456,15.04.2019,16,0,6,6,80
3457,16.04.2019,21,0,8,9,81
3458,17.04.2019,22,0,8,9,83
3459,18.04.2019,23,0,11,11,88
3460,19.04.2019,24,0,6,7,98
3461,20.04.2019,17,0,7,8,89
3462,21.04.2019,16,0,7,7,86
3463,22.04.2019,21,0,3,4,89
3464,23.04.2019,41,0,5,5,97
3465,24.04.2019,27,0,8,7,79
3466,25.04.2019,17,1,10,13,81
3467,26.04.2019,23,0,11,10,88
3468,27.04.2019,14,0,8,8,62
3469,28.04.2019,8,0,6,5,54
3470,29.04.2019,17,0,5,4,59
3471,30.04.2019,11,0,5,6,82
3472,01.05.2019,22,0,10,11,65
3473,02.05.2019,18,1,10,11,68
3474,03.05.2019,10,1,6,7,75
3475,04.05.2019,8,1,4,5,64
3476,05.05.2019,7,0,11,11,58
3477,06.05.2019,11,1,11,11,65
3478,07.05.2019,9,1,7,8,58
3479,08.05.2019,15,2,13,16,66
3480,09.05.2019,8,0,11,12,53
3481,10.05.2019,13,3,13,17,43
3482,11.05.2019,11,1,6,8,58
3483,12.05.2019,8,0,3,3,72
3484,13.05.2019,7,3,6,11,62
3485,14.05.2019,7,0,4,5,63
3486,15.05.2019,6,0,3,3,69
3487,16.05.2019,9,0,7,7,41
3488,17.05.2019,15,3,10,14,39
3489,18.05.2019,19,0,8,7,58
3490,19.05.2019,16,0,7,8,68
3491,20.05.2019,18,0,7,7,53
3492,21.05.2019,16,1,8,9,58
3493,22.05.2019,15,0,4,6,55
3494,23.05.2019,10,0,5,6,64
3495,24.05.2019,13,1,16,17,73
3496,25.05.2019,9,0,6,7,62
3497,26.05.2019,12,1,9,11,60
3498,27.05.2019,11,0,16,15,50
3499,28.05.2019,12,0,5,5,59
3500,29.05.2019,8,0,5,4,71
3501,30.05.2019,10,0,9,8,67
3502,31.05.2019,13,1,9,12,43
3503,01.06.2019,19,1,7,10,55
3504,02.06.2019,16,0,7,8,69
3505,03.06.2019,17,1,12,13,70
3506,04.06.2019,18,1,9,9,70
3507,05.06.2019,23,0,12,12,77
3508,06.06.2019,23,0,11,11,69
3509,07.06.2019,15,0,8,9,61
3510,08.06.2019,13,0,7,7,65
3511,09.06.2019,11,0,9,8,66
3512,10.06.2019,19,0,7,7,58
3513,11.06.2019,23,1,9,10,74
3514,12.06.2019,19,0,8,8,65
3515,13.06.2019,13,1,11,12,52
3516,14.06.2019,14,0,8,7,72
3517,15.06.2019,23,0,10,8,90
3518,16.06.2019,8,0,7,5,86
3519,17.06.2019,16,1,12,12,71
3520,18.06.2019,16,0,10,9,70
3521,19.06.2019,20,0,11,11,80
3522,20.06.2019,14,1,12,14,67
3523,21.06.2019,14,1,9,10,65
3524,22.06.2019,12,0,4,4,69
3525,23.06.2019,10,0,4,3,74
3526,24.06.2019,11,0,10,8,73
3527,25.06.2019,19,0,9,10,91
3528,26.06.2019,26,1,11,14,113
3529,27.06.2019,15,0,3,2,82
3530,28.06.2019,14,1,7,7,63
3531,29.06.2019,14,1,7,8,72
3532,30.06.2019,19,0,9,10,102
3533,01.07.2019,19,0,5,6,87
3534,02.07.2019,19,0,5,5,66
3535,03.07.2019,16,0,9,8,59
3536,04.07.2019,13,0,7,8,59
3537,05.07.2019,11,0,8,8,55
3538,06.07.2019,12,0,9,9,48
3539,07.07.2019,10,0,5,5,55
3540,08.07.2019,8,0,,9,58
3541,09.07.2019,8,0,,11,54
3542,10.07.2019,11,1,,8,50
3543,11.07.2019,13,2,12,15,66
3544,12.07.2019,16,1,12,14,38
