,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2013-01-22,,1,20,21,51,Marienfelde
2013-01-23,,1,30,32,27,Marienfelde
2013-01-24,,8,37,49,18,Marienfelde
2013-01-25,,27,45,87,22,Marienfelde
2013-01-26,,1,21,24,46,Marienfelde
2013-01-27,,1,19,20,36,Marienfelde
2013-01-28,,3,19,23,36,Marienfelde
2013-01-29,,0,14,15,43,Marienfelde
2013-01-30,,0,9,10,52,Marienfelde
2013-01-31,,1,8,9,66,Marienfelde
2013-02-01,,1,10,11,59,Marienfelde
2013-02-02,,1,14,15,49,Marienfelde
2013-02-03,,0,8,9,56,Marienfelde
2013-02-04,,1,14,15,52,Marienfelde
2013-02-05,,0,10,10,63,Marienfelde
2013-02-06,,1,17,18,48,Marienfelde
2013-02-07,,2,23,26,33,Marienfelde
2013-02-08,,2,19,22,33,Marienfelde
2013-02-09,,1,19,21,31,Marienfelde
2013-02-10,,1,12,13,50,Marienfelde
2013-02-11,,4,23,28,35,Marienfelde
2013-02-12,,2,22,26,41,Marienfelde
2013-02-13,,5,35,42,35,Marienfelde
2013-02-14,,3,24,29,35,Marienfelde
2013-02-15,,3,29,33,30,Marienfelde
2013-02-16,,10,35,50,12,Marienfelde
2013-02-17,,1,15,16,33,Marienfelde
2013-02-18,,2,18,21,44,Marienfelde
2013-02-19,,2,17,20,40,Marienfelde
2013-02-20,,1,17,17,66,Marienfelde
2013-02-21,,1,20,21,63,Marienfelde
2013-02-22,,4,18,24,65,Marienfelde
2013-02-23,,1,13,14,65,Marienfelde
2013-02-24,,1,18,19,31,Marienfelde
2013-02-25,,2,21,23,30,Marienfelde
2013-02-26,,1,20,21,29,Marienfelde
2013-02-27,,3,32,35,26,Marienfelde
2013-02-28,,5,26,34,28,Marienfelde
2013-03-01,,1,15,16,50,Marienfelde
2013-03-02,,1,16,17,45,Marienfelde
2013-03-03,,0,8,8,68,Marienfelde
2013-03-04,,5,24,32,42,Marienfelde
2013-03-05,,2,21,24,61,Marienfelde
2013-03-06,,4,40,46,45,Marienfelde
2013-03-07,,1,23,25,64,Marienfelde
2013-03-08,,2,16,18,55,Marienfelde
2013-03-09,,1,8,9,58,Marienfelde
2013-03-10,,1,11,12,65,Marienfelde
2013-03-11,,2,24,27,61,Marienfelde
2013-03-12,,2,23,25,69,Marienfelde
2013-03-13,,2,32,35,66,Marienfelde
2013-03-14,,7,40,50,43,Marienfelde
2013-03-15,,5,37,45,44,Marienfelde
2013-03-16,,2,28,31,57,Marienfelde
2013-03-17,,1,12,12,86,Marienfelde
2013-03-18,,1,19,20,80,Marienfelde
2013-03-19,,1,20,22,79,Marienfelde
2013-03-20,,1,17,18,80,Marienfelde
2013-03-21,,2,26,29,71,Marienfelde
2013-03-22,,1,16,18,79,Marienfelde
2013-03-23,,1,9,10,77,Marienfelde
2013-03-24,,1,11,12,87,Marienfelde
2013-03-25,,1,16,17,88,Marienfelde
2013-03-26,,1,15,17,90,Marienfelde
2013-03-27,,2,22,24,88,Marienfelde
2013-03-28,,3,28,32,85,Marienfelde
2013-03-29,,1,16,18,84,Marienfelde
2013-03-30,,1,14,14,88,Marienfelde
2013-03-31,,1,14,15,91,Marienfelde
2013-04-01,,1,14,16,91,Marienfelde
2013-04-02,,2,28,30,76,Marienfelde
2013-04-03,,1,19,20,92,Marienfelde
2013-04-04,,1,21,23,87,Marienfelde
2013-04-05,,1,23,25,64,Marienfelde
2013-04-06,,1,16,17,78,Marienfelde
2013-04-07,,1,19,21,63,Marienfelde
2013-04-08,,2,22,25,70,Marienfelde
2013-04-09,,3,25,30,72,Marienfelde
2013-04-10,,2,23,26,53,Marienfelde
2013-04-11,,1,18,20,38,Marienfelde
2013-04-12,,6,21,30,44,Marienfelde
2013-04-13,,1,6,7,72,Marienfelde
2013-04-14,,1,10,11,67,Marienfelde
2013-04-15,,0,10,10,83,Marienfelde
2013-04-16,,3,23,28,55,Marienfelde
2013-04-17,,2,16,19,60,Marienfelde
2013-04-18,,1,11,12,79,Marienfelde
2013-04-19,,1,14,15,76,Marienfelde
2013-04-20,,1,12,14,72,Marienfelde
2013-04-21,,0,7,7,80,Marienfelde
2013-04-22,,3,21,25,64,Marienfelde
2013-04-23,,1,15,17,59,Marienfelde
2013-04-24,,1,13,15,64,Marienfelde
2013-04-25,,1,13,14,61,Marienfelde
2013-04-26,,1,11,12,84,Marienfelde
2013-04-27,,0,9,9,71,Marienfelde
2013-04-28,,1,7,8,73,Marienfelde
2013-04-29,,1,11,13,61,Marienfelde
2013-04-30,,3,18,22,61,Marienfelde
2013-05-01,,0,9,10,75,Marienfelde
2013-05-02,,0,15,16,70,Marienfelde
2013-05-03,,1,17,18,81,Marienfelde
2013-05-04,,2,14,18,73,Marienfelde
2013-05-05,,0,14,14,74,Marienfelde
2013-05-06,,1,15,16,74,Marienfelde
2013-05-07,,1,15,17,67,Marienfelde
2013-05-08,,1,10,11,56,Marienfelde
2013-05-09,,1,8,9,45,Marienfelde
2013-05-10,,2,10,13,47,Marienfelde
2013-05-11,,2,9,13,47,Marienfelde
2013-05-12,,1,6,7,51,Marienfelde
2013-05-13,,2,12,15,47,Marienfelde
2013-05-14,,2,14,16,51,Marienfelde
2013-05-15,,2,13,16,71,Marienfelde
2013-05-16,,1,13,13,85,Marienfelde
2013-05-17,,1,15,16,75,Marienfelde
2013-05-18,,1,10,12,41,Marienfelde
2013-05-19,,1,8,9,67,Marienfelde
2013-05-20,,1,6,7,65,Marienfelde
2013-05-21,,1,11,11,56,Marienfelde
2013-05-22,,1,8,10,57,Marienfelde
2013-05-23,,1,10,11,69,Marienfelde
2013-05-24,,2,15,18,58,Marienfelde
2013-05-25,,1,7,8,61,Marienfelde
2013-05-26,,1,7,8,41,Marienfelde
2013-05-27,,2,14,17,40,Marienfelde
2013-05-28,,1,11,13,49,Marienfelde
2013-05-29,,1,12,14,55,Marienfelde
2013-05-30,,2,18,21,55,Marienfelde
2013-05-31,,1,16,18,54,Marienfelde
2013-06-01,,1,8,9,59,Marienfelde
2013-06-02,,0,8,9,60,Marienfelde
2013-06-03,,1,10,11,64,Marienfelde
2013-06-04,,1,10,12,56,Marienfelde
2013-06-05,,3,14,18,57,Marienfelde
2013-06-06,,3,18,23,62,Marienfelde
2013-06-07,,3,21,26,65,Marienfelde
2013-06-08,,1,17,19,71,Marienfelde
2013-06-09,,0,9,9,81,Marienfelde
2013-06-10,,1,10,11,60,Marienfelde
2013-06-11,,2,15,19,53,Marienfelde
2013-06-12,,2,16,19,76,Marienfelde
2013-06-13,,1,9,11,68,Marienfelde
2013-06-14,,1,7,8,57,Marienfelde
2013-06-15,,2,8,10,64,Marienfelde
2013-06-16,,0,5,5,66,Marienfelde
2013-06-17,,1,13,14,71,Marienfelde
2013-06-18,,1,12,13,91,Marienfelde
2013-06-19,,1,12,14,86,Marienfelde
2013-06-20,,1,8,9,110,Marienfelde
2013-06-21,,1,4,5,73,Marienfelde
2013-06-22,,0,5,5,71,Marienfelde
2013-06-23,,0,4,5,61,Marienfelde
2013-06-24,,1,9,12,52,Marienfelde
2013-06-25,,1,9,10,47,Marienfelde
2013-06-26,,0,4,5,57,Marienfelde
2013-06-27,,1,9,11,52,Marienfelde
2013-06-28,,1,9,11,54,Marienfelde
2013-06-29,,1,6,8,51,Marienfelde
2013-06-30,,0,4,4,51,Marienfelde
2013-07-01,,1,8,9,56,Marienfelde
2013-07-02,,1,11,12,61,Marienfelde
2013-07-03,,2,14,17,70,Marienfelde
2013-07-04,,1,10,11,48,Marienfelde
2013-07-05,,1,14,16,38,Marienfelde
2013-07-06,,1,10,11,64,Marienfelde
2013-07-07,,1,8,9,65,Marienfelde
2013-07-08,,1,16,18,77,Marienfelde
2013-07-09,,1,13,14,77,Marienfelde
2013-07-10,,1,11,13,52,Marienfelde
2013-07-11,,1,8,9,55,Marienfelde
2013-07-12,,1,12,13,50,Marienfelde
2013-07-13,,1,9,9,63,Marienfelde
2013-07-14,,0,4,4,65,Marienfelde
2013-07-15,,1,7,7,61,Marienfelde
2013-07-16,,2,12,15,53,Marienfelde
2013-07-17,,2,12,15,61,Marienfelde
2013-07-18,,2,13,17,61,Marienfelde
2013-07-19,,1,11,13,56,Marienfelde
2013-07-20,,0,9,9,66,Marienfelde
2013-07-21,,1,10,10,73,Marienfelde
2013-07-22,,2,18,22,80,Marienfelde
2013-07-23,,0,13,14,72,Marienfelde
2013-07-24,,1,15,16,70,Marienfelde
2013-07-25,,1,10,12,113,Marienfelde
2013-07-26,,1,10,11,121,Marienfelde
2013-07-27,,1,9,10,109,Marienfelde
2013-07-28,,0,7,8,105,Marienfelde
2013-07-29,,1,13,14,58,Marienfelde
2013-07-30,,0,10,11,64,Marienfelde
2013-07-31,,1,14,14,56,Marienfelde
2013-08-01,,2,16,18,51,Marienfelde
2013-08-02,,1,18,20,86,Marienfelde
2013-08-03,,1,14,15,102,Marienfelde
2013-08-04,,0,12,12,77,Marienfelde
2013-08-05,,1,18,19,68,Marienfelde
2013-08-06,,1,19,21,80,Marienfelde
2013-08-07,,1,16,18,64,Marienfelde
2013-08-08,,1,10,11,61,Marienfelde
2013-08-09,,1,9,10,49,Marienfelde
2013-08-10,,1,11,13,43,Marienfelde
2013-08-11,,0,7,8,52,Marienfelde
2013-08-12,,1,11,13,50,Marienfelde
2013-08-13,,1,8,10,49,Marienfelde
2013-08-14,,2,10,13,39,Marienfelde
2013-08-15,,4,15,22,53,Marienfelde
2013-08-16,,2,12,14,79,Marienfelde
2013-08-17,,1,15,16,85,Marienfelde
2013-08-18,,1,9,10,59,Marienfelde
2013-08-19,,3,12,17,27,Marienfelde
2013-08-20,,1,10,11,51,Marienfelde
2013-08-21,,5,16,23,38,Marienfelde
2013-08-22,,5,22,30,49,Marienfelde
2013-08-23,,1,13,15,55,Marienfelde
2013-08-24,,1,7,8,59,Marienfelde
2013-08-25,,0,6,7,71,Marienfelde
2013-08-26,,1,12,14,57,Marienfelde
2013-08-27,,1,21,22,49,Marienfelde
2013-08-28,,3,23,28,44,Marienfelde
2013-08-29,,7,21,31,47,Marienfelde
2013-08-30,,2,23,26,,Marienfelde
2013-08-31,,1,19,20,51,Marienfelde
2013-09-01,,0,5,5,55,Marienfelde
2013-09-02,,1,9,11,40,Marienfelde
2013-09-03,,2,11,14,27,Marienfelde
2013-09-04,,3,13,18,25,Marienfelde
2013-09-05,,3,17,21,40,Marienfelde
2013-09-06,,3,23,27,55,Marienfelde
2013-09-07,,1,15,17,72,Marienfelde
2013-09-08,,0,11,11,72,Marienfelde
2013-09-09,,2,12,14,44,Marienfelde
2013-09-10,,1,10,12,33,Marienfelde
2013-09-11,,1,11,13,25,Marienfelde
2013-09-12,,6,22,33,12,Marienfelde
2013-09-13,,6,14,23,39,Marienfelde
2013-09-14,,0,7,8,55,Marienfelde
2013-09-15,,0,6,6,38,Marienfelde
2013-09-16,,1,10,12,36,Marienfelde
2013-09-17,,3,14,18,34,Marienfelde
2013-09-18,,2,12,15,24,Marienfelde
2013-09-19,,1,13,14,30,Marienfelde
2013-09-20,,1,14,16,18,Marienfelde
2013-09-21,,1,10,12,31,Marienfelde
2013-09-22,,1,8,9,35,Marienfelde
2013-09-23,,1,5,6,42,Marienfelde
2013-09-24,,1,14,15,29,Marienfelde
2013-09-25,,3,16,21,20,Marienfelde
2013-09-26,,2,17,21,27,Marienfelde
2013-09-27,,13,16,36,28,Marienfelde
2013-09-28,,7,16,26,29,Marienfelde
2013-09-29,,1,9,11,28,Marienfelde
2013-09-30,,1,11,13,35,Marienfelde
2013-10-01,,3,19,23,29,Marienfelde
2013-10-02,,6,20,29,28,Marienfelde
2013-10-03,,1,13,14,38,Marienfelde
2013-10-04,,1,14,15,47,Marienfelde
2013-10-05,,4,21,26,35,Marienfelde
2013-10-06,,3,15,19,15,Marienfelde
2013-10-07,,9,20,34,16,Marienfelde
2013-10-08,,7,22,32,14,Marienfelde
2013-10-09,,4,19,25,18,Marienfelde
2013-10-10,,1,15,17,30,Marienfelde
2013-10-11,,2,17,20,33,Marienfelde
2013-10-12,,1,12,13,24,Marienfelde
2013-10-13,,1,12,14,21,Marienfelde
2013-10-14,,5,17,25,22,Marienfelde
2013-10-15,,1,17,19,25,Marienfelde
2013-10-16,,1,19,21,24,Marienfelde
2013-10-17,,2,10,13,34,Marienfelde
2013-10-18,,1,15,16,48,Marienfelde
2013-10-19,,1,14,16,28,Marienfelde
2013-10-20,,1,9,10,29,Marienfelde
2013-10-21,,1,13,14,37,Marienfelde
2013-10-22,,4,16,23,26,Marienfelde
2013-10-23,,1,12,14,33,Marienfelde
2013-10-24,,2,20,22,30,Marienfelde
2013-10-25,,20,27,57,9,Marienfelde
2013-10-26,,2,14,17,22,Marienfelde
2013-10-27,,1,5,6,53,Marienfelde
2013-10-28,,0,6,6,60,Marienfelde
2013-10-29,,0,10,10,54,Marienfelde
2013-10-30,,2,23,25,28,Marienfelde
2013-10-31,,1,15,17,32,Marienfelde
2013-11-01,,1,16,18,28,Marienfelde
2013-11-02,,1,12,14,21,Marienfelde
2013-11-03,,1,8,9,42,Marienfelde
2013-11-04,,1,8,9,50,Marienfelde
2013-11-05,,0,14,14,40,Marienfelde
2013-11-06,,0,16,16,38,Marienfelde
2013-11-07,,0,15,16,30,Marienfelde
2013-11-08,,2,22,25,23,Marienfelde
2013-11-09,,1,9,10,45,Marienfelde
2013-11-10,,0,9,9,47,Marienfelde
2013-11-11,,2,20,23,18,Marienfelde
2013-11-12,,3,21,25,17,Marienfelde
2013-11-13,,3,23,27,25,Marienfelde
2013-11-14,,7,25,36,14,Marienfelde
2013-11-15,,1,24,26,23,Marienfelde
2013-11-16,,6,18,28,21,Marienfelde
2013-11-17,,2,18,21,12,Marienfelde
2013-11-18,,2,21,24,13,Marienfelde
2013-11-19,,9,26,39,6,Marienfelde
2013-11-20,,5,22,30,21,Marienfelde
2013-11-21,,5,23,30,28,Marienfelde
2013-11-22,,4,23,29,10,Marienfelde
2013-11-23,,2,20,23,11,Marienfelde
2013-11-24,,0,15,15,36,Marienfelde
2013-11-25,,1,23,24,34,Marienfelde
2013-11-26,,13,37,57,19,Marienfelde
2013-11-27,,10,32,47,9,Marienfelde
2013-11-28,,0,18,18,41,Marienfelde
2013-11-29,,1,17,18,40,Marienfelde
2013-11-30,,1,13,13,40,Marienfelde
2013-12-01,,0,7,8,44,Marienfelde
2013-12-02,,19,24,53,14,Marienfelde
2013-12-03,,20,23,53,8,Marienfelde
2013-12-04,,27,34,75,6,Marienfelde
2013-12-05,,0,13,13,46,Marienfelde
2013-12-06,,0,4,4,65,Marienfelde
2013-12-07,,0,5,5,57,Marienfelde
2013-12-08,,1,7,9,42,Marienfelde
2013-12-09,,1,12,13,38,Marienfelde
2013-12-10,,3,24,29,11,Marienfelde
2013-12-11,,1,18,20,24,Marienfelde
2013-12-12,,4,22,27,12,Marienfelde
2013-12-13,,18,29,56,2,Marienfelde
2013-12-14,,3,26,31,9,Marienfelde
2013-12-15,,1,12,13,30,Marienfelde
2013-12-16,,1,19,20,28,Marienfelde
2013-12-17,,12,36,54,14,Marienfelde
2013-12-18,,10,36,51,3,Marienfelde
2013-12-19,,3,29,33,13,Marienfelde
2013-12-20,,5,27,35,10,Marienfelde
2013-12-21,,1,11,12,41,Marienfelde
2013-12-22,,1,7,7,49,Marienfelde
2013-12-23,,0,9,10,53,Marienfelde
2013-12-24,,0,7,8,46,Marienfelde
2013-12-25,,0,12,12,32,Marienfelde
2013-12-26,,2,18,20,15,Marienfelde
2013-12-27,,0,8,8,46,Marienfelde
2013-12-28,,0,10,10,41,Marienfelde
2013-12-29,,0,7,7,46,Marienfelde
2013-12-30,,1,12,13,32,Marienfelde
2013-12-31,,1,16,18,23,Marienfelde
2014-01-01,,1,15,16,19,Marienfelde
2014-01-02,,0,12,13,28,Marienfelde
2014-01-03,,1,12,13,35,Marienfelde
2014-01-04,,1,13,14,42,Marienfelde
2014-01-05,,0,11,12,29,Marienfelde
2014-01-06,,1,10,11,42,Marienfelde
2014-01-07,,1,13,14,39,Marienfelde
2014-01-08,,1,19,21,29,Marienfelde
2014-01-09,,1,15,16,33,Marienfelde
2014-01-10,,0,10,10,56,Marienfelde
2014-01-11,,1,9,11,46,Marienfelde
2014-01-12,,1,6,7,57,Marienfelde
2014-01-13,,2,24,27,14,Marienfelde
2014-01-14,,12,27,45,5,Marienfelde
2014-01-15,,3,24,28,12,Marienfelde
2014-01-16,,1,21,24,14,Marienfelde
2014-01-17,,2,22,24,12,Marienfelde
2014-01-18,,3,21,26,15,Marienfelde
2014-01-19,,1,12,13,21,Marienfelde
2014-01-20,,2,16,19,14,Marienfelde
2014-01-21,,3,22,26,14,Marienfelde
2014-01-22,,4,22,28,16,Marienfelde
2014-01-23,,4,23,29,26,Marienfelde
2014-01-24,,2,25,28,35,Marienfelde
2014-01-25,,2,26,29,34,Marienfelde
2014-01-26,,1,18,19,42,Marienfelde
2014-01-27,,4,34,40,19,Marienfelde
2014-01-28,,8,31,44,17,Marienfelde
2014-01-29,,10,28,43,29,Marienfelde
2014-01-30,,10,31,46,25,Marienfelde
2014-01-31,,5,38,45,22,Marienfelde
2014-02-01,,1,16,16,40,Marienfelde
2014-02-02,,1,16,17,21,Marienfelde
2014-02-03,,2,21,23,20,Marienfelde
2014-02-04,,1,17,18,46,Marienfelde
2014-02-05,,1,19,20,35,Marienfelde
2014-02-06,,1,15,17,39,Marienfelde
2014-02-07,,1,14,15,43,Marienfelde
2014-02-08,,0,9,9,55,Marienfelde
2014-02-09,,1,5,6,,Marienfelde
2014-02-10,,1,19,20,,Marienfelde
2014-02-11,,1,17,19,36,Marienfelde
2014-02-12,,1,13,15,45,Marienfelde
2014-02-13,,1,15,16,45,Marienfelde
2014-02-14,,1,12,14,51,Marienfelde
2014-02-15,,0,9,10,50,Marienfelde
2014-02-16,,0,5,6,61,Marienfelde
2014-02-17,,1,16,18,40,Marienfelde
2014-02-18,,2,25,28,23,Marienfelde
2014-02-19,,2,26,30,18,Marienfelde
2014-02-20,,2,18,20,30,Marienfelde
2014-02-21,,1,13,15,40,Marienfelde
2014-02-22,,1,10,11,50,Marienfelde
2014-02-23,,1,10,11,50,Marienfelde
2014-02-24,,1,22,23,45,Marienfelde
2014-02-25,,2,19,22,41,Marienfelde
2014-02-26,,4,33,40,24,Marienfelde
2014-02-27,,7,32,44,15,Marienfelde
2014-02-28,,5,26,34,17,Marienfelde
2014-03-01,,9,25,39,29,Marienfelde
2014-03-02,,4,20,26,35,Marienfelde
2014-03-03,,2,23,26,36,Marienfelde
2014-03-04,,4,27,33,18,Marienfelde
2014-03-05,,12,26,45,11,Marienfelde
2014-03-06,,5,20,27,19,Marienfelde
2014-03-07,,3,25,29,28,Marienfelde
2014-03-08,,4,27,33,39,Marienfelde
2014-03-09,,1,17,19,50,Marienfelde
2014-03-10,,4,35,41,53,Marienfelde
2014-03-11,,12,36,54,39,Marienfelde
2014-03-12,,4,32,39,42,Marienfelde
2014-03-13,,9,46,59,38,Marienfelde
2014-03-14,,7,37,48,37,Marienfelde
2014-03-15,,0,7,7,73,Marienfelde
2014-03-16,,0,3,4,70,Marienfelde
2014-03-17,,0,6,6,62,Marienfelde
2014-03-18,,1,14,16,44,Marienfelde
2014-03-19,,1,12,13,53,Marienfelde
2014-03-20,,1,14,16,60,Marienfelde
2014-03-21,,1,8,9,79,Marienfelde
2014-03-22,,1,9,10,49,Marienfelde
2014-03-23,,1,9,10,54,Marienfelde
2014-03-24,,2,26,30,40,Marienfelde
2014-03-25,,3,21,25,42,Marienfelde
2014-03-26,,2,17,20,47,Marienfelde
2014-03-27,,1,16,18,63,Marienfelde
2014-03-28,,3,24,28,30,Marienfelde
2014-03-29,,5,23,30,40,Marienfelde
2014-03-30,,1,20,21,70,Marienfelde
2014-03-31,,12,40,59,49,Marienfelde
2014-04-01,,8,33,44,43,Marienfelde
2014-04-02,,2,17,21,62,Marienfelde
2014-04-03,,4,27,33,60,Marienfelde
2014-04-04,,0,14,14,70,Marienfelde
2014-04-05,,1,12,13,61,Marienfelde
2014-04-06,,0,9,10,61,Marienfelde
2014-04-07,,1,14,16,45,Marienfelde
2014-04-08,,1,10,11,62,Marienfelde
2014-04-09,,0,5,5,73,Marienfelde
2014-04-10,,1,15,16,53,Marienfelde
2014-04-11,,2,17,19,41,Marienfelde
2014-04-12,,1,14,16,49,Marienfelde
2014-04-13,,0,6,7,65,Marienfelde
2014-04-14,,0,7,7,72,Marienfelde
2014-04-15,,1,9,10,63,Marienfelde
2014-04-16,,2,20,23,49,Marienfelde
2014-04-17,,2,18,20,54,Marienfelde
2014-04-18,,0,9,10,65,Marienfelde
2014-04-19,,2,16,19,58,Marienfelde
2014-04-20,,0,7,7,84,Marienfelde
2014-04-21,,1,6,7,77,Marienfelde
2014-04-22,,1,14,15,61,Marienfelde
2014-04-23,,8,19,31,39,Marienfelde
2014-04-24,,3,20,24,42,Marienfelde
2014-04-25,,1,13,14,75,Marienfelde
2014-04-26,,0,9,10,69,Marienfelde
2014-04-27,,0,5,5,66,Marienfelde
2014-04-28,,1,13,14,66,Marienfelde
2014-04-29,,2,21,25,75,Marienfelde
2014-04-30,,3,24,28,76,Marienfelde
2014-05-01,,0,16,17,67,Marienfelde
2014-05-02,,0,10,10,52,Marienfelde
2014-05-03,,1,11,12,57,Marienfelde
2014-05-04,,1,8,9,67,Marienfelde
2014-05-05,,2,13,16,58,Marienfelde
2014-05-06,,0,12,13,73,Marienfelde
2014-05-07,,1,10,12,68,Marienfelde
2014-05-08,,1,10,11,59,Marienfelde
2014-05-09,,1,7,8,61,Marienfelde
2014-05-10,,0,5,5,76,Marienfelde
2014-05-11,,1,3,4,72,Marienfelde
2014-05-12,,0,7,7,61,Marienfelde
2014-05-13,,0,6,7,71,Marienfelde
2014-05-14,,0,8,9,66,Marienfelde
2014-05-15,,1,10,11,58,Marienfelde
2014-05-16,,1,10,11,77,Marienfelde
2014-05-17,,1,8,10,76,Marienfelde
2014-05-18,,1,10,11,49,Marienfelde
2014-05-19,,1,13,15,43,Marienfelde
2014-05-20,,1,17,18,69,Marienfelde
2014-05-21,,1,15,17,89,Marienfelde
2014-05-22,,0,11,12,98,Marienfelde
2014-05-23,,0,11,12,74,Marienfelde
2014-05-24,,1,10,11,69,Marienfelde
2014-05-25,,0,9,9,82,Marienfelde
2014-05-26,,1,9,10,83,Marienfelde
2014-05-27,,1,10,12,59,Marienfelde
2014-05-28,,2,14,17,25,Marienfelde
2014-05-29,,0,8,8,41,Marienfelde
2014-05-30,,2,12,15,50,Marienfelde
2014-05-31,,0,8,8,70,Marienfelde
2014-06-01,,0,7,7,77,Marienfelde
2014-06-02,,1,11,13,62,Marienfelde
2014-06-03,,1,13,15,61,Marienfelde
2014-06-04,,1,14,15,64,Marienfelde
2014-06-05,,1,7,8,65,Marienfelde
2014-06-06,,1,13,14,70,Marienfelde
2014-06-07,,1,11,12,93,Marienfelde
2014-06-08,,1,8,9,101,Marienfelde
2014-06-09,,0,5,6,107,Marienfelde
2014-06-10,,1,10,11,98,Marienfelde
2014-06-11,,1,12,13,79,Marienfelde
2014-06-12,,0,6,6,69,Marienfelde
2014-06-13,,1,8,8,59,Marienfelde
2014-06-14,,0,5,5,60,Marienfelde
2014-06-15,,2,7,10,56,Marienfelde
2014-06-16,,1,11,13,61,Marienfelde
2014-06-17,,1,11,12,61,Marienfelde
2014-06-18,,3,11,15,65,Marienfelde
2014-06-19,,1,4,5,51,Marienfelde
2014-06-20,,1,3,4,59,Marienfelde
2014-06-21,,0,4,4,53,Marienfelde
2014-06-22,,1,3,4,63,Marienfelde
2014-06-23,,0,6,7,72,Marienfelde
2014-06-24,,1,12,13,41,Marienfelde
2014-06-25,,2,19,22,21,Marienfelde
2014-06-26,,6,18,26,35,Marienfelde
2014-06-27,,3,15,19,53,Marienfelde
2014-06-28,,0,10,10,70,Marienfelde
2014-06-29,,0,6,6,46,Marienfelde
2014-06-30,,1,6,7,58,Marienfelde
2014-07-01,,1,6,7,63,Marienfelde
2014-07-02,,2,11,13,54,Marienfelde
2014-07-03,,2,12,15,69,Marienfelde
2014-07-04,,2,14,16,107,Marienfelde
2014-07-05,,0,8,8,98,Marienfelde
2014-07-06,,0,4,5,60,Marienfelde
2014-07-07,,1,9,10,56,Marienfelde
2014-07-08,,1,16,17,43,Marienfelde
2014-07-09,,0,10,11,39,Marienfelde
2014-07-10,,1,11,12,49,Marienfelde
2014-07-11,,1,14,16,47,Marienfelde
2014-07-12,,0,11,11,47,Marienfelde
2014-07-13,,0,8,9,48,Marienfelde
2014-07-14,,0,9,10,59,Marienfelde
2014-07-15,,0,9,10,70,Marienfelde
2014-07-16,,1,12,13,66,Marienfelde
2014-07-17,,1,13,14,76,Marienfelde
2014-07-18,,1,17,19,93,Marienfelde
2014-07-19,,1,8,9,104,Marienfelde
2014-07-20,,0,6,7,109,Marienfelde
2014-07-21,,0,7,7,95,Marienfelde
2014-07-22,,1,8,9,81,Marienfelde
2014-07-23,,0,8,8,70,Marienfelde
2014-07-24,,1,13,14,63,Marienfelde
2014-07-25,,1,14,15,46,Marienfelde
2014-07-26,,1,13,15,70,Marienfelde
2014-07-27,,1,13,14,77,Marienfelde
2014-07-28,,1,17,18,74,Marienfelde
2014-07-29,,1,20,23,67,Marienfelde
2014-07-30,,2,14,17,55,Marienfelde
2014-07-31,,0,8,9,63,Marienfelde
2014-08-01,,2,15,18,58,Marienfelde
2014-08-02,,1,10,11,75,Marienfelde
2014-08-03,,0,10,10,63,Marienfelde
2014-08-04,,0,14,14,53,Marienfelde
2014-08-05,,2,13,16,61,Marienfelde
2014-08-06,,1,14,16,60,Marienfelde
2014-08-07,,2,17,20,63,Marienfelde
2014-08-08,,4,18,23,78,Marienfelde
2014-08-09,,0,12,12,74,Marienfelde
2014-08-10,,0,9,10,67,Marienfelde
2014-08-11,,0,9,10,69,Marienfelde
2014-08-12,,1,13,14,59,Marienfelde
2014-08-13,,1,12,13,68,Marienfelde
2014-08-14,,1,11,13,63,Marienfelde
2014-08-15,,1,13,15,42,Marienfelde
2014-08-16,,0,9,9,49,Marienfelde
2014-08-17,,1,6,7,69,Marienfelde
2014-08-18,,0,8,9,70,Marienfelde
2014-08-19,,0,10,10,62,Marienfelde
2014-08-20,,0,10,11,56,Marienfelde
2014-08-21,,3,17,21,51,Marienfelde
2014-08-22,,1,14,16,66,Marienfelde
2014-08-23,,0,11,12,62,Marienfelde
2014-08-24,,1,9,10,61,Marienfelde
2014-08-25,,2,14,17,59,Marienfelde
2014-08-26,,0,12,12,65,Marienfelde
2014-08-27,,3,18,23,46,Marienfelde
2014-08-28,,4,20,26,64,Marienfelde
2014-08-29,,1,22,23,44,Marienfelde
2014-08-30,,1,15,16,40,Marienfelde
2014-08-31,,0,11,11,32,Marienfelde
2014-09-01,,1,13,14,33,Marienfelde
2014-09-02,,1,13,14,42,Marienfelde
2014-09-03,,1,15,17,53,Marienfelde
2014-09-04,,1,15,17,59,Marienfelde
2014-09-05,,1,14,14,68,Marienfelde
2014-09-06,,0,12,13,75,Marienfelde
2014-09-07,,1,12,13,67,Marienfelde
2014-09-08,,2,15,18,62,Marienfelde
2014-09-09,,2,13,15,59,Marienfelde
2014-09-10,,0,12,12,51,Marienfelde
2014-09-11,,1,15,17,37,Marienfelde
2014-09-12,,0,15,15,54,Marienfelde
2014-09-13,,0,13,14,52,Marienfelde
2014-09-14,,1,16,17,49,Marienfelde
2014-09-15,,1,14,15,69,Marienfelde
2014-09-16,,1,15,16,70,Marienfelde
2014-09-17,,1,14,16,68,Marienfelde
2014-09-18,,1,19,21,66,Marienfelde
